tensor_name	producer_op	consumer_ops	dtype	signedness	scale_name	scale_value_or_summary	zero_point_name	zero_point_value_or_summary	per_tensor_or_per_channel	axis	can_feed_smt_vmadot_directly	correction_required	requant_required	recommended_path	caveat
/model.13/m.0/m/m.1/cv1/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.13/m.0/m/m.1/cv1/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.13/m.0/m/m.1/cv1/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.13/m.0/m/m.1/cv1/conv/Conv_output_0_scale	0.06045391038060188	/model.13/m.0/m/m.1/cv1/conv/Conv_output_0_zero_point	136	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/m/m.1/cv1/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.13/m.0/m/m.1/cv1/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.13/m.0/m/m.1/cv1/act/Sigmoid;Mul:/model.13/m.0/m/m.1/cv1/act/Mul	u8	u8	/model.13/m.0/m/m.1/cv1/conv/Conv_output_0_scale	0.06045391038060188	/model.13/m.0/m/m.1/cv1/conv/Conv_output_0_zero_point	136	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.13/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear	DequantizeLinear:/model.13/m.0/m/m.1/cv1/act/Mul_output_0_DequantizeLinear	u8	u8	/model.13/m.0/m/m.1/cv1/act/Mul_output_0_scale	0.029237372800707817	/model.13/m.0/m/m.1/cv1/act/Mul_output_0_zero_point	10	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/m/m.1/cv1/act/Mul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.13/m.0/m/m.1/cv1/act/Mul_output_0_DequantizeLinear	Conv:/model.13/m.0/m/m.1/cv2/conv/Conv	u8	u8	/model.13/m.0/m/m.1/cv1/act/Mul_output_0_scale	0.029237372800707817	/model.13/m.0/m/m.1/cv1/act/Mul_output_0_zero_point	10	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/m/m.1/cv2/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.13/m.0/m/m.1/cv2/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.13/m.0/m/m.1/cv2/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.13/m.0/m/m.1/cv2/conv/Conv_output_0_scale	0.10801505297422409	/model.13/m.0/m/m.1/cv2/conv/Conv_output_0_zero_point	123	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/m/m.1/cv2/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.13/m.0/m/m.1/cv2/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.13/m.0/m/m.1/cv2/act/Sigmoid;Mul:/model.13/m.0/m/m.1/cv2/act/Mul	u8	u8	/model.13/m.0/m/m.1/cv2/conv/Conv_output_0_scale	0.10801505297422409	/model.13/m.0/m/m.1/cv2/conv/Conv_output_0_zero_point	123	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/Concat_output_0_QuantizeLinear_Output	QuantizeLinear:/model.13/m.0/Concat_output_0_QuantizeLinear	DequantizeLinear:/model.13/m.0/Concat_output_0_DequantizeLinear	u8	u8	/model.13/m.0/Concat_output_0_scale	0.065601646900177	/model.13/m.0/Concat_output_0_zero_point	13	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/Concat_output_0_DequantizeLinear_Output	DequantizeLinear:/model.13/m.0/Concat_output_0_DequantizeLinear	Conv:/model.13/m.0/cv3/conv/Conv	u8	u8	/model.13/m.0/Concat_output_0_scale	0.065601646900177	/model.13/m.0/Concat_output_0_zero_point	13	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/cv3/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.13/m.0/cv3/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.13/m.0/cv3/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.13/m.0/cv3/conv/Conv_output_0_scale	0.07933752238750458	/model.13/m.0/cv3/conv/Conv_output_0_zero_point	109	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/cv3/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.13/m.0/cv3/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.13/m.0/cv3/act/Sigmoid;Mul:/model.13/m.0/cv3/act/Mul	u8	u8	/model.13/m.0/cv3/conv/Conv_output_0_scale	0.07933752238750458	/model.13/m.0/cv3/conv/Conv_output_0_zero_point	109	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/Concat_output_0_QuantizeLinear_Output	QuantizeLinear:/model.13/Concat_output_0_QuantizeLinear	DequantizeLinear:/model.13/Concat_output_0_DequantizeLinear	u8	u8	/model.13/Concat_output_0_scale	0.04654398187994957	/model.13/Concat_output_0_zero_point	6	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/Concat_output_0_DequantizeLinear_Output	DequantizeLinear:/model.13/Concat_output_0_DequantizeLinear	Conv:/model.13/cv2/conv/Conv	u8	u8	/model.13/Concat_output_0_scale	0.04654398187994957	/model.13/Concat_output_0_zero_point	6	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/cv2/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.13/cv2/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.13/cv2/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.13/cv2/conv/Conv_output_0_scale	0.0637902170419693	/model.13/cv2/conv/Conv_output_0_zero_point	144	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/cv2/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.13/cv2/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.13/cv2/act/Sigmoid;Mul:/model.13/cv2/act/Mul	u8	u8	/model.13/cv2/conv/Conv_output_0_scale	0.0637902170419693	/model.13/cv2/conv/Conv_output_0_zero_point	144	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.15/Concat_output_0_QuantizeLinear_Output	QuantizeLinear:/model.15/Concat_output_0_QuantizeLinear	DequantizeLinear:/model.15/Concat_output_0_DequantizeLinear	u8	u8	/model.15/Concat_output_0_scale	0.030298452824354172	/model.15/Concat_output_0_zero_point	9	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.15/Concat_output_0_DequantizeLinear_Output	DequantizeLinear:/model.15/Concat_output_0_DequantizeLinear	Conv:/model.16/cv1/conv/Conv	u8	u8	/model.15/Concat_output_0_scale	0.030298452824354172	/model.15/Concat_output_0_zero_point	9	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/cv1/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.16/cv1/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.16/cv1/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.16/cv1/conv/Conv_output_0_scale	0.05423592031002045	/model.16/cv1/conv/Conv_output_0_zero_point	123	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/cv1/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.16/cv1/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.16/cv1/act/Sigmoid;Mul:/model.16/cv1/act/Mul	u8	u8	/model.16/cv1/conv/Conv_output_0_scale	0.05423592031002045	/model.16/cv1/conv/Conv_output_0_zero_point	123	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/Split_output_1_QuantizeLinear_Output	QuantizeLinear:/model.16/Split_output_1_QuantizeLinear	DequantizeLinear:/model.16/Split_output_1_DequantizeLinear	u8	u8	/model.16/Split_output_1_scale	0.01984323188662529	/model.16/Split_output_1_zero_point	14	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/Split_output_1_DequantizeLinear_Output	DequantizeLinear:/model.16/Split_output_1_DequantizeLinear	Conv:/model.16/m.0/cv1/conv/Conv;Conv:/model.16/m.0/cv2/conv/Conv;Concat:/model.16/Concat	u8	u8	/model.16/Split_output_1_scale	0.01984323188662529	/model.16/Split_output_1_zero_point	14	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.16/m.0/cv1/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.16/m.0/cv1/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.16/m.0/cv1/conv/Conv_output_0_scale	0.015949631109833717	/model.16/m.0/cv1/conv/Conv_output_0_zero_point	158	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.16/m.0/cv2/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.16/m.0/cv2/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.16/m.0/cv2/conv/Conv_output_0_scale	0.06202919781208038	/model.16/m.0/cv2/conv/Conv_output_0_zero_point	137	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/m.0/cv1/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.16/m.0/cv1/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.16/m.0/cv1/act/Sigmoid;Mul:/model.16/m.0/cv1/act/Mul	u8	u8	/model.16/m.0/cv1/conv/Conv_output_0_scale	0.015949631109833717	/model.16/m.0/cv1/conv/Conv_output_0_zero_point	158	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/m.0/cv2/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.16/m.0/cv2/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.16/m.0/cv2/act/Sigmoid;Mul:/model.16/m.0/cv2/act/Mul	u8	u8	/model.16/m.0/cv2/conv/Conv_output_0_scale	0.06202919781208038	/model.16/m.0/cv2/conv/Conv_output_0_zero_point	137	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.16/m.0/cv1/act/Mul_output_0_QuantizeLinear	DequantizeLinear:/model.16/m.0/cv1/act/Mul_output_0_DequantizeLinear	u8	u8	/model.16/m.0/cv1/act/Mul_output_0_scale	0.006061680614948273	/model.16/m.0/cv1/act/Mul_output_0_zero_point	46	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/m.0/cv1/act/Mul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.16/m.0/cv1/act/Mul_output_0_DequantizeLinear	Conv:/model.16/m.0/m/m.0/cv1/conv/Conv;Add:/model.16/m.0/m/m.0/Add	u8	u8	/model.16/m.0/cv1/act/Mul_output_0_scale	0.006061680614948273	/model.16/m.0/cv1/act/Mul_output_0_zero_point	46	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/m.0/m/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.16/m.0/m/m.0/cv1/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.16/m.0/m/m.0/cv1/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.16/m.0/m/m.0/cv1/conv/Conv_output_0_scale	0.04297102987766266	/model.16/m.0/m/m.0/cv1/conv/Conv_output_0_zero_point	126	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/m.0/m/m.0/cv1/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.16/m.0/m/m.0/cv1/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.16/m.0/m/m.0/cv1/act/Sigmoid;Mul:/model.16/m.0/m/m.0/cv1/act/Mul	u8	u8	/model.16/m.0/m/m.0/cv1/conv/Conv_output_0_scale	0.04297102987766266	/model.16/m.0/m/m.0/cv1/conv/Conv_output_0_zero_point	126	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.16/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear	DequantizeLinear:/model.16/m.0/m/m.0/cv1/act/Mul_output_0_DequantizeLinear	u8	u8	/model.16/m.0/m/m.0/cv1/act/Mul_output_0_scale	0.02277587167918682	/model.16/m.0/m/m.0/cv1/act/Mul_output_0_zero_point	12	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/m.0/m/m.0/cv1/act/Mul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.16/m.0/m/m.0/cv1/act/Mul_output_0_DequantizeLinear	Conv:/model.16/m.0/m/m.0/cv2/conv/Conv	u8	u8	/model.16/m.0/m/m.0/cv1/act/Mul_output_0_scale	0.02277587167918682	/model.16/m.0/m/m.0/cv1/act/Mul_output_0_zero_point	12	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/m.0/m/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.16/m.0/m/m.0/cv2/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.16/m.0/m/m.0/cv2/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.16/m.0/m/m.0/cv2/conv/Conv_output_0_scale	0.04880041256546974	/model.16/m.0/m/m.0/cv2/conv/Conv_output_0_zero_point	134	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/m.0/m/m.0/cv2/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.16/m.0/m/m.0/cv2/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.16/m.0/m/m.0/cv2/act/Sigmoid;Mul:/model.16/m.0/m/m.0/cv2/act/Mul	u8	u8	/model.16/m.0/m/m.0/cv2/conv/Conv_output_0_scale	0.04880041256546974	/model.16/m.0/m/m.0/cv2/conv/Conv_output_0_zero_point	134	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/m.0/m/m.0/Add_output_0_QuantizeLinear_Output	QuantizeLinear:/model.16/m.0/m/m.0/Add_output_0_QuantizeLinear	DequantizeLinear:/model.16/m.0/m/m.0/Add_output_0_DequantizeLinear	u8	u8	/model.16/m.0/m/m.0/Add_output_0_scale	0.02524525858461857	/model.16/m.0/m/m.0/Add_output_0_zero_point	22	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/m.0/m/m.0/Add_output_0_DequantizeLinear_Output	DequantizeLinear:/model.16/m.0/m/m.0/Add_output_0_DequantizeLinear	Conv:/model.16/m.0/m/m.1/cv1/conv/Conv;Add:/model.16/m.0/m/m.1/Add	u8	u8	/model.16/m.0/m/m.0/Add_output_0_scale	0.02524525858461857	/model.16/m.0/m/m.0/Add_output_0_zero_point	22	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/m.0/m/m.1/cv1/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.16/m.0/m/m.1/cv1/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.16/m.0/m/m.1/cv1/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.16/m.0/m/m.1/cv1/conv/Conv_output_0_scale	0.04511882737278938	/model.16/m.0/m/m.1/cv1/conv/Conv_output_0_zero_point	160	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/m.0/m/m.1/cv1/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.16/m.0/m/m.1/cv1/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.16/m.0/m/m.1/cv1/act/Sigmoid;Mul:/model.16/m.0/m/m.1/cv1/act/Mul	u8	u8	/model.16/m.0/m/m.1/cv1/conv/Conv_output_0_scale	0.04511882737278938	/model.16/m.0/m/m.1/cv1/conv/Conv_output_0_zero_point	160	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.16/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear	DequantizeLinear:/model.16/m.0/m/m.1/cv1/act/Mul_output_0_DequantizeLinear	u8	u8	/model.16/m.0/m/m.1/cv1/act/Mul_output_0_scale	0.01763974130153656	/model.16/m.0/m/m.1/cv1/act/Mul_output_0_zero_point	16	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.16/m.0/m/m.1/cv1/act/Mul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.16/m.0/m/m.1/cv1/act/Mul_output_0_DequantizeLinear	Conv:/model.16/m.0/m/m.1/cv2/conv/Conv	u8	u8	/model.16/m.0/m/m.1/cv1/act/Mul_output_0_scale	0.01763974130153656	/model.16/m.0/m/m.1/cv1/act/Mul_output_0_zero_point	16	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
