tensor_name	producer_op	consumer_ops	dtype	signedness	scale_name	scale_value_or_summary	zero_point_name	zero_point_value_or_summary	per_tensor_or_per_channel	axis	can_feed_smt_vmadot_directly	correction_required	requant_required	recommended_path	caveat
/model.10/m/m.0/attn/Transpose_output_0_QuantizeLinear_Output	QuantizeLinear:/model.10/m/m.0/attn/Transpose_output_0_QuantizeLinear	DequantizeLinear:/model.10/m/m.0/attn/Transpose_output_0_DequantizeLinear	u8	u8	/model.10/m/m.0/attn/Transpose_output_0_scale	0.04627726227045059	/model.10/m/m.0/attn/Transpose_output_0_zero_point	128	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/attn/Split_output_1_DequantizeLinear_Output	DequantizeLinear:/model.10/m/m.0/attn/Split_output_1_DequantizeLinear	MatMul:/model.10/m/m.0/attn/MatMul	u8	u8	/model.10/m/m.0/attn/Split_output_1_scale	0.059319499880075455	/model.10/m/m.0/attn/Split_output_1_zero_point	126	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/attn/Split_output_2_DequantizeLinear_Output	DequantizeLinear:/model.10/m/m.0/attn/Split_output_2_DequantizeLinear	Reshape:/model.10/m/m.0/attn/Reshape_2;MatMul:/model.10/m/m.0/attn/MatMul_1	u8	u8	/model.10/m/m.0/attn/Split_output_2_scale	0.11401121318340302	/model.10/m/m.0/attn/Split_output_2_zero_point	121	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/attn/Transpose_output_0_DequantizeLinear_Output	DequantizeLinear:/model.10/m/m.0/attn/Transpose_output_0_DequantizeLinear	MatMul:/model.10/m/m.0/attn/MatMul	u8	u8	/model.10/m/m.0/attn/Transpose_output_0_scale	0.04627726227045059	/model.10/m/m.0/attn/Transpose_output_0_zero_point	128	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/attn/Reshape_2_output_0_QuantizeLinear_Output	QuantizeLinear:/model.10/m/m.0/attn/Reshape_2_output_0_QuantizeLinear	DequantizeLinear:/model.10/m/m.0/attn/Reshape_2_output_0_DequantizeLinear	u8	u8	/model.10/m/m.0/attn/Reshape_2_output_0_scale	0.11401121318340302	/model.10/m/m.0/attn/Reshape_2_output_0_zero_point	121	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/attn/MatMul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.10/m/m.0/attn/MatMul_output_0_QuantizeLinear	DequantizeLinear:/model.10/m/m.0/attn/MatMul_output_0_DequantizeLinear	u8	u8	/model.10/m/m.0/attn/MatMul_output_0_scale	0.6259151697158813	/model.10/m/m.0/attn/MatMul_output_0_zero_point	122	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/attn/Reshape_2_output_0_DequantizeLinear_Output	DequantizeLinear:/model.10/m/m.0/attn/Reshape_2_output_0_DequantizeLinear	Conv:/model.10/m/m.0/attn/pe/conv/Conv	u8	u8	/model.10/m/m.0/attn/Reshape_2_output_0_scale	0.11401121318340302	/model.10/m/m.0/attn/Reshape_2_output_0_zero_point	121	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/attn/MatMul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.10/m/m.0/attn/MatMul_output_0_DequantizeLinear	Mul:/model.10/m/m.0/attn/Mul	u8	u8	/model.10/m/m.0/attn/MatMul_output_0_scale	0.6259151697158813	/model.10/m/m.0/attn/MatMul_output_0_zero_point	122	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/attn/pe/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.10/m/m.0/attn/pe/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.10/m/m.0/attn/pe/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.10/m/m.0/attn/pe/conv/Conv_output_0_scale	0.05291128531098366	/model.10/m/m.0/attn/pe/conv/Conv_output_0_zero_point	116	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/attn/pe/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.10/m/m.0/attn/pe/conv/Conv_output_0_DequantizeLinear	Add:/model.10/m/m.0/attn/Add	u8	u8	/model.10/m/m.0/attn/pe/conv/Conv_output_0_scale	0.05291128531098366	/model.10/m/m.0/attn/pe/conv/Conv_output_0_zero_point	116	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/attn/Transpose_1_output_0_QuantizeLinear_Output	QuantizeLinear:/model.10/m/m.0/attn/Transpose_1_output_0_QuantizeLinear	DequantizeLinear:/model.10/m/m.0/attn/Transpose_1_output_0_DequantizeLinear	u8	u8	/model.10/m/m.0/attn/Transpose_1_output_0_scale	0.0033711211290210485	/model.10/m/m.0/attn/Transpose_1_output_0_zero_point	0	per_tensor		no	dtype_or_layout_check	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/attn/Transpose_1_output_0_DequantizeLinear_Output	DequantizeLinear:/model.10/m/m.0/attn/Transpose_1_output_0_DequantizeLinear	MatMul:/model.10/m/m.0/attn/MatMul_1	u8	u8	/model.10/m/m.0/attn/Transpose_1_output_0_scale	0.0033711211290210485	/model.10/m/m.0/attn/Transpose_1_output_0_zero_point	0	per_tensor		no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/attn/MatMul_1_output_0_QuantizeLinear_Output	QuantizeLinear:/model.10/m/m.0/attn/MatMul_1_output_0_QuantizeLinear	DequantizeLinear:/model.10/m/m.0/attn/MatMul_1_output_0_DequantizeLinear	u8	u8	/model.10/m/m.0/attn/MatMul_1_output_0_scale	0.05422614514827728	/model.10/m/m.0/attn/MatMul_1_output_0_zero_point	126	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/attn/MatMul_1_output_0_DequantizeLinear_Output	DequantizeLinear:/model.10/m/m.0/attn/MatMul_1_output_0_DequantizeLinear	Reshape:/model.10/m/m.0/attn/Reshape_1	u8	u8	/model.10/m/m.0/attn/MatMul_1_output_0_scale	0.05422614514827728	/model.10/m/m.0/attn/MatMul_1_output_0_zero_point	126	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/attn/Add_output_0_QuantizeLinear_Output	QuantizeLinear:/model.10/m/m.0/attn/Add_output_0_QuantizeLinear	DequantizeLinear:/model.10/m/m.0/attn/Add_output_0_DequantizeLinear	u8	u8	/model.10/m/m.0/attn/Add_output_0_scale	0.03331850841641426	/model.10/m/m.0/attn/Add_output_0_zero_point	129	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/attn/Add_output_0_DequantizeLinear_Output	DequantizeLinear:/model.10/m/m.0/attn/Add_output_0_DequantizeLinear	Conv:/model.10/m/m.0/attn/proj/conv/Conv	u8	u8	/model.10/m/m.0/attn/Add_output_0_scale	0.03331850841641426	/model.10/m/m.0/attn/Add_output_0_zero_point	129	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/attn/proj/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.10/m/m.0/attn/proj/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.10/m/m.0/attn/proj/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.10/m/m.0/attn/proj/conv/Conv_output_0_scale	0.04502793028950691	/model.10/m/m.0/attn/proj/conv/Conv_output_0_zero_point	126	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/attn/proj/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.10/m/m.0/attn/proj/conv/Conv_output_0_DequantizeLinear	Add:/model.10/m/m.0/Add	u8	u8	/model.10/m/m.0/attn/proj/conv/Conv_output_0_scale	0.04502793028950691	/model.10/m/m.0/attn/proj/conv/Conv_output_0_zero_point	126	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/Add_output_0_QuantizeLinear_Output	QuantizeLinear:/model.10/m/m.0/Add_output_0_QuantizeLinear	DequantizeLinear:/model.10/m/m.0/Add_output_0_DequantizeLinear	u8	u8	/model.10/m/m.0/Add_output_0_scale	0.05896896496415138	/model.10/m/m.0/Add_output_0_zero_point	91	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/Add_output_0_DequantizeLinear_Output	DequantizeLinear:/model.10/m/m.0/Add_output_0_DequantizeLinear	Conv:/model.10/m/m.0/ffn/ffn.0/conv/Conv;Add:/model.10/m/m.0/Add_1	u8	u8	/model.10/m/m.0/Add_output_0_scale	0.05896896496415138	/model.10/m/m.0/Add_output_0_zero_point	91	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/ffn/ffn.0/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.10/m/m.0/ffn/ffn.0/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.10/m/m.0/ffn/ffn.0/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.10/m/m.0/ffn/ffn.0/conv/Conv_output_0_scale	0.04796892777085304	/model.10/m/m.0/ffn/ffn.0/conv/Conv_output_0_zero_point	175	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/ffn/ffn.0/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.10/m/m.0/ffn/ffn.0/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.10/m/m.0/ffn/ffn.0/act/Sigmoid;Mul:/model.10/m/m.0/ffn/ffn.0/act/Mul	u8	u8	/model.10/m/m.0/ffn/ffn.0/conv/Conv_output_0_scale	0.04796892777085304	/model.10/m/m.0/ffn/ffn.0/conv/Conv_output_0_zero_point	175	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0_QuantizeLinear	DequantizeLinear:/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0_DequantizeLinear	u8	u8	/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0_scale	0.015778223052620888	/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0_zero_point	18	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0_DequantizeLinear	Conv:/model.10/m/m.0/ffn/ffn.1/conv/Conv	u8	u8	/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0_scale	0.015778223052620888	/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0_zero_point	18	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/ffn/ffn.1/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.10/m/m.0/ffn/ffn.1/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.10/m/m.0/ffn/ffn.1/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.10/m/m.0/ffn/ffn.1/conv/Conv_output_0_scale	0.05127131938934326	/model.10/m/m.0/ffn/ffn.1/conv/Conv_output_0_zero_point	131	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/m/m.0/ffn/ffn.1/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.10/m/m.0/ffn/ffn.1/conv/Conv_output_0_DequantizeLinear	Add:/model.10/m/m.0/Add_1	u8	u8	/model.10/m/m.0/ffn/ffn.1/conv/Conv_output_0_scale	0.05127131938934326	/model.10/m/m.0/ffn/ffn.1/conv/Conv_output_0_zero_point	131	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/Concat_output_0_QuantizeLinear_Output	QuantizeLinear:/model.10/Concat_output_0_QuantizeLinear	DequantizeLinear:/model.10/Concat_output_0_DequantizeLinear	u8	u8	/model.10/Concat_output_0_scale	0.07779913395643234	/model.10/Concat_output_0_zero_point	97	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/Concat_output_0_DequantizeLinear_Output	DequantizeLinear:/model.10/Concat_output_0_DequantizeLinear	Conv:/model.10/cv2/conv/Conv	u8	u8	/model.10/Concat_output_0_scale	0.07779913395643234	/model.10/Concat_output_0_zero_point	97	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/cv2/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.10/cv2/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.10/cv2/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.10/cv2/conv/Conv_output_0_scale	0.08351804316043854	/model.10/cv2/conv/Conv_output_0_zero_point	150	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.10/cv2/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.10/cv2/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.10/cv2/act/Sigmoid;Mul:/model.10/cv2/act/Mul	u8	u8	/model.10/cv2/conv/Conv_output_0_scale	0.08351804316043854	/model.10/cv2/conv/Conv_output_0_zero_point	150	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.12/Concat_output_0_QuantizeLinear_Output	QuantizeLinear:/model.12/Concat_output_0_QuantizeLinear	DequantizeLinear:/model.12/Concat_output_0_DequantizeLinear	u8	u8	/model.12/Concat_output_0_scale	0.03535668924450874	/model.12/Concat_output_0_zero_point	8	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.12/Concat_output_0_DequantizeLinear_Output	DequantizeLinear:/model.12/Concat_output_0_DequantizeLinear	Conv:/model.13/cv1/conv/Conv	u8	u8	/model.12/Concat_output_0_scale	0.03535668924450874	/model.12/Concat_output_0_zero_point	8	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/cv1/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.13/cv1/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.13/cv1/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.13/cv1/conv/Conv_output_0_scale	0.06635519117116928	/model.13/cv1/conv/Conv_output_0_zero_point	154	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/cv1/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.13/cv1/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.13/cv1/act/Sigmoid;Mul:/model.13/cv1/act/Mul	u8	u8	/model.13/cv1/conv/Conv_output_0_scale	0.06635519117116928	/model.13/cv1/conv/Conv_output_0_zero_point	154	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/Split_output_1_QuantizeLinear_Output	QuantizeLinear:/model.13/Split_output_1_QuantizeLinear	DequantizeLinear:/model.13/Split_output_1_DequantizeLinear	u8	u8	/model.13/Split_output_1_scale	0.027117649093270302	/model.13/Split_output_1_zero_point	10	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/Split_output_1_DequantizeLinear_Output	DequantizeLinear:/model.13/Split_output_1_DequantizeLinear	Conv:/model.13/m.0/cv1/conv/Conv;Conv:/model.13/m.0/cv2/conv/Conv;Concat:/model.13/Concat	u8	u8	/model.13/Split_output_1_scale	0.027117649093270302	/model.13/Split_output_1_zero_point	10	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.13/m.0/cv1/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.13/m.0/cv1/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.13/m.0/cv1/conv/Conv_output_0_scale	0.040932368487119675	/model.13/m.0/cv1/conv/Conv_output_0_zero_point	160	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.13/m.0/cv2/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.13/m.0/cv2/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.13/m.0/cv2/conv/Conv_output_0_scale	0.10580915957689285	/model.13/m.0/cv2/conv/Conv_output_0_zero_point	161	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/cv1/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.13/m.0/cv1/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.13/m.0/cv1/act/Sigmoid;Mul:/model.13/m.0/cv1/act/Mul	u8	u8	/model.13/m.0/cv1/conv/Conv_output_0_scale	0.040932368487119675	/model.13/m.0/cv1/conv/Conv_output_0_zero_point	160	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/cv2/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.13/m.0/cv2/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.13/m.0/cv2/act/Sigmoid;Mul:/model.13/m.0/cv2/act/Mul	u8	u8	/model.13/m.0/cv2/conv/Conv_output_0_scale	0.10580915957689285	/model.13/m.0/cv2/conv/Conv_output_0_zero_point	161	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.13/m.0/cv1/act/Mul_output_0_QuantizeLinear	DequantizeLinear:/model.13/m.0/cv1/act/Mul_output_0_DequantizeLinear	u8	u8	/model.13/m.0/cv1/act/Mul_output_0_scale	0.016063911840319633	/model.13/m.0/cv1/act/Mul_output_0_zero_point	17	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/cv1/act/Mul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.13/m.0/cv1/act/Mul_output_0_DequantizeLinear	Conv:/model.13/m.0/m/m.0/cv1/conv/Conv;Add:/model.13/m.0/m/m.0/Add	u8	u8	/model.13/m.0/cv1/act/Mul_output_0_scale	0.016063911840319633	/model.13/m.0/cv1/act/Mul_output_0_zero_point	17	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/m/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.13/m.0/m/m.0/cv1/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.13/m.0/m/m.0/cv1/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.13/m.0/m/m.0/cv1/conv/Conv_output_0_scale	0.06266459077596664	/model.13/m.0/m/m.0/cv1/conv/Conv_output_0_zero_point	124	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/m/m.0/cv1/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.13/m.0/m/m.0/cv1/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.13/m.0/m/m.0/cv1/act/Sigmoid;Mul:/model.13/m.0/m/m.0/cv1/act/Mul	u8	u8	/model.13/m.0/m/m.0/cv1/conv/Conv_output_0_scale	0.06266459077596664	/model.13/m.0/m/m.0/cv1/conv/Conv_output_0_zero_point	124	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.13/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear	DequantizeLinear:/model.13/m.0/m/m.0/cv1/act/Mul_output_0_DequantizeLinear	u8	u8	/model.13/m.0/m/m.0/cv1/act/Mul_output_0_scale	0.03337734937667847	/model.13/m.0/m/m.0/cv1/act/Mul_output_0_zero_point	8	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/m/m.0/cv1/act/Mul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.13/m.0/m/m.0/cv1/act/Mul_output_0_DequantizeLinear	Conv:/model.13/m.0/m/m.0/cv2/conv/Conv	u8	u8	/model.13/m.0/m/m.0/cv1/act/Mul_output_0_scale	0.03337734937667847	/model.13/m.0/m/m.0/cv1/act/Mul_output_0_zero_point	8	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/m/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.13/m.0/m/m.0/cv2/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.13/m.0/m/m.0/cv2/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.13/m.0/m/m.0/cv2/conv/Conv_output_0_scale	0.07590416073799133	/model.13/m.0/m/m.0/cv2/conv/Conv_output_0_zero_point	126	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/m/m.0/cv2/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.13/m.0/m/m.0/cv2/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.13/m.0/m/m.0/cv2/act/Sigmoid;Mul:/model.13/m.0/m/m.0/cv2/act/Mul	u8	u8	/model.13/m.0/m/m.0/cv2/conv/Conv_output_0_scale	0.07590416073799133	/model.13/m.0/m/m.0/cv2/conv/Conv_output_0_zero_point	126	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/m/m.0/Add_output_0_QuantizeLinear_Output	QuantizeLinear:/model.13/m.0/m/m.0/Add_output_0_QuantizeLinear	DequantizeLinear:/model.13/m.0/m/m.0/Add_output_0_DequantizeLinear	u8	u8	/model.13/m.0/m/m.0/Add_output_0_scale	0.04312318563461304	/model.13/m.0/m/m.0/Add_output_0_zero_point	13	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.13/m.0/m/m.0/Add_output_0_DequantizeLinear_Output	DequantizeLinear:/model.13/m.0/m/m.0/Add_output_0_DequantizeLinear	Conv:/model.13/m.0/m/m.1/cv1/conv/Conv;Add:/model.13/m.0/m/m.1/Add	u8	u8	/model.13/m.0/m/m.0/Add_output_0_scale	0.04312318563461304	/model.13/m.0/m/m.0/Add_output_0_zero_point	13	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
