arm	operation_index	kind	scope	name	samples	mean_us	median_us	p95_us	min_us	max_us
packed	198	concat	full_executor	/model.22/Concat	140	97.337814	96.678500	101.957350	88.616000	137.445000
packed	199	conv_dense	full_executor	/model.22/cv2/conv/Conv	140	1177.566721	1168.657500	1214.331700	1119.183000	1723.919000
packed	200	lut1	full_executor	/model.22/cv2/act/Mul_output_0_QuantizeLinear	140	42.830979	41.642000	47.185900	39.122000	65.493000
packed	201	conv_dense	full_executor	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv	140	723.859364	717.268500	809.662450	651.277000	957.325000
packed	202	conv_grouped	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv	140	837.935557	835.573500	855.592000	798.841000	1914.814000
packed	203	lut1	full_executor	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0_QuantizeLinear	140	10.402293	10.228500	12.088250	8.249000	21.206000
packed	204	lut1	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul_output_0_QuantizeLinear	140	34.237671	33.247000	35.091400	30.581000	68.161000
packed	205	conv_dense	full_executor	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv	140	86.485493	84.243000	115.593100	82.826000	129.488000
packed	206	conv_dense	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv	140	371.221729	364.841000	404.813100	356.969000	549.281000
packed	207	lut1	full_executor	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0_QuantizeLinear	140	8.081736	7.853500	9.138600	7.208000	17.248000
packed	208	lut1	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0_QuantizeLinear	140	16.110757	15.873500	17.377200	14.374000	27.080000
packed	209	conv_dense	full_executor	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv	140	19.250957	19.082000	19.876050	18.206000	29.039000
packed	210	conv_grouped	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv	140	258.727279	253.456500	297.941950	251.728000	385.505000
packed	211	lut1	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0_QuantizeLinear	140	12.418214	11.873500	15.336200	11.041000	29.456000
packed	212	conv_dense	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv	140	261.529650	258.058000	292.694700	255.559000	374.173000
packed	213	lut1	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Mul_output_0_QuantizeLinear	140	18.328650	18.165000	19.875100	15.707000	25.873000
packed	214	conv_dense	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv	140	272.061750	269.079500	273.587050	264.100000	390.879000
