timestamp_utc	temp_millic	cpu0_khz	cpu4_khz
2026-07-16T20:02:48Z	69000	1600000	1600000
2026-07-16T20:02:53Z	69000	1600000	1600000
2026-07-16T20:02:58Z	69000	1600000	1600000
2026-07-16T20:03:03Z	68000	1600000	1600000
2026-07-16T20:03:09Z	70000	1600000	1600000
2026-07-16T20:03:14Z	70000	1600000	1600000
2026-07-16T20:03:19Z	70000	1600000	1600000
2026-07-16T20:03:24Z	68000	1600000	1600000
2026-07-16T20:03:29Z	70000	1600000	1600000
2026-07-16T20:03:34Z	69000	1600000	1600000
2026-07-16T20:03:39Z	70000	1600000	1600000
2026-07-16T20:03:44Z	69000	1600000	1600000
2026-07-16T20:03:49Z	70000	1600000	1600000
2026-07-16T20:03:54Z	70000	1600000	1600000
2026-07-16T20:03:59Z	68000	1600000	1600000
2026-07-16T20:04:04Z	70000	1600000	1600000
2026-07-16T20:04:09Z	69000	1600000	1600000
2026-07-16T20:04:14Z	69000	1600000	1600000
2026-07-16T20:04:19Z	70000	1600000	1600000
2026-07-16T20:04:24Z	69000	1600000	1600000
2026-07-16T20:04:29Z	70000	1600000	1600000
2026-07-16T20:04:34Z	70000	1600000	1600000
2026-07-16T20:04:40Z	68000	1600000	1600000
2026-07-16T20:04:45Z	70000	1600000	1600000
2026-07-16T20:04:50Z	69000	1600000	1600000
2026-07-16T20:04:55Z	70000	1600000	1600000
2026-07-16T20:05:00Z	70000	1600000	1600000
2026-07-16T20:05:05Z	69000	1600000	1600000
2026-07-16T20:05:10Z	69000	1600000	1600000
2026-07-16T20:05:15Z	70000	1600000	1600000
2026-07-16T20:05:20Z	69000	1600000	1600000
2026-07-16T20:05:25Z	70000	1600000	1600000
2026-07-16T20:05:30Z	70000	1600000	1600000
2026-07-16T20:05:35Z	70000	1600000	1600000
2026-07-16T20:05:40Z	70000	1600000	1600000
2026-07-16T20:05:45Z	70000	1600000	1600000
2026-07-16T20:05:50Z	69000	1600000	1600000
2026-07-16T20:05:55Z	70000	1600000	1600000
2026-07-16T20:06:00Z	70000	1600000	1600000
2026-07-16T20:06:06Z	69000	1600000	1600000
2026-07-16T20:06:11Z	69000	1600000	1600000
2026-07-16T20:06:16Z	70000	1600000	1600000
2026-07-16T20:06:21Z	70000	1600000	1600000
2026-07-16T20:06:26Z	69000	1600000	1600000
2026-07-16T20:06:31Z	69000	1600000	1600000
2026-07-16T20:06:36Z	70000	1600000	1600000
2026-07-16T20:06:41Z	70000	1600000	1600000
2026-07-16T20:06:46Z	69000	1600000	1600000
2026-07-16T20:06:51Z	70000	1600000	1600000
2026-07-16T20:06:56Z	70000	1600000	1600000
2026-07-16T20:07:01Z	69000	1600000	1600000
2026-07-16T20:07:06Z	69000	1600000	1600000
2026-07-16T20:07:11Z	68000	1600000	1600000
2026-07-16T20:07:16Z	70000	1600000	1600000
2026-07-16T20:07:21Z	70000	1600000	1600000
2026-07-16T20:07:26Z	70000	1600000	1600000
2026-07-16T20:07:32Z	69000	1600000	1600000
2026-07-16T20:07:37Z	69000	1600000	1600000
2026-07-16T20:07:42Z	69000	1600000	1600000
2026-07-16T20:07:47Z	70000	1600000	1600000
2026-07-16T20:07:52Z	72000	1600000	1600000
2026-07-16T20:07:57Z	68000	1600000	1600000
2026-07-16T20:08:02Z	71000	1600000	1600000
2026-07-16T20:08:07Z	70000	1600000	1600000
2026-07-16T20:08:12Z	67000	1600000	1600000
2026-07-16T20:08:17Z	69000	1600000	1600000
2026-07-16T20:08:22Z	69000	1600000	1600000
2026-07-16T20:08:27Z	70000	1600000	1600000
2026-07-16T20:08:32Z	69000	1600000	1600000
2026-07-16T20:08:37Z	70000	1600000	1600000
2026-07-16T20:08:42Z	70000	1600000	1600000
2026-07-16T20:08:47Z	69000	1600000	1600000
2026-07-16T20:08:52Z	71000	1600000	1600000
2026-07-16T20:08:57Z	71000	1600000	1600000
2026-07-16T20:09:02Z	70000	1600000	1600000
2026-07-16T20:09:08Z	70000	1600000	1600000
2026-07-16T20:09:13Z	70000	1600000	1600000
2026-07-16T20:09:18Z	69000	1600000	1600000
2026-07-16T20:09:23Z	69000	1600000	1600000
2026-07-16T20:09:28Z	69000	1600000	1600000
2026-07-16T20:09:33Z	70000	1600000	1600000
2026-07-16T20:09:38Z	70000	1600000	1600000
2026-07-16T20:09:43Z	72000	1600000	1600000
2026-07-16T20:09:48Z	69000	1600000	1600000
2026-07-16T20:09:53Z	69000	1600000	1600000
2026-07-16T20:09:58Z	70000	1600000	1600000
2026-07-16T20:10:03Z	70000	1600000	1600000
2026-07-16T20:10:08Z	70000	1600000	1600000
2026-07-16T20:10:13Z	70000	1600000	1600000
2026-07-16T20:10:18Z	68000	1600000	1600000
2026-07-16T20:10:23Z	70000	1600000	1600000
2026-07-16T20:10:28Z	70000	1600000	1600000
2026-07-16T20:10:33Z	70000	1600000	1600000
2026-07-16T20:10:38Z	71000	1600000	1600000
2026-07-16T20:10:44Z	70000	1600000	1600000
2026-07-16T20:10:49Z	70000	1600000	1600000
2026-07-16T20:10:54Z	69000	1600000	1600000
2026-07-16T20:10:59Z	69000	1600000	1600000
2026-07-16T20:11:04Z	69000	1600000	1600000
2026-07-16T20:11:09Z	69000	1600000	1600000
2026-07-16T20:11:14Z	69000	1600000	1600000
2026-07-16T20:11:19Z	70000	1600000	1600000
2026-07-16T20:11:24Z	71000	1600000	1600000
2026-07-16T20:11:29Z	70000	1600000	1600000
2026-07-16T20:11:34Z	69000	1600000	1600000
2026-07-16T20:11:39Z	69000	1600000	1600000
2026-07-16T20:11:44Z	69000	1600000	1600000
2026-07-16T20:11:49Z	70000	1600000	1600000
2026-07-16T20:11:54Z	70000	1600000	1600000
2026-07-16T20:11:59Z	70000	1600000	1600000
2026-07-16T20:12:04Z	69000	1600000	1600000
2026-07-16T20:12:10Z	70000	1600000	1600000
2026-07-16T20:12:15Z	69000	1600000	1600000
2026-07-16T20:12:20Z	70000	1600000	1600000
2026-07-16T20:12:25Z	69000	1600000	1600000
2026-07-16T20:12:30Z	69000	1600000	1600000
2026-07-16T20:12:35Z	69000	1600000	1600000
2026-07-16T20:12:40Z	71000	1600000	1600000
2026-07-16T20:12:45Z	70000	1600000	1600000
2026-07-16T20:12:50Z	70000	1600000	1600000
2026-07-16T20:12:55Z	69000	1600000	1600000
2026-07-16T20:13:00Z	69000	1600000	1600000
2026-07-16T20:13:05Z	70000	1600000	1600000
2026-07-16T20:13:10Z	68000	1600000	1600000
2026-07-16T20:13:15Z	68000	1600000	1600000
2026-07-16T20:13:20Z	70000	1600000	1600000
2026-07-16T20:13:25Z	70000	1600000	1600000
2026-07-16T20:13:30Z	70000	1600000	1600000
2026-07-16T20:13:36Z	70000	1600000	1600000
2026-07-16T20:13:41Z	70000	1600000	1600000
2026-07-16T20:13:46Z	69000	1600000	1600000
2026-07-16T20:13:51Z	70000	1600000	1600000
2026-07-16T20:13:56Z	70000	1600000	1600000
2026-07-16T20:14:01Z	69000	1600000	1600000
2026-07-16T20:14:06Z	69000	1600000	1600000
2026-07-16T20:14:11Z	70000	1600000	1600000
2026-07-16T20:14:16Z	70000	1600000	1600000
2026-07-16T20:14:21Z	70000	1600000	1600000
2026-07-16T20:14:26Z	70000	1600000	1600000
2026-07-16T20:14:31Z	69000	1600000	1600000
2026-07-16T20:14:36Z	69000	1600000	1600000
2026-07-16T20:14:41Z	70000	1600000	1600000
2026-07-16T20:14:46Z	69000	1600000	1600000
2026-07-16T20:14:51Z	71000	1600000	1600000
2026-07-16T20:14:56Z	70000	1600000	1600000
2026-07-16T20:15:02Z	69000	1600000	1600000
2026-07-16T20:15:07Z	69000	1600000	1600000
2026-07-16T20:15:12Z	70000	1600000	1600000
2026-07-16T20:15:17Z	71000	1600000	1600000
2026-07-16T20:15:22Z	70000	1600000	1600000
2026-07-16T20:15:27Z	70000	1600000	1600000
2026-07-16T20:15:32Z	70000	1600000	1600000
2026-07-16T20:15:37Z	71000	1600000	1600000
2026-07-16T20:15:42Z	71000	1600000	1600000
2026-07-16T20:15:47Z	69000	1600000	1600000
2026-07-16T20:15:52Z	70000	1600000	1600000
2026-07-16T20:15:57Z	69000	1600000	1600000
2026-07-16T20:16:02Z	72000	1600000	1600000
2026-07-16T20:16:07Z	70000	1600000	1600000
2026-07-16T20:16:12Z	70000	1600000	1600000
2026-07-16T20:16:17Z	69000	1600000	1600000
2026-07-16T20:16:22Z	70000	1600000	1600000
2026-07-16T20:16:27Z	71000	1600000	1600000
2026-07-16T20:16:33Z	69000	1600000	1600000
2026-07-16T20:16:38Z	71000	1600000	1600000
2026-07-16T20:16:43Z	70000	1600000	1600000
2026-07-16T20:16:48Z	71000	1600000	1600000
2026-07-16T20:16:53Z	70000	1600000	1600000
2026-07-16T20:16:58Z	70000	1600000	1600000
2026-07-16T20:17:03Z	70000	1600000	1600000
2026-07-16T20:17:08Z	68000	1600000	1600000
2026-07-16T20:17:13Z	71000	1600000	1600000
2026-07-16T20:17:18Z	69000	1600000	1600000
2026-07-16T20:17:23Z	71000	1600000	1600000
2026-07-16T20:17:28Z	70000	1600000	1600000
2026-07-16T20:17:33Z	70000	1600000	1600000
2026-07-16T20:17:38Z	69000	1600000	1600000
2026-07-16T20:17:43Z	70000	1600000	1600000
2026-07-16T20:17:48Z	70000	1600000	1600000
2026-07-16T20:17:53Z	70000	1600000	1600000
2026-07-16T20:17:58Z	70000	1600000	1600000
2026-07-16T20:18:04Z	71000	1600000	1600000
2026-07-16T20:18:09Z	69000	1600000	1600000
2026-07-16T20:18:14Z	70000	1600000	1600000
2026-07-16T20:18:19Z	70000	1600000	1600000
2026-07-16T20:18:24Z	70000	1600000	1600000
2026-07-16T20:18:29Z	71000	1600000	1600000
2026-07-16T20:18:34Z	70000	1600000	1600000
2026-07-16T20:18:39Z	70000	1600000	1600000
2026-07-16T20:18:44Z	70000	1600000	1600000
2026-07-16T20:18:49Z	67000	1600000	1600000
2026-07-16T20:18:54Z	70000	1600000	1600000
2026-07-16T20:18:59Z	70000	1600000	1600000
2026-07-16T20:19:04Z	70000	1600000	1600000
2026-07-16T20:19:09Z	70000	1600000	1600000
2026-07-16T20:19:14Z	70000	1600000	1600000
2026-07-16T20:19:19Z	70000	1600000	1600000
2026-07-16T20:19:25Z	71000	1600000	1600000
2026-07-16T20:19:30Z	70000	1600000	1600000
2026-07-16T20:19:35Z	71000	1600000	1600000
2026-07-16T20:19:40Z	71000	1600000	1600000
2026-07-16T20:19:45Z	71000	1600000	1600000
2026-07-16T20:19:50Z	70000	1600000	1600000
2026-07-16T20:19:55Z	69000	1600000	1600000
2026-07-16T20:20:00Z	70000	1600000	1600000
2026-07-16T20:20:05Z	70000	1600000	1600000
2026-07-16T20:20:10Z	71000	1600000	1600000
2026-07-16T20:20:15Z	70000	1600000	1600000
2026-07-16T20:20:20Z	70000	1600000	1600000
2026-07-16T20:20:25Z	70000	1600000	1600000
2026-07-16T20:20:30Z	70000	1600000	1600000
2026-07-16T20:20:35Z	71000	1600000	1600000
2026-07-16T20:20:40Z	70000	1600000	1600000
2026-07-16T20:20:46Z	68000	1600000	1600000
2026-07-16T20:20:51Z	70000	1600000	1600000
2026-07-16T20:20:56Z	69000	1600000	1600000
2026-07-16T20:21:01Z	70000	1600000	1600000
2026-07-16T20:21:06Z	69000	1600000	1600000
2026-07-16T20:21:11Z	71000	1600000	1600000
2026-07-16T20:21:16Z	69000	1600000	1600000
2026-07-16T20:21:21Z	70000	1600000	1600000
2026-07-16T20:21:26Z	70000	1600000	1600000
2026-07-16T20:21:31Z	68000	1600000	1600000
2026-07-16T20:21:36Z	70000	1600000	1600000
2026-07-16T20:21:41Z	68000	1600000	1600000
2026-07-16T20:21:46Z	70000	1600000	1600000
2026-07-16T20:21:51Z	69000	1600000	1600000
2026-07-16T20:21:56Z	70000	1600000	1600000
2026-07-16T20:22:01Z	70000	1600000	1600000
2026-07-16T20:22:06Z	70000	1600000	1600000
2026-07-16T20:22:11Z	71000	1600000	1600000
2026-07-16T20:22:17Z	70000	1600000	1600000
2026-07-16T20:22:22Z	70000	1600000	1600000
2026-07-16T20:22:27Z	72000	1600000	1600000
2026-07-16T20:22:32Z	70000	1600000	1600000
2026-07-16T20:22:37Z	71000	1600000	1600000
2026-07-16T20:22:42Z	69000	1600000	1600000
2026-07-16T20:22:47Z	69000	1600000	1600000
2026-07-16T20:22:52Z	70000	1600000	1600000
2026-07-16T20:22:57Z	70000	1600000	1600000
2026-07-16T20:23:02Z	71000	1600000	1600000
2026-07-16T20:23:07Z	70000	1600000	1600000
2026-07-16T20:23:12Z	69000	1600000	1600000
2026-07-16T20:23:17Z	70000	1600000	1600000
2026-07-16T20:23:22Z	69000	1600000	1600000
2026-07-16T20:23:27Z	70000	1600000	1600000
2026-07-16T20:23:32Z	70000	1600000	1600000
2026-07-16T20:23:37Z	70000	1600000	1600000
2026-07-16T20:23:43Z	71000	1600000	1600000
2026-07-16T20:23:48Z	70000	1600000	1600000
2026-07-16T20:23:53Z	70000	1600000	1600000
2026-07-16T20:23:58Z	71000	1600000	1600000
2026-07-16T20:24:03Z	70000	1600000	1600000
2026-07-16T20:24:08Z	70000	1600000	1600000
2026-07-16T20:24:13Z	70000	1600000	1600000
2026-07-16T20:24:18Z	70000	1600000	1600000
2026-07-16T20:24:23Z	70000	1600000	1600000
2026-07-16T20:24:28Z	70000	1600000	1600000
2026-07-16T20:24:33Z	70000	1600000	1600000
2026-07-16T20:24:38Z	71000	1600000	1600000
2026-07-16T20:24:43Z	71000	1600000	1600000
2026-07-16T20:24:48Z	70000	1600000	1600000
2026-07-16T20:24:53Z	71000	1600000	1600000
2026-07-16T20:24:58Z	71000	1600000	1600000
2026-07-16T20:25:03Z	70000	1600000	1600000
2026-07-16T20:25:08Z	69000	1600000	1600000
2026-07-16T20:25:14Z	70000	1600000	1600000
2026-07-16T20:25:19Z	70000	1600000	1600000
2026-07-16T20:25:24Z	70000	1600000	1600000
2026-07-16T20:25:29Z	70000	1600000	1600000
2026-07-16T20:25:34Z	69000	1600000	1600000
2026-07-16T20:25:39Z	70000	1600000	1600000
2026-07-16T20:25:44Z	70000	1600000	1600000
2026-07-16T20:25:49Z	69000	1600000	1600000
2026-07-16T20:25:54Z	71000	1600000	1600000
2026-07-16T20:25:59Z	72000	1600000	1600000
2026-07-16T20:26:04Z	70000	1600000	1600000
2026-07-16T20:26:09Z	71000	1600000	1600000
2026-07-16T20:26:14Z	69000	1600000	1600000
2026-07-16T20:26:19Z	72000	1600000	1600000
2026-07-16T20:26:24Z	69000	1600000	1600000
2026-07-16T20:26:29Z	70000	1600000	1600000
2026-07-16T20:26:34Z	71000	1600000	1600000
2026-07-16T20:26:39Z	70000	1600000	1600000
2026-07-16T20:26:45Z	71000	1600000	1600000
2026-07-16T20:26:50Z	70000	1600000	1600000
2026-07-16T20:26:55Z	69000	1600000	1600000
2026-07-16T20:27:00Z	69000	1600000	1600000
2026-07-16T20:27:05Z	70000	1600000	1600000
2026-07-16T20:27:10Z	69000	1600000	1600000
2026-07-16T20:27:15Z	70000	1600000	1600000
2026-07-16T20:27:20Z	72000	1600000	1600000
2026-07-16T20:27:25Z	71000	1600000	1600000
2026-07-16T20:27:30Z	70000	1600000	1600000
2026-07-16T20:27:35Z	69000	1600000	1600000
2026-07-16T20:27:40Z	70000	1600000	1600000
2026-07-16T20:27:45Z	70000	1600000	1600000
2026-07-16T20:27:50Z	70000	1600000	1600000
2026-07-16T20:27:55Z	70000	1600000	1600000
2026-07-16T20:28:00Z	69000	1600000	1600000
2026-07-16T20:28:05Z	70000	1600000	1600000
2026-07-16T20:28:11Z	71000	1600000	1600000
2026-07-16T20:28:16Z	70000	1600000	1600000
2026-07-16T20:28:21Z	70000	1600000	1600000
2026-07-16T20:28:26Z	70000	1600000	1600000
2026-07-16T20:28:31Z	70000	1600000	1600000
2026-07-16T20:28:36Z	70000	1600000	1600000
2026-07-16T20:28:41Z	69000	1600000	1600000
2026-07-16T20:28:46Z	71000	1600000	1600000
2026-07-16T20:28:51Z	70000	1600000	1600000
2026-07-16T20:28:56Z	70000	1600000	1600000
2026-07-16T20:29:01Z	69000	1600000	1600000
2026-07-16T20:29:06Z	70000	1600000	1600000
2026-07-16T20:29:11Z	70000	1600000	1600000
