selection_group	image_id	model	boundary_index	boundary_label	scale	zero_point	representable_min	representable_max	mean_abs_difference_qsteps	rms_difference_qsteps	max_abs_difference_qsteps
large-loss	549409	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	3.9663124997736983	5.6049252810569	33.00000513651899
large-loss	239596	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.980156260276699	7.637996121191375	56.0
large-loss	239596	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.197185541231097	4.249113166918818	30.00000532483435
large-loss	239596	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	3.0695312546925515	5.684147416130959	45.99999350262086
large-loss	239596	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.9420235275861877	2.79690826257709	31.000003936058953
large-loss	239596	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.3606250103536564	4.972109772153473	50.000002001243665
large-loss	239596	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.4034375147570897	4.895737948200855	29.9999979455636
large-loss	239596	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.8728906248028165	7.480124660142019	55.00000258003059
large-loss	239596	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.1693827955026417	4.222016323067359	29.000001400683626
large-loss	239596	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.8895312076236164	5.3526716201343945	42.99999464362512
large-loss	239596	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.3732109735634292	3.41725288717485	35.999997756442795
large-loss	239596	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.116874890388547	4.47080793096021	45.00000080081427
large-loss	239596	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	3.8743437395348685	5.600242744787317	39.00000362082486
large-loss	254989	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.698828151998713	6.846446422232016	58.99999862499926
large-loss	254989	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.2823222696160927	4.386148075926048	53.99999385596036
large-loss	254989	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	2.8432812513423404	4.8325556016372	40.00000057754481
large-loss	254989	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.9156251240871527	2.73853590304743	27.0000011576644
large-loss	254989	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.974375120005132	6.010251686060774	52.99999077204311
large-loss	254989	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.4281250228372615	5.137284068686134	73.99999618461811
large-loss	254989	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.598203106197501	6.701515641591197	57.99999573734077
large-loss	254989	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.267435511683736	4.368888327593235	50.99998686025359
large-loss	254989	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.665781275955535	4.544175580979016	38.00000122043984
large-loss	254989	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.376937553477289	3.355452693274362	33.99999663466419
large-loss	254989	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.6706249134119573	5.406419717812887	47.999993593485854
large-loss	254989	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	4.009656264054379	6.110843339492997	94.999994863481
large-loss	294348	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	6.057187526819677	9.115937296212408	74.00000641667015
large-loss	294348	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.3703066647623556	4.4890433143044115	31.00000375469089
large-loss	294348	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	3.2540625621537482	5.529325313727645	57.99999783420695
large-loss	294348	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.8516642122637872	2.5896746946223144	25.000001620730156
large-loss	294348	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.6206249280803062	5.300530528898962	44.00000133416244
large-loss	294348	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.4551875147937765	4.936572724219028	38.99999310296351
large-loss	294348	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	5.93050778666464	8.924687004191222	72.00000089740195
large-loss	294348	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.371390608342912	4.507670522402854	32.00000213437505
large-loss	294348	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	3.055937428066089	5.192633004430055	55.000001423846484
large-loss	294348	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.2543359857934453	3.1318762365345556	30.999992708439084
large-loss	294348	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.3600000155157765	4.787614220248616	40.99999919918573
large-loss	294348	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	3.923906245013472	5.602240069116716	45.00000749426541
large-loss	95295	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.326484380764977	6.824828295627638	113.00000320833507
large-loss	95295	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.1923710936707996	4.238639240582359	47.0000048469646
large-loss	95295	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	2.933125021150323	5.638345264568401	89.99999552402771
large-loss	95295	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	2.2868515956725117	3.8249663353063794	54.99999652700681
large-loss	95295	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.222500025501959	5.803447402417338	93.00000233478427
large-loss	95295	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.9265937564109423	6.448330719139351	61.9999979455636
large-loss	95295	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.239101540152588	6.681255781339856	110.00000516006118
large-loss	95295	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.1371035018991607	4.1580087641288985	45.99999986660156
large-loss	95295	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.7532812162366165	5.297272270191714	83.99999972879115
large-loss	95295	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.800085942482274	4.661890891038537	64.9999960737749
large-loss	95295	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.002500017017303	5.231156594129633	83.99999679674293
large-loss	95295	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	4.548500000415763	7.410617406538941	69.99999848430588
large-loss	117300	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.268281244109697	6.4063689097651775	52.00000550000298
large-loss	117300	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.0381777827490453	3.9336740458550388	33.000000614403966
large-loss	117300	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	2.4254686672824977	4.2728612423421595	41.99999667911733
large-loss	117300	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.781320320153247	2.8940874670198506	52.00000277839455
large-loss	117300	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	1.8893748858318287	4.578960027013777	70.99999810993654
large-loss	117300	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.612250024694509	6.384590848448126	94.00000381538189
large-loss	117300	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.186835881337887	6.273434088950717	50.999998541721844
large-loss	117300	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	2.9885058505888105	3.869754750033327	30.000007336914237
large-loss	117300	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.2739062365772806	4.017481316888003	38.99999816934023
large-loss	117300	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.1793906416733106	3.499377190811339	63.0000016826679
large-loss	117300	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	1.706249958958269	4.166683281528069	64.99999279267159
large-loss	117300	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	4.121281249205313	7.310828884679417	109.99999915794771
large-loss	4731	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.566953139537769	7.701957965807632	66.99999862499925
large-loss	4731	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.4142890690728422	4.5978858916390655	63.000005939238314
large-loss	4731	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	2.6601562508347323	5.56657156251755	64.99999805078626
large-loss	4731	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	2.0533516300931303	3.593669627232355	61.00000069459864
large-loss	4731	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.736250052532646	5.948529209544042	56.00000266832488
large-loss	4731	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.5048750226171435	4.99366474246993	33.99999735858177
large-loss	4731	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.473632827038963	7.5422948203145905	65.99999663474271
large-loss	4731	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.3691054532515503	4.542847214220511	61.00001207255888
large-loss	4731	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.499062466935827	5.23037996754617	61.0000004746155
large-loss	4731	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.519789080553624	4.358200789629674	73.00000280444651
large-loss	4731	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.462500017017303	5.3522191861155894	49.99999839837147
large-loss	4731	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	4.06681250625487	5.750027193394338	39.00000092625752
large-loss	143445	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.278984356559235	6.491183872493473	55.999996333331346
large-loss	143445	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.118525428690979	4.118793435841736	38.00001024006606
large-loss	143445	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	2.3826562453864097	4.446926638053337	67.00000339307577
large-loss	143445	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.9415781361696527	3.3016142066897967	50.00000324146031
large-loss	143445	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	1.796875003196431	3.8873995278628914	44.00000133416244
large-loss	143445	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.4463750152110837	5.335517787458661	44.00000293490915
large-loss	143445	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.188828019945256	6.356719901464007	54.00000605746312
large-loss	143445	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.076072235530755	4.073352054142094	40.99999579794912
large-loss	143445	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.2393750293668337	4.184233849153732	64.0
large-loss	143445	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.3833359520173927	3.981169562628786	58.0000011217786
large-loss	143445	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	1.5987499849847324	3.498035103394846	39.00000080081427
large-loss	143445	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	3.9830312713355	6.109155549913485	50.999995200301925
large-loss	209018	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.163281251110027	6.159729349791313	49.00000320833507
large-loss	209018	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	2.983376981158381	3.8842639204877645	26.000002867218498
large-loss	209018	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	2.4921875158148015	4.561900684421098	66.99999877271728
large-loss	209018	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	2.0814765455384077	3.3866408066964784	64.99999976846712
large-loss	209018	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.5299999166148477	5.560800152413563	56.999994774530435
large-loss	209018	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.265812503072483	5.3691305227452935	78.00000498934554
large-loss	209018	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.077968701602517	6.032023829167692	47.999998205196114
large-loss	209018	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	2.927628887539045	3.81362941853504	25.999996398242104
large-loss	209018	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.340937418785661	4.284528782418382	62.99999871175794
large-loss	209018	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.5178828136787437	4.064508167896726	78.99999270843908
large-loss	209018	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.2856249969969467	5.006807877893189	50.9999975975572
large-loss	209018	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	3.671249984495712	6.044915198539532	88.99999907374247
large-loss	295575	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	5.4280859278678335	8.722105062744667	65.99999541666418
large-loss	295575	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.776472665244458	5.023275897938106	42.00000395949221
large-loss	295575	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	3.3901562362945907	6.294528886890952	48.00000115508963
large-loss	295575	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.7544766581122262	2.6569617869674014	32.99999976846712
large-loss	295575	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	3.1537500159821543	5.734871612396493	36.000007560253835
large-loss	295575	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.6084687509584312	5.13709242786602	40.00000117396366
large-loss	295575	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	5.30789051784197	8.535545883665351	65.00000729139079
large-loss	295575	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.7164335791749177	4.944615897574589	40.00000693671891
large-loss	295575	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	3.1709375064518044	5.914996845941532	45.000001559450915
large-loss	295575	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.1441641040803012	3.226815173032449	39.99999551288559
large-loss	295575	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.8362499419409657	5.167566969218628	33.000005605699876
large-loss	295575	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	4.070124997442266	5.881007570619629	47.000001599899356
large-loss	18654	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.418124992426753	6.983417842639543	79.99999633333135
large-loss	18654	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.509734374508264	4.634499953203868	33.000000614403966
large-loss	18654	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	3.182812504658711	6.135526693534489	59.99999855613797
large-loss	18654	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	2.0398515890738245	3.3342997407580546	68.9999988423356
large-loss	18654	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.9424999471199156	5.7732139333195205	40.000004447208134
large-loss	18654	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.5972812787116655	5.404827163474815	51.99999706509085
large-loss	18654	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.3255468323734085	6.841121011992827	77.99999798084563
large-loss	18654	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.458658186993299	4.587664102406044	32.99999953310546
large-loss	18654	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.9859374977646453	5.764140239161018	55.99999837274687
large-loss	18654	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.499289060799804	4.071139851360423	84.9999960737749
large-loss	18654	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	2.649375066567686	5.207746688019655	34.9999975975572
large-loss	18654	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	4.192906248797444	6.256209417668854	56.999993684607794
large-loss	65420	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.947812532835304	7.980317601359271	72.99999954166641
large-loss	65420	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.413914073118202	4.5663887637960485	56.99999788371968
large-loss	65420	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	2.680624988313742	5.318805160471156	54.99999906148968
large-loss	65420	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	1.8570469328488517	2.9999532034203265	67.99999907386848
large-loss	65420	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.164374977208058	4.453580035529219	52.99999610869288
large-loss	65420	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.6770625087313547	5.985007320573883	61.99999911952726
large-loss	65420	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.8487499744100235	7.815389362290942	70.99999719561893
large-loss	65420	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.3850566174466303	4.545358819539677	56.999988327636444
large-loss	65420	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	2.5185937133656164	4.992603854665914	51.99999755912031
large-loss	65420	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.260796887414058	3.6565608978413713	84.0000022435572
large-loss	65420	A1	4	P5_bbox	0.07443004846572876	-100	-2.0840413570404053	16.89562100172043	1.9518749954954198	4.0180063762077864	47.99999839837147
large-loss	65420	A1	5	P5_confidence	0.35392484068870544	125	-89.54298469424248	0.7078496813774109	4.192375028269274	6.873909049704683	74.00000185251504
large-loss	82740	B2	0	P3_bbox	0.03251160681247711	-104	-0.7802785634994507	7.510181173682213	4.908554702377938	7.666890587263355	79.99999633333135
large-loss	82740	B2	1	P3_confidence	0.10913866013288498	127	-27.83035833388567	0.0	3.4732148748326006	4.531792669903094	30.00000532483435
large-loss	82740	B2	2	P4_bbox	0.051601748913526535	-126	-0.10320349782705307	13.055242475122213	3.3884375379013782	6.370831964034224	52.000000288772405
large-loss	82740	B2	3	P4_confidence	0.5148698091506958	127	-131.29180133342743	0.0	2.1902344086699457	4.049969151435991	76.99999699007256
large-loss	82740	B2	4	P5_bbox	0.06701355427503586	-128	0.0	17.088456340134144	2.348750002779505	4.370354804676277	45.00000411366753
large-loss	82740	B2	5	P5_confidence	0.4061771035194397	127	-103.57516139745712	0.0	3.663812500444822	5.520065637884897	52.000006456800115
large-loss	82740	A1	0	P3_bbox	0.033209558576345444	-104	-0.7970294058322906	7.6714080311357975	4.807070280639602	7.5076808839297025	77.99999798084563
large-loss	82740	A1	1	P3_confidence	0.11170416325330734	122	-27.926040813326836	0.5585208162665367	3.430964832156581	4.481294441007395	31.000004735644644
large-loss	82740	A1	2	P4_bbox	0.05494349077343941	-119	-0.49449141696095467	13.516098730266094	3.190468754311797	5.9852031058259705	49.00000237307748
large-loss	82740	A1	3	P4_confidence	0.42507243156433105	126	-107.96839761734009	0.42507243156433105	2.672562515976581	4.924479676519344	90.0000011217786
