selection_group	image_id	model	provider	boundary_index	boundary_label	boundary_name	shape	dtype	bytes	sha256	minimum	maximum	mean	stddev	non_finite	lower_rail_count	upper_rail_count
large-loss	533239	A1	cpu	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	a477ffc11a25b18e87ffd9de0c365154b19d928cf8c6d05e1ef005b8041ad448	-55.92012405395508	0.7078496813774109	-18.17878535700217	4.5715309320621715	0	0	2
large-loss	533239	A1	spacemit	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	b1b1ff70304c170d8e099ab86876c2c0571e23183047e38e71103575658e7a90	-0.5977720618247986	7.339312553405762	2.658242249488976	1.3741665610128164	0	0	0
large-loss	533239	A1	spacemit	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	c350c8ee4e4e0814a62b5c50cd15977818457aa5c3bcebe65719d287ca04d8d2	-27.926040649414062	-3.3511250019073486	-19.801965009821114	2.215945391067425	0	2	0
large-loss	533239	A1	spacemit	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	9b5f3e032e3cc3556324934cfa1ea0397b15146a7325df7c756a75fbf16867fc	0.05494349077343941	10.384319305419922	3.8221868627343794	1.9650365261918359	0	0	0
large-loss	533239	A1	spacemit	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	5234577959f3a689e098ce0cab75477e1ab8ee89c2bf365c3cb4fbeefebc80b4	-99.46694946289062	-3.4005794525146484	-19.972184238009156	4.7738828448325545	0	0	0
large-loss	533239	A1	spacemit	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	614dfa9b74d2e24e534a43dfd9c074bd66bebb347aac13da64f750c81d73c4c3	0.07443004846572876	14.811579704284668	4.46980351999402	2.7986251086306986	0	0	0
large-loss	533239	A1	spacemit	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	0b9af2e5ee38503d5718e6969893eae0882bff87e2c77d73fee80747654c6830	-50.96517562866211	0.7078496813774109	-18.229396611813456	4.493640321311231	0	0	2
large-loss	540520	B2	cpu	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	bb979e56542bf1a43c064c54ef4bc4993a8ed88a25a6c4adea18dff316e595bb	-0.39013928174972534	7.510180950164795	2.4867353353067303	1.3397734100372924	0	0	1
large-loss	540520	B2	cpu	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	7cf3d479c9cfeeed09993d7a4211dfc6f717f50059cd0d309b4a4c33fecfd460	-27.830358505249023	-1.3096638917922974	-20.343041476215934	2.3044628291939486	0	6	0
large-loss	540520	B2	cpu	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	b74c6b0b974c51dd6e0d62d7484ba9934770136400ed75059c0add6d38f006e6	0.051601748913526535	10.165544509887695	3.5923766874754803	1.8712694412628552	0	0	0
large-loss	540520	B2	cpu	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	89e2bc686962e4dc4f65d32c613105bd03b03e9cd7c1f64a4a94c9b952f348da	-92.67656707763672	-1.0297396183013916	-20.5105265574269	3.857695738247304	0	0	0
large-loss	540520	B2	cpu	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	0a5ccab53a52906bcb52abeb90dfe1f453e0bb730fdd4a4bc6f5bab6eb3c716f	0.06701355427503586	12.531534194946289	4.25335029009264	2.464967542204559	0	0	0
large-loss	540520	B2	cpu	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	c6e776069630db8eb05baee5aa3d58f5e86ada3160f5091807b15d57265d7d46	-69.45628356933594	0.0	-19.737782900303603	4.749375189292284	0	0	3
large-loss	540520	B2	spacemit	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	ad3f049865154ecd39cbd2193c59d256002f63ae054015d562977a09afccbfce	-0.39013928174972534	7.510180950164795	2.4687536230002296	1.333111300074772	0	0	1
large-loss	540520	B2	spacemit	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	cbd9caec59e4f3a90c52a24598343546fa6bf5a583dae21e018300d7796a95b4	-27.830358505249023	-1.3096638917922974	-20.402070782115917	2.340246603688825	0	5	0
large-loss	540520	B2	spacemit	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	df32de252d7c55c716196c57df1f560b54f8eda785f185b84469df73161c5f21	0.0	10.423553466796875	3.597762620379799	1.890676853334322	0	0	0
large-loss	540520	B2	spacemit	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	353e2863aba617d5bd7b5b019cafc481297cff56c8a92e96ad71aacada41bf88	-83.4089126586914	-1.5446094274520874	-20.537521024144255	3.8764790796366624	0	0	0
large-loss	540520	B2	spacemit	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	50ddaab0a416d29ced22e0cab8c2a1f85dc4ae80512f5d09d16136a8fc70bc22	0.06701355427503586	11.861398696899414	4.234754029610194	2.383394735451549	0	0	0
large-loss	540520	B2	spacemit	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	9a44bbb5305c7bb12e7f71337c81cea4b07c64577dc23d47975be3da12e868b2	-52.80302429199219	0.0	-19.71973340894282	4.545729800481643	0	0	3
large-loss	540520	A1	cpu	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	6d00b4c1dbb52feb1bb7eee55ab1c23afc6cf379ad7c731b99e98d4c2db49b1a	-0.39851468801498413	7.538569927215576	2.486681151538651	1.339737697142841	0	0	0
large-loss	540520	A1	cpu	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	f8bf4f872aec633319a2cce0367413afe846fca72351640ce9f84576c1f93232	-27.926040649414062	-1.4521541595458984	-20.299480953909455	2.301999001869393	0	6	0
large-loss	540520	A1	cpu	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	ec1ac193f565abd2c4b878c51cb3d51a3ae679b0a80cc8b956cddf4f38413f82	0.05494349077343941	10.164546012878418	3.592634676266462	1.8708905859963143	0	0	0
large-loss	540520	A1	cpu	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	0d12bdb0e0b167d95c8e00c4850e36dbcc171d0d02f6d4a18f361db59164e278	-93.94100952148438	-0.8501448631286621	-20.55493199428357	3.8591602305405064	0	0	0
large-loss	540520	A1	cpu	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	78e41176f54812578412d3e6120d3e91b419113fea8e92c0795f04c429ef5b04	0.07443004846572876	12.578678131103516	4.253723786510527	2.464597605402872	0	0	0
large-loss	540520	A1	cpu	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	20c995552bb9fa6e8d197e29ec9b1d0a5edf4f01e82f08586a0da1b2e1a841e8	-69.36927032470703	0.7078496813774109	-19.764313348872587	4.759781602529163	0	0	3
large-loss	540520	A1	spacemit	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	8446f4d74925b18973f4568fc86923483e33b29bd9e9502cbc3ee37dfecb66ff	-0.39851468801498413	7.538569927215576	2.468710371703346	1.333215467936682	0	0	0
large-loss	540520	A1	spacemit	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	9fda8529741c17706e117a2b94d8136793908fa4a2c9f328ac6db58132f633cb	-27.926040649414062	-1.4521541595458984	-20.38824169165967	2.348221568407479	0	6	0
large-loss	540520	A1	spacemit	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	edf951cdfc3149dc0b100fcb6a02503f3e8aa7d89b53eaae20ab114bc183db64	0.0	10.384319305419922	3.5984466683649226	1.8903123306710103	0	0	0
large-loss	540520	A1	spacemit	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	8447dc5efd9b10b417b3e6058b4cdd8caebf6761d112ccb026b12a56a75c9677	-83.73926544189453	-1.7002897262573242	-20.56570160118863	3.8732511340164515	0	0	0
large-loss	540520	A1	spacemit	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	9d47993b0b4d736f27ecb665ac4be35b090b9892808e1b6b4b5ab36912f107f9	0.07443004846572876	11.83437728881836	4.2337207113951445	2.3832966685476418	0	0	0
large-loss	540520	A1	spacemit	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	68d5383131ccbd4a1ee97b9b66b9987973506cf5203e21eb3d99637a1cf44642	-52.73480224609375	0.7078496813774109	-19.758208141727373	4.544890214281673	0	0	3
large-loss	2471	B2	cpu	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	43d840526297b0dc5530c46ef011c6575b9ecd6d58f795c10b284fc53eb53744	-0.5526973009109497	7.412646293640137	2.7941681373736356	1.3990438100626261	0	0	0
large-loss	2471	B2	cpu	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	0816495734d6f9a40dfe3a4a00428e13b19bf5328d0d4d5317124c6231acd2e1	-27.830358505249023	-6.220903396606445	-20.341156708055177	1.8026382256917037	0	4	0
large-loss	2471	B2	cpu	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	dd082ab3e7dd6891a1884dea97dbba4295f008b9f313effdf92df60def965e85	0.10320349782705307	12.281216621398926	4.071498930690577	2.1864342122928675	0	0	0
large-loss	2471	B2	cpu	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	18eef3cc5993061f6d2810bdb364de6c00f1bae35429c7d6d6c6ba431b1e9ba2	-50.972110748291016	-3.089218854904175	-19.829908834898845	3.213199774978946	0	0	0
large-loss	2471	B2	cpu	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	db02209d4c24f1041ea302e7311dbbdd7a6f01287491656dbc5949dfb98b1b66	0.0	14.675968170166016	4.753564591379837	2.9647534614703237	0	2	0
large-loss	2471	B2	cpu	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	a3875410caf1fc2d406ea716decb093365ee73d80c6978eba7d20d8d2c548247	-86.9218978881836	0.0	-18.292350894186647	4.888387682021687	0	0	2
large-loss	2471	B2	spacemit	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	e0eb26649066c4f928be8bda1ae580c592ca175f1366826dc7922f03aec9f1c0	-0.5852088928222656	7.445158004760742	2.773508028149372	1.3955681005083187	0	0	0
large-loss	2471	B2	spacemit	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	c9bde7cf2e244cff7646326261ba9d9f0937c3323c160f705eacc85f2da54945	-27.830358505249023	-6.220903396606445	-20.332493187811227	1.8027001827099507	0	3	0
large-loss	2471	B2	spacemit	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	6ba2d49ad26ab7bb812f668dbbb37ecce7f5e0b6999dccc90a13278fbfb6a699	0.1548052430152893	12.2296142578125	4.055978090267163	2.1768057262266365	0	0	0
large-loss	2471	B2	spacemit	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	500cc0294512db3e60f59730bb25540a5d0fc72c9fe26692bd4ab4a0e859296a	-52.00185012817383	-4.118958473205566	-19.84245476552099	3.1923938476647575	0	0	0
large-loss	2471	B2	spacemit	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	266f78bd0925410bf74820730d9bc071e2c4d8119e1286b050f9910d7cd3e4bf	0.0	14.47492790222168	4.735847877627239	2.948504878217543	0	2	0
large-loss	2471	B2	spacemit	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	fa3a6a56d815b6c2cf52990fa69a831106c1e8bbf8331be278a396addb5476d2	-59.70803451538086	0.0	-18.15441568840295	4.650216245262653	0	0	2
large-loss	2471	A1	cpu	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	bd1c7fb2e49c7b66268b9406f8998ceb2ec8f36be3f83cb2ad6316153c147571	-0.5645624995231628	7.405731678009033	2.7941860977374016	1.399085665167673	0	0	0
large-loss	2471	A1	cpu	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	328c47fd7e983988443a08465e0d67b90e943afa0b5726ee98786ccc4efbeeb2	-27.926040649414062	-6.255433082580566	-20.290440553197637	1.8018215244985922	0	4	0
large-loss	2471	A1	cpu	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	92409f86e559d17ec996d55aed0813b325dba76e1404439c2926b86d6a01a598	0.10988698154687881	12.307341575622559	4.071424275132594	2.1869586827655456	0	0	0
large-loss	2471	A1	cpu	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	b7ec5398e36701e0e6d315198a62994708546b503c7c9a5ab54598492d27207d	-51.43376541137695	-3.4005794525146484	-19.9197342864424	3.222865014197668	0	0	0
large-loss	2471	A1	cpu	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	62cad83729e4c3bc02a5a2e4b4f04b05cbeee9f308304b7378dbad0b416b2f2f	0.0	14.6627197265625	4.753009856641293	2.964324477417441	0	0	0
large-loss	2471	A1	cpu	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	eb27a589a71d2223a4160bdf5695e47ac82cf62e852c1569ed4f167d2cb5516f	-86.71158599853516	0.7078496813774109	-18.36796924649086	4.8842977119532005	0	0	1
large-loss	2471	A1	spacemit	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	132823bdd0f2baa2378a4bc0656dc4a0b86fc73102b534733bf033fccf10f96d	-0.5977720618247986	7.43894100189209	2.773448287295614	1.3954392322825113	0	0	0
large-loss	2471	A1	spacemit	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	a1f5a058530126feeb199e1ded0056a8b967ed2ab1f72f83f83c74d2998c651b	-27.926040649414062	-6.143729209899902	-20.313968678255566	1.8105162977063878	0	3	0
large-loss	2471	A1	spacemit	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	f0a1fc93c48abb7cae8d5ff7144327a9ecfb4d3f3c561ad66b8d978ad40a7aa3	0.10988698154687881	12.197455406188965	4.055911323560867	2.1768890314303913	0	0	0
large-loss	2471	A1	spacemit	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	81556f9a31a3d5cc84143a75795f7e9afcab4475edaa9d8c7c8988d526cc2fea	-52.708980560302734	-4.2507243156433105	-19.94055618944019	3.195829468065512	0	0	0
large-loss	2471	A1	spacemit	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	d3eeeb24cf679280a8c7b521a1931324bf0da619b995e102548357482377f289	0.0	14.43942928314209	4.736542211659253	2.948235521228455	0	0	0
large-loss	2471	A1	spacemit	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	222eaec5bd0fd9e4d7b0fa291639bfdc8638c9c38ede957aa3b75cdf7ac09b32	-59.813297271728516	0.7078496813774109	-18.20904594082758	4.641992144556394	0	0	2
small-loss	94439	B2	cpu	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	ee99d5d936e6037f7fef9e2b336048f0336e8664515005bbd87ec7d56be4400a	-0.5201857089996338	6.534832954406738	1.9731725957232993	1.1724483209818353	0	0	0
small-loss	94439	B2	cpu	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	5168ddd12c5b2ebed512941ad02704b21925d339f1150331ccb463a943f422fc	-27.830358505249023	-0.10913866013288498	-19.576429778201724	2.2121832363198197	0	6	0
small-loss	94439	B2	cpu	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	b4b2c8aba4c690e3f4bde0c76b01ee3380fc749198c34ad9ad46f99d3b1db174	0.0	8.66909408569336	2.795024851633934	1.586726130975707	0	0	0
small-loss	94439	B2	cpu	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	0e1c75fe457d737f4aa1c0a4c55a9201680634b384f7f91cb0b8b39309f3128d	-59.72489929199219	-1.5446094274520874	-19.70323480822798	3.54487475310409	0	0	0
small-loss	94439	B2	cpu	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	9669dc1f2b4098ca1e00f260ede5e9ed6b2c5f7f87c51c8992b2335fb8187a1f	0.20104065537452698	12.531534194946289	4.331756150554866	2.562537240600159	0	0	0
small-loss	94439	B2	cpu	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	683735106aef535e31329c64c1ed8d483a08ea1b2193d998df80d17e1b3c47f9	-47.52272033691406	-0.8123542070388794	-18.586346973035486	3.5247331760226697	0	0	0
small-loss	94439	B2	spacemit	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	1d6f2e362bd2b41f9a1be4bb96507c8bf3b1f2e1ed1e0b5c0238253ad0febc39	-0.6177205443382263	6.567344665527344	1.9455986897734692	1.1505054303101232	0	0	0
small-loss	94439	B2	spacemit	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	4089aa5f4c4d941c34f1c113e8aa6cff1efc8fb2d9c512564c5d4ae72cf58e31	-27.830358505249023	-0.21827732026576996	-19.597477552594356	2.251545508426487	0	10	0
small-loss	94439	B2	spacemit	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	97c8d34335103a7e0f8f9a5a4f40a1c7f524214aa9a7d414e9df5e591b078a62	0.0	8.204678535461426	2.755493074869737	1.5450963844705756	0	0	0
small-loss	94439	B2	spacemit	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	5ed6383bfdd7f7e21341ac0435118e03b96f3e616bff84092c901d2b68f6d6a1	-77.7453384399414	-1.5446094274520874	-19.876480447101407	3.8826031980409685	0	0	0
small-loss	94439	B2	spacemit	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	bca3adb5e8e7e21e9ecd26f80ea85a9466ce0688c606dabcf3177a738dcc6510	0.26805421710014343	11.392304420471191	4.223361722826958	2.41040404075261	0	0	0
small-loss	94439	B2	spacemit	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	5d487ad37b1e39211474d7d1b1c0eed5f75ac643b9e32fe15a6071441c23aba2	-44.2733039855957	-0.4061771035194397	-18.333793662251903	3.3193747347341733	0	0	0
small-loss	94439	A1	cpu	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	c3e1d53966d5f3c74e1a188b5149f4751be788114b8880b9770f28982c4f1ff9	-0.5313529372215271	6.509073257446289	1.9731368447134445	1.1723196784313876	0	0	0
small-loss	94439	A1	cpu	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	64a85aff3395cc8cd2e18e0ded09de8d1ec737859c558ef2bbffbf7177bd1e1c	-27.926040649414062	-0.11170416325330734	-19.542326142881283	2.2090967369517136	0	5	0
small-loss	94439	A1	cpu	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	16953d5e162af47788c7525128b66eb94b5e392a0c698b5bee3a4fbb7e393cd8	0.0	8.681071281433105	2.7951384925004095	1.5866790628260241	0	0	0
small-loss	94439	A1	cpu	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	53bd914422f9c5bbc539c96e5419327cd080dec1dafe3df4bc97757c7de4223e	-62.48564910888672	-1.7002897262573242	-19.738816160544754	3.5544151768417893	0	0	0
small-loss	94439	A1	cpu	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	18f8bb8d10d87cbc7f1c2a58152a784a5f6c2ef59fa005de7a5c0d4e61edd7b7	0.22329014539718628	12.578678131103516	4.331968376599252	2.562250911977121	0	0	0
small-loss	94439	A1	cpu	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	87eb149e2b9ce026a283fb44d2fb6a47e0964d143b63a978c0d95b14fbd09261	-47.77985382080078	-1.061774492263794	-18.629718798480926	3.5357489119060794	0	0	0
small-loss	94439	A1	spacemit	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	fa324b674915c76cacaa731b781d0882a3fb37dfb8d992727d0af16fbd1b449a	-0.6309816241264343	6.5754923820495605	1.9455819930622238	1.1504314070148884	0	0	0
small-loss	94439	A1	spacemit	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	37d7d771076d11d5419effa5cf4c1c8160a99f674a47691fa4bed14b2c236059	-27.926040649414062	-0.22340832650661469	-19.590019455654286	2.2587715807087814	0	8	0
small-loss	94439	A1	spacemit	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	fe9fce48f877df75be5e286c001038ad7a675d8dfb7e641c3ae925ad63f2ac4d	0.0	8.186579704284668	2.7556564445910046	1.5449946736783124	0	0	0
small-loss	94439	A1	spacemit	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	172e08508d8e53862a5b4e5ad54d52d17d0fd05ee786e99ed31ebf802e2f9016	-77.3631820678711	-1.7002897262573242	-19.889710218459367	3.8679754379417695	0	0	0
small-loss	94439	A1	spacemit	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	7431d9fb0abe9b93565c45a959ecec43f77bfb34e05ff59aed60671ee2c22b23	0.22329014539718628	11.387797355651855	4.223533100001514	2.4091648054504438	0	0	0
small-loss	94439	A1	spacemit	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	05af643ea469a96f08b076ae9f0503760348d5c048a8a4c67d18337f0beb0fa4	-44.59452819824219	-0.7078496813774109	-18.396858373260127	3.327611534384971	0	0	0
small-loss	237759	B2	cpu	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	f0294e971fd207d69f89483f5653960b6aa533f1c06dc3444aad058f267ac349	-0.5526973009109497	6.144693851470947	1.6742613903421444	1.0910048233172505	0	0	0
small-loss	237759	B2	cpu	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	3f6231ff222dab45764207e59bda9a4554771a9efe27d1ad5890de9ef594d917	-27.830358505249023	-0.6548319458961487	-19.516721765523894	2.5933004611340746	0	1	0
small-loss	237759	B2	cpu	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	b2129c705909eee66dc550f95e590ce7d1ae62694144e4118cea1c53490f7702	0.051601748913526535	9.288314819335938	2.5550767195876687	1.6249746422232112	0	0	0
small-loss	237759	B2	cpu	3	P4_confidence	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	float32	512000	3de58f0a7a507a9a7edaaa2e64fa817df7bd3761a3778578b105dfde61eadbec	-121.50927734375	0.0	-20.036789973033592	4.453924919218999	0	0	2
small-loss	237759	B2	cpu	4	P5_bbox	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	float32	6400	4dadde6acc846725f19c05b4bfca23a7be7559e332b820d430b80f8745e74bf9	0.0	12.397507667541504	3.9614224989525972	2.3915785266284897	0	1	0
small-loss	237759	B2	cpu	5	P5_confidence	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	1x80x20x20	float32	128000	e37fdd6f2ceb873ec7e1437d92382f58cbf99e59196d7c82b183443459c29d82	-36.14976119995117	-4.061770915985107	-19.368656775802375	3.2200263489750234	0	0	0
small-loss	237759	B2	spacemit	0	P3_bbox	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	float32	102400	74e087ec8066a06de2f550442a984c2893a4e2496787bd59c494129288af7713	-0.5526973009109497	6.2422285079956055	1.6588666363671656	1.0731779561607573	0	0	0
small-loss	237759	B2	spacemit	1	P3_confidence	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	float32	2048000	e7845f0d50d295aa77e83965de7bc19cb03470f647417c76ac8fdb77b8540bc9	-27.61208152770996	-0.7639706134796143	-19.55807082256535	2.623696669986586	0	0	0
small-loss	237759	B2	spacemit	2	P4_bbox	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	float32	25600	a33da014e891267356ae4f47c141de761e7694990e1bc5e5e1db0d9a215ed473	0.051601748913526535	9.081908226013184	2.548247553552501	1.608953519018637	0	0	0
