selection_group	image_id	model	boundary_index	boundary_label	max_abs_difference	mean_abs_difference	rms_difference	cosine	largest_channel	largest_channel_rms	largest_spatial_y	largest_spatial_x	largest_spatial_rms	top100_jaccard	top100_mean_rank_displacement
large-loss	555263	A1	3	P4_confidence	16.57782554626465	0.9954233328215778	1.5117376104055749	0.9972672556125138	0	2.456333909987131	25	32	8.141690466296414	0.680672268907563	8.098765432098766
large-loss	555263	A1	4	P5_bbox	5.805543899536133	0.19933296948671342	0.4853779400670026	0.9950594579730064	3	0.5508452066181996	14	15	2.9122986366438157	nan	nan
large-loss	555263	A1	5	P5_confidence	24.774739265441895	1.5512194033982232	2.3066993846213384	0.9927586903952924	0	3.658245982829605	17	3	14.825343046739256	0.5151515151515151	12.691176470588236
large-loss	549409	B2	0	P3_bbox	2.795998275279999	0.15946435159421526	0.24965809629525557	0.9965122088438332	3	0.2690188109713921	58	57	1.840929393296762	nan	nan
large-loss	549409	B2	1	P3_confidence	3.4924373626708984	0.34878200640762225	0.459134319269168	0.999753331521563	0	0.5851590889973634	32	71	2.5187750449810795	0.7391304347826086	9.776470588235295
large-loss	549409	B2	2	P4_bbox	5.1085731983184814	0.13375334253767504	0.2683872299361284	0.9980685974420707	2	0.32930750286862537	19	25	2.663745109357234	nan	nan
large-loss	549409	B2	3	P4_confidence	29.862449645996094	1.005930947376415	1.5926314484236954	0.997451165877256	0	2.5705168330966983	12	19	15.396673408856953	0.639344262295082	8.487179487179487
large-loss	549409	B2	4	P5_bbox	3.886786460876465	0.1779209878621623	0.39274459511663923	0.9976267381984409	3	0.5232853344361909	8	2	2.118624921763754	nan	nan
large-loss	549409	B2	5	P5_confidence	12.591489791870117	1.4123539589494467	2.004832231399679	0.994812025920752	0	3.0718108218591924	16	16	8.267849506059564	0.5384615384615384	10.942857142857143
large-loss	549409	A1	0	P3_bbox	2.7896030247211456	0.15951614464604064	0.24975232962822264	0.9965098350003526	3	0.26905507527372774	58	57	1.833832314968617	nan	nan
large-loss	549409	A1	1	P3_confidence	3.3511247634887695	0.35598153013316913	0.46865713272208964	0.9997508055014075	0	0.6069739478815485	32	71	2.3686813162979106	0.6949152542372882	8.378048780487806
large-loss	549409	A1	2	P4_bbox	5.1097447872161865	0.13393334321619477	0.2684537453439611	0.9980680181099316	2	0.3304012807493717	19	25	2.663201240823635	nan	nan
large-loss	549409	A1	3	P4_confidence	29.755069732666016	1.0129708579406143	1.595852366679993	0.997453466587903	0	2.5697773264065122	12	19	15.450666619971217	0.6	10.293333333333333
large-loss	549409	A1	4	P5_bbox	3.9447922706604004	0.1774226277321577	0.39264054593534076	0.9976298422003217	3	0.5241772800175635	8	2	2.1530103981103075	nan	nan
large-loss	549409	A1	5	P5_confidence	11.679521560668945	1.4037765196040273	1.983722287170161	0.9949500254014839	0	3.0467871937266175	16	16	8.155453053896515	0.5748031496062992	11.383561643835616
large-loss	239596	B2	0	P3_bbox	1.8206499814987183	0.16191288219881245	0.24832352672739927	0.9964251092191821	1	0.26601872482592187	41	55	1.130333817134073	nan	nan
large-loss	239596	B2	1	P3_confidence	3.274160385131836	0.3489365461661946	0.46374251779051945	0.9997491785875806	0	0.5857344797465849	34	30	2.188223350672632	0.8867924528301887	9.617021276595745
large-loss	239596	B2	2	P4_bbox	2.3736801147460938	0.15839318108686712	0.2933119477546604	0.9975506177027331	0	0.35498712750806954	38	23	1.31786652573779	nan	nan
large-loss	239596	B2	3	P4_confidence	15.960966110229492	0.9998892830144614	1.4400436233650704	0.9976435888210277	0	2.3220571100258844	21	1	8.41638923576017	0.7391304347826086	14.235294117647058
large-loss	239596	B2	4	P5_bbox	3.3506778478622437	0.15819387225434184	0.33319874807764294	0.9982822053973376	3	0.43633491698119375	9	16	1.6756739576675763	nan	nan
large-loss	239596	B2	5	P5_confidence	12.185312271118164	1.382398391753435	1.988536659390428	0.9951692408477091	0	3.0573428128094635	18	10	7.559287568591778	0.5503875968992248	12.0
large-loss	239596	A1	0	P3_bbox	1.8265258073806763	0.16182654664051369	0.24841163805935246	0.9964222622098468	1	0.2664071075073194	41	55	1.1348488796892093	nan	nan
large-loss	239596	A1	1	P3_confidence	3.2394208908081055	0.35403325320105067	0.47161680061004463	0.9997463868659567	0	0.6024327226745638	29	38	2.2248837213626196	0.8518518518518519	9.76086956521739
large-loss	239596	A1	2	P4_bbox	2.362569808959961	0.1587609312456334	0.2940944637741051	0.9975376842074135	0	0.35510883274405236	38	23	1.316065607779661	nan	nan
large-loss	239596	A1	3	P4_confidence	15.302606582641602	1.0087865591477603	1.4525799940216442	0.9976210476401697	0	2.3473468066437135	13	24	8.035442857749652	0.680672268907563	12.777777777777779
large-loss	239596	A1	4	P5_bbox	3.349352240562439	0.1575591006875038	0.332762450982333	0.9982868810704942	3	0.4311324716983651	9	16	1.6750895714926362	nan	nan
large-loss	239596	A1	5	P5_confidence	13.803070068359375	1.3712264907881617	1.9820650212669297	0.9952343251097848	0	3.071967734126071	18	10	8.704860459479228	0.5625	9.708333333333334
large-loss	254989	B2	0	P3_bbox	1.918184757232666	0.1527664533571806	0.22258897414229795	0.9976466842972967	1	0.24279275184280247	60	74	1.3461926043135841	nan	nan
large-loss	254989	B2	1	P3_confidence	5.893486976623535	0.3582282546302304	0.47869832415100033	0.999743500148638	33	0.6290727879045459	44	4	4.399553887287443	0.6260162601626016	13.64935064935065
large-loss	254989	B2	2	P4_bbox	2.064069986343384	0.14671828522230498	0.24936832076633894	0.9984864999651584	0	0.294508816909134	0	16	1.0885398853971608	nan	nan
large-loss	254989	B2	3	P4_confidence	13.901485443115234	0.9862975420430302	1.4099894577543586	0.9977796731998985	0	2.2577349904182826	13	34	9.739242507810456	0.4925373134328358	15.287878787878787
large-loss	254989	B2	4	P5_bbox	3.551717758178711	0.1993234485387802	0.40276832757045944	0.9972641376403206	0	0.5272076021772448	0	5	1.795975455768522	nan	nan
large-loss	254989	B2	5	P5_confidence	30.057104110717773	1.392425892278552	2.0866471629754964	0.994356671058518	0	3.164534088051548	9	9	20.057140850335863	0.26582278481012656	18.238095238095237
large-loss	254989	A1	0	P3_bbox	1.9261542558670044	0.15270429540119948	0.22255437624971808	0.9976473072909877	1	0.24294740687719762	60	74	1.3503064742347024	nan	nan
large-loss	254989	A1	1	P3_confidence	5.696910858154297	0.36498614981677385	0.48802301498094364	0.9997393809131653	33	0.6439556716183011	44	4	4.3586457177546665	0.639344262295082	12.666666666666666
large-loss	254989	A1	2	P4_bbox	2.087852716445923	0.14646732893947045	0.2496728691064092	0.9984823738451959	0	0.294294080827472	0	16	1.07456320617269	nan	nan
large-loss	254989	A1	3	P4_confidence	14.452461242675781	1.0103706255331635	1.4263104353292166	0.9977343594282048	0	2.2643586642580855	13	34	10.198638429393181	0.47058823529411764	15.109375
large-loss	254989	A1	4	P5_bbox	3.5726418495178223	0.19877474173903464	0.40240008162288476	0.9972682291109835	0	0.5265366802828644	0	5	1.805216165771521	nan	nan
large-loss	254989	A1	5	P5_confidence	33.62285804748535	1.419116954471916	2.162779255403696	0.9939539697158979	0	3.2843576235833867	9	9	22.53562744800705	0.2578616352201258	18.341463414634145
large-loss	294348	B2	0	P3_bbox	2.405859112739563	0.19692889926140197	0.29637376910165353	0.9956827918176053	2	0.32991597521399263	59	5	1.4444817084928596	nan	nan
large-loss	294348	B2	1	P3_confidence	3.383298873901367	0.36783075362909584	0.4899281726016687	0.9997290636700755	9	0.6156094154901194	4	24	2.242527251846575	0.5748031496062992	14.753424657534246
large-loss	294348	B2	2	P4_bbox	2.99290132522583	0.16791531928116454	0.28532285650018024	0.9981177107006632	0	0.3898814426002272	38	7	1.553204056940323	nan	nan
large-loss	294348	B2	3	P4_confidence	12.871746063232422	0.9533659995794296	1.3333453157825774	0.9979643659142757	0	2.1268782414556897	23	14	7.1256482888258885	0.7857142857142857	9.340909090909092
large-loss	294348	B2	4	P5_bbox	2.948596477508545	0.17561739085242153	0.35520739028485515	0.9981513203294884	2	0.47129157118986276	7	6	1.7154028265424706	nan	nan
large-loss	294348	B2	5	P5_confidence	15.840904235839844	1.4034180568754673	2.0051228104363545	0.9944588151913125	0	3.0025527623505712	7	14	9.581820223441031	0.5625	14.805555555555555
large-loss	294348	A1	0	P3_bbox	2.3910882472991943	0.19694954572871212	0.29638491584123733	0.9956822297361768	2	0.3296673370646172	59	5	1.4370571081725083	nan	nan
large-loss	294348	A1	1	P3_confidence	3.574533462524414	0.3765983669050038	0.5035255639266096	0.9997218905203622	9	0.6395032847823657	4	35	2.362978589598439	0.6	16.64
large-loss	294348	A1	2	P4_bbox	3.0218920707702637	0.1679038698831573	0.28530138356875967	0.998117754629328	0	0.3900238130152665	38	7	1.5673347512475666	nan	nan
large-loss	294348	A1	3	P4_confidence	13.177242279052734	0.9582560790441931	1.3312742472222896	0.9979788733333145	0	2.132708525783717	23	14	6.998221041294467	0.7241379310344828	11.380952380952381
large-loss	294348	A1	4	P5_bbox	3.0516319274902344	0.17565491553395987	0.35634235844831674	0.9981397521556092	2	0.47204437368821506	7	6	1.7699645569568945	nan	nan
large-loss	294348	A1	5	P5_confidence	15.926620483398438	1.3887678926438094	1.9827719239620158	0.9945976085946595	0	2.990664948091061	7	14	9.34664858587974	0.5503875968992248	16.690140845070424
large-loss	95295	B2	0	P3_bbox	3.673811674118042	0.14066095906775444	0.22188613411011407	0.997617028298891	2	0.24483204208722778	21	72	1.8459465601077993	nan	nan
large-loss	95295	B2	1	P3_confidence	5.129517555236816	0.3484111038101837	0.46259940750382783	0.9997081075894799	9	0.5844079727728592	31	3	3.926982846042914	0.680672268907563	14.839506172839506
large-loss	95295	B2	2	P4_bbox	4.64415717124939	0.15135438087338116	0.29094847663003	0.9976714819906646	2	0.3941880490566316	9	9	2.3302345488349716	nan	nan
large-loss	95295	B2	3	P4_confidence	28.317837715148926	1.1774308446198702	1.9693596870670318	0.9954167102543714	0	3.0265850100254017	6	23	18.403624666651833	0.5625	10.430555555555555
large-loss	95295	B2	4	P5_bbox	6.232260704040527	0.1489376260852441	0.38890963748421015	0.9973561464768983	0	0.5810407547454598	17	13	3.117030940552659	nan	nan
large-loss	95295	B2	5	P5_confidence	25.182979583740234	1.5948924786765128	2.619164294035447	0.9915206846599263	0	4.004862987296476	8	8	15.90320854948895	0.5384615384615384	11.557142857142857
large-loss	95295	A1	0	P3_bbox	3.6530516147613525	0.14077869090877357	0.2218815552339526	0.997617953014384	2	0.24487475618468585	21	72	1.8357108196526355	nan	nan
large-loss	95295	A1	1	P3_confidence	5.138391494750977	0.350427521718666	0.46446688979693723	0.9997079303013716	9	0.5953013685006208	31	3	4.008199132908932	0.680672268907563	13.814814814814815
large-loss	95295	A1	2	P4_bbox	4.615253210067749	0.15127488110098056	0.29105063010167487	0.9976699398125106	2	0.39430568180052394	9	9	2.3175799809930417	nan	nan
large-loss	95295	A1	3	P4_confidence	27.629706382751465	1.190239340160042	1.9816412967413566	0.9953655201927517	0	3.024966103115295	6	23	18.457029673087753	0.5503875968992248	12.507042253521126
large-loss	95295	A1	4	P5_bbox	6.252123832702637	0.14904617331922054	0.38935523883288514	0.9973489071232216	0	0.5846786917425647	17	13	3.126504920981156	nan	nan
large-loss	95295	A1	5	P5_confidence	24.774738311767578	1.6098271380197258	2.6228015850142423	0.991584237310831	0	4.001855579550039	8	8	15.711881410003372	0.6	12.92
large-loss	117300	B2	0	P3_bbox	1.6906037330627441	0.13876868157356512	0.2082813470899631	0.9976953133414678	1	0.24984441513607222	17	70	1.072636803975948	nan	nan
large-loss	117300	B2	1	P3_confidence	3.6015758514404297	0.3315826524547301	0.4293159147641237	0.9997598163866216	0	0.5042664591755415	3	52	2.5858031298835775	0.7241379310344828	11.642857142857142
large-loss	117300	B2	2	P4_bbox	2.1672732830047607	0.12515842516673728	0.22048711296967918	0.9987512100041371	3	0.253538716997797	2	19	1.0867038273538419	nan	nan
large-loss	117300	B2	3	P4_confidence	26.773231506347656	0.9171480532735586	1.490078261809931	0.9972604523964309	0	2.3804029894959653	6	28	17.95227709076218	0.639344262295082	15.128205128205128
large-loss	117300	B2	4	P5_bbox	4.757962226867676	0.12661372645758093	0.3068523862935074	0.9981230536837091	3	0.4492782845890051	7	16	2.3799247777065182	nan	nan
large-loss	117300	B2	5	P5_confidence	38.180649280548096	1.4672132522184402	2.593274617979382	0.9914050170276896	0	4.29675093421188	7	5	21.040013141341323	0.6129032258064516	12.342105263157896
large-loss	117300	A1	0	P3_bbox	1.6936874389648438	0.13904297145083547	0.20833797685185115	0.9976940308526985	1	0.24952651715127602	17	70	1.080969884198804	nan	nan
large-loss	117300	A1	1	P3_confidence	3.351125717163086	0.3338285454176366	0.4322677163479843	0.9997564348513253	0	0.509166089853587	3	52	2.434695957175518	0.7094017094017094	10.457831325301205
large-loss	117300	A1	2	P4_bbox	2.142796039581299	0.12493634632905014	0.2207344476669012	0.9987489693168375	3	0.25448461353512014	2	19	1.0752652618268814	nan	nan
large-loss	117300	A1	3	P4_confidence	26.779563903808594	0.926398879384622	1.487488771458934	0.9972875320282518	0	2.384268984451311	6	28	15.992837870339878	0.6	13.96
large-loss	117300	A1	4	P5_bbox	4.837952613830566	0.12699626713991166	0.31012643858547595	0.9980807336671256	3	0.45441967424614793	7	16	2.419262560802512	nan	nan
large-loss	117300	A1	5	P5_confidence	38.931732177734375	1.4586238095583395	2.5874839483125487	0.9914882231839038	0	4.321036765061241	7	5	21.34052346742192	0.6260162601626016	12.857142857142858
large-loss	4731	B2	0	P3_bbox	2.178277611732483	0.14847898480365984	0.2504030290705638	0.9948467653314875	1	0.2987460008828157	72	56	1.5854200919389283	nan	nan
large-loss	4731	B2	1	P3_confidence	6.875736236572266	0.3726309343049652	0.5018071056573827	0.999686206248419	33	0.6423959826834499	39	36	5.255057696966393	0.7857142857142857	9.840909090909092
large-loss	4731	B2	2	P4_bbox	3.3541135787963867	0.13726871492632198	0.28724482807820767	0.9965858357323967	0	0.333358379461655	10	34	1.6804273644068008	nan	nan
large-loss	4731	B2	3	P4_confidence	31.407058715820312	1.05720876190532	1.8502719951237747	0.9961620499537993	0	3.1072670179436543	30	19	16.935813060078324	0.6666666666666666	8.1375
large-loss	4731	B2	4	P5_bbox	3.7527592182159424	0.1833658414054662	0.3986320850404158	0.9961651878945366	3	0.49027640716394466	12	7	1.8772768982131318	nan	nan
large-loss	4731	B2	5	P5_confidence	13.810020446777344	1.423599984884262	2.028312281043585	0.9953313089430047	0	3.0783160547271615	3	17	8.479159716767157	0.6528925619834711	11.746835443037975
large-loss	4731	A1	0	P3_bbox	2.1918307542800903	0.14856737141861232	0.2504762816353042	0.9948436274708201	1	0.2989730776560093	72	56	1.5824275734524236	nan	nan
large-loss	4731	A1	1	P3_confidence	6.813955307006836	0.3763431055676192	0.5074549468521204	0.9996849320944108	33	0.6556184455100684	39	36	5.185482976536713	0.7857142857142857	9.670454545454545
large-loss	4731	A1	2	P4_bbox	3.351552963256836	0.1373072155943373	0.28737533348845534	0.9965831639989169	0	0.3327484956737058	10	34	1.6780267531002502	nan	nan
large-loss	4731	A1	3	P4_confidence	31.030288696289062	1.071092871500179	1.852551006893473	0.9961763044894792	0	3.1031560568281025	30	19	17.239753095170165	0.6129032258064516	10.81578947368421
large-loss	4731	A1	4	P5_bbox	3.7215023040771484	0.18328399561345576	0.39836593342178667	0.996179526411095	3	0.48924667121764814	1	18	1.8655828293309402	nan	nan
large-loss	4731	A1	5	P5_confidence	13.803069114685059	1.4393459683870897	2.035077458377815	0.9953184457593311	0	3.0646703097635286	3	17	8.613362985079855	0.5625	10.76388888888889
large-loss	143445	B2	0	P3_bbox	1.8206498622894287	0.13911665695719422	0.21103881781000036	0.9972903637990007	1	0.2578447883416427	44	17	1.1249437964363005	nan	nan
large-loss	143445	B2	1	P3_confidence	4.147270202636719	0.3403516868776642	0.44951959695188887	0.9997289513527194	0	0.5235350659010957	39	57	3.0336327343109186	0.7857142857142857	9.477272727272727
large-loss	143445	B2	2	P4_bbox	3.457317352294922	0.12294922932167537	0.22946919181370096	0.9984461324274663	3	0.29977630030908864	21	29	1.7296211253940434	nan	nan
large-loss	143445	B2	3	P4_confidence	25.743492126464844	0.9996599644208327	1.6999014764876015	0.9966202427835941	0	2.8807126534150043	30	7	14.536753641630416	0.639344262295082	10.397435897435898
large-loss	143445	B2	4	P5_bbox	2.948596477508545	0.12041498055215925	0.26050845924918864	0.9986327206901308	3	0.3029538921841757	2	11	1.4932148080759307	nan	nan
large-loss	143445	B2	5	P5_confidence	17.871793746948242	1.399838621320203	2.1671651606864084	0.9941827560543014	0	3.4114645775890478	1	8	11.51370587802491	0.6949152542372882	10.536585365853659
large-loss	143445	A1	0	P3_bbox	1.79331636428833	0.13910912949460907	0.21110386192108976	0.9972882462136704	1	0.2581058459457185	44	17	1.1145011647316507	nan	nan
large-loss	143445	A1	1	P3_confidence	4.579870223999023	0.3436100751766935	0.4550103828440833	0.9997221224228029	9	0.5351153413898153	39	57	3.2890425648927004	0.7699115044247787	8.931034482758621
large-loss	143445	A1	2	P4_bbox	3.516383409500122	0.12303908126428724	0.22989641388489096	0.9984400674728696	3	0.3009943141498867	21	29	1.7592644915553959	nan	nan
large-loss	143445	A1	3	P4_confidence	24.65420150756836	1.0130904083587229	1.6922854264565226	0.9966684267790206	0	2.866088463007082	30	7	14.317039602701927	0.6528925619834711	12.215189873417721
large-loss	143445	A1	4	P5_bbox	2.9027719497680664	0.11899503886699676	0.2603589222804989	0.9986334701378129	3	0.3022675487265347	2	11	1.4689331909757846	nan	nan
large-loss	143445	A1	5	P5_confidence	18.0501651763916	1.4096937081655487	2.1621819047456508	0.994239642984372	0	3.4365354115075033	1	8	11.198239932655095	0.680672268907563	9.530864197530864
large-loss	209018	B2	0	P3_bbox	1.5930688381195068	0.13535496308584696	0.20026269869169044	0.9978979338042007	1	0.23173644205248556	45	68	0.8532361860876565	nan	nan
large-loss	209018	B2	1	P3_confidence	2.8376054763793945	0.32560176639491695	0.4239233598845415	0.9997537503482689	0	0.4915690314107526	28	27	1.9018801426833956	0.6949152542372882	12.951219512195122
large-loss	209018	B2	2	P4_bbox	3.4573171138763428	0.12860123443650082	0.23540205368594236	0.9985481430578551	1	0.2575697624554494	20	35	1.7303905806282194	nan	nan
large-loss	209018	B2	3	P4_confidence	33.46653747558594	1.0716894317530095	1.7436791058057743	0.9959342163903333	0	2.8893842859608885	29	24	17.531298145142845	0.6260162601626016	12.142857142857142
large-loss	209018	B2	4	P5_bbox	3.819772243499756	0.16954428672790528	0.37264898282639397	0.9976020517722568	0	0.4201327429014458	8	7	2.357172441973062	nan	nan
large-loss	209018	B2	5	P5_confidence	31.68181610107422	1.3264982631355524	2.1808178841464985	0.9931349766599715	0	3.511553187052547	11	11	18.082181706914266	0.5625	12.916666666666666
large-loss	209018	A1	0	P3_bbox	1.5940587520599365	0.13542754046837216	0.20032084868865602	0.997896521951747	1	0.23188203507564828	45	68	0.8592872868823399	nan	nan
large-loss	209018	A1	1	P3_confidence	2.9043078422546387	0.32702833519876	0.4259982831556537	0.999750195954318	0	0.49577767498888525	28	27	1.9952564369493637	0.6949152542372882	12.548780487804878
large-loss	209018	A1	2	P4_bbox	3.461439847946167	0.12861927347024904	0.23540696762533997	0.9985483220039506	1	0.2577553962135404	20	35	1.732681083563606	nan	nan
large-loss	209018	A1	3	P4_confidence	33.580718994140625	1.0702825700044631	1.7277103700409455	0.9960308896345488	0	2.853768632689686	29	24	17.610263886777886	0.6	11.8
large-loss	209018	A1	4	P5_bbox	3.7959322929382324	0.17011917930096387	0.3726569530101826	0.9976096657610216	0	0.42122082436329106	8	7	2.3545672393121095	nan	nan
large-loss	209018	A1	5	P5_confidence	31.49931049346924	1.2993465658910572	2.139445648619838	0.9934214469465046	0	3.469907671048387	11	11	17.841814195892585	0.5384615384615384	14.3
large-loss	295575	B2	0	P3_bbox	2.1457659006118774	0.176475795431179	0.2835696503770706	0.9932411113539181	1	0.3058708252412395	14	8	1.5227618413731823	nan	nan
large-loss	295575	B2	1	P3_confidence	4.583824157714844	0.4121591667132452	0.5482336009787796	0.9996259408272402	0	0.6853340782106216	57	75	3.0160108640103993	0.8018018018018018	8.404494382022472
large-loss	295575	B2	2	P4_bbox	2.4768840074539185	0.1749379908828996	0.3248086991502866	0.9953532063685883	2	0.414812752886596	35	32	1.408926171178345	nan	nan
large-loss	295575	B2	3	P4_confidence	16.990703582763672	0.9033270621215924	1.3679894081765975	0.9977905366143616	0	2.2727289212934725	29	20	11.377924251637543	0.7241379310344828	9.154761904761905
large-loss	295575	B2	4	P5_bbox	2.4124884605407715	0.2113439978659153	0.38431413005769477	0.997263240964915	0	0.4928003095393309	0	14	1.214129764601154	nan	nan
large-loss	295575	B2	5	P5_confidence	16.247084617614746	1.465677385404706	2.086569322862266	0.9948190797170279	0	3.2568338425570755	10	7	9.761991379229581	0.6	16.173333333333332
large-loss	295575	A1	0	P3_bbox	2.1586215496063232	0.17627270106910145	0.2834617110046687	0.9932453107084518	1	0.30602359142089997	14	8	1.5127673810611233	nan	nan
large-loss	295575	A1	1	P3_confidence	4.468167304992676	0.41514110324822834	0.5523341814475706	0.999621504767056	0	0.6885114143469396	59	38	3.0596796868922036	0.8181818181818182	9.022222222222222
large-loss	295575	A1	2	P4_bbox	2.47245717048645	0.17422237562888768	0.32499057462991177	0.9953450572175969	2	0.4151120709752425	35	32	1.4168605109049484	nan	nan
large-loss	295575	A1	3	P4_confidence	17.00289535522461	0.9114250493943691	1.3716301718095807	0.9977900395424918	0	2.2523825809985207	29	20	11.623807371120588	0.6260162601626016	10.467532467532468
