block	cycle	arm	repeat	run	wall_us	input_us	core_us	dense_us	depthwise_us	attention_us	lut_us	concat_us	transform_us	head_us	process_cpu_us	voluntary_cs	involuntary_cs	affinity_ok	cpu4_7_ime_count	hash
2	0	e2c4	0	29	149772	2281.46	19602.6	70392.6	15176.9	20411.2	7257.15	3759.66	2424.76	8384.3	757711	0	1	1	0	0xd43f5e018b415631
2	0	e2c4	0	30	149354	2176.63	19637.2	70384	15227.1	19841.1	7420.07	3744.07	2449.26	8392.09	741298	0	1	1	0	0xd43f5e018b415631
2	0	e2c4	0	31	148506	2218.3	19776.7	70136.9	15255.9	19132.5	7439.44	3832.7	2422.76	8208.33	740512	0	0	1	0	0xd43f5e018b415631
2	0	e2c4	0	32	150228	2367.8	19677.6	70279.8	15250.7	20397.5	7492.66	3831.24	2441.8	8401.96	741964	0	3	1	0	0xd43f5e018b415631
2	0	e2c4	0	33	149325	2255.8	19760.9	70539	15202.3	19397.2	7430.28	3773.7	2402.96	8480.09	741035	0	6	1	0	0xd43f5e018b415631
2	0	e2c4	0	34	150178	2182.71	19803.7	70182.8	15252.6	20416.2	7412.07	3815.12	2505.76	8525.13	758031	0	7	1	0	0xd43f5e018b415631
2	0	e2c4	0	35	149379	2960.23	19824.1	70251.8	15217.8	19143.7	7388.65	3845.7	2469.46	8193.42	741252	0	2	1	0	0xd43f5e018b415631
2	0	e2c4	0	36	150022	2199.84	19643.4	70424.3	15261.3	20445.7	7550.74	3628.16	2448.34	8342.29	757965	0	1	1	0	0xd43f5e018b415631
2	0	e2c4	0	37	149266	2228.63	19642.4	70147.4	15176.5	19727.2	7604.78	3768.74	2438.71	8453.71	741212	0	1	1	0	0xd43f5e018b415631
2	0	e2c4	0	38	150110	2350.13	19764.9	69911.8	15202.3	20428.1	7647.07	3845.37	2459.42	8421.59	757969	0	2	1	0	0xd43f5e018b415631
2	0	e2c4	0	39	149407	2306.51	19769.8	70246.1	15151.9	19818.6	7464.32	3739.62	2385.22	8443.8	741214	0	4	1	0	0xd43f5e018b415631
2	0	e2c4	0	40	148390	2234.84	19681.5	70089.3	15211.7	19082.8	7462.45	3758.2	2492.46	8291.88	739997	0	8	1	0	0xd43f5e018b415631
