lane	graphwise_rank	op	variable	pyramid	branch	snr	mse	cosine	q_min	q_max	f_min	f_max	f_histogram	snr_high_error	cosine_significant_deviation	source_report
B4	264	/model.13/m.0/m/m.0/cv2/act/Mul[Mul]	/model.13/m.0/m/m.0/cv2/act/Mul_output_0			0.0306	0.0188	0.9846	-0.269	6.491	-0.278	7.296	13167,4925,3603,2928,2510,2203,1844,1537,941,460,270,180,119,49,29,18,14,2,2,4,4,1,0,0,2,1,0,0,0,1,1,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	265	/model.22/m.0/m.0.0/cv2/conv/Conv[Conv]	model.22.m.0.0.cv2.conv.weight[Constant]			0.0002	0.0	0.9999	-0.758	0.591	-0.761	0.589	17,0,17,17,17,34,0,51,68,0,85,136,204,289,663,1428,3978,10234,10744,4437,1190,680,272,102,17,17,51,17,17,0,17,17	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	266	/model.22/m.0/m.0.0/cv2/conv/Conv[Conv]	model.22.m.0.0.cv2.conv.bias[Constant]			0.0	0.0	1.0	-3.359	3.265	-3.359	3.265	969,1122,0,918,1394,2074,2584,2465,2125,629,3179,1513,1173,952,3094,1666,1717,1003,1241,527,629,170,1037,799,0,187,187,595,323,0,0,544	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	267	/model.22/m.0/m.0.0/cv2/conv/Conv[Conv]	/model.22/m.0/m.0.0/cv2/conv/Conv_output_0			0.0299	0.0702	0.985	-8.399	7.443	-8.531	9.040	2,1,1,7,16,41,86,180,311,614,1052,1815,2967,4713,5730,5499,4447,2917,1786,1209,712,407,183,67,32,10,6,3,1,0,0,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	268	/model.8/Concat[Concat]	/model.8/Split_output_0			0.0305	0.0111	0.9846	-0.283	5.131	-0.278	5.176	17321,3887,2800,2153,1714,1590,1187,1039,918,629,436,313,261,193,114,98,49,35,22,17,13,7,11,1,3,1,1,0,1,1,0,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	269	/model.8/Concat[Concat]	/model.8/Concat_output_0			0.0299	0.0098	0.985	-0.283	5.868	-0.278	6.805	21157,4140,2591,1875,1348,1041,851,549,367,259,194,148,129,73,34,19,9,9,6,4,3,2,1,1,2,1,1,0,0,1,0,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	270	/model.22/m.0/m.0.0/cv1/act/Mul[Mul]	/model.22/m.0/m.0.0/cv1/act/Mul_output_0			0.0298	0.0114	0.985	-0.288	4.725	-0.278	4.643	19074,4336,2231,1594,1278,990,849,715,689,576,496,386,325,314,238,188,170,107,80,52,38,22,32,18,7,6,0,3,0,0,0,2	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	271	/model.22/m.0/m.0.0/cv2/act/Mul[Mul]	/model.22/m.0/m.0.0/cv2/act/Mul_output_0			0.0294	0.0214	0.9852	-0.272	6.926	-0.278	6.946	19349,4255,2517,1718,1349,1103,834,662,556,507,400,330,269,274,208,161,91,69,48,32,28,18,12,8,6,4,1,3,2,1,0,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	272	/model.10/cv2/conv/Conv[Conv]	model.10.cv2.conv.weight[Constant]			0.0001	0.0	1.0	-0.354	0.360	-0.355	0.361	17,0,0,0,0,0,68,102,187,255,561,1156,1751,3213,5321,6562,5695,4199,2448,1496,833,357,221,119,102,68,34,0,0,17,0,34	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	273	/model.10/cv2/conv/Conv[Conv]	model.10.cv2.conv.bias[Constant]			0.0	0.0	1.0	-3.398	2.162	-3.398	2.162	442,476,408,357,867,1853,391,1173,1955,1326,1921,1156,3689,1615,561,1649,2278,2737,1530,1479,1683,1360,1020,1258,374,119,340,442,0,187,0,170	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	274	/model.10/cv2/conv/Conv[Conv]	/model.10/cv2/conv/Conv_output_0			0.0291	0.0822	0.9854	-7.828	4.132	-8.609	4.074	3,0,1,6,11,15,32,44,65,159,233,397,635,1001,1447,1882,2549,3118,3578,3994,4249,3814,3244,2217,1174,528,235,146,26,9,2,2	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	275	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv[Conv]	model.23.one2one_cv2.1.0.conv.weight[Constant]	P4	bbox	0.0009	0.0	0.9995	-1.323	0.432	-1.318	0.433	17,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,34,68,102,85,408,782,10863,20519,1343,187,170,68,85,0,51	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	276	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv[Conv]	model.23.one2one_cv2.1.0.conv.bias[Constant]	P4	bbox	0.0	0.0	1.0	-1.368	4.880	-1.369	4.878	4539,0,0,0,2210,0,0,2108,0,4335,2482,0,0,4386,0,2142,4301,0,0,0,0,2091,0,1870,0,0,0,0,0,0,2125,2227	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	277	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv[Conv]	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv_output_0	P4	bbox	0.029	0.2526	0.9854	-6.832	11.437	-8.034	11.013	1,3,5,19,26,30,75,200,319,604,1242,2571,2751,2957,3070,3392,2904,2724,2800,2532,2040,1315,1037,757,617,514,194,70,22,8,8,9	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	278	/model.8/cv1/conv/Conv[Conv]	model.8.cv1.conv.weight[Constant]			0.0001	0.0	1.0	-0.619	0.704	-0.621	0.707	17,34,68,34,102,51,153,238,510,850,1445,2312,3502,4879,5729,5185,3434,2329,1428,969,663,374,153,68,51,153,17,34,0,0,17,17	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	279	/model.8/cv1/conv/Conv[Conv]	model.8.cv1.conv.bias[Constant]			0.0	0.0	1.0	-4.499	3.142	-4.496	3.143	510,170,0,0,119,255,289,0,204,1275,527,1819,1105,1428,1139,1819,2652,1700,3196,2499,2142,3621,2601,1122,1445,1802,731,221,102,255,0,68	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	280	/model.8/cv1/conv/Conv[Conv]	/model.8/cv1/conv/Conv_output_0			0.0289	0.0509	0.9855	-6.977	5.482	-7.112	5.756	2,3,6,9,10,18,45,97,147,292,589,1123,1946,2804,3852,4304,4293,4046,3660,2858,2083,1477,715,263,97,54,14,5,1,2,0,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	281	/model.10/m/m.0/attn/Mul[Mul]	PPQ_Variable_5[Constant]			0.0	0.0	1.0	0.177	0.177	0.177	0.177	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	282	/model.10/m/m.0/attn/Mul[Mul]	/model.10/m/m.0/attn/Mul_output_0			0.0283	0.279	0.9857	-10.409	11.797	-10.580	11.635	1,3,17,34,93,185,358,569,605,742,1004,1351,1609,2014,2548,3151,3583,3679,3540,2998,2055,1386,969,820,609,402,251,123,57,27,25,8	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	283	/model.6/Concat[Concat]	/model.6/Split_output_0			0.0172	0.0068	0.9914	-0.268	4.113	-0.278	4.143	12468,4143,3024,2649,1901,1599,1525,1327,1295,1650,814,665,450,365,247,206,148,112,91,51,30,13,10,12,5,5,2,5,2,0,1,1	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	284	/model.6/Concat[Concat]	/model.6/Concat_output_0			0.0282	0.0126	0.9862	-0.267	7.126	-0.278	7.639	15982,5199,3727,2731,2432,1904,1052,656,434,297,138,94,63,42,17,12,13,2,4,4,5,1,0,4,1,0,0,0,0,0,0,2	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	285	/model.6/m.0/m/m.0/cv1/act/Mul[Mul]	/model.6/m.0/m/m.0/cv1/act/Mul_output_0			0.0282	0.0042	0.9859	-0.282	4.452	-0.278	4.742	22254,4382,2473,1585,1160,866,599,486,315,183,144,104,74,47,29,21,28,16,12,8,9,6,4,1,3,0,0,3,0,2,0,2	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	286	/model.6/m.0/m/m.0/cv1/conv/Conv[Conv]	model.6.m.0.m.0.cv1.conv.weight[Constant]			0.0001	0.0	0.9999	-0.735	1.164	-0.733	1.165	34,17,34,85,85,255,187,459,1105,2329,4063,7021,6987,6494,3094,1088,697,323,85,102,119,51,34,0,17,17,0,0,0,0,17,17	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	287	/model.6/m.0/m/m.0/cv1/conv/Conv[Conv]	model.6.m.0.m.0.cv1.conv.bias[Constant]			0.0	0.0	1.0	-1.260	1.837	-1.259	1.836	918,1037,0,1190,2227,0,1173,1241,1071,5151,1037,1122,0,3400,2363,2380,1190,1275,0,1037,1904,1003,0,969,0,0,0,0,867,1241,0,1020	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	288	/model.6/m.0/m/m.0/cv1/conv/Conv[Conv]	/model.6/m.0/m/m.0/cv1/conv/Conv_output_0			0.0278	0.0407	0.9872	-7.356	3.906	-7.477	3.850	1,0,2,2,5,3,6,10,15,31,92,169,306,526,952,1659,3252,4285,4729,5041,4034,3462,2520,1844,1078,446,184,89,34,18,10,11	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	289	/model.10/m/m.0/attn/MatMul[MatMul]	/model.10/m/m.0/attn/Transpose_output_0			0.0317	0.0512	0.9841	-5.508	4.889	-5.558	4.903	2,1,1,8,15,37,50,104,213,422,803,1384,2100,2671,2731,3010,3245,3410,3249,3023,2532,1902,1366,978,809,462,169,66,28,14,7,4	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	290	/model.10/m/m.0/attn/MatMul[MatMul]	/model.10/m/m.0/attn/Split_output_1			0.0355	0.0479	0.9822	-6.885	6.954	-6.277	7.088	3,1,1,5,18,35,77,157,309,555,1322,2111,3201,4405,5035,5049,4529,3367,2122,1199,672,390,147,55,20,14,7,5,2,0,2,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	291	/model.10/m/m.0/attn/MatMul[MatMul]	/model.10/m/m.0/attn/MatMul_output_0			0.0278	8.6151	0.986	-56.079	71.221	-57.028	74.756	2,13,26,84,190,396,569,722,926,1125,1485,1957,2392,2874,3460,3860,3870,3388,2437,1579,1029,793,670,467,237,153,49,26,16,16,4,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	292	/model.16/m.0/m/m.0/cv2/act/Mul[Mul]	/model.16/m.0/m/m.0/cv2/act/Mul_output_0			0.0278	0.0085	0.986	-0.271	3.845	-0.278	3.994	13856,4928,3249,2533,2155,1710,1366,962,748,572,447,447,431,382,343,205,156,93,80,38,31,20,21,14,7,6,7,2,4,0,1,2	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	293	/model.8/m.0/m/m.0/Add[Add]	/model.8/m.0/m/m.0/Add_output_0			0.0273	0.0247	0.9862	-0.570	7.046	-0.557	7.382	5927,5276,5074,4245,3371,2663,2305,1584,1191,993,695,487,333,216,141,99,62,48,24,22,13,14,4,7,4,8,2,3,1,1,1,2	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	294	/model.8/m.0/cv1/conv/Conv[Conv]	/model.8/Split_output_1			0.0412	0.0103	0.9793	-0.283	5.811	-0.278	7.861	23975,4020,2289,1489,1041,727,491,311,166,109,53,30,34,21,12,8,3,14,4,11,2,1,2,0,0,1,0,0,0,0,0,2	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	295	/model.8/m.0/cv1/conv/Conv[Conv]	model.8.m.0.cv1.conv.weight[Constant]			0.0001	0.0	1.0	-0.695	0.714	-0.697	0.716	17,0,0,17,0,17,0,17,51,221,425,1071,1853,3587,5814,8177,6834,2975,1853,1037,323,238,187,68,0,0,0,0,17,0,0,17	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	296	/model.8/m.0/cv1/conv/Conv[Conv]	model.8.m.0.cv1.conv.bias[Constant]			0.0	0.0	1.0	-1.497	0.988	-1.498	0.988	1190,476,0,646,1003,884,1071,2091,0,1683,1139,1666,476,2193,544,3179,544,1989,357,629,1241,2839,374,1173,527,2992,493,0,391,714,1224,1088	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	297	/model.8/m.0/cv1/conv/Conv[Conv]	/model.8/m.0/cv1/conv/Conv_output_0			0.0273	0.0201	0.9864	-5.566	3.467	-5.585	3.606	1,0,0,1,4,5,6,18,54,85,161,318,673,985,1571,2117,2739,3842,4486,5546,4875,3491,2058,1232,325,134,39,33,14,2,0,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	298	/model.22/m.0/m.0.1/attn/MatMul[MatMul]	/model.22/m.0/m.0.1/attn/Transpose_output_0			0.0287	0.0473	0.9856	-5.755	4.996	-5.720	4.842	2,2,5,8,20,42,88,149,243,454,754,1046,1509,2096,2580,3039,3470,3451,3445,3199,2683,2249,1665,1160,669,406,198,98,50,19,12,5	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	299	/model.22/m.0/m.0.1/attn/MatMul[MatMul]	/model.22/m.0/m.0.1/attn/Split_output_1			0.0347	0.0578	0.9826	-6.450	6.450	-6.508	7.914	1,2,4,5,18,51,108,306,592,1046,1820,2673,3630,4477,4762,4762,3956,2939,1863,994,471,199,81,32,19,0,3,1,0,0,0,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	300	/model.22/m.0/m.0.1/attn/MatMul[MatMul]	/model.22/m.0/m.0.1/attn/MatMul_output_0			0.0266	7.9283	0.9866	-70.349	87.762	-73.009	94.700	3,4,7,26,54,105,220,396,709,1172,1799,2823,3994,4697,4759,4230,3323,2396,1448,904,657,419,249,169,108,70,37,15,11,5,4,3	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	301	/model.8/m.0/m/m.1/cv1/act/Mul[Mul]	/model.8/m.0/m/m.1/cv1/act/Mul_output_0			0.0264	0.011	0.9867	-0.265	7.749	-0.278	7.652	19840,4530,2868,2091,1598,1149,849,553,405,327,263,152,103,38,18,11,8,7,1,1,2,0,0,0,0,0,0,0,1,0,0,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	302	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv[Conv]	model.23.one2one_cv2.0.2.weight[Constant]	P3	bbox	0.0	0.0	1.0	-0.642	1.133	-0.646	1.138	629,578,425,1326,391,510,0,0,0,0,1717,21760,2924,0,0,0,0,0,0,0,0,0,442,0,0,476,442,1513,493,544,0,646	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	303	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv[Conv]	model.23.one2one_cv2.0.2.bias[Constant]	P3	bbox	0.0	0.0	1.0	0.616	0.941	0.616	0.941	8789,9044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8126,0,0,0,0,0,0,0,0,8857	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	304	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv[Conv]	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	P3	bbox	0.0263	0.1935	0.9877	-0.663	7.557	-0.645	7.652	13,122,454,812,1641,1833,2373,2488,2763,2412,2329,2589,2340,1965,1760,1743,1767,1254,1087,768,586,477,382,301,201,138,87,71,36,16,7,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	305	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv[Conv]	model.23.one2one_cv3.0.0.1.conv.weight[Constant]	P3	confidence	0.0001	0.0	1.0	-0.973	0.730	-0.969	0.730	34,0,0,0,0,0,0,85,0,85,119,153,204,476,731,1479,2431,7395,12631,4743,1836,1122,510,442,119,153,17,0,34,0,0,17	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	306	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv[Conv]	model.23.one2one_cv3.0.0.1.conv.bias[Constant]	P3	confidence	0.0	0.0001	1.0	-6.376	5.800	-6.379	5.802	969,0,323,1020,0,391,0,0,0,493,748,1360,1360,1445,1360,2890,3451,2601,2499,2652,3179,2652,986,1904,0,323,442,0,1258,0,0,510	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	307	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv[Conv]	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv_output_0	P3	confidence	0.0259	0.0355	0.987	-7.429	6.084	-7.394	7.271	1,0,2,7,11,26,25,79,147,318,617,1061,1477,1575,2100,3840,7820,6010,5373,2949,887,287,124,34,15,10,8,6,3,1,2,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	308	/model.9/Add[Add]	/model.9/Add_output_0			0.0258	0.0148	0.987	-0.546	9.243	-0.557	10.029	17423,5916,3528,2573,1768,1195,847,556,399,242,181,80,53,18,18,6,7,1,1,0,0,1,0,2,0,0,0,0,0,0,0,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	309	/model.22/m.0/m.0.1/attn/Mul[Mul]	PPQ_Variable_6[Constant]			0.0	0.0	1.0	0.177	0.177	0.177	0.177	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	310	/model.22/m.0/m.0.1/attn/Mul[Mul]	/model.22/m.0/m.0.1/attn/Mul_output_0			0.0254	0.2471	0.9872	-15.884	15.514	-16.684	17.658	1,0,0,1,7,18,30,80,171,397,721,1318,2207,3439,4868,5275,5123,4287,2719,1635,987,576,393,213,147,107,50,26,15,4,0,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	311	/model.19/m.0/m/m.0/Add[Add]	/model.19/m.0/m/m.0/Add_output_0			0.0254	0.0103	0.9873	-0.565	3.877	-0.557	4.019	4216,4227,4527,4829,4173,3205,2422,1369,886,597,484,517,591,587,590,499,362,248,170,102,57,32,42,29,15,15,6,3,6,5,3,2	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	312	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Sigmoid[Sigmoid]	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Sigmoid_output_0	P4	confidence	0.025	0.0133	0.9875	0.000	1.000	0.000	1.000	649,400,415,420,455,503,481,525,589,614,618,672,649,741,751,757,879,896,950,1019,996,1094,1178,1236,1342,1397,1531,1674,1853,2079,2738,4715	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	313	/model.16/m.0/m/m.0/Add[Add]	/model.16/m.0/m/m.0/Add_output_0			0.025	0.0092	0.9875	-0.542	3.984	-0.557	4.375	1770,5431,6241,4752,3179,2229,1978,2463,1860,1268,952,776,554,487,317,183,98,65,47,39,28,35,33,15,5,5,1,1,1,0,1,2	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	314	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul[Mul]	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul_output_0	P4	bbox	0.0246	0.1824	0.9877	-0.269	11.160	-0.278	10.765	10383,2523,2256,2021,1841,1537,1407,1436,1524,1506,1233,1181,978,889,715,589,571,421,366,366,376,315,187,115,41,11,5,6,4,4,3,6	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	315	/model.10/m/m.0/ffn/ffn.0/act/Sigmoid[Sigmoid]	/model.10/m/m.0/ffn/ffn.0/act/Sigmoid_output_0			0.0246	0.0012	0.9878	0.004	0.933	0.002	0.939	1007,2963,4041,4384,4179,3575,2876,2459,2020,1603,1260,994,797,572,491,377,299,224,167,127,112,79,64,54,38,20,11,11,3,4,2,3	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	316	/model.8/m.0/m/m.0/cv2/conv/Conv[Conv]	model.8.m.0.m.0.cv2.conv.weight[Constant]			0.0002	0.0	0.9999	-0.404	0.335	-0.404	0.335	17,17,17,17,17,0,51,34,153,204,340,476,986,1598,2601,4233,4879,6120,4947,3570,2261,935,527,391,136,102,51,68,17,0,17,34	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	317	/model.8/m.0/m/m.0/cv2/conv/Conv[Conv]	model.8.m.0.m.0.cv2.conv.bias[Constant]			0.0001	0.0001	0.9999	-0.962	2.242	-0.970	2.233	1088,1190,612,2006,1139,442,493,1207,2278,442,510,527,3434,2227,3043,2788,1615,1088,1530,1190,0,1734,510,476,1037,1326,0,0,408,0,0,476	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	318	/model.8/m.0/m/m.0/cv2/conv/Conv[Conv]	/model.8/m.0/m/m.0/cv2/conv/Conv_output_0			0.0242	0.054	0.9879	-8.116	6.449	-8.742	7.509	1,0,3,11,14,22,40,61,127,235,399,667,1061,1519,2229,3235,4081,4925,5332,4673,3119,1837,742,250,111,51,29,18,15,7,1,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	319	/model.6/m.0/m/m.1/cv1/act/Mul[Mul]	/model.6/m.0/m/m.1/cv1/act/Mul_output_0			0.0242	0.0047	0.9879	-0.287	4.194	-0.278	4.483	16840,3639,3087,2696,2331,1768,1448,1179,653,417,304,134,111,61,37,39,16,9,10,2,11,4,3,5,5,3,0,1,0,1,0,2	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	320	/model.4/cv2/act/Mul[Mul]	/model.4/cv2/act/Mul_output_0			0.0241	0.0025	0.9879	-0.284	3.255	-0.278	3.326	22121,4450,2244,1486,1074,759,636,442,489,261,246,169,145,79,64,37,28,21,15,12,7,6,5,6,3,4,2,3,0,0,1,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	321	/model.8/m.0/m/m.0/cv2/act/Mul[Mul]	/model.8/m.0/m/m.0/cv2/act/Mul_output_0			0.0237	0.0194	0.9881	-0.282	6.591	-0.278	6.565	13390,4064,3275,2765,2272,1991,1600,1325,1018,818,723,438,337,246,157,110,77,58,37,41,18,16,12,4,3,2,3,1,3,6,3,3	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	322	/model.22/cv1/act/Sigmoid[Sigmoid]	/model.22/cv1/act/Sigmoid_output_0			0.0235	0.0047	0.9882	0.000	0.998	0.000	1.000	442,826,1337,1545,1848,1926,1921,1896,1953,1807,1752,1614,1598,1418,1323,1272,1170,1057,998,935,862,840,800,749,627,544,483,400,320,257,188,108	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	323	/model.10/m/m.0/ffn/ffn.0/act/Mul[Mul]	/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0			0.0233	0.0013	0.9884	-0.283	2.451	-0.278	2.484	25811,6623,1475,288,175,118,88,57,44,35,19,24,13,8,8,5,3,5,4,0,0,3,2,2,1,1,2,0,1,0,0,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	324	/model.7/act/Mul[Mul]	/model.7/act/Mul_output_0			0.0231	0.0074	0.9884	-0.280	4.350	-0.278	4.375	17349,3779,2483,2155,1649,1559,1215,959,865,628,550,386,272,226,165,153,104,109,66,68,25,17,10,8,6,5,1,0,0,2,1,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	325	/model.16/m.0/m/m.1/cv1/conv/Conv[Conv]	model.16.m.0.m.1.cv1.conv.weight[Constant]			0.0001	0.0	0.9999	-0.673	0.615	-0.670	0.617	17,0,0,102,0,102,17,51,187,357,238,561,986,1904,2737,5355,8313,6443,3077,1615,1207,697,136,170,153,238,0,34,51,51,0,17	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	326	/model.16/m.0/m/m.1/cv1/conv/Conv[Conv]	model.16.m.0.m.1.cv1.conv.bias[Constant]			0.0	0.0	1.0	-1.114	2.506	-1.117	2.506	6256,2006,4148,0,0,4165,0,2397,7004,2006,0,0,0,0,2312,0,2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	327	/model.16/m.0/m/m.1/cv1/conv/Conv[Conv]	/model.16/m.0/m/m.1/cv1/conv/Conv_output_0			0.0218	0.023	0.9891	-5.139	3.555	-5.168	3.566	3,2,4,12,14,40,39,62,95,141,286,422,702,1254,1931,3304,4850,5423,5211,3992,2583,1462,609,227,84,47,173,588,739,371,123,23	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	328	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul[Mul]	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0	P5	bbox	0.0217	0.097	0.9891	-0.287	7.430	-0.278	8.842	10935,2046,1722,1536,1535,1419,1428,1421,1585,1473,1424,1745,1874,1418,1050,890,603,354,168,73,36,14,21,16,10,3,7,6,2,1,0,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	329	/model.16/cv2/act/Mul[Mul]	/model.16/cv2/act/Mul_output_0			0.0215	0.0125	0.9892	-0.271	4.670	-0.278	4.713	12851,5423,3929,2541,1881,1572,1454,1249,928,693,507,325,253,171,148,122,91,58,21,8,7,0,5,12,38,59,110,91,126,91,43,9	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	330	/model.6/m.0/Concat[Concat]	/model.6/m.0/Concat_output_0			0.0212	0.065	0.9897	-0.811	9.484	-0.835	9.574	690,6286,5165,3870,2968,2099,1754,1549,1724,1743,1705,1612,1247,910,542,345,202,138,93,57,33,28,15,10,10,4,5,2,5,0,2,3	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	331	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv[Conv]	model.23.one2one_cv2.0.0.conv.weight[Constant]	P3	bbox	0.0003	0.0	0.9999	-2.326	2.691	-2.324	2.702	34,0,0,0,0,34,17,0,85,17,187,374,901,2482,19516,8942,1224,476,272,68,51,51,17,17,0,17,0,17,0,0,0,17	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	332	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv[Conv]	model.23.one2one_cv2.0.0.conv.bias[Constant]	P3	bbox	0.0	0.0001	1.0	-2.697	6.133	-2.699	6.153	2397,0,0,0,0,0,0,0,2380,2448,0,1989,0,0,0,2329,0,0,0,2176,0,2346,4080,0,1836,4624,0,2023,0,0,4471,1717	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	333	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv[Conv]	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv_output_0	P3	bbox	0.0209	0.3739	0.9896	-9.985	12.816	-22.778	13.463	1,0,0,0,0,1,1,2,7,9,19,22,72,118,256,280,373,621,1174,2040,3793,4752,5157,5481,3969,3263,1957,877,389,140,35,7	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	334	/model.16/Concat[Concat]	/model.16/Split_output_0			0.0135	0.0161	0.9932	-0.283	3.913	-0.278	4.182	961,1135,1500,2031,2461,2745,3059,3116,2993,2829,2579,2249,1795,1432,1094,881,651,443,293,217,138,95,42,32,15,17,5,3,4,0,0,1	0	0	stage65b_r1_b4_split_s8_qdq_report.md
