fixture_scope	candidate	image_index	image	surface	score_min	score_max	score_mean	positive_score_count	score_over_0_25_count	unique_class_count	collapsed
H500-first-100	B1	12	000000232612.jpg	split-s8	0.0010872185230255127	0.5	0.023761138319969177	300	8	35	0
H500-first-100	B1	13	000000382341.jpg	source-fp32	7.277727127075195e-05	0.9455442428588867	0.013324011117219925	300	4	22	0
H500-first-100	B1	13	000000382341.jpg	split-fp32	7.277727127075195e-05	0.9455442428588867	0.013324011117219925	300	4	22	0
H500-first-100	B1	13	000000382341.jpg	candidate-tail-on-fp32-boundaries	7.277727127075195e-05	0.9455442428588867	0.013324011117219925	300	4	22	0
H500-first-100	B1	13	000000382341.jpg	split-s8	0.00010567903518676758	0.5	0.00882574450224638	300	4	38	0
H500-first-100	B1	14	000000044954.jpg	source-fp32	6.324052810668945e-05	0.6598555445671082	0.007956846617162228	300	1	21	0
H500-first-100	B1	14	000000044954.jpg	split-fp32	6.324052810668945e-05	0.6598555445671082	0.007956846617162228	300	1	21	0
H500-first-100	B1	14	000000044954.jpg	candidate-tail-on-fp32-boundaries	6.324052810668945e-05	0.6598555445671082	0.007956846617162228	300	1	21	0
H500-first-100	B1	14	000000044954.jpg	split-s8	0.00010567903518676758	0.5	0.013728047721087933	300	5	22	0
H500-first-100	B1	15	000000561187.jpg	source-fp32	9.420514106750488e-05	0.7101383209228516	0.005307008977979422	300	1	19	0
H500-first-100	B1	15	000000561187.jpg	split-fp32	9.420514106750488e-05	0.7101383209228516	0.005307008977979422	300	1	19	0
H500-first-100	B1	15	000000561187.jpg	candidate-tail-on-fp32-boundaries	9.420514106750488e-05	0.7101383209228516	0.005307008977979422	300	1	19	0
H500-first-100	B1	15	000000561187.jpg	split-s8	0.00019720196723937988	0.5	0.009128376841545105	300	3	22	0
H500-first-100	B1	16	000000401320.jpg	source-fp32	0.00015544891357421875	0.9167914390563965	0.00896330177783966	300	3	29	0
H500-first-100	B1	16	000000401320.jpg	split-fp32	0.00015544891357421875	0.9167914390563965	0.00896330177783966	300	3	29	0
H500-first-100	B1	16	000000401320.jpg	candidate-tail-on-fp32-boundaries	0.00015544891357421875	0.9167914390563965	0.00896330177783966	300	3	29	0
H500-first-100	B1	16	000000401320.jpg	split-s8	0.0001602470874786377	0.5	0.006389725487679243	300	3	34	0
H500-first-100	B1	17	000000216524.jpg	source-fp32	0.0002898871898651123	0.9494252800941467	0.014616064727306366	300	5	28	0
H500-first-100	B1	17	000000216524.jpg	split-fp32	0.0002898871898651123	0.9494252800941467	0.014616064727306366	300	5	28	0
H500-first-100	B1	17	000000216524.jpg	candidate-tail-on-fp32-boundaries	0.0002898871898651123	0.9494252800941467	0.014616064727306366	300	5	28	0
H500-first-100	B1	17	000000216524.jpg	split-s8	0.00036832690238952637	0.5	0.01035685557872057	300	5	25	0
H500-first-100	B1	18	000000505663.jpg	source-fp32	1.8298625946044922e-05	0.8924131989479065	0.003207670757547021	300	1	53	0
H500-first-100	B1	18	000000505663.jpg	split-fp32	1.8298625946044922e-05	0.8924131989479065	0.003207670757547021	300	1	53	0
H500-first-100	B1	18	000000505663.jpg	candidate-tail-on-fp32-boundaries	1.8298625946044922e-05	0.8924131989479065	0.003207670757547021	300	1	53	0
H500-first-100	B1	18	000000505663.jpg	split-s8	3.0279159545898438e-05	0.5	0.0022478706669062376	300	1	57	0
H500-first-100	B1	19	000000151833.jpg	source-fp32	0.00015562772750854492	0.9525330066680908	0.020540572702884674	300	8	17	0
H500-first-100	B1	19	000000151833.jpg	split-fp32	0.00015562772750854492	0.9525330066680908	0.020540572702884674	300	8	17	0
H500-first-100	B1	19	000000151833.jpg	candidate-tail-on-fp32-boundaries	0.00015562772750854492	0.9525330066680908	0.020540572702884674	300	8	17	0
H500-first-100	B1	19	000000151833.jpg	split-s8	0.0002499222755432129	0.5	0.01710769720375538	300	8	17	0
H500-first-100	B1	20	000000581815.jpg	source-fp32	0.0005851089954376221	0.5734500288963318	0.028119433671236038	300	13	3	0
H500-first-100	B1	20	000000581815.jpg	split-fp32	0.0005851089954376221	0.5734500288963318	0.028119433671236038	300	13	3	0
H500-first-100	B1	20	000000581815.jpg	candidate-tail-on-fp32-boundaries	0.0005851089954376221	0.5734500288963318	0.028119433671236038	300	13	3	0
H500-first-100	B1	20	000000581815.jpg	split-s8	0.0006446540355682373	0.3717184066772461	0.01923155039548874	300	13	1	0
H500-first-100	B1	21	000000099546.jpg	source-fp32	0.0036472678184509277	0.7591687440872192	0.03621445223689079	300	10	14	0
H500-first-100	B1	21	000000099546.jpg	split-fp32	0.0036472678184509277	0.7591687440872192	0.03621445223689079	300	10	14	0
H500-first-100	B1	21	000000099546.jpg	candidate-tail-on-fp32-boundaries	0.0036472678184509277	0.7591687440872192	0.03621445223689079	300	10	14	0
H500-first-100	B1	21	000000099546.jpg	split-s8	0.004276245832443237	0.5	0.03651241958141327	300	12	15	0
H500-first-100	B1	22	000000568009.jpg	source-fp32	0.0002862215042114258	0.9396367073059082	0.011971398256719112	300	4	12	0
H500-first-100	B1	22	000000568009.jpg	split-fp32	0.0002862215042114258	0.9396367073059082	0.011971398256719112	300	4	12	0
H500-first-100	B1	22	000000568009.jpg	candidate-tail-on-fp32-boundaries	0.0002862215042114258	0.9396367073059082	0.011971398256719112	300	4	12	0
H500-first-100	B1	22	000000568009.jpg	split-s8	0.00022199749946594238	0.5	0.008014746941626072	300	4	16	0
H500-first-100	B1	23	000000358024.jpg	source-fp32	0.0002728402614593506	0.915204644203186	0.014295992441475391	300	4	38	0
H500-first-100	B1	23	000000358024.jpg	split-fp32	0.0002728402614593506	0.915204644203186	0.014295992441475391	300	4	38	0
H500-first-100	B1	23	000000358024.jpg	candidate-tail-on-fp32-boundaries	0.0002728402614593506	0.915204644203186	0.014295992441475391	300	4	38	0
H500-first-100	B1	23	000000358024.jpg	split-s8	0.0003808140754699707	0.5	0.01833011396229267	300	9	35	0
H500-first-100	B1	24	000000414609.jpg	source-fp32	2.530217170715332e-05	0.8794223070144653	0.006612562108784914	300	2	63	0
H500-first-100	B1	24	000000414609.jpg	split-fp32	2.530217170715332e-05	0.8794223070144653	0.006612562108784914	300	2	63	0
H500-first-100	B1	24	000000414609.jpg	candidate-tail-on-fp32-boundaries	2.530217170715332e-05	0.8794223070144653	0.006612562108784914	300	2	63	0
H500-first-100	B1	24	000000414609.jpg	split-s8	3.0279159545898438e-05	0.5	0.0038322568871080875	300	2	63	0
H500-first-100	B1	25	000000342336.jpg	source-fp32	0.0006982386112213135	0.641258716583252	0.008945624344050884	300	1	14	0
H500-first-100	B1	25	000000342336.jpg	split-fp32	0.0006982386112213135	0.641258716583252	0.008945624344050884	300	1	14	0
H500-first-100	B1	25	000000342336.jpg	candidate-tail-on-fp32-boundaries	0.0006982386112213135	0.641258716583252	0.008945624344050884	300	1	14	0
H500-first-100	B1	25	000000342336.jpg	split-s8	0.0008169412612915039	0.5	0.008725778199732304	300	1	14	0
H500-first-100	B1	26	000000091751.jpg	source-fp32	6.374716758728027e-05	0.9423747062683105	0.009953312575817108	300	3	25	0
H500-first-100	B1	26	000000091751.jpg	split-fp32	6.374716758728027e-05	0.9423747062683105	0.009953312575817108	300	3	25	0
H500-first-100	B1	26	000000091751.jpg	candidate-tail-on-fp32-boundaries	6.374716758728027e-05	0.9423747062683105	0.009953312575817108	300	3	25	0
H500-first-100	B1	26	000000091751.jpg	split-s8	6.973743438720703e-05	0.5	0.0071685113944113255	300	3	32	0
H500-first-100	B1	27	000000443033.jpg	source-fp32	0.00024265050888061523	0.9822120666503906	0.015449309721589088	300	2	36	0
H500-first-100	B1	27	000000443033.jpg	split-fp32	0.00024265050888061523	0.9822120666503906	0.015449309721589088	300	2	36	0
H500-first-100	B1	27	000000443033.jpg	candidate-tail-on-fp32-boundaries	0.00024265050888061523	0.9822120666503906	0.015449309721589088	300	2	36	0
H500-first-100	B1	27	000000443033.jpg	split-s8	0.0003566145896911621	0.5	0.012131994590163231	300	2	39	0
H500-first-100	B1	28	000000329568.jpg	source-fp32	0.0006918609142303467	0.5828347206115723	0.007980599999427795	300	2	25	0
H500-first-100	B1	28	000000329568.jpg	split-fp32	0.0006918609142303467	0.5828347206115723	0.007980599999427795	300	2	25	0
H500-first-100	B1	28	000000329568.jpg	candidate-tail-on-fp32-boundaries	0.0006918609142303467	0.5828347206115723	0.007980599999427795	300	2	25	0
H500-first-100	B1	28	000000329568.jpg	split-s8	0.001035064458847046	0.5	0.011118048802018166	300	2	25	0
H500-first-100	B1	29	000000299785.jpg	source-fp32	0.00011861324310302734	0.957189679145813	0.011371671222150326	300	3	45	0
H500-first-100	B1	29	000000299785.jpg	split-fp32	0.00011861324310302734	0.957189679145813	0.011371671222150326	300	3	45	0
H500-first-100	B1	29	000000299785.jpg	candidate-tail-on-fp32-boundaries	0.00011861324310302734	0.957189679145813	0.011371671222150326	300	3	45	0
H500-first-100	B1	29	000000299785.jpg	split-s8	0.00036832690238952637	0.5	0.012639014050364494	300	5	49	0
H500-first-100	B1	30	000000065554.jpg	source-fp32	0.00011679530143737793	0.9143298864364624	0.0122970687225461	300	4	26	0
H500-first-100	B1	30	000000065554.jpg	split-fp32	0.00011679530143737793	0.9143298864364624	0.0122970687225461	300	4	26	0
H500-first-100	B1	30	000000065554.jpg	candidate-tail-on-fp32-boundaries	0.00011679530143737793	0.9143298864364624	0.0122970687225461	300	4	26	0
H500-first-100	B1	30	000000065554.jpg	split-s8	0.00015562772750854492	0.5	0.009320412762463093	300	5	47	0
H500-first-100	B1	31	000000357076.jpg	source-fp32	0.0009858012199401855	0.8716284036636353	0.023152364417910576	300	7	17	0
H500-first-100	B1	31	000000357076.jpg	split-fp32	0.0009858012199401855	0.8716284036636353	0.023152364417910576	300	7	17	0
H500-first-100	B1	31	000000357076.jpg	candidate-tail-on-fp32-boundaries	0.0009858012199401855	0.8716284036636353	0.023152364417910576	300	7	17	0
H500-first-100	B1	31	000000357076.jpg	split-s8	0.00131148099899292	0.5	0.017772970721125603	300	6	18	0
H500-first-100	B1	32	000000530934.jpg	source-fp32	2.1904706954956055e-05	0.9452050924301147	0.006404856685549021	300	2	59	0
H500-first-100	B1	32	000000530934.jpg	split-fp32	2.1904706954956055e-05	0.9452050924301147	0.006404856685549021	300	2	59	0
H500-first-100	B1	32	000000530934.jpg	candidate-tail-on-fp32-boundaries	2.1904706954956055e-05	0.9452050924301147	0.006404856685549021	300	2	59	0
H500-first-100	B1	32	000000530934.jpg	split-s8	4.595518112182617e-05	0.5	0.0038717654533684254	300	2	65	0
H500-first-100	B1	33	000000167115.jpg	source-fp32	0.0015952885150909424	0.9023957848548889	0.022516941651701927	300	6	22	0
H500-first-100	B1	33	000000167115.jpg	split-fp32	0.0015952885150909424	0.9023957848548889	0.022516941651701927	300	6	22	0
H500-first-100	B1	33	000000167115.jpg	candidate-tail-on-fp32-boundaries	0.0015952885150909424	0.9023957848548889	0.022516941651701927	300	6	22	0
H500-first-100	B1	33	000000167115.jpg	split-s8	0.0018702447414398193	0.5	0.019790485501289368	300	8	29	0
H500-first-100	B1	34	000000425359.jpg	source-fp32	0.0034166276454925537	0.9328508377075195	0.0320519283413887	300	5	16	0
H500-first-100	B1	34	000000425359.jpg	split-fp32	0.0034166276454925537	0.9328508377075195	0.0320519283413887	300	5	16	0
H500-first-100	B1	34	000000425359.jpg	candidate-tail-on-fp32-boundaries	0.0034166276454925537	0.9328508377075195	0.0320519283413887	300	5	16	0
H500-first-100	B1	34	000000425359.jpg	split-s8	0.0030996203422546387	0.5	0.026457512751221657	300	5	16	0
H500-first-100	B1	35	000000523304.jpg	source-fp32	0.00023511052131652832	0.9606531858444214	0.009277393110096455	300	3	35	0
H500-first-100	B1	35	000000523304.jpg	split-fp32	0.00023511052131652832	0.9606531858444214	0.009277393110096455	300	3	35	0
H500-first-100	B1	35	000000523304.jpg	candidate-tail-on-fp32-boundaries	0.00023511052131652832	0.9606531858444214	0.009277393110096455	300	3	35	0
H500-first-100	B1	35	000000523304.jpg	split-s8	0.00024297833442687988	0.5	0.011296503245830536	300	5	39	0
H500-first-100	B1	36	000000158334.jpg	source-fp32	0.00016942620277404785	0.6558510661125183	0.006180979777127504	300	2	28	0
H500-first-100	B1	36	000000158334.jpg	split-fp32	0.00016942620277404785	0.6558510661125183	0.006180979777127504	300	2	28	0
H500-first-100	B1	36	000000158334.jpg	candidate-tail-on-fp32-boundaries	0.00016942620277404785	0.6558510661125183	0.006180979777127504	300	2	28	0
H500-first-100	B1	36	000000158334.jpg	split-s8	0.00017517805099487305	0.5	0.005231030751019716	300	2	27	0
H500-first-100	B1	37	000000075990.jpg	source-fp32	0.003475874662399292	0.9455236196517944	0.04764172062277794	300	14	14	0
H500-first-100	B1	37	000000075990.jpg	split-fp32	0.003475874662399292	0.9455236196517944	0.04764172062277794	300	14	14	0
H500-first-100	B1	37	000000075990.jpg	candidate-tail-on-fp32-boundaries	0.003475874662399292	0.9455236196517944	0.04764172062277794	300	14	14	0
H500-first-100	B1	37	000000075990.jpg	split-s8	0.003377079963684082	0.5	0.03618059307336807	300	13	13	0
H500-first-100	B1	38	000000222313.jpg	source-fp32	9.194016456604004e-05	0.8302793502807617	0.005364501848816872	300	2	45	0
H500-first-100	B1	38	000000222313.jpg	split-fp32	9.194016456604004e-05	0.8302793502807617	0.005364501848816872	300	2	45	0
H500-first-100	B1	38	000000222313.jpg	candidate-tail-on-fp32-boundaries	9.194016456604004e-05	0.8302793502807617	0.005364501848816872	300	2	45	0
H500-first-100	B1	38	000000222313.jpg	split-s8	0.00013825297355651855	0.5	0.00382631691172719	300	2	58	0
H500-first-100	B1	39	000000249184.jpg	source-fp32	0.0019614100456237793	0.8831632733345032	0.041697923094034195	300	15	13	0
H500-first-100	B1	39	000000249184.jpg	split-fp32	0.0019614100456237793	0.8831632733345032	0.041697923094034195	300	15	13	0
H500-first-100	B1	39	000000249184.jpg	candidate-tail-on-fp32-boundaries	0.0019614100456237793	0.8831632733345032	0.041697923094034195	300	15	13	0
H500-first-100	B1	39	000000249184.jpg	split-s8	0.0016616284847259521	0.5	0.027004269883036613	300	13	15	0
H500-first-100	B1	40	000000488726.jpg	source-fp32	9.375810623168945e-05	0.9414359331130981	0.03371364250779152	300	12	16	0
H500-first-100	B1	40	000000488726.jpg	split-fp32	9.375810623168945e-05	0.9414359331130981	0.03371364250779152	300	12	16	0
H500-first-100	B1	40	000000488726.jpg	candidate-tail-on-fp32-boundaries	9.375810623168945e-05	0.9414359331130981	0.03371364250779152	300	12	16	0
H500-first-100	B1	40	000000488726.jpg	split-s8	0.00013330578804016113	0.5	0.02074143849313259	300	12	27	0
H500-first-100	B1	41	000000130741.jpg	source-fp32	8.553266525268555e-06	0.9152258634567261	0.006097095552831888	300	2	34	0
H500-first-100	B1	41	000000130741.jpg	split-fp32	8.553266525268555e-06	0.9152258634567261	0.006097095552831888	300	2	34	0
H500-first-100	B1	41	000000130741.jpg	candidate-tail-on-fp32-boundaries	8.553266525268555e-06	0.9152258634567261	0.006097095552831888	300	2	34	0
H500-first-100	B1	41	000000130741.jpg	split-s8	1.3172626495361328e-05	0.5	0.0035436947364360094	300	2	49	0
H500-first-100	B1	42	000000519601.jpg	source-fp32	0.0001634359359741211	0.44634953141212463	0.006323197390884161	300	4	17	0
H500-first-100	B1	42	000000519601.jpg	split-fp32	0.0001634359359741211	0.44634953141212463	0.006323197390884161	300	4	17	0
H500-first-100	B1	42	000000519601.jpg	candidate-tail-on-fp32-boundaries	0.0001634359359741211	0.44634953141212463	0.006323197390884161	300	4	17	0
H500-first-100	B1	42	000000519601.jpg	split-s8	0.00022199749946594238	0.5	0.005596731323748827	300	2	24	0
H500-first-100	B1	43	000000470085.jpg	source-fp32	4.2766332626342773e-05	0.9008774757385254	0.008637129329144955	300	3	39	0
H500-first-100	B1	43	000000470085.jpg	split-fp32	4.2766332626342773e-05	0.9008774757385254	0.008637129329144955	300	3	39	0
H500-first-100	B1	43	000000470085.jpg	candidate-tail-on-fp32-boundaries	4.2766332626342773e-05	0.9008774757385254	0.008637129329144955	300	3	39	0
H500-first-100	B1	43	000000470085.jpg	split-s8	5.3554773330688477e-05	0.5	0.003806321183219552	300	2	33	0
H500-first-100	B1	44	000000425743.jpg	source-fp32	0.0009909272193908691	0.7986291646957397	0.015186508186161518	300	3	19	0
H500-first-100	B1	44	000000425743.jpg	split-fp32	0.0009909272193908691	0.7986291646957397	0.015186508186161518	300	3	19	0
H500-first-100	B1	44	000000425743.jpg	candidate-tail-on-fp32-boundaries	0.0009909272193908691	0.7986291646957397	0.015186508186161518	300	3	19	0
H500-first-100	B1	44	000000425743.jpg	split-s8	0.001035064458847046	0.5	0.012600782327353954	300	4	24	0
H500-first-100	B1	45	000000368611.jpg	source-fp32	0.00022792816162109375	0.7804834842681885	0.0068733468651771545	300	2	15	0
H500-first-100	B1	45	000000368611.jpg	split-fp32	0.00022792816162109375	0.7804834842681885	0.0068733468651771545	300	2	15	0
H500-first-100	B1	45	000000368611.jpg	candidate-tail-on-fp32-boundaries	0.00022792816162109375	0.7804834842681885	0.0068733468651771545	300	2	15	0
H500-first-100	B1	45	000000368611.jpg	split-s8	0.0003167092800140381	0.5	0.010334783233702183	300	3	15	0
H500-first-100	B1	46	000000423445.jpg	source-fp32	2.0056962966918945e-05	0.9061803817749023	0.004045024514198303	300	1	23	0
H500-first-100	B1	46	000000423445.jpg	split-fp32	2.0056962966918945e-05	0.9061803817749023	0.004045024514198303	300	1	23	0
H500-first-100	B1	46	000000423445.jpg	candidate-tail-on-fp32-boundaries	2.0056962966918945e-05	0.9061803817749023	0.004045024514198303	300	1	23	0
H500-first-100	B1	46	000000423445.jpg	split-s8	2.759695053100586e-05	0.5	0.003171368734911084	300	1	41	0
H500-first-100	B1	47	000000550481.jpg	source-fp32	0.002100914716720581	0.9450486898422241	0.028384918347001076	300	5	25	0
H500-first-100	B1	47	000000550481.jpg	split-fp32	0.002100914716720581	0.9450486898422241	0.028384918347001076	300	5	25	0
H500-first-100	B1	47	000000550481.jpg	candidate-tail-on-fp32-boundaries	0.002100914716720581	0.9450486898422241	0.028384918347001076	300	5	25	0
H500-first-100	B1	47	000000550481.jpg	split-s8	0.002105027437210083	0.5	0.022900380194187164	300	6	27	0
H500-first-100	B1	48	000000340868.jpg	source-fp32	6.16908073425293e-06	0.8645620346069336	0.005911373067647219	300	2	36	0
H500-first-100	B1	48	000000340868.jpg	split-fp32	6.16908073425293e-06	0.8645620346069336	0.005911373067647219	300	2	36	0
H500-first-100	B1	48	000000340868.jpg	candidate-tail-on-fp32-boundaries	6.16908073425293e-06	0.8645620346069336	0.005911373067647219	300	2	36	0
H500-first-100	B1	48	000000340868.jpg	split-s8	1.2964010238647461e-05	0.5	0.0037208423018455505	300	2	42	0
H500-first-100	B1	49	000000408292.jpg	source-fp32	0.0005681514739990234	0.8181746602058411	0.014088589698076248	300	4	18	0
H500-first-100	B1	49	000000408292.jpg	split-fp32	0.0005681514739990234	0.8181746602058411	0.014088589698076248	300	4	18	0
H500-first-100	B1	49	000000408292.jpg	candidate-tail-on-fp32-boundaries	0.0005681514739990234	0.8181746602058411	0.014088589698076248	300	4	18	0
H500-first-100	B1	49	000000408292.jpg	split-s8	0.0012822151184082031	0.5	0.018699852749705315	300	4	21	0
H500-first-100	B1	50	000000378347.jpg	source-fp32	0.0002961158752441406	0.9385113716125488	0.01147985178977251	300	4	38	0
H500-first-100	B1	50	000000378347.jpg	split-fp32	0.0002961158752441406	0.9385113716125488	0.01147985178977251	300	4	38	0
H500-first-100	B1	50	000000378347.jpg	candidate-tail-on-fp32-boundaries	0.0002961158752441406	0.9385113716125488	0.01147985178977251	300	4	38	0
H500-first-100	B1	50	000000378347.jpg	split-s8	0.0003167092800140381	0.5	0.005989552941173315	300	2	41	0
H500-first-100	B1	51	000000375325.jpg	source-fp32	6.0677528381347656e-05	0.848559558391571	0.007090281695127487	300	3	21	0
H500-first-100	B1	51	000000375325.jpg	split-fp32	6.0677528381347656e-05	0.848559558391571	0.007090281695127487	300	3	21	0
H500-first-100	B1	51	000000375325.jpg	candidate-tail-on-fp32-boundaries	6.0677528381347656e-05	0.848559558391571	0.007090281695127487	300	3	21	0
H500-first-100	B1	51	000000375325.jpg	split-s8	0.00013330578804016113	0.5	0.011759809218347073	300	5	16	0
H500-first-100	B1	52	000000408206.jpg	source-fp32	0.0014612972736358643	0.7989767789840698	0.024002937600016594	300	6	10	0
H500-first-100	B1	52	000000408206.jpg	split-fp32	0.0014612972736358643	0.7989767789840698	0.024002937600016594	300	6	10	0
H500-first-100	B1	52	000000408206.jpg	candidate-tail-on-fp32-boundaries	0.0014612972736358643	0.7989767789840698	0.024002937600016594	300	6	10	0
H500-first-100	B1	52	000000408206.jpg	split-s8	0.0014762282371520996	0.5	0.024651531130075455	300	8	7	0
H500-first-100	B1	53	000000465285.jpg	source-fp32	0.0014968514442443848	0.8617525100708008	0.01425592228770256	300	2	12	0
