operation_index	resident_operation_index	kind	scope	name	category	implementation_status	samples	mean_us	stddev_us	cv_pct	min_us	median_us	p90_us	p95_us	p99_us	p999_us	max_us	full_wall_pct	logical_operation_index	model_block	input_shapes	output_shape	output_layout	macs	input_bytes	output_bytes	input_output_bytes	selected_implementation	worker_count	generic_logical_accessor_in_hot_loop	separate_materialization	fusion_or_view_eligibility
100	-1	lut1	full_executor	/model.13/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	19.65856	0.699009303608051	3.5557502869388755	18.667	19.355	20.8087	21.0923	21.292	21.292	21.292	0.008198877405799877	100	model.13	1x32x40x40	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	0	51200	51200	102400	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
101	-1	conv_dense	full_executor	/model.13/m.0/m/m.1/cv2/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	604.3958	12.33072767602984	2.040174282486715	594.926	600.176	634.4129	636.44475	639.02617	639.761317	639.843	0.25207172187486476	101	model.13	1x32x40x40	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	14745600	51200	51200	102400	full_executor:conv_dense	4	no	no	not-applicable
102	-1	lut2	full_executor	/model.13/m.0/m/m.1/Add_output_0@/model.13/m.0/Concat_output_0_QuantizeLinear_Output	lut2_add	stable-selected	50	239.33942	1.6077152896744695	0.6717302522394638	236.587	239.0865	240.91129999999998	241.62449999999998	244.99699999999999	246.54049999999998	246.712	0.09981985267258878	102	model.13	1x32x40x40,1x32x40x40	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	0	102400	51200	153600	full_executor:lut2	4	no	yes	not-applicable
103	-1	concat	full_executor	/model.13/m.0/Concat	concat_resize	measured-direct	50	50.45906	2.170182945452916	4.3008786637185	45.709	50.459	53.0554	53.80885	56.042	56.042	56.042	0.0210446567272425	103	model.13	1x32x40x40,1x32x40x40	1x64x40x40	NCHWc8_SPATIAL_INNER_V1	0	102400	102400	204800	full_executor:concat	1	no	yes	producer-direct where quantization domains permit
104	-1	conv_dense	full_executor	/model.13/m.0/cv3/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	838.7684399999999	16.839646589873457	2.0076633534129464	808.512	837.0329999999999	863.0422	865.8692500000001	872.30241	873.092241	873.18	0.3498201094797386	104	model.13	1x64x40x40	1x64x40x40	NCHWc8_SPATIAL_INNER_V1	6553600	102400	102400	204800	full_executor:conv_dense	4	no	no	not-applicable
105	-1	concat	full_executor	/model.13/Concat	concat_resize	measured-direct	50	165.46076000000002	10.18202439989219	6.153739653977287	153.169	163.586	170.88150000000002	175.45475	209.44674999999995	215.234875	215.878	0.06900772420311947	105	model.13	1x128x40x40,1x64x40x40,1x64x40x40	1x192x40x40	NCHWc8_SPATIAL_INNER_V1	0	409600	307200	716800	full_executor:concat	1	no	yes	producer-direct where quantization domains permit
106	-1	conv_dense	full_executor	/model.13/cv2/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	2033.94894	66.35518075075763	3.262381834951945	1967.613	2025.051	2060.2974	2089.67695	2296.2890399999997	2412.2738040000004	2425.161	0.8482868536004982	106	model.13	1x192x40x40	1x128x40x40	NCHWc8_SPATIAL_INNER_V1	39321600	307200	204800	512000	full_executor:conv_dense	4	no	no	not-applicable
107	-1	concat	full_executor	/model.15/Concat	concat_resize	measured-direct	50	1152.65076	77.4784194768782	6.721760151954283	1073.517	1123.809	1260.1357	1285.77975	1346.83592	1346.964692	1346.979	0.4807291212043026	107	model.15	1x128x40x40,1x128x80x80	1x256x80x80	NCHWc8_SPATIAL_INNER_V1	0	1024000	1638400	2662400	full_executor:concat	1	no	yes	producer-direct where quantization domains permit
108	-1	conv_dense	full_executor	/model.16/cv1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	5090.36982	117.56429484896462	2.3095432946159624	4835.739	5094.889	5222.4706	5288.5335	5330.43442	5341.4779419999995	5342.705	2.1230099307560466	108	model.16	1x256x80x80	1x64x80x80	NCHWc8_SPATIAL_INNER_V1	104857600	1638400	409600	2048000	full_executor:conv_dense	4	no	no	not-applicable
109	-1	split	full_executor	/model.16/Split	split_reshape_transpose	measured-reference	50	100.83318	18.079992362390023	17.93059820427167	92.459	97.731	101.0517	104.88295	172.43009999999978	217.94571000000002	223.003	0.04205388803945721	109	model.16	1x64x80x80	1x32x80x80	NCHWc8_SPATIAL_INNER_V1	0	409600	204800	614400	full_executor:split	1	yes-reference	yes	view/alias where lifetime and physical layout permit
110	-1	conv_dense	full_executor	/model.16/m.0/cv1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	798.80876	27.584535630335065	3.453208954585709	777.97	784.7204999999999	827.8127000000001	832.83785	896.17851	897.942951	898.139	0.33315436603286386	110	model.16	1x32x80x80	1x16x80x80	NCHWc8_SPATIAL_INNER_V1	3276800	204800	102400	307200	full_executor:conv_dense	4	no	no	not-applicable
111	-1	conv_dense	full_executor	/model.16/m.0/cv2/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	787.50594	18.56290376366756	2.35717634887523	771.053	778.303	819.9043	821.28945	827.597	831.3454999999999	831.762	0.3284403668630456	111	model.16	1x32x80x80	1x16x80x80	NCHWc8_SPATIAL_INNER_V1	3276800	204800	102400	307200	full_executor:conv_dense	4	no	no	not-applicable
112	-1	lut1	full_executor	/model.16/m.0/cv1/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	45.43226	10.117970008568205	22.27045277643728	40.626	43.125	46.096500000000006	46.7404	93.87266999999999	97.364067	97.752	0.018948159479047575	112	model.16	1x16x80x80	1x16x80x80	NCHWc8_SPATIAL_INNER_V1	0	102400	102400	204800	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
113	-1	conv_dense	full_executor	/model.16/m.0/m/m.0/cv1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	1123.20604	41.39918779838217	3.685805304108067	1100.516	1115.225	1141.6004	1158.17995	1279.1454599999997	1383.0212460000002	1394.563	0.4684487888947081	113	model.16	1x16x80x80	1x16x80x80	NCHWc8_SPATIAL_INNER_V1	14745600	102400	102400	204800	full_executor:conv_dense	4	no	no	not-applicable
114	-1	lut1	full_executor	/model.16/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	44.73156	6.483566998723679	14.494390534834196	40.626	43.480000000000004	46.2266	47.12325	71.59883999999994	85.08638400000001	86.585	0.018655922743587607	114	model.16	1x16x80x80	1x16x80x80	NCHWc8_SPATIAL_INNER_V1	0	102400	102400	204800	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
115	-1	conv_dense	full_executor	/model.16/m.0/m/m.0/cv2/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	1105.1875	16.52483557638413	1.4952065216430814	1088.891	1098.7045	1134.1795	1139.8654000000001	1145.41275	1147.231875	1147.434	0.46093390476832746	115	model.16	1x16x80x80	1x16x80x80	NCHWc8_SPATIAL_INNER_V1	14745600	102400	102400	204800	full_executor:conv_dense	4	no	no	not-applicable
116	-1	lut2	full_executor	/model.16/m.0/m/m.0/Add_output_0_QuantizeLinear	lut2_add	stable-selected	50	582.9321199999999	20.76565343437896	3.5622764163997283	553.842	577.738	613.1766	620.1154	625.7467499999999	629.7708749999999	630.218	0.2431199939254463	116	model.16	1x16x80x80,1x16x80x80	1x16x80x80	NCHWc8_SPATIAL_INNER_V1	0	204800	102400	307200	full_executor:lut2	4	no	yes	not-applicable
117	-1	conv_dense	full_executor	/model.16/m.0/m/m.1/cv1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	1247.44042	1089.7088309579576	87.35558135577791	1080.641	1085.1619999999998	1113.2535	1117.84405	5035.753749999985	8421.895075000004	8798.133	0.5202624746990373	117	model.16	1x16x80x80	1x16x80x80	NCHWc8_SPATIAL_INNER_V1	14745600	102400	102400	204800	full_executor:conv_dense	4	no	no	not-applicable
118	-1	lut1	full_executor	/model.16/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	37.731320000000004	13.490665816824036	35.75455567635597	34.584	35.459	36.2081	36.4904	93.14967999999986	125.41676800000005	129.002	0.015736374741537783	118	model.16	1x16x80x80	1x16x80x80	NCHWc8_SPATIAL_INNER_V1	0	102400	102400	204800	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
119	-1	conv_dense	full_executor	/model.16/m.0/m/m.1/cv2/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	1090.74556	12.327970568307732	1.1302333945148244	1084.599	1087.308	1105.0334	1105.99535	1142.2906600000001	1158.019366	1159.767	0.4549106916966723	119	model.16	1x16x80x80	1x16x80x80	NCHWc8_SPATIAL_INNER_V1	14745600	102400	102400	204800	full_executor:conv_dense	4	no	no	not-applicable
120	-1	lut2	full_executor	/model.16/m.0/m/m.1/Add_output_0@/model.16/m.0/Concat_output_0_QuantizeLinear_Output	lut2_add	stable-selected	50	498.0958	8.600271476493498	1.7266299929639035	491.34	494.966	505.7865	516.5870499999999	530.00285	533.458085	533.842	0.2077378200917979	120	model.16	1x16x80x80,1x16x80x80	1x16x80x80	NCHWc8_SPATIAL_INNER_V1	0	204800	102400	307200	full_executor:lut2	4	no	yes	not-applicable
121	-1	concat	full_executor	/model.16/m.0/Concat	concat_resize	measured-direct	50	101.05894	5.285099193593481	5.229719600852216	94.293	100.14750000000001	104.92190000000001	106.31175	122.24307999999998	128.28830800000003	128.96	0.04214804440508794	121	model.16	1x16x80x80,1x16x80x80	1x32x80x80	NCHWc8_SPATIAL_INNER_V1	0	204800	204800	409600	full_executor:concat	1	no	yes	producer-direct where quantization domains permit
122	-1	conv_dense	full_executor	/model.16/m.0/cv3/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	1491.7483	19.332265750051448	1.2959468933231866	1463.481	1501.8764999999999	1512.9391	1517.44555	1520.9748399999999	1522.555384	1522.731	0.6221544931068387	122	model.16	1x32x80x80	1x32x80x80	NCHWc8_SPATIAL_INNER_V1	6553600	204800	204800	409600	full_executor:conv_dense	4	no	no	not-applicable
123	-1	concat	full_executor	/model.16/Concat	concat_resize	measured-direct	50	358.9062	23.875727859404122	6.652358710828657	301.963	354.755	392.8476	404.18084999999996	417.96916	418.152616	418.173	0.1496868506127352	123	model.16	1x64x80x80,1x32x80x80,1x32x80x80	1x96x80x80	NCHWc8_SPATIAL_INNER_V1	0	819200	614400	1433600	full_executor:concat	1	no	yes	producer-direct where quantization domains permit
124	-1	conv_dense	full_executor	/model.16/cv2/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	3714.25078	244.0744808797218	6.571297829268325	3577.762	3676.7425000000003	3731.0690999999997	3763.86485	4595.772579999996	5304.837958	5383.623	1.5490802378005595	124	model.16	1x96x80x80	1x64x80x80	NCHWc8_SPATIAL_INNER_V1	39321600	614400	409600	1024000	full_executor:conv_dense	4	no	no	not-applicable
125	-1	lut1	full_executor	/model.16/cv2/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	165.67402	27.860387023177267	16.816388606479922	153.169	157.96	169.3738	218.20954999999992	286.4410899999999	297.448009	298.671	0.06909666726891679	125	model.16	1x64x80x80	1x64x80x80	NCHWc8_SPATIAL_INNER_V1	0	409600	409600	819200	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
126	-1	conv_dense	full_executor	/model.17/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	1762.2165	123.96680535287643	7.03470914912421	1716.234	1737.7345	1773.8231	1782.5084	2215.1329499999983	2570.510595	2609.997	0.7349570388664143	126	model.17	1x64x80x80	1x64x40x40	NCHWc8_SPATIAL_INNER_V1	58982400	409600	102400	512000	full_executor:conv_dense	4	no	no	not-applicable
127	-1	conv_dense	full_executor	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	2703.19148	27.94961865479693	1.0339489030498472	2654.831	2700.999	2722.7579	2734.5263	2805.00542	2839.201442	2843.001	1.1274038153823438	127	model.23	1x64x80x80	1x16x80x80	NCHWc8_SPATIAL_INNER_V1	58982400	409600	102400	512000	full_executor:conv_dense	4	no	no	not-applicable
128	-1	conv_grouped	full_executor	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/conv/Conv	grouped_depthwise	stable-selected	50	2287.7519	65.66082884756315	2.870102691098766	2232.825	2252.4295	2391.3229	2402.3129	2425.38617	2426.121317	2426.203	0.9541389279268543	128	model.23	1x64x80x80	1x64x80x80	NCHWc8_SPATIAL_INNER_V1	3686400	409600	409600	819200	full_executor:conv_grouped	4	no	no	not-applicable
129	-1	lut1	full_executor	/model.23/one2one_cv2.0/one2one_cv2.0.0/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	69.14352	7.739265746536307	11.193045633974533	58.626	67.6255	72.5421	75.22409999999999	103.39874999999999	103.453875	103.46	0.028837272103626705	129	model.23	1x16x80x80	1x16x80x80	NCHWc8_SPATIAL_INNER_V1	0	102400	102400	204800	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
130	-1	lut1	full_executor	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	181.00108	12.34577532110412	6.820829644278432	165.711	178.5025	194.81910000000002	203.47175	222.54574999999994	234.507875	235.837	0.0754890320164537	130	model.23	1x64x80x80	1x64x80x80	NCHWc8_SPATIAL_INNER_V1	0	409600	409600	819200	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
131	-1	concat	full_executor	/model.18/Concat	concat_resize	measured-direct	50	131.69286	12.735294536805332	9.670451789721426	118.169	128.27300000000002	141.0351	159.67919999999998	178.50391	183.15249100000003	183.669	0.054924349207631	131	model.18	1x64x40x40,1x128x40x40	1x192x40x40	NCHWc8_SPATIAL_INNER_V1	0	307200	307200	614400	full_executor:concat	1	no	yes	producer-direct where quantization domains permit
132	-1	conv_dense	full_executor	/model.23/one2one_cv2.0/one2one_cv2.0.1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	1143.53388	21.250292923445677	1.858300247601381	1116.266	1142.309	1169.5052	1171.2465	1178.42908	1180.946308	1181.226	0.4769267988855067	132	model.23	1x16x80x80	1x16x80x80	NCHWc8_SPATIAL_INNER_V1	14745600	102400	102400	204800	full_executor:conv_dense	4	no	no	not-applicable
133	-1	conv_dense	full_executor	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	4283.58112	24.583800114444013	0.573907658703193	4232.189	4285.4185	4314.814899999999	4322.58375	4331.71784	4336.6058840000005	4337.149	1.7865274191333917	133	model.23	1x64x80x80	1x80x80x80	NCHWc8_SPATIAL_INNER_V1	32768000	409600	512000	921600	full_executor:conv_dense	4	no	no	not-applicable
134	-1	conv_dense	full_executor	/model.19/cv1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	2049.7457999999997	30.62365265207762	1.494021973460203	1996.321	2046.864	2084.2518999999998	2090.83375	2129.91275	2142.095375	2143.449	0.8548751550089727	134	model.19	1x192x40x40	1x128x40x40	NCHWc8_SPATIAL_INNER_V1	39321600	307200	204800	512000	full_executor:conv_dense	4	no	no	not-applicable
135	-1	lut1	full_executor	/model.23/one2one_cv2.0/one2one_cv2.0.1/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	55.70998	7.025838575819216	12.611454134105262	49.293	54.1255	57.3472	59.35549999999999	88.51840999999999	90.190241	90.376	0.023234626356130005	135	model.23	1x16x80x80	1x16x80x80	NCHWc8_SPATIAL_INNER_V1	0	102400	102400	204800	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
136	-1	lut1	full_executor	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	312.64556	47.52487303149364	15.200878922282998	247.962	295.9415	386.2682	392.90205	423.99357999999995	437.205058	438.673	0.13039320366840956	136	model.23	1x80x80x80	1x80x80x80	NCHWc8_SPATIAL_INNER_V1	0	512000	512000	1024000	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
137	-1	split	full_executor	/model.19/Split	split_reshape_transpose	measured-reference	50	47.60232	1.5358148862730685	3.2263446115085745	45.084	47.459	49.2087	50.480349999999994	51.78025	52.166125	52.209	0.01985321335396161	137	model.19	1x128x40x40	1x64x40x40	NCHWc8_SPATIAL_INNER_V1	0	204800	102400	307200	full_executor:split	1	yes-reference	yes	view/alias where lifetime and physical layout permit
138	-1	conv_dense	full_executor	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv	dense_conv_outside_resident_region	stable-selected	50	242.17282	17.655192988374125	7.290328034489637	227.462	238.483	264.13730000000004	271.39365000000004	304.99775999999986	333.16707600000007	336.297	0.10100156177242078	138	model.23	1x16x80x80	1x4x80x80	NCHWc8_SPATIAL_INNER_V1	409600	102400	51200	153600	full_executor:conv_dense	4	no	no	not-applicable
139	-1	conv_grouped	full_executor	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv	grouped_depthwise	stable-selected	50	2885.02926	25.425293112760645	0.8812837174746938	2849.21	2890.273	2902.735	2907.4273	2962.6202599999997	2999.940326	3004.087	1.2032418048364446	139	model.23	1x80x80x80	1x80x80x80	NCHWc8_SPATIAL_INNER_V1	4608000	512000	512000	1024000	full_executor:conv_grouped	4	no	no	not-applicable
140	-1	conv_dense	full_executor	/model.19/m.0/cv1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	482.56559999999996	22.436932175067334	4.649509242902382	449.715	478.215	509.45770000000005	534.9455	545.41041	547.523241	547.758	0.20126073296600874	140	model.19	1x64x40x40	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	3276800	102400	51200	153600	full_executor:conv_dense	4	no	no	not-applicable
141	-1	conv_dense	full_executor	/model.19/m.0/cv2/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	442.54	21.720911745624875	4.90823693804512	425.048	438.4855	467.4784	474.26529999999997	521.3544299999999	559.6301430000001	563.883	0.18456749666113276	141	model.19	1x64x40x40	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	3276800	102400	51200	153600	full_executor:conv_dense	4	no	no	not-applicable
142	-1	lut1	full_executor	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	387.02	53.452491088358265	13.811299438881264	274.004	381.172	455.78229999999996	464.3535	472.969	474.95349999999996	475.174	0.16141210412119036	142	model.23	1x80x80x80	1x80x80x80	NCHWc8_SPATIAL_INNER_V1	0	512000	512000	1024000	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
143	-1	lut1	full_executor	/model.19/m.0/cv1/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	31.56208	6.245271931923659	19.787263488096027	28.25	30.563000000000002	32.696200000000005	33.936299999999996	55.691499999999934	71.45725000000002	73.209	0.013163406912411092	143	model.19	1x32x40x40	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	0	51200	51200	102400	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
144	-1	conv_dense	full_executor	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	4297.82712	40.83665556007551	0.9501698048774823	4240.147	4292.7515	4331.1732999999995	4337.7381	4445.12361	4525.6991610000005	4534.652	1.7924689126874986	144	model.23	1x80x80x80	1x80x80x80	NCHWc8_SPATIAL_INNER_V1	40960000	512000	512000	1024000	full_executor:conv_dense	4	no	no	not-applicable
145	-1	conv_dense	full_executor	/model.19/m.0/m/m.0/cv1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	664.5783	33.37624456458056	5.022168879811537	644.343	652.8225	688.6226	693.93515	782.5471899999997	857.591719	865.93	0.277171675252658	145	model.19	1x32x40x40	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	14745600	51200	51200	102400	full_executor:conv_dense	4	no	no	not-applicable
146	-1	lut1	full_executor	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	347.1069	74.96676323415679	21.597600979455258	257.629	340.276	405.5685	425.8691999999999	576.5321199999994	692.3881120000001	705.261	0.14476578751481478	146	model.23	1x80x80x80	1x80x80x80	NCHWc8_SPATIAL_INNER_V1	0	512000	512000	1024000	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
147	-1	lut1	full_executor	/model.19/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	31.40892	7.087281128146939	22.564548950256615	27.834	30.1045	33.1051	34.86265	58.31440999999992	76.74424100000002	78.792	0.013099529392212648	147	model.19	1x32x40x40	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	0	51200	51200	102400	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
148	-1	conv_dense	full_executor	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv	dense_conv_outside_resident_region	stable-selected	50	4302.90794	50.3342790293503	1.1697735515426875	4252.314	4293.0435	4338.3272	4361.440149999999	4510.068	4537.6305	4540.693	1.7945879397322537	148	model.23	1x80x80x80	1x80x80x80	NCHWc8_SPATIAL_INNER_V1	40960000	512000	512000	1024000	full_executor:conv_dense	4	no	no	not-applicable
149	-1	conv_dense	full_executor	/model.19/m.0/m/m.0/cv2/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	659.64576	10.40908522428992	1.5779810703687263	643.927	658.8225	665.7434	677.0098499999999	697.04592	701.364192	701.844	0.27511449045584657	149	model.19	1x32x40x40	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	14745600	51200	51200	102400	full_executor:conv_dense	4	no	no	not-applicable
150	-1	lut2	full_executor	/model.19/m.0/m/m.0/Add_output_0_QuantizeLinear	lut2_add	stable-selected	50	251.04552	8.466958635803543	3.3726786424245065	238.295	253.2115	256.7284	257.5354	280.50892999999996	281.63039299999997	281.755	0.10470204540695154	150	model.19	1x32x40x40,1x32x40x40	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	0	102400	51200	153600	full_executor:lut2	4	no	yes	not-applicable
151	-1	conv_dense	full_executor	/model.19/m.0/m/m.1/cv1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	624.0918800000001	12.440394341541628	1.9933594299515043	615.384	619.3009999999999	651.0391	652.06815	655.11858	655.320558	655.343	0.2602862475214445	151	model.19	1x32x40x40	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	14745600	51200	51200	102400	full_executor:conv_dense	4	no	no	not-applicable
152	-1	lut1	full_executor	/model.19/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	21.024540000000002	4.3309476043273225	20.59948804743087	19.5	20.209	21.3045	21.7026	37.57841999999995	49.283442000000015	50.584	0.008768578470311953	152	model.19	1x32x40x40	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	0	51200	51200	102400	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
153	-1	conv_dense	full_executor	/model.19/m.0/m/m.1/cv2/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	622.3335	18.073560128665573	2.9041599285054676	608.217	614.0930000000001	647.2766	648.20535	678.1708399999999	701.8013840000001	704.427	0.25955289054856295	153	model.19	1x32x40x40	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	14745600	51200	51200	102400	full_executor:conv_dense	4	no	no	not-applicable
154	-1	lut2	full_executor	/model.19/m.0/m/m.1/Add_output_0@/model.19/m.0/Concat_output_0_QuantizeLinear_Output	lut2_add	stable-selected	50	274.13574	11.889857184583674	4.337215273201398	264.504	269.35850000000005	281.0665	309.4156	313.19934	314.449134	314.588	0.11433214461324887	154	model.19	1x32x40x40,1x32x40x40	1x32x40x40	NCHWc8_SPATIAL_INNER_V1	0	102400	51200	153600	full_executor:lut2	4	no	yes	not-applicable
155	-1	concat	full_executor	/model.19/m.0/Concat	concat_resize	measured-direct	50	57.86252	3.0776827569866687	5.318957344040095	52.459	57.542	60.5927	64.0885	67.32559	67.858759	67.918	0.024132373269997575	155	model.19	1x32x40x40,1x32x40x40	1x64x40x40	NCHWc8_SPATIAL_INNER_V1	0	102400	102400	204800	full_executor:concat	1	no	yes	producer-direct where quantization domains permit
156	-1	conv_dense	full_executor	/model.19/m.0/cv3/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	877.42232	24.553955913407325	2.798419341943265	837.762	872.0965	901.322	911.46125	955.5553399999999	986.793134	990.264	0.3659412507728191	156	model.19	1x64x40x40	1x64x40x40	NCHWc8_SPATIAL_INNER_V1	6553600	102400	102400	204800	full_executor:conv_dense	4	no	no	not-applicable
157	-1	concat	full_executor	/model.19/Concat	concat_resize	measured-direct	50	172.34846000000002	13.739854829774046	7.972136698972561	153.253	170.044	175.2527	197.76969999999992	227.80708999999996	236.60900900000001	237.587	0.0718803358241094	157	model.19	1x128x40x40,1x64x40x40,1x64x40x40	1x192x40x40	NCHWc8_SPATIAL_INNER_V1	0	409600	307200	716800	full_executor:concat	1	no	yes	producer-direct where quantization domains permit
158	-1	conv_dense	full_executor	/model.19/cv2/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	2053.3990400000002	34.02401824159646	1.65696085265514	1994.488	2050.906	2100.4849	2107.7173	2120.1787499999996	2125.7463749999997	2126.365	0.8563987898476368	158	model.19	1x192x40x40	1x128x40x40	NCHWc8_SPATIAL_INNER_V1	39321600	307200	204800	512000	full_executor:conv_dense	4	no	no	not-applicable
159	-1	lut1	full_executor	/model.19/cv2/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	86.71802	5.985471391219076	6.902223310932465	81.168	86.043	88.9222	90.0661	108.21199999999993	122.98550000000002	124.627	0.036166963137366205	159	model.19	1x128x40x40	1x128x40x40	NCHWc8_SPATIAL_INNER_V1	0	204800	204800	409600	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
160	-1	conv_dense	full_executor	/model.20/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	1131.40116	28.35846183716241	2.506490433257326	1080.683	1132.746	1168.9968000000001	1176.99475	1192.2869899999998	1196.806799	1197.309	0.47186667831315066	160	model.20	1x128x40x40	1x128x20x20	NCHWc8_SPATIAL_INNER_V1	58982400	204800	51200	256000	full_executor:conv_dense	4	no	no	not-applicable
161	-1	conv_dense	full_executor	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	1299.7112	18.641268443528016	1.4342623533234167	1274.853	1292.811	1328.4322	1331.29095	1343.68717	1345.524817	1345.729	0.5420627345922104	161	model.23	1x128x40x40	1x16x40x40	NCHWc8_SPATIAL_INNER_V1	29491200	204800	25600	230400	full_executor:conv_dense	4	no	no	not-applicable
162	-1	conv_grouped	full_executor	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/conv/Conv	grouped_depthwise	stable-selected	50	1297.72872	28.963962470657084	2.2318965454241533	1263.894	1307.0610000000001	1329.0117	1340.1636	1344.70217	1347.201317	1347.479	0.5412359135799161	162	model.23	1x128x40x40	1x128x40x40	NCHWc8_SPATIAL_INNER_V1	1843200	204800	204800	409600	full_executor:conv_grouped	4	no	no	not-applicable
