resolution	pipeline_kind	phase	samples	mean_us	stddev_us	cv_pct	minimum_us	median_us	p90_us	p95_us	p99_us	maximum_us	fps_from_mean	source_file
320	serial	pure_graph	500	61701.69215	448.108629449	0.726250146203	61374.61	61589.0605	61884.0091	62214.6368	64065.82876	64542.965	16.207010945	r320_serial.tsv
320	serial	executor_total	500	61838.742756	448.254877155	0.724877087045	61512.284	61722.3355	62031.7264	62349.26845	64218.9685	64677.722	16.171092028	r320_serial.tsv
320	serial	output_decode	500	5.866702	1.26660280061	21.5896904361	5.375	5.791	6.167	6.25	6.45801	33.668	170453.518859489	r320_serial.tsv
320	serial	preloaded_image_pipeline	500	87449.525672	452.769893085	0.517749970175	87099.557	87333.3565	87654.5905	87974.51685	89792.47109	90265.013	11.435167799	r320_serial.tsv
320	double_buffer	preprocessor	500	25277.56973	895.127740195	3.541193832		25142.1115	25288.2851	25377.50075	31140.17403	33530.938	39.560765164	r320_double_buffer.tsv
320	double_buffer	executor	500	61535.746076	2024.21271017	3.289490807		60840.908	63635.9137	66546.4813	69004.39416	69551.502	16.250717083	r320_double_buffer.tsv
320	double_buffer	pipeline_interval	500	61838.069998	2025.85060753	3.276057302		61149.5745	63934.8438	66874.60385	69306.993	69847.849	16.171267959	r320_double_buffer.tsv
256	serial	jpeg_decode	500	23562.822692	64.4751689312	0.273630921787	23472.309	23548.778	23603.1296	23633.73245	23914.12282	24200.885	42.439737084	r256_serial.tsv
256	serial	resize_letterbox	500	1326.801066	28.8455077796	2.17406426018	1257.934	1317.7075	1368.9137	1376.8759	1397.88202	1465.735	753.692490627	r256_serial.tsv
256	serial	color_convert	500	97.682262	7.2491849267	7.42118863577	89.38	96.796	98.8841	99.6731	148.26033	159.007	10237.273170435	r256_serial.tsv
256	serial	input_quantize_layout	500	98.90623	91.5104340222	92.5224164567	76.337	90.8795	101.8002	105.4999	127.10608	1610.576	10110.586562646	r256_serial.tsv
256	serial	pure_graph	500	24101.525796	802.899647009	3.33132289551	23834.552	23977.8275	24113.4168	24289.2355	27683.9012	34493.056	41.491149086	r256_serial.tsv
256	serial	executor_total	500	24200.432026	820.959766098	3.39233516665	23921.181	24068.5925	24201.7853	24435.14985	28177.76809	34578.185	41.321576364	r256_serial.tsv
256	serial	output_decode	500	6.239954	0.323302788838	5.18117263105	5.542	6.209	6.667	6.751	7.08608	7.792	160257.591642502	r256_serial.tsv
256	serial	preloaded_image_pipeline	500	49538.060576	995.603386095	2.00977465512	49191.797	49387.815	49539.9656	49931.7207	53462.84967	64649.653	20.186498792	r256_serial.tsv
256	double_buffer	preprocessor	500	24909.400984	144.88513434	0.581648408		24894.015	24967.6451	25002.77685	25176.9622	27529.188	40.145485660	r256_double_buffer.tsv
256	double_buffer	executor	500	28192.889864	2315.23901554	8.212137978		28467.8905	31203.1275	31859.70515	32769.30822	33995.721	35.469936031	r256_double_buffer.tsv
256	double_buffer	pipeline_interval	500	28878.47235	2111.83685181	7.312841297		28977.706	31770.586	32196.59935	33091.32912	34508.428	34.627870473	r256_double_buffer.tsv
