resolution	operation_index	live_tensor_count	concurrently_live_bytes	live_tensor_ids
512	30	5	786432	22,25,26,27,28
512	31	6	819200	22,25,26,27,28,29
512	32	6	819200	22,25,26,28,29,30
512	33	7	851968	22,25,26,28,29,30,31
512	34	7	851968	22,25,26,28,29,31,32
512	35	7	851968	22,25,26,28,29,32,33
512	36	6	819200	22,25,26,28,33,34
512	37	7	851968	22,25,26,28,33,34,35
512	38	7	851968	22,25,26,28,33,35,36
512	39	7	851968	22,25,26,28,33,36,208
512	40	6	851968	22,25,26,28,37,208
512	41	5	851968	22,25,26,37,38
512	42	5	983040	22,25,26,38,39
512	43	3	851968	22,39,40
512	44	3	786432	22,40,41
512	45	3	720896	22,41,42
512	46	4	786432	22,41,42,43
512	47	4	786432	22,41,43,44
512	48	4	753664	22,41,44,45
512	49	5	770048	22,41,44,45,46
512	50	6	786432	22,41,44,45,46,47
512	51	7	802816	22,41,44,45,46,47,48
512	52	7	802816	22,41,44,45,47,48,49
512	53	8	819200	22,41,44,45,47,48,49,50
512	54	8	819200	22,41,44,45,47,48,50,51
512	55	8	819200	22,41,44,45,47,48,51,52
512	56	7	802816	22,41,44,45,47,52,53
512	57	8	819200	22,41,44,45,47,52,53,54
512	58	8	819200	22,41,44,45,47,52,54,55
512	59	8	819200	22,41,44,45,47,52,55,209
512	60	7	819200	22,41,44,45,47,56,209
512	61	6	819200	22,41,44,45,56,57
512	62	6	884736	22,41,44,45,57,58
512	63	4	819200	22,41,58,59
512	64	4	786432	22,41,59,60
512	65	4	753664	22,41,60,61
512	66	5	884736	22,41,60,61,62
512	67	5	917504	22,41,60,62,63
512	68	5	851968	22,41,60,63,64
512	69	4	786432	22,41,64,65
512	70	4	753664	22,41,65,66
512	71	5	819200	22,41,65,66,67
512	72	6	835584	22,41,65,66,67,68
512	73	7	868352	22,41,65,66,67,68,69
512	74	8	884736	22,41,65,66,67,68,69,70
512	75	8	851968	22,41,65,66,68,69,70,71
512	76	9	983040	22,41,65,66,68,69,70,71,72
512	77	8	983040	22,41,65,66,69,71,72,73
512	78	8	1081344	22,41,65,66,69,72,73,74
512	79	8	983040	22,41,65,66,69,73,74,75
512	80	7	851968	22,41,65,66,73,75,76
512	81	6	819200	22,41,65,66,76,77
512	82	6	819200	22,41,65,66,77,78
512	83	5	819200	22,41,65,78,79
512	84	6	884736	22,41,65,78,79,80
512	85	6	851968	22,41,65,78,80,81
512	86	6	819200	22,41,65,78,81,210
512	87	5	819200	22,41,65,82,210
512	88	4	786432	22,41,82,83
512	89	4	1114112	22,41,83,84
512	90	4	1114112	22,83,84,85
512	91	4	786432	22,83,85,86
512	92	5	819200	22,83,85,86,87
512	93	6	851968	22,83,85,86,87,88
512	94	7	884736	22,83,85,86,87,88,89
512	95	7	884736	22,83,85,86,88,89,90
512	96	8	917504	22,83,85,86,88,89,90,91
512	97	8	917504	22,83,85,86,88,89,91,92
512	98	8	917504	22,83,85,86,88,89,92,93
512	99	7	884736	22,83,85,86,88,93,94
512	100	8	917504	22,83,85,86,88,93,94,95
512	101	8	917504	22,83,85,86,88,93,95,96
512	102	8	917504	22,83,85,86,88,93,96,211
512	103	7	917504	22,83,85,86,88,97,211
512	104	6	917504	22,83,85,86,97,98
512	105	6	1048576	22,83,85,86,98,99
512	106	4	917504	22,83,99,100
512	107	4	1769472	22,83,100,101
512	108	4	1507328	83,100,101,102
512	109	4	589824	83,100,102,103
512	110	5	655360	83,100,102,103,104
512	111	6	720896	83,100,102,103,104,105
512	112	7	786432	83,100,102,103,104,105,106
512	113	7	786432	83,100,102,103,105,106,107
512	114	8	851968	83,100,102,103,105,106,107,108
512	115	8	851968	83,100,102,103,105,106,108,109
512	116	8	851968	83,100,102,103,105,106,109,110
512	117	7	786432	83,100,102,103,105,110,111
512	118	8	851968	83,100,102,103,105,110,111,112
512	119	8	851968	83,100,102,103,105,110,112,113
512	120	8	851968	83,100,102,103,105,110,113,212
512	121	7	851968	83,100,102,103,105,114,212
512	122	6	851968	83,100,102,103,114,115
512	123	6	1114112	83,100,102,103,115,116
512	124	4	851968	83,100,116,117
512	125	4	720896	83,100,117,118
512	126	4	524288	83,100,118,119
512	127	5	589824	83,100,118,119,120
512	128	6	851968	83,100,118,119,120,121
512	129	6	655360	83,100,119,120,121,122
512	130	6	851968	83,100,119,121,122,123
512	131	6	786432	83,100,119,122,123,124
512	132	5	655360	83,122,123,124,125
512	133	5	917504	83,123,124,125,126
512	134	5	786432	83,124,125,126,127
512	135	5	655360	83,125,126,127,128
512	136	5	917504	83,126,127,128,129
512	137	5	655360	83,127,128,129,130
512	138	6	688128	83,127,128,129,130,131
512	139	6	950272	83,127,129,130,131,132
512	140	6	655360	83,127,130,131,132,133
512	141	7	688128	83,127,130,131,132,133,134
512	142	8	1015808	83,127,130,131,132,133,134,135
512	143	8	720896	83,127,130,131,133,134,135,136
512	144	8	1015808	83,127,130,131,134,135,136,137
512	145	8	720896	83,127,130,131,134,136,137,138
512	146	9	1048576	83,127,130,131,134,136,137,138,139
512	147	9	753664	83,127,130,131,134,136,138,139,140
512	148	9	1048576	83,127,130,131,134,136,139,140,141
512	149	9	753664	83,127,130,131,134,136,140,141,142
512	150	9	753664	83,127,130,131,134,136,141,142,143
512	151	8	720896	83,127,130,131,134,141,143,144
512	152	9	753664	83,127,130,131,134,141,143,144,145
512	153	9	753664	83,127,130,131,134,141,143,145,146
512	154	9	753664	83,127,130,131,134,141,143,146,213
512	155	8	753664	83,127,130,131,134,141,147,213
512	156	7	753664	83,127,130,131,141,147,148
512	157	7	884736	83,127,130,131,141,148,149
512	158	5	753664	83,131,141,149,150
512	159	5	688128	83,131,141,150,151
512	160	5	589824	83,131,141,151,152
512	161	6	606208	83,131,141,151,152,153
512	162	7	737280	83,131,141,151,152,153,154
512	163	7	622592	83,131,141,152,153,154,155
512	164	7	737280	83,131,141,152,154,155,156
512	165	7	704512	83,131,141,152,155,156,157
512	166	6	622592	131,141,155,156,157,158
512	167	6	688128	131,141,156,157,158,159
512	168	6	622592	131,141,157,158,159,160
512	169	6	540672	131,141,158,159,160,161
512	170	6	606208	131,141,159,160,161,162
512	171	6	557056	131,141,160,161,162,163
512	172	7	565248	131,141,160,161,162,163,164
512	173	7	630784	131,141,160,162,163,164,165
512	174	7	565248	131,141,160,163,164,165,166
512	175	8	647168	131,141,160,163,164,165,166,167
512	176	8	581632	131,141,160,163,164,166,167,168
512	177	8	647168	131,141,160,163,164,167,168,169
512	178	8	598016	131,141,160,163,164,168,169,170
512	179	8	663552	131,141,160,163,164,169,170,171
512	180	8	614400	131,141,160,163,164,170,171,172
512	181	8	663552	131,141,160,163,164,171,172,173
512	182	8	647168	131,141,160,163,164,172,173,174
512	183	9	663552	131,141,160,163,164,172,173,174,175
512	184	10	696320	131,141,160,163,164,172,173,174,175,176
512	185	11	712704	131,141,160,163,164,172,173,174,175,176,177
512	186	11	679936	131,141,160,163,164,172,173,175,176,177,178
512	187	12	811008	131,141,160,163,164,172,173,175,176,177,178,179
512	188	11	811008	131,141,160,163,164,172,173,176,178,179,180
512	189	11	909312	131,141,160,163,164,172,173,176,179,180,181
512	190	11	811008	131,141,160,163,164,172,173,176,180,181,182
512	191	10	679936	131,141,160,163,164,172,173,180,182,183
512	192	9	647168	131,141,160,163,164,172,173,183,184
512	193	9	647168	131,141,160,163,164,172,173,184,185
512	194	8	647168	131,141,160,163,164,173,185,186
512	195	9	712704	131,141,160,163,164,173,185,186,187
512	196	9	679936	131,141,160,163,164,173,185,187,188
512	197	9	647168	131,141,160,163,164,173,185,188,214
512	198	8	679936	131,141,160,163,164,173,189,214
512	199	6	614400	131,141,164,173,189,190
512	200	6	581632	131,141,164,173,190,191
512	201	6	520192	131,141,164,173,191,192
512	202	7	585728	131,141,164,173,191,192,193
512	203	7	524288	131,141,164,173,192,193,194
512	204	7	585728	131,141,164,173,193,194,195
512	205	7	524288	131,141,164,173,194,195,196
512	206	7	540672	131,141,164,173,195,196,197
512	207	7	479232	131,141,164,173,196,197,198
512	208	7	495616	131,141,164,173,197,198,199
512	209	7	477184	131,141,164,173,198,199,200
512	210	7	493568	131,141,164,173,199,200,201
512	211	7	493568	131,141,164,173,200,201,202
512	212	7	493568	131,141,164,173,200,202,203
512	213	7	493568	131,141,164,173,200,203,204
512	214	7	493568	131,141,164,173,200,204,205
448	0	1	1605632	0
448	1	2	2408448	0,1
448	2	2	1605632	1,2
448	3	2	1204224	2,3
448	4	2	802816	3,4
448	5	2	802816	4,5
448	6	2	602112	5,6
448	7	3	702464	5,6,7
448	8	4	802816	5,6,7,8
448	9	4	903168	5,6,8,9
448	10	4	1003520	5,6,9,206
448	11	4	1404928	5,6,10,206
448	12	2	1404928	10,11
448	13	2	1605632	11,12
448	14	2	1003520	12,13
448	15	2	401408	13,14
448	16	2	401408	14,15
448	17	2	301056	15,16
448	18	3	351232	15,16,17
448	19	4	401408	15,16,17,18
448	20	4	451584	15,16,18,19
448	21	4	501760	15,16,19,207
448	22	4	702464	15,16,20,207
448	23	2	702464	20,21
448	24	2	802816	21,22
448	25	2	501760	22,23
448	26	3	602112	22,23,24
448	27	3	602112	22,24,25
448	28	3	551936	22,25,26
448	29	4	577024	22,25,26,27
448	30	5	602112	22,25,26,27,28
448	31	6	627200	22,25,26,27,28,29
448	32	6	627200	22,25,26,28,29,30
448	33	7	652288	22,25,26,28,29,30,31
448	34	7	652288	22,25,26,28,29,31,32
448	35	7	652288	22,25,26,28,29,32,33
448	36	6	627200	22,25,26,28,33,34
448	37	7	652288	22,25,26,28,33,34,35
448	38	7	652288	22,25,26,28,33,35,36
448	39	7	652288	22,25,26,28,33,36,208
448	40	6	652288	22,25,26,28,37,208
448	41	5	652288	22,25,26,37,38
448	42	5	752640	22,25,26,38,39
448	43	3	652288	22,39,40
448	44	3	602112	22,40,41
448	45	3	551936	22,41,42
448	46	4	602112	22,41,42,43
448	47	4	602112	22,41,43,44
448	48	4	577024	22,41,44,45
448	49	5	589568	22,41,44,45,46
448	50	6	602112	22,41,44,45,46,47
448	51	7	614656	22,41,44,45,46,47,48
448	52	7	614656	22,41,44,45,47,48,49
448	53	8	627200	22,41,44,45,47,48,49,50
448	54	8	627200	22,41,44,45,47,48,50,51
448	55	8	627200	22,41,44,45,47,48,51,52
448	56	7	614656	22,41,44,45,47,52,53
448	57	8	627200	22,41,44,45,47,52,53,54
448	58	8	627200	22,41,44,45,47,52,54,55
448	59	8	627200	22,41,44,45,47,52,55,209
448	60	7	627200	22,41,44,45,47,56,209
448	61	6	627200	22,41,44,45,56,57
448	62	6	677376	22,41,44,45,57,58
448	63	4	627200	22,41,58,59
448	64	4	602112	22,41,59,60
448	65	4	577024	22,41,60,61
448	66	5	677376	22,41,60,61,62
448	67	5	702464	22,41,60,62,63
448	68	5	652288	22,41,60,63,64
448	69	4	602112	22,41,64,65
448	70	4	577024	22,41,65,66
448	71	5	627200	22,41,65,66,67
448	72	6	639744	22,41,65,66,67,68
448	73	7	664832	22,41,65,66,67,68,69
448	74	8	677376	22,41,65,66,67,68,69,70
448	75	8	652288	22,41,65,66,68,69,70,71
448	76	9	729120	22,41,65,66,68,69,70,71,72
448	77	8	729120	22,41,65,66,69,71,72,73
448	78	8	780864	22,41,65,66,69,72,73,74
448	79	8	729120	22,41,65,66,69,73,74,75
448	80	7	652288	22,41,65,66,73,75,76
448	81	6	627200	22,41,65,66,76,77
448	82	6	627200	22,41,65,66,77,78
448	83	5	627200	22,41,65,78,79
448	84	6	677376	22,41,65,78,79,80
448	85	6	652288	22,41,65,78,80,81
448	86	6	627200	22,41,65,78,81,210
448	87	5	627200	22,41,65,82,210
448	88	4	602112	22,41,82,83
448	89	4	852992	22,41,83,84
448	90	4	852992	22,83,84,85
448	91	4	602112	22,83,85,86
448	92	5	627200	22,83,85,86,87
448	93	6	652288	22,83,85,86,87,88
448	94	7	677376	22,83,85,86,87,88,89
448	95	7	677376	22,83,85,86,88,89,90
448	96	8	702464	22,83,85,86,88,89,90,91
448	97	8	702464	22,83,85,86,88,89,91,92
448	98	8	702464	22,83,85,86,88,89,92,93
448	99	7	677376	22,83,85,86,88,93,94
448	100	8	702464	22,83,85,86,88,93,94,95
448	101	8	702464	22,83,85,86,88,93,95,96
448	102	8	702464	22,83,85,86,88,93,96,211
448	103	7	702464	22,83,85,86,88,97,211
448	104	6	702464	22,83,85,86,97,98
448	105	6	802816	22,83,85,86,98,99
448	106	4	702464	22,83,99,100
448	107	4	1354752	22,83,100,101
448	108	4	1154048	83,100,101,102
448	109	4	451584	83,100,102,103
448	110	5	501760	83,100,102,103,104
448	111	6	551936	83,100,102,103,104,105
448	112	7	602112	83,100,102,103,104,105,106
448	113	7	602112	83,100,102,103,105,106,107
448	114	8	652288	83,100,102,103,105,106,107,108
448	115	8	652288	83,100,102,103,105,106,108,109
448	116	8	652288	83,100,102,103,105,106,109,110
448	117	7	602112	83,100,102,103,105,110,111
448	118	8	652288	83,100,102,103,105,110,111,112
448	119	8	652288	83,100,102,103,105,110,112,113
448	120	8	652288	83,100,102,103,105,110,113,212
448	121	7	652288	83,100,102,103,105,114,212
448	122	6	652288	83,100,102,103,114,115
448	123	6	852992	83,100,102,103,115,116
448	124	4	652288	83,100,116,117
448	125	4	551936	83,100,117,118
448	126	4	401408	83,100,118,119
448	127	5	451584	83,100,118,119,120
448	128	6	652288	83,100,118,119,120,121
448	129	6	501760	83,100,119,120,121,122
448	130	6	652288	83,100,119,121,122,123
448	131	6	602112	83,100,119,122,123,124
448	132	5	501760	83,122,123,124,125
448	133	5	702464	83,123,124,125,126
448	134	5	602112	83,124,125,126,127
448	135	5	501760	83,125,126,127,128
448	136	5	702464	83,126,127,128,129
448	137	5	501760	83,127,128,129,130
448	138	6	526848	83,127,128,129,130,131
448	139	6	727552	83,127,129,130,131,132
448	140	6	501760	83,127,130,131,132,133
448	141	7	526848	83,127,130,131,132,133,134
448	142	8	777728	83,127,130,131,132,133,134,135
448	143	8	551936	83,127,130,131,133,134,135,136
448	144	8	777728	83,127,130,131,134,135,136,137
448	145	8	551936	83,127,130,131,134,136,137,138
448	146	9	802816	83,127,130,131,134,136,137,138,139
448	147	9	577024	83,127,130,131,134,136,138,139,140
448	148	9	802816	83,127,130,131,134,136,139,140,141
448	149	9	577024	83,127,130,131,134,136,140,141,142
448	150	9	577024	83,127,130,131,134,136,141,142,143
448	151	8	551936	83,127,130,131,134,141,143,144
448	152	9	577024	83,127,130,131,134,141,143,144,145
448	153	9	577024	83,127,130,131,134,141,143,145,146
448	154	9	577024	83,127,130,131,134,141,143,146,213
448	155	8	577024	83,127,130,131,134,141,147,213
448	156	7	577024	83,127,130,131,141,147,148
448	157	7	677376	83,127,130,131,141,148,149
448	158	5	577024	83,131,141,149,150
448	159	5	526848	83,131,141,150,151
448	160	5	451584	83,131,141,151,152
448	161	6	464128	83,131,141,151,152,153
448	162	7	564480	83,131,141,151,152,153,154
448	163	7	476672	83,131,141,152,153,154,155
448	164	7	564480	83,131,141,152,154,155,156
448	165	7	539392	83,131,141,152,155,156,157
448	166	6	476672	131,141,155,156,157,158
448	167	6	526848	131,141,156,157,158,159
448	168	6	476672	131,141,157,158,159,160
448	169	6	413952	131,141,158,159,160,161
448	170	6	464128	131,141,159,160,161,162
448	171	6	426496	131,141,160,161,162,163
448	172	7	432768	131,141,160,161,162,163,164
448	173	7	482944	131,141,160,162,163,164,165
448	174	7	432768	131,141,160,163,164,165,166
448	175	8	495488	131,141,160,163,164,165,166,167
448	176	8	445312	131,141,160,163,164,166,167,168
448	177	8	495488	131,141,160,163,164,167,168,169
448	178	8	457856	131,141,160,163,164,168,169,170
448	179	8	508032	131,141,160,163,164,169,170,171
448	180	8	470400	131,141,160,163,164,170,171,172
448	181	8	508032	131,141,160,163,164,171,172,173
448	182	8	495488	131,141,160,163,164,172,173,174
448	183	9	508032	131,141,160,163,164,172,173,174,175
448	184	10	533120	131,141,160,163,164,172,173,174,175,176
448	185	11	545664	131,141,160,163,164,172,173,174,175,176,177
448	186	11	520576	131,141,160,163,164,172,173,175,176,177,178
448	187	12	597408	131,141,160,163,164,172,173,175,176,177,178,179
448	188	11	597408	131,141,160,163,164,172,173,176,178,179,180
448	189	11	649152	131,141,160,163,164,172,173,176,179,180,181
448	190	11	597408	131,141,160,163,164,172,173,176,180,181,182
448	191	10	520576	131,141,160,163,164,172,173,180,182,183
448	192	9	495488	131,141,160,163,164,172,173,183,184
448	193	9	495488	131,141,160,163,164,172,173,184,185
448	194	8	495488	131,141,160,163,164,173,185,186
448	195	9	545664	131,141,160,163,164,173,185,186,187
448	196	9	520576	131,141,160,163,164,173,185,187,188
448	197	9	495488	131,141,160,163,164,173,185,188,214
448	198	8	520576	131,141,160,163,164,173,189,214
448	199	6	470400	131,141,164,173,189,190
448	200	6	445312	131,141,164,173,190,191
448	201	6	398272	131,141,164,173,191,192
448	202	7	448448	131,141,164,173,191,192,193
448	203	7	401408	131,141,164,173,192,193,194
448	204	7	448448	131,141,164,173,193,194,195
448	205	7	401408	131,141,164,173,194,195,196
448	206	7	413952	131,141,164,173,195,196,197
448	207	7	366912	131,141,164,173,196,197,198
448	208	7	379456	131,141,164,173,197,198,199
448	209	7	365344	131,141,164,173,198,199,200
448	210	7	377888	131,141,164,173,199,200,201
448	211	7	377888	131,141,164,173,200,201,202
