candidate	model	index	node_name	op_type	classification	axis	scale_name	scale_shape	scale_min	scale_max
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	859	PPQ_Operation_1276	DequantizeLinear	activation	NA	PPQ_Variable_2344	scalar	0.10978014767169952	0.10978014767169952
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	862	PPQ_Operation_1277	QuantizeLinear	activation	NA	PPQ_Variable_2347	scalar	0.003705713665112853	0.003705713665112853
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	863	PPQ_Operation_1280	QuantizeLinear	activation	NA	PPQ_Variable_2356	scalar	0.11716386675834656	0.11716386675834656
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	864	PPQ_Operation_1278	DequantizeLinear	activation	NA	PPQ_Variable_2350	scalar	0.003705713665112853	0.003705713665112853
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	865	PPQ_Operation_1281	DequantizeLinear	activation	NA	PPQ_Variable_2359	scalar	0.11716386675834656	0.11716386675834656
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	867	PPQ_Operation_1282	QuantizeLinear	activation	NA	PPQ_Variable_2362	scalar	0.015444591641426086	0.015444591641426086
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	868	PPQ_Operation_1283	DequantizeLinear	activation	NA	PPQ_Variable_2365	scalar	0.015444591641426086	0.015444591641426086
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	870	PPQ_Operation_1285	QuantizeLinear	activation	NA	PPQ_Variable_2371	scalar	0.04095611721277237	0.04095611721277237
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	871	PPQ_Operation_1286	DequantizeLinear	activation	NA	PPQ_Variable_2374	scalar	0.04095611721277237	0.04095611721277237
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	873	PPQ_Operation_1287	QuantizeLinear	activation	NA	PPQ_Variable_2377	scalar	0.003771374234929681	0.003771374234929681
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	874	PPQ_Operation_1288	DequantizeLinear	activation	NA	PPQ_Variable_2380	scalar	0.003771374234929681	0.003771374234929681
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	876	PPQ_Operation_1289	QuantizeLinear	activation	NA	PPQ_Variable_2383	scalar	0.0179069172590971	0.0179069172590971
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	877	PPQ_Operation_1290	DequantizeLinear	activation	NA	PPQ_Variable_2386	scalar	0.0179069172590971	0.0179069172590971
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	879	PPQ_Operation_1291	QuantizeLinear	activation	NA	PPQ_Variable_2389	scalar	0.017705660313367844	0.017705660313367844
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	880	PPQ_Operation_1292	DequantizeLinear	activation	NA	PPQ_Variable_2392	scalar	0.017705660313367844	0.017705660313367844
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	882	PPQ_Operation_1294	QuantizeLinear	activation	NA	PPQ_Variable_2398	scalar	0.04862229526042938	0.04862229526042938
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	883	PPQ_Operation_1295	DequantizeLinear	activation	NA	PPQ_Variable_2401	scalar	0.04862229526042938	0.04862229526042938
