candidate	model	index	node_name	weight_tensor	weight_shape	explicit_kernel_shape	derived_kernel_shape	status
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	106	/model.0/conv/Conv	model.0.conv.weight	16x3x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	115	/model.1/conv/Conv	model.1.conv.weight	32x16x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	124	/model.2/cv1/conv/Conv	model.2.cv1.conv.weight	32x32x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	138	/model.2/m.0/cv1/conv/Conv	model.2.m.0.cv1.conv.weight	8x16x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	147	/model.2/m.0/cv2/conv/Conv	model.2.m.0.cv2.conv.weight	16x8x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	162	/model.2/cv2/conv/Conv	model.2.cv2.conv.weight	64x48x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	171	/model.3/conv/Conv	model.3.conv.weight	64x64x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	180	/model.4/cv1/conv/Conv	model.4.cv1.conv.weight	64x64x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	194	/model.4/m.0/cv1/conv/Conv	model.4.m.0.cv1.conv.weight	16x32x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	203	/model.4/m.0/cv2/conv/Conv	model.4.m.0.cv2.conv.weight	32x16x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	218	/model.4/cv2/conv/Conv	model.4.cv2.conv.weight	128x96x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	227	/model.5/conv/Conv	model.5.conv.weight	128x128x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	236	/model.6/cv1/conv/Conv	model.6.cv1.conv.weight	128x128x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	250	/model.6/m.0/cv1/conv/Conv	model.6.m.0.cv1.conv.weight	32x64x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	251	/model.6/m.0/cv2/conv/Conv	model.6.m.0.cv2.conv.weight	32x64x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	268	/model.6/m.0/m/m.0/cv1/conv/Conv	model.6.m.0.m.0.cv1.conv.weight	32x32x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	277	/model.6/m.0/m/m.0/cv2/conv/Conv	model.6.m.0.m.0.cv2.conv.weight	32x32x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	289	/model.6/m.0/m/m.1/cv1/conv/Conv	model.6.m.0.m.1.cv1.conv.weight	32x32x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	298	/model.6/m.0/m/m.1/cv2/conv/Conv	model.6.m.0.m.1.cv2.conv.weight	32x32x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	313	/model.6/m.0/cv3/conv/Conv	model.6.m.0.cv3.conv.weight	64x64x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	325	/model.6/cv2/conv/Conv	model.6.cv2.conv.weight	128x192x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	334	/model.7/conv/Conv	model.7.conv.weight	256x128x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	343	/model.8/cv1/conv/Conv	model.8.cv1.conv.weight	256x256x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	357	/model.8/m.0/cv1/conv/Conv	model.8.m.0.cv1.conv.weight	64x128x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	358	/model.8/m.0/cv2/conv/Conv	model.8.m.0.cv2.conv.weight	64x128x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	375	/model.8/m.0/m/m.0/cv1/conv/Conv	model.8.m.0.m.0.cv1.conv.weight	64x64x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	384	/model.8/m.0/m/m.0/cv2/conv/Conv	model.8.m.0.m.0.cv2.conv.weight	64x64x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	396	/model.8/m.0/m/m.1/cv1/conv/Conv	model.8.m.0.m.1.cv1.conv.weight	64x64x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	405	/model.8/m.0/m/m.1/cv2/conv/Conv	model.8.m.0.m.1.cv2.conv.weight	64x64x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	420	/model.8/m.0/cv3/conv/Conv	model.8.m.0.cv3.conv.weight	128x128x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	432	/model.8/cv2/conv/Conv	model.8.cv2.conv.weight	256x384x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	441	/model.9/cv1/conv/Conv	model.9.cv1.conv.weight	128x256x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	454	/model.9/cv2/conv/Conv	model.9.cv2.conv.weight	256x512x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	466	/model.10/cv1/conv/Conv	model.10.cv1.conv.weight	256x256x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	480	/model.10/m/m.0/attn/qkv/conv/Conv	model.10.m.0.attn.qkv.conv.weight	256x128x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	496	/model.10/m/m.0/attn/pe/conv/Conv	model.10.m.0.attn.pe.conv.weight	128x1x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	515	/model.10/m/m.0/attn/proj/conv/Conv	model.10.m.0.attn.proj.conv.weight	128x128x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	521	/model.10/m/m.0/ffn/ffn.0/conv/Conv	model.10.m.0.ffn.0.conv.weight	256x128x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	530	/model.10/m/m.0/ffn/ffn.1/conv/Conv	model.10.m.0.ffn.1.conv.weight	128x256x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	539	/model.10/cv2/conv/Conv	model.10.cv2.conv.weight	256x256x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	554	/model.13/cv1/conv/Conv	model.13.cv1.conv.weight	128x384x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	568	/model.13/m.0/cv1/conv/Conv	model.13.m.0.cv1.conv.weight	32x64x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	569	/model.13/m.0/cv2/conv/Conv	model.13.m.0.cv2.conv.weight	32x64x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	586	/model.13/m.0/m/m.0/cv1/conv/Conv	model.13.m.0.m.0.cv1.conv.weight	32x32x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	595	/model.13/m.0/m/m.0/cv2/conv/Conv	model.13.m.0.m.0.cv2.conv.weight	32x32x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	607	/model.13/m.0/m/m.1/cv1/conv/Conv	model.13.m.0.m.1.cv1.conv.weight	32x32x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	616	/model.13/m.0/m/m.1/cv2/conv/Conv	model.13.m.0.m.1.cv2.conv.weight	32x32x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	631	/model.13/m.0/cv3/conv/Conv	model.13.m.0.cv3.conv.weight	64x64x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	643	/model.13/cv2/conv/Conv	model.13.cv2.conv.weight	128x192x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	658	/model.16/cv1/conv/Conv	model.16.cv1.conv.weight	64x256x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	672	/model.16/m.0/cv1/conv/Conv	model.16.m.0.cv1.conv.weight	16x32x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	673	/model.16/m.0/cv2/conv/Conv	model.16.m.0.cv2.conv.weight	16x32x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	690	/model.16/m.0/m/m.0/cv1/conv/Conv	model.16.m.0.m.0.cv1.conv.weight	16x16x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	699	/model.16/m.0/m/m.0/cv2/conv/Conv	model.16.m.0.m.0.cv2.conv.weight	16x16x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	711	/model.16/m.0/m/m.1/cv1/conv/Conv	model.16.m.0.m.1.cv1.conv.weight	16x16x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	720	/model.16/m.0/m/m.1/cv2/conv/Conv	model.16.m.0.m.1.cv2.conv.weight	16x16x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	735	/model.16/m.0/cv3/conv/Conv	model.16.m.0.cv3.conv.weight	32x32x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	747	/model.16/cv2/conv/Conv	model.16.cv2.conv.weight	64x96x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	756	/model.17/conv/Conv	model.17.conv.weight	64x64x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	757	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv	model.23.one2one_cv2.0.0.conv.weight	16x64x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	758	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/conv/Conv	model.23.one2one_cv3.0.0.0.conv.weight	64x1x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	784	/model.23/one2one_cv2.0/one2one_cv2.0.1/conv/Conv	model.23.one2one_cv2.0.1.conv.weight	16x16x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	785	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv	model.23.one2one_cv3.0.0.1.conv.weight	80x64x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	792	/model.19/cv1/conv/Conv	model.19.cv1.conv.weight	128x192x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	811	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv	model.23.one2one_cv2.0.2.weight	4x16x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	812	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv	model.23.one2one_cv3.0.1.0.conv.weight	80x1x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	827	/model.19/m.0/cv1/conv/Conv	model.19.m.0.cv1.conv.weight	32x64x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	828	/model.19/m.0/cv2/conv/Conv	model.19.m.0.cv2.conv.weight	32x64x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	838	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv	model.23.one2one_cv3.0.1.1.conv.weight	80x80x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	854	/model.19/m.0/m/m.0/cv1/conv/Conv	model.19.m.0.m.0.cv1.conv.weight	32x32x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	861	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv	model.23.one2one_cv3.0.2.weight	80x80x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	869	/model.19/m.0/m/m.0/cv2/conv/Conv	model.19.m.0.m.0.cv2.conv.weight	32x32x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	881	/model.19/m.0/m/m.1/cv1/conv/Conv	model.19.m.0.m.1.cv1.conv.weight	32x32x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	890	/model.19/m.0/m/m.1/cv2/conv/Conv	model.19.m.0.m.1.cv2.conv.weight	32x32x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	905	/model.19/m.0/cv3/conv/Conv	model.19.m.0.cv3.conv.weight	64x64x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	917	/model.19/cv2/conv/Conv	model.19.cv2.conv.weight	128x192x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	926	/model.20/conv/Conv	model.20.conv.weight	128x128x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	927	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv	model.23.one2one_cv2.1.0.conv.weight	16x128x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	928	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/conv/Conv	model.23.one2one_cv3.1.0.0.conv.weight	128x1x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	954	/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv	model.23.one2one_cv2.1.1.conv.weight	16x16x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	955	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv	model.23.one2one_cv3.1.0.1.conv.weight	80x128x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	962	/model.22/cv1/conv/Conv	model.22.cv1.conv.weight	256x384x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	981	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv	model.23.one2one_cv2.1.2.weight	4x16x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	982	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv	model.23.one2one_cv3.1.1.0.conv.weight	80x1x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	997	/model.22/m.0/m.0.0/cv1/conv/Conv	model.22.m.0.0.cv1.conv.weight	64x128x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	1004	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv	model.23.one2one_cv3.1.1.1.conv.weight	80x80x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	1015	/model.22/m.0/m.0.0/cv2/conv/Conv	model.22.m.0.0.cv2.conv.weight	128x64x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	1022	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv	model.23.one2one_cv3.1.2.weight	80x80x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	1033	/model.22/m.0/m.0.1/attn/qkv/conv/Conv	model.22.m.0.1.attn.qkv.conv.weight	256x128x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	1049	/model.22/m.0/m.0.1/attn/pe/conv/Conv	model.22.m.0.1.attn.pe.conv.weight	128x1x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	1068	/model.22/m.0/m.0.1/attn/proj/conv/Conv	model.22.m.0.1.attn.proj.conv.weight	128x128x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	1074	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv	model.22.m.0.1.ffn.0.conv.weight	256x128x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	1083	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv	model.22.m.0.1.ffn.1.conv.weight	128x256x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	1092	/model.22/cv2/conv/Conv	model.22.cv2.conv.weight	256x384x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	1101	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv	model.23.one2one_cv2.2.0.conv.weight	16x256x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	1102	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv	model.23.one2one_cv3.2.0.0.conv.weight	256x1x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	1119	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv	model.23.one2one_cv2.2.1.conv.weight	16x16x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	1120	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv	model.23.one2one_cv3.2.0.1.conv.weight	80x256x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	1137	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv	model.23.one2one_cv2.2.2.weight	4x16x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	1138	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv	model.23.one2one_cv3.2.1.0.conv.weight	80x1x3x3	3,3	3,3	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	1149	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv	model.23.one2one_cv3.2.1.1.conv.weight	80x80x1x1	1,1	1,1	pass
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	1158	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv	model.23.one2one_cv3.2.2.weight	80x80x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	106	/model.0/conv/Conv	model.0.conv.weight	16x3x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	115	/model.1/conv/Conv	model.1.conv.weight	32x16x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	124	/model.2/cv1/conv/Conv	model.2.cv1.conv.weight	32x32x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	138	/model.2/m.0/cv1/conv/Conv	model.2.m.0.cv1.conv.weight	8x16x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	147	/model.2/m.0/cv2/conv/Conv	model.2.m.0.cv2.conv.weight	16x8x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	162	/model.2/cv2/conv/Conv	model.2.cv2.conv.weight	64x48x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	171	/model.3/conv/Conv	model.3.conv.weight	64x64x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	180	/model.4/cv1/conv/Conv	model.4.cv1.conv.weight	64x64x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	194	/model.4/m.0/cv1/conv/Conv	model.4.m.0.cv1.conv.weight	16x32x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	203	/model.4/m.0/cv2/conv/Conv	model.4.m.0.cv2.conv.weight	32x16x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	218	/model.4/cv2/conv/Conv	model.4.cv2.conv.weight	128x96x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	227	/model.5/conv/Conv	model.5.conv.weight	128x128x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	236	/model.6/cv1/conv/Conv	model.6.cv1.conv.weight	128x128x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	250	/model.6/m.0/cv1/conv/Conv	model.6.m.0.cv1.conv.weight	32x64x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	251	/model.6/m.0/cv2/conv/Conv	model.6.m.0.cv2.conv.weight	32x64x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	268	/model.6/m.0/m/m.0/cv1/conv/Conv	model.6.m.0.m.0.cv1.conv.weight	32x32x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	277	/model.6/m.0/m/m.0/cv2/conv/Conv	model.6.m.0.m.0.cv2.conv.weight	32x32x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	289	/model.6/m.0/m/m.1/cv1/conv/Conv	model.6.m.0.m.1.cv1.conv.weight	32x32x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	298	/model.6/m.0/m/m.1/cv2/conv/Conv	model.6.m.0.m.1.cv2.conv.weight	32x32x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	313	/model.6/m.0/cv3/conv/Conv	model.6.m.0.cv3.conv.weight	64x64x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	325	/model.6/cv2/conv/Conv	model.6.cv2.conv.weight	128x192x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	334	/model.7/conv/Conv	model.7.conv.weight	256x128x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	343	/model.8/cv1/conv/Conv	model.8.cv1.conv.weight	256x256x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	357	/model.8/m.0/cv1/conv/Conv	model.8.m.0.cv1.conv.weight	64x128x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	358	/model.8/m.0/cv2/conv/Conv	model.8.m.0.cv2.conv.weight	64x128x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	375	/model.8/m.0/m/m.0/cv1/conv/Conv	model.8.m.0.m.0.cv1.conv.weight	64x64x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	384	/model.8/m.0/m/m.0/cv2/conv/Conv	model.8.m.0.m.0.cv2.conv.weight	64x64x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	396	/model.8/m.0/m/m.1/cv1/conv/Conv	model.8.m.0.m.1.cv1.conv.weight	64x64x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	405	/model.8/m.0/m/m.1/cv2/conv/Conv	model.8.m.0.m.1.cv2.conv.weight	64x64x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	420	/model.8/m.0/cv3/conv/Conv	model.8.m.0.cv3.conv.weight	128x128x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	432	/model.8/cv2/conv/Conv	model.8.cv2.conv.weight	256x384x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	441	/model.9/cv1/conv/Conv	model.9.cv1.conv.weight	128x256x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	454	/model.9/cv2/conv/Conv	model.9.cv2.conv.weight	256x512x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	466	/model.10/cv1/conv/Conv	model.10.cv1.conv.weight	256x256x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	480	/model.10/m/m.0/attn/qkv/conv/Conv	model.10.m.0.attn.qkv.conv.weight	256x128x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	496	/model.10/m/m.0/attn/pe/conv/Conv	model.10.m.0.attn.pe.conv.weight	128x1x3x3	3,3	3,3	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	515	/model.10/m/m.0/attn/proj/conv/Conv	model.10.m.0.attn.proj.conv.weight	128x128x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	521	/model.10/m/m.0/ffn/ffn.0/conv/Conv	model.10.m.0.ffn.0.conv.weight	256x128x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	530	/model.10/m/m.0/ffn/ffn.1/conv/Conv	model.10.m.0.ffn.1.conv.weight	128x256x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	539	/model.10/cv2/conv/Conv	model.10.cv2.conv.weight	256x256x1x1	1,1	1,1	pass
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	554	/model.13/cv1/conv/Conv	model.13.cv1.conv.weight	128x384x1x1	1,1	1,1	pass
