mode	index	buffer_index	buffer_count	sequence	kernel_timestamp_sec	kernel_timestamp_usec	kernel_timestamp_ns	timestamp_clock	timestamp_source	bytesused	flags_hex	dqbuf_return_monotonic_ns	wait_us	requeue_us	sequence_gap
1280x720-mjpg	119	3	4	119	144382	38542	144382038542000	monotonic	soe	154906	0x12001	144382074597204	35960	2	0
1280x720-mjpg	120	0	4	120	144382	74534	144382074534000	monotonic	soe	155139	0x12001	144382106608071	32001	2	0
1280x720-mjpg	121	1	4	121	144382	106540	144382106540000	monotonic	soe	154984	0x12001	144382138622939	32004	3	0
1280x720-mjpg	122	2	4	122	144382	138544	144382138544000	monotonic	soe	154897	0x12001	144382174598566	35926	2	0
1280x720-mjpg	123	3	4	123	144382	174536	144382174536000	monotonic	soe	155143	0x12001	144382206613517	32005	2	0
1280x720-mjpg	124	0	4	124	144382	206541	144382206541000	monotonic	soe	155133	0x12001	144382238624218	32001	2	0
1280x720-mjpg	125	1	4	125	144382	238545	144382238545000	monotonic	soe	154880	0x12001	144382274597595	35963	2	0
1280x720-mjpg	126	2	4	126	144382	274537	144382274537000	monotonic	soe	155439	0x12001	144382306608588	32002	2	0
1280x720-mjpg	127	3	4	127	144382	306542	144382306542000	monotonic	soe	155133	0x12001	144382338630581	32012	2	0
1280x720-mjpg	128	0	4	128	144382	338546	144382338546000	monotonic	soe	155351	0x12001	144382374600416	35960	2	0
1280x720-mjpg	129	1	4	129	144382	374538	144382374538000	monotonic	soe	155243	0x12001	144382406610534	32001	3	0
1280x720-mjpg	130	2	4	130	144382	406543	144382406543000	monotonic	soe	155675	0x12001	144382438701236	32081	10	0
1280x720-mjpg	131	3	4	131	144382	438570	144382438570000	monotonic	soe	155307	0x12001	144382474619779	35889	6	0
1280x720-mjpg	132	0	4	132	144382	474541	144382474541000	monotonic	soe	155518	0x12001	144382506622188	31983	3	0
1280x720-mjpg	133	1	4	133	144382	506545	144382506545000	monotonic	soe	154765	0x12001	144382538643181	32008	3	0
1280x720-mjpg	134	2	4	134	144382	538549	144382538549000	monotonic	soe	155309	0x12001	144382574604349	35949	3	0
1280x720-mjpg	135	3	4	135	144382	574540	144382574540000	monotonic	soe	155290	0x12001	144382606620467	32004	3	0
1280x720-mjpg	136	0	4	136	144382	606546	144382606546000	monotonic	soe	155483	0x12001	144382638632501	32001	2	0
1280x720-mjpg	137	1	4	137	144382	638550	144382638550000	monotonic	soe	155320	0x12001	144382674605628	35963	2	0
1280x720-mjpg	138	2	4	138	144382	674542	144382674542000	monotonic	soe	155621	0x12001	144382706621204	32006	2	0
1280x720-mjpg	139	3	4	139	144382	706548	144382706548000	monotonic	soe	155472	0x12001	144382738630239	31999	3	0
1280x720-mjpg	140	0	4	140	144382	738551	144382738551000	monotonic	soe	155268	0x12001	144382774604282	35963	2	0
1280x720-mjpg	141	1	4	141	144382	774543	144382774543000	monotonic	soe	155203	0x12001	144382806620733	32007	3	0
1280x720-mjpg	142	2	4	142	144382	806548	144382806548000	monotonic	soe	155300	0x12001	144382838631059	31999	2	0
1280x720-mjpg	143	3	4	143	144382	838552	144382838552000	monotonic	soe	155618	0x12001	144382874608020	35968	2	0
1280x720-mjpg	144	0	4	144	144382	874545	144382874545000	monotonic	soe	155287	0x12001	144382906623304	32005	2	0
1280x720-mjpg	145	1	4	145	144382	906550	144382906550000	monotonic	soe	155200	0x12001	144382938630422	31997	2	0
1280x720-mjpg	146	2	4	146	144382	938555	144382938555000	monotonic	soe	155742	0x12001	144382974615132	35975	4	0
1280x720-mjpg	147	3	4	147	144382	974545	144382974545000	monotonic	soe	155528	0x12001	144383006627000	31998	3	0
1280x720-mjpg	148	0	4	148	144383	6551	144383006551000	monotonic	soe	155295	0x12001	144383038636659	31998	2	0
1280x720-mjpg	149	1	4	149	144383	38555	144383038555000	monotonic	soe	155170	0x12001	144383074609536	35962	3	0
1280x720-mjpg	150	2	4	150	144383	74546	144383074546000	monotonic	soe	155266	0x12001	144383106673155	32053	12	0
1280x720-mjpg	151	3	4	151	144383	106556	144383106556000	monotonic	soe	155036	0x12001	144383138650064	31940	4	0
1280x720-mjpg	152	0	4	152	144383	138557	144383138557000	monotonic	soe	155338	0x12001	144383174615732	35951	3	0
1280x720-mjpg	153	1	4	153	144383	174548	144383174548000	monotonic	soe	155247	0x12001	144383206624266	31996	3	0
1280x720-mjpg	154	2	4	154	144383	206552	144383206552000	monotonic	soe	155474	0x12001	144383238636842	32001	2	0
1280x720-mjpg	155	3	4	155	144383	238558	144383238558000	monotonic	soe	155621	0x12001	144383274613386	35966	3	0
1280x720-mjpg	156	0	4	156	144383	274549	144383274549000	monotonic	soe	155233	0x12001	144383306627587	32003	2	0
1280x720-mjpg	157	1	4	157	144383	306554	144383306554000	monotonic	soe	155480	0x12001	144383338639330	32002	2	0
1280x720-mjpg	158	2	4	158	144383	338559	144383338559000	monotonic	soe	155510	0x12001	144383374613707	35964	2	0
1280x720-mjpg	159	3	4	159	144383	374550	144383374550000	monotonic	soe	155466	0x12001	144383406625574	32001	3	0
1280x720-mjpg	160	0	4	160	144383	406556	144383406556000	monotonic	soe	155310	0x12001	144383438680151	32044	3	0
1280x720-mjpg	161	1	4	161	144383	438601	144383438601000	monotonic	soe	155261	0x12001	144383474616652	35927	3	0
1280x720-mjpg	162	2	4	162	144383	474552	144383474552000	monotonic	soe	155195	0x12001	144383506629645	32002	2	0
1280x720-mjpg	163	3	4	163	144383	506557	144383506557000	monotonic	soe	155185	0x12001	144383538682347	32042	3	0
1280x720-mjpg	164	0	4	164	144383	538602	144383538602000	monotonic	soe	155625	0x12001	144383574615348	35923	3	0
1280x720-mjpg	165	1	4	165	144383	574553	144383574553000	monotonic	soe	155587	0x12001	144383606628841	32003	2	0
1280x720-mjpg	166	2	4	166	144383	606558	144383606558000	monotonic	soe	155451	0x12001	144383638675459	32037	2	0
1280x720-mjpg	167	3	4	167	144383	638601	144383638601000	monotonic	soe	155418	0x12001	144383674617294	35932	3	0
1280x720-mjpg	168	0	4	168	144383	674555	144383674555000	monotonic	soe	155796	0x12001	144383706632662	32005	3	0
1280x720-mjpg	169	1	4	169	144383	706560	144383706560000	monotonic	soe	155363	0x12001	144383738690655	32046	3	0
1280x720-mjpg	170	2	4	170	144383	738605	144383738605000	monotonic	soe	155305	0x12001	144383774630323	35813	5	0
1280x720-mjpg	171	3	4	171	144383	774555	144383774555000	monotonic	soe	155150	0x12001	144383806632399	31988	3	0
1280x720-mjpg	172	0	4	172	144383	806561	144383806561000	monotonic	soe	155368	0x12001	144383838682934	32039	3	0
1280x720-mjpg	173	1	4	173	144383	838603	144383838603000	monotonic	soe	155224	0x12001	144383874621268	35927	3	0
1280x720-mjpg	174	2	4	174	144383	874557	144383874557000	monotonic	soe	155557	0x12001	144383906629595	31998	2	0
1280x720-mjpg	175	3	4	175	144383	906562	144383906562000	monotonic	soe	155594	0x12001	144383938692088	32052	2	0
1280x720-mjpg	176	0	4	176	144383	938607	144383938607000	monotonic	soe	155527	0x12001	144383974620922	35919	3	0
1280x720-mjpg	177	1	4	177	144383	974559	144383974559000	monotonic	soe	155549	0x12001	144384006639540	32008	3	0
1280x720-mjpg	178	2	4	178	144384	6567	144384006567000	monotonic	soe	155491	0x12001	144384038683575	32033	2	0
1280x720-mjpg	179	3	4	179	144384	38609	144384038609000	monotonic	soe	155674	0x12001	144384074622910	35929	2	0
1280x720-mjpg	180	0	4	180	144384	74560	144384074560000	monotonic	soe	155810	0x12001	144384106631778	31999	2	0
1280x720-mjpg	181	1	4	181	144384	106564	144384106564000	monotonic	soe	155570	0x12001	144384138687229	32046	2	0
1280x720-mjpg	182	2	4	182	144384	138611	144384138611000	monotonic	soe	155324	0x12001	144384174623981	35927	5	0
1280x720-mjpg	183	3	4	183	144384	174561	144384174561000	monotonic	soe	155542	0x12001	144384206636640	31999	2	0
1280x720-mjpg	184	0	4	184	144384	206566	144384206566000	monotonic	soe	155569	0x12001	144384238682300	32035	3	0
1280x720-mjpg	185	1	4	185	144384	238607	144384238607000	monotonic	soe	155701	0x12001	144384274623176	35930	2	0
1280x720-mjpg	186	2	4	186	144384	274563	144384274563000	monotonic	soe	155761	0x12001	144384306638086	32005	2	0
1280x720-mjpg	187	3	4	187	144384	306567	144384306567000	monotonic	soe	155283	0x12001	144384338724329	32076	10	0
1280x720-mjpg	188	0	4	188	144384	338611	144384338611000	monotonic	soe	155771	0x12001	144384374631789	35877	3	0
1280x720-mjpg	189	1	4	189	144384	374564	144384374564000	monotonic	soe	155617	0x12001	144384406643531	31998	3	0
1280x720-mjpg	190	2	4	190	144384	406569	144384406569000	monotonic	soe	155850	0x12001	144384438693941	32039	3	0
1280x720-mjpg	191	3	4	191	144384	438615	144384438615000	monotonic	soe	155751	0x12001	144384474624818	35920	3	0
1280x720-mjpg	192	0	4	192	144384	474564	144384474564000	monotonic	soe	155710	0x12001	144384506638560	32003	2	0
1280x720-mjpg	193	1	4	193	144384	506569	144384506569000	monotonic	soe	155564	0x12001	144384538698387	32050	2	0
1280x720-mjpg	194	2	4	194	144384	538618	144384538618000	monotonic	soe	155125	0x12001	144384574631180	35923	2	0
1280x720-mjpg	195	3	4	195	144384	574568	144384574568000	monotonic	soe	155566	0x12001	144384606641589	32001	2	0
1280x720-mjpg	196	0	4	196	144384	606571	144384606571000	monotonic	soe	155645	0x12001	144384638690291	32039	2	0
1280x720-mjpg	197	1	4	197	144384	638613	144384638613000	monotonic	soe	155730	0x12001	144384674595958	35896	3	0
1280x720-mjpg	198	2	4	198	144384	674574	144384674574000	monotonic	soe	155535	0x12001	144384706641618	32035	2	0
1280x720-mjpg	199	3	4	199	144384	706572	144384706572000	monotonic	soe	155462	0x12001	144384738700903	32050	3	0
1280x720-mjpg	200	0	4	200	144384	738614	144384738614000	monotonic	soe	155502	0x12001	144384774595696	35885	2	0
1280x720-mjpg	201	1	4	201	144384	774575	144384774575000	monotonic	soe	155795	0x12001	144384806641314	32036	2	0
1280x720-mjpg	202	2	4	202	144384	806573	144384806573000	monotonic	soe	155059	0x12001	144384838660932	32010	2	0
1280x720-mjpg	203	3	4	203	144384	838578	144384838578000	monotonic	soe	155946	0x12001	144384874594641	35924	2	0
1280x720-mjpg	204	0	4	204	144384	874575	144384874575000	monotonic	soe	155716	0x12001	144384906640843	32036	2	0
1280x720-mjpg	205	1	4	205	144384	906574	144384906574000	monotonic	soe	155230	0x12001	144384938660961	32010	2	0
1280x720-mjpg	206	2	4	206	144384	938579	144384938579000	monotonic	soe	155859	0x12001	144384974601587	35891	3	0
1280x720-mjpg	207	3	4	207	144384	974578	144384974578000	monotonic	soe	155764	0x12001	144385006658789	32047	4	0
1280x720-mjpg	208	0	4	208	144385	6577	144385006577000	monotonic	soe	155785	0x12001	144385038662406	31989	3	0
1280x720-mjpg	209	1	4	209	144385	38581	144385038581000	monotonic	soe	155695	0x12001	144385070698816	32025	3	0
1280x720-mjpg	210	2	4	210	144385	74573	144385074573000	monotonic	soe	155641	0x12001	144385106654901	35946	2	0
1280x720-mjpg	211	3	4	211	144385	106578	144385106578000	monotonic	soe	155854	0x12001	144385138668102	32002	3	0
1280x720-mjpg	212	0	4	212	144385	138581	144385138581000	monotonic	soe	155530	0x12001	144385170697262	32019	2	0
1280x720-mjpg	213	1	4	213	144385	174574	144385174574000	monotonic	soe	155745	0x12001	144385206651097	35944	2	0
1280x720-mjpg	214	2	4	214	144385	206578	144385206578000	monotonic	soe	155676	0x12001	144385238660464	31999	2	0
1280x720-mjpg	215	3	4	215	144385	238582	144385238582000	monotonic	soe	155313	0x12001	144385270712416	32042	2	0
1280x720-mjpg	216	0	4	216	144385	274575	144385274575000	monotonic	soe	155746	0x12001	144385306648834	35926	3	0
1280x720-mjpg	217	1	4	217	144385	306580	144385306580000	monotonic	soe	155737	0x12001	144385338665410	32007	3	0
1280x720-mjpg	218	2	4	218	144385	338584	144385338584000	monotonic	soe	155836	0x12001	144385370705153	32030	2	0
1280x720-mjpg	219	3	4	219	144385	374575	144385374575000	monotonic	soe	155764	0x12001	144385406653071	35939	2	0
1280x720-mjpg	220	0	4	220	144385	406581	144385406581000	monotonic	soe	155932	0x12001	144385438668022	32005	2	0
1280x720-mjpg	221	1	4	221	144385	438588	144385438588000	monotonic	soe	155887	0x12001	144385470704349	32027	2	0
1280x720-mjpg	222	2	4	222	144385	474577	144385474577000	monotonic	soe	155706	0x12001	144385506651434	35938	3	0
1280x720-mjpg	223	3	4	223	144385	506583	144385506583000	monotonic	soe	155795	0x12001	144385538669801	32009	2	0
1280x720-mjpg	224	0	4	224	144385	538587	144385538587000	monotonic	soe	155849	0x12001	144385570709669	32030	2	0
1280x720-mjpg	225	1	4	225	144385	574577	144385574577000	monotonic	soe	155922	0x12001	144385606699088	35980	11	0
1280x720-mjpg	226	2	4	226	144385	606585	144385606585000	monotonic	soe	155950	0x12001	144385638684164	31950	4	0
1280x720-mjpg	227	3	4	227	144385	638588	144385638588000	monotonic	soe	155476	0x12001	144385670712532	32016	2	0
1280x720-mjpg	228	0	4	228	144385	674580	144385674580000	monotonic	soe	155854	0x12001	144385706661241	35938	3	0
1280x720-mjpg	229	1	4	229	144385	706585	144385706585000	monotonic	soe	155924	0x12001	144385738675026	32002	3	0
1280x720-mjpg	230	2	4	230	144385	738589	144385738589000	monotonic	soe	155967	0x12001	144385770726727	32041	4	0
1280x720-mjpg	231	3	4	231	144385	774581	144385774581000	monotonic	soe	155753	0x12001	144385806658895	35918	3	0
1280x720-mjpg	232	0	4	232	144385	806587	144385806587000	monotonic	soe	155885	0x12001	144385838674180	32003	2	0
