arm	block	cycle	position	sample	total_us	pure_executor_us	process_cpu_us	voluntary_cs	involuntary_cs	output_hash	affinity_ok	cpu4_7_ime_count
stage57	3	37	3	676	133526	130817	665577	0	2	0xd43f5e018b415631	1	0
stage58	3	38	0	677	133297	131119	658484	0	0	0xd43f5e018b415631	1	0
stage57	3	38	1	677	133874	130711	668991	0	0	0xd43f5e018b415631	1	0
stage57	3	38	2	678	133304	131150	660015	0	2	0xd43f5e018b415631	1	0
stage58	3	38	3	678	133081	130854	653813	1	0	0xd43f5e018b415631	1	0
stage57	3	39	0	679	133105	130773	664638	0	0	0xd43f5e018b415631	1	0
stage58	3	39	1	679	135722	131220	677973	0	1	0xd43f5e018b415631	1	0
stage58	3	39	2	680	133405	131237	660030	0	0	0xd43f5e018b415631	1	0
stage57	3	39	3	680	133883	130579	654045	0	0	0xd43f5e018b415631	1	0
stage58	3	40	0	681	135364	131015	662900	0	1	0xd43f5e018b415631	1	0
stage57	3	40	1	681	132675	130445	661894	3	0	0xd43f5e018b415631	1	0
stage57	3	40	2	682	132817	130669	658499	0	1	0xd43f5e018b415631	1	0
stage58	3	40	3	682	133174	130997	654806	0	0	0xd43f5e018b415631	1	0
stage57	3	41	0	683	132376	130112	648330	3	1	0xd43f5e018b415631	1	0
stage58	3	41	1	683	133328	130961	662932	0	1	0xd43f5e018b415631	1	0
stage58	3	41	2	684	133612	131442	657115	0	0	0xd43f5e018b415631	1	0
stage57	3	41	3	684	132481	130281	648674	0	1	0xd43f5e018b415631	1	0
stage58	3	42	0	685	133326	131099	662753	1	0	0xd43f5e018b415631	1	0
stage57	3	42	1	685	134877	130893	674023	0	2	0xd43f5e018b415631	1	0
stage57	3	42	2	686	132990	130524	659946	0	0	0xd43f5e018b415631	1	0
stage58	3	42	3	686	134718	131092	672892	0	0	0xd43f5e018b415631	1	0
stage57	3	43	0	687	134688	130503	661069	0	1	0xd43f5e018b415631	1	0
stage58	3	43	1	687	133033	130787	663784	3	0	0xd43f5e018b415631	1	0
stage58	3	43	2	688	133562	131062	659411	0	0	0xd43f5e018b415631	1	0
stage57	3	43	3	688	133703	130448	668396	0	1	0xd43f5e018b415631	1	0
stage58	3	44	0	689	133513	131310	660623	1	0	0xd43f5e018b415631	1	0
stage57	3	44	1	689	133756	130428	653894	0	1	0xd43f5e018b415631	1	0
stage57	3	44	2	690	133085	130910	661430	1	0	0xd43f5e018b415631	1	0
stage58	3	44	3	690	135401	131397	674476	0	1	0xd43f5e018b415631	1	0
stage57	3	45	0	691	134321	130350	659015	0	0	0xd43f5e018b415631	1	0
stage58	3	45	1	691	133894	131347	664403	0	0	0xd43f5e018b415631	1	0
stage58	3	45	2	692	133465	130979	655676	0	0	0xd43f5e018b415631	1	0
stage57	3	45	3	692	132894	130544	664313	1	0	0xd43f5e018b415631	1	0
stage58	3	46	0	693	133087	130907	659996	2	2	0xd43f5e018b415631	1	0
stage57	3	46	1	693	132871	130691	654487	1	0	0xd43f5e018b415631	1	0
stage57	3	46	2	694	133369	130986	666536	0	1	0xd43f5e018b415631	1	0
stage58	3	46	3	694	133700	131480	660611	3	0	0xd43f5e018b415631	1	0
stage57	3	47	0	695	132993	130783	652256	1	0	0xd43f5e018b415631	1	0
stage58	3	47	1	695	133858	131547	664285	1	0	0xd43f5e018b415631	1	0
stage58	3	47	2	696	133659	131492	655714	0	3	0xd43f5e018b415631	1	0
stage57	3	47	3	696	133029	130506	663717	0	0	0xd43f5e018b415631	1	0
stage58	3	48	0	697	135163	131040	660855	0	1	0xd43f5e018b415631	1	0
stage57	3	48	1	697	132995	130820	661200	0	0	0xd43f5e018b415631	1	0
stage57	3	48	2	698	133357	131208	656768	0	1	0xd43f5e018b415631	1	0
stage58	3	48	3	698	133366	131114	666450	2	0	0xd43f5e018b415631	1	0
stage57	3	49	0	699	132326	130148	659143	0	0	0xd43f5e018b415631	1	0
stage58	3	49	1	699	134918	130959	659602	0	0	0xd43f5e018b415631	1	0
stage58	3	49	2	700	133374	130879	661596	0	0	0xd43f5e018b415631	1	0
stage57	3	49	3	700	134010	130487	655591	0	2	0xd43f5e018b415631	1	0
stage58	3	50	0	701	133377	131172	662162	1	0	0xd43f5e018b415631	1	0
stage57	3	50	1	701	132546	130383	654993	0	0	0xd43f5e018b415631	1	0
stage57	3	50	2	702	132532	130089	651940	0	1	0xd43f5e018b415631	1	0
stage58	3	50	3	702	134612	131857	667078	0	0	0xd43f5e018b415631	1	0
stage57	3	51	0	703	132839	130513	654014	0	0	0xd43f5e018b415631	1	0
stage58	3	51	1	703	133144	130909	650023	0	1	0xd43f5e018b415631	1	0
stage58	3	51	2	704	133510	131333	660890	0	0	0xd43f5e018b415631	1	0
stage57	3	51	3	704	134233	130857	670660	1	1	0xd43f5e018b415631	1	0
stage58	3	52	0	705	135697	131465	678413	0	0	0xd43f5e018b415631	1	0
stage57	3	52	1	705	134710	130448	661770	0	1	0xd43f5e018b415631	1	0
stage57	3	52	2	706	132654	130332	648112	0	0	0xd43f5e018b415631	1	0
stage58	3	52	3	706	134769	131195	662579	0	0	0xd43f5e018b415631	1	0
stage57	3	53	0	707	132422	130219	648288	0	0	0xd43f5e018b415631	1	0
stage58	3	53	1	707	133763	131508	663044	1	0	0xd43f5e018b415631	1	0
stage58	3	53	2	708	133741	131444	655117	0	2	0xd43f5e018b415631	1	0
stage57	3	53	3	708	132827	130581	662434	1	0	0xd43f5e018b415631	1	0
stage58	3	54	0	709	133398	131185	658754	3	1	0xd43f5e018b415631	1	0
stage57	3	54	1	709	132654	130423	651637	2	0	0xd43f5e018b415631	1	0
stage57	3	54	2	710	132931	130735	664540	0	0	0xd43f5e018b415631	1	0
stage58	3	54	3	710	135177	130893	662232	0	0	0xd43f5e018b415631	1	0
stage57	3	55	0	711	133019	130797	662414	0	1	0xd43f5e018b415631	1	0
stage58	3	55	1	711	133390	131197	657885	2	0	0xd43f5e018b415631	1	0
stage58	3	55	2	712	133493	131079	667658	0	1	0xd43f5e018b415631	1	0
stage57	3	55	3	712	135075	130785	662320	0	0	0xd43f5e018b415631	1	0
stage58	3	56	0	713	133320	131097	663340	0	1	0xd43f5e018b415631	1	0
stage57	3	56	1	713	133024	130542	656962	0	0	0xd43f5e018b415631	1	0
stage57	3	56	2	714	132903	130699	651887	0	0	0xd43f5e018b415631	1	0
stage58	3	56	3	714	133438	131176	663868	3	0	0xd43f5e018b415631	1	0
stage57	3	57	0	715	132861	130693	656660	1	2	0xd43f5e018b415631	1	0
stage58	3	57	1	715	134579	131163	670028	0	2	0xd43f5e018b415631	1	0
stage58	3	57	2	716	133661	131470	658093	0	0	0xd43f5e018b415631	1	0
stage57	3	57	3	716	133581	130678	666468	0	1	0xd43f5e018b415631	1	0
stage58	3	58	0	717	133601	131136	659382	1	0	0xd43f5e018b415631	1	0
stage57	3	58	1	717	133508	131296	652016	0	0	0xd43f5e018b415631	1	0
stage57	3	58	2	718	132922	130766	660400	0	0	0xd43f5e018b415631	1	0
stage58	3	58	3	718	133429	131240	656339	0	1	0xd43f5e018b415631	1	0
stage57	3	59	0	719	133637	130881	666020	0	0	0xd43f5e018b415631	1	0
stage58	3	59	1	719	135376	131358	676245	1	1	0xd43f5e018b415631	1	0
stage58	3	59	2	720	133686	131226	660390	0	0	0xd43f5e018b415631	1	0
stage57	3	59	3	720	133215	130322	652291	0	1	0xd43f5e018b415631	1	0
stage58	3	60	0	721	133536	131317	662923	0	0	0xd43f5e018b415631	1	0
stage57	3	60	1	721	133249	130776	655656	0	0	0xd43f5e018b415631	1	0
stage57	3	60	2	722	132308	130108	648926	0	0	0xd43f5e018b415631	1	0
stage58	3	60	3	722	133779	131303	664253	0	0	0xd43f5e018b415631	1	0
stage57	3	61	0	723	134554	130900	656943	1	2	0xd43f5e018b415631	1	0
stage58	3	61	1	723	133250	131047	660513	2	0	0xd43f5e018b415631	1	0
stage58	3	61	2	724	133357	131169	654533	0	1	0xd43f5e018b415631	1	0
stage57	3	61	3	724	132853	130649	663772	0	0	0xd43f5e018b415631	1	0
stage58	3	62	0	725	134606	131021	661288	1	0	0xd43f5e018b415631	1	0
stage57	3	62	1	725	133250	130645	664631	1	0	0xd43f5e018b415631	1	0
stage57	3	62	2	726	132985	130517	658599	0	1	0xd43f5e018b415631	1	0
stage58	3	62	3	726	133112	130890	653953	0	0	0xd43f5e018b415631	1	0
stage57	3	63	0	727	133606	131275	665049	1	1	0xd43f5e018b415631	1	0
stage58	3	63	1	727	135150	131242	675370	1	0	0xd43f5e018b415631	1	0
stage58	3	63	2	728	133690	131223	660531	0	1	0xd43f5e018b415631	1	0
stage57	3	63	3	728	133606	130417	652834	0	0	0xd43f5e018b415631	1	0
stage58	3	64	0	729	133582	131397	661368	1	0	0xd43f5e018b415631	1	0
stage57	3	64	1	729	132996	130781	653623	0	0	0xd43f5e018b415631	1	0
stage57	3	64	2	730	132559	130368	648420	0	0	0xd43f5e018b415631	1	0
stage58	3	64	3	730	133599	131386	662201	0	2	0xd43f5e018b415631	1	0
stage57	3	65	0	731	133567	131071	655055	0	0	0xd43f5e018b415631	1	0
stage58	3	65	1	731	133584	131059	663877	1	1	0xd43f5e018b415631	1	0
stage58	3	65	2	732	133105	130926	656256	0	1	0xd43f5e018b415631	1	0
stage57	3	65	3	732	133723	130736	667617	0	0	0xd43f5e018b415631	1	0
stage58	3	66	0	733	135368	131183	661560	0	0	0xd43f5e018b415631	1	0
stage57	3	66	1	733	132786	130621	660387	0	1	0xd43f5e018b415631	1	0
stage57	3	66	2	734	133093	130620	656771	0	2	0xd43f5e018b415631	1	0
stage58	3	66	3	734	134342	131252	668775	0	1	0xd43f5e018b415631	1	0
stage57	3	67	0	735	134303	130417	658589	0	0	0xd43f5e018b415631	1	0
stage58	3	67	1	735	133422	131164	663532	3	1	0xd43f5e018b415631	1	0
stage58	3	67	2	736	133828	131657	657598	0	0	0xd43f5e018b415631	1	0
stage57	3	67	3	736	133105	130594	664658	0	0	0xd43f5e018b415631	1	0
stage58	3	68	0	737	133663	131490	659971	1	0	0xd43f5e018b415631	1	0
stage57	3	68	1	737	133779	130673	668555	1	0	0xd43f5e018b415631	1	0
stage57	3	68	2	738	133429	131001	660190	0	2	0xd43f5e018b415631	1	0
stage58	3	68	3	738	133853	131642	654156	0	0	0xd43f5e018b415631	1	0
stage57	3	69	0	739	132758	130594	660617	0	1	0xd43f5e018b415631	1	0
stage58	3	69	1	739	135131	131256	675154	1	0	0xd43f5e018b415631	1	0
stage58	3	69	2	740	133683	131187	660358	0	1	0xd43f5e018b415631	1	0
stage57	3	69	3	740	133677	130504	652844	0	1	0xd43f5e018b415631	1	0
stage58	3	70	0	741	135047	130716	662505	1	0	0xd43f5e018b415631	1	0
stage57	3	70	1	741	132628	130342	662997	0	0	0xd43f5e018b415631	1	0
stage57	3	70	2	742	132796	130640	659778	0	1	0xd43f5e018b415631	1	0
stage58	3	70	3	742	133458	131276	656497	0	0	0xd43f5e018b415631	1	0
stage57	3	71	0	743	132997	130789	649248	2	1	0xd43f5e018b415631	1	0
stage58	3	71	1	743	133583	131393	660917	0	0	0xd43f5e018b415631	1	0
stage58	3	71	2	744	133790	131559	653989	1	0	0xd43f5e018b415631	1	0
stage57	3	71	3	744	133234	130761	661416	0	0	0xd43f5e018b415631	1	0
stage58	3	72	0	745	134366	130706	656607	0	0	0xd43f5e018b415631	1	0
stage57	3	72	1	745	135305	130939	662948	0	2	0xd43f5e018b415631	1	0
stage57	3	72	2	746	132988	130802	662743	0	0	0xd43f5e018b415631	1	0
stage58	3	72	3	746	133911	131709	658739	1	1	0xd43f5e018b415631	1	0
stage57	3	73	0	747	133327	130570	665721	1	0	0xd43f5e018b415631	1	0
stage58	3	73	1	747	135410	131217	661670	0	0	0xd43f5e018b415631	1	0
stage58	3	73	2	748	134041	131862	661635	1	0	0xd43f5e018b415631	1	0
stage57	3	73	3	748	132412	130051	650889	3	1	0xd43f5e018b415631	1	0
stage58	3	74	0	749	133758	131378	665811	1	0	0xd43f5e018b415631	1	0
stage57	3	74	1	749	134652	130768	658749	0	1	0xd43f5e018b415631	1	0
stage57	3	74	2	750	132903	130715	661540	1	0	0xd43f5e018b415631	1	0
stage58	3	74	3	750	133621	131448	657794	0	1	0xd43f5e018b415631	1	0
stage57	3	75	0	751	132390	130193	649257	0	0	0xd43f5e018b415631	1	0
stage58	3	75	1	751	133221	130996	663662	0	0	0xd43f5e018b415631	1	0
stage58	3	75	2	752	133531	131369	658282	0	0	0xd43f5e018b415631	1	0
stage57	3	75	3	752	133174	130231	650942	0	0	0xd43f5e018b415631	1	0
stage58	3	76	0	753	136283	131473	680299	1	4	0xd43f5e018b415631	1	0
stage57	3	76	1	753	133465	131260	659742	0	0	0xd43f5e018b415631	1	0
stage57	3	76	2	754	132705	130515	652261	0	1	0xd43f5e018b415631	1	0
stage58	3	76	3	754	133707	131466	665439	0	0	0xd43f5e018b415631	1	0
stage57	3	77	0	755	133136	130868	657169	1	0	0xd43f5e018b415631	1	0
stage58	3	77	1	755	134317	131214	668933	1	0	0xd43f5e018b415631	1	0
stage58	3	77	2	756	133390	130925	657922	0	1	0xd43f5e018b415631	1	0
stage57	3	77	3	756	133662	130879	667825	0	0	0xd43f5e018b415631	1	0
stage58	3	78	0	757	133679	131489	660285	1	1	0xd43f5e018b415631	1	0
stage57	3	78	1	757	132679	130456	651765	1	0	0xd43f5e018b415631	1	0
stage57	3	78	2	758	132786	130589	648304	1	1	0xd43f5e018b415631	1	0
stage58	3	78	3	758	135453	131127	662835	0	0	0xd43f5e018b415631	1	0
stage57	3	79	0	759	132744	130518	661380	3	0	0xd43f5e018b415631	1	0
stage58	3	79	1	759	133785	131593	658635	0	0	0xd43f5e018b415631	1	0
stage58	3	79	2	760	133276	131061	666090	0	1	0xd43f5e018b415631	1	0
stage57	3	79	3	760	133115	130960	659980	1	1	0xd43f5e018b415631	1	0
stage58	3	80	0	761	133496	131310	655128	0	0	0xd43f5e018b415631	1	0
stage57	3	80	1	761	132826	130538	663529	2	1	0xd43f5e018b415631	1	0
stage57	3	80	2	762	133346	130890	659973	0	0	0xd43f5e018b415631	1	0
stage58	3	80	3	762	133422	131191	653846	1	0	0xd43f5e018b415631	1	0
stage57	3	81	0	763	132837	130568	662624	0	1	0xd43f5e018b415631	1	0
stage58	3	81	1	763	135487	131392	677146	0	0	0xd43f5e018b415631	1	0
stage58	3	81	2	764	135503	131379	662492	0	0	0xd43f5e018b415631	1	0
stage57	3	81	3	764	132863	130705	660886	0	1	0xd43f5e018b415631	1	0
stage58	3	82	0	765	134759	130680	658435	1	1	0xd43f5e018b415631	1	0
stage57	3	82	1	765	133318	130834	660885	1	0	0xd43f5e018b415631	1	0
stage57	3	82	2	766	132659	130136	654116	0	0	0xd43f5e018b415631	1	0
stage58	3	82	3	766	134513	131386	668481	0	0	0xd43f5e018b415631	1	0
stage57	3	83	0	767	134363	130392	657385	1	0	0xd43f5e018b415631	1	0
stage58	3	83	1	767	133104	130883	661840	0	1	0xd43f5e018b415631	1	0
stage58	3	83	2	768	133698	131523	657102	0	1	0xd43f5e018b415631	1	0
stage57	3	83	3	768	133530	130817	665336	0	0	0xd43f5e018b415631	1	0
stage58	3	84	0	769	133620	131441	658411	0	1	0xd43f5e018b415631	1	0
stage57	3	84	1	769	133760	130726	667258	0	0	0xd43f5e018b415631	1	0
stage57	3	84	2	770	133062	130916	658780	0	0	0xd43f5e018b415631	1	0
stage58	3	84	3	770	133162	130919	653745	0	1	0xd43f5e018b415631	1	0
stage57	3	85	0	771	132712	130512	663790	0	0	0xd43f5e018b415631	1	0
stage58	3	85	1	771	133323	131154	660546	0	0	0xd43f5e018b415631	1	0
stage58	3	85	2	772	134612	131088	671631	0	1	0xd43f5e018b415631	1	0
stage57	3	85	3	772	134750	130335	660502	1	2	0xd43f5e018b415631	1	0
stage58	3	86	0	773	133392	131129	663268	0	1	0xd43f5e018b415631	1	0
stage57	3	86	1	773	133212	130741	656746	1	0	0xd43f5e018b415631	1	0
stage57	3	86	2	774	132732	130533	650555	0	0	0xd43f5e018b415631	1	0
stage58	3	86	3	774	133524	131273	663540	2	0	0xd43f5e018b415631	1	0
stage57	3	87	0	775	132633	130478	655739	1	0	0xd43f5e018b415631	1	0
stage58	3	87	1	775	133782	131301	653377	0	2	0xd43f5e018b415631	1	0
stage58	3	87	2	776	133027	130862	660669	0	0	0xd43f5e018b415631	1	0
stage57	3	87	3	776	134480	130795	657088	0	1	0xd43f5e018b415631	1	0
stage58	3	88	0	777	133590	131418	661332	0	0	0xd43f5e018b415631	1	0
stage57	3	88	1	777	132614	130379	653133	0	0	0xd43f5e018b415631	1	0
stage57	3	88	2	778	132970	130715	650177	0	1	0xd43f5e018b415631	1	0
stage58	3	88	3	778	133275	131046	661744	1	0	0xd43f5e018b415631	1	0
stage57	3	89	0	779	132939	130776	655491	0	1	0xd43f5e018b415631	1	0
stage58	3	89	1	779	133353	131130	651273	0	0	0xd43f5e018b415631	1	0
stage58	3	89	2	780	133729	131554	661310	0	1	0xd43f5e018b415631	1	0
stage57	3	89	3	780	132946	130703	652716	3	0	0xd43f5e018b415631	1	0
stage58	3	90	0	781	133342	131111	664455	2	0	0xd43f5e018b415631	1	0
stage57	3	90	1	781	134750	130700	659657	0	0	0xd43f5e018b415631	1	0
stage57	3	90	2	782	133117	130906	662209	0	0	0xd43f5e018b415631	1	0
stage58	3	90	3	782	134023	131814	657718	1	1	0xd43f5e018b415631	1	0
stage57	3	91	0	783	132868	130655	663589	1	1	0xd43f5e018b415631	1	0
stage58	3	91	1	783	133016	130834	659466	2	0	0xd43f5e018b415631	1	0
stage58	3	91	2	784	134924	131819	672320	1	2	0xd43f5e018b415631	1	0
stage57	3	91	3	784	133111	130892	658066	3	0	0xd43f5e018b415631	1	0
stage58	3	92	0	785	133607	131351	653034	2	0	0xd43f5e018b415631	1	0
stage57	3	92	1	785	132562	130400	660532	0	1	0xd43f5e018b415631	1	0
stage57	3	92	2	786	132826	130676	657788	0	0	0xd43f5e018b415631	1	0
stage58	3	92	3	786	133762	131530	654590	2	0	0xd43f5e018b415631	1	0
stage57	3	93	0	787	132713	130523	661560	1	1	0xd43f5e018b415631	1	0
stage58	3	93	1	787	135259	131192	676498	0	1	0xd43f5e018b415631	1	0
stage58	3	93	2	788	133669	131501	660970	0	0	0xd43f5e018b415631	1	0
stage57	3	93	3	788	134368	131125	670047	1	1	0xd43f5e018b415631	1	0
stage58	3	94	0	789	133459	131280	658888	0	0	0xd43f5e018b415631	1	0
stage57	3	94	1	789	133684	130584	668418	0	0	0xd43f5e018b415631	1	0
stage57	3	94	2	790	132836	130689	660082	0	1	0xd43f5e018b415631	1	0
stage58	3	94	3	790	134956	131011	673910	0	1	0xd43f5e018b415631	1	0
stage57	3	95	0	791	133215	131025	659504	3	0	0xd43f5e018b415631	1	0
stage58	3	95	1	791	134143	131630	670643	0	3	0xd43f5e018b415631	1	0
stage58	3	95	2	792	133183	130998	660523	0	0	0xd43f5e018b415631	1	0
stage57	3	95	3	792	133764	130212	655502	1	0	0xd43f5e018b415631	1	0
stage58	3	96	0	793	134112	131829	663887	0	1	0xd43f5e018b415631	1	0
stage57	3	96	1	793	133225	131014	653732	1	0	0xd43f5e018b415631	1	0
stage57	3	96	2	794	132637	130438	663459	0	0	0xd43f5e018b415631	1	0
stage58	3	96	3	794	134825	131248	662015	0	1	0xd43f5e018b415631	1	0
stage57	3	97	0	795	132978	130758	663963	2	1	0xd43f5e018b415631	1	0
stage58	3	97	1	795	133700	131520	660014	0	0	0xd43f5e018b415631	1	0
stage58	3	97	2	796	133270	131019	651952	0	1	0xd43f5e018b415631	1	0
stage57	3	97	3	796	133108	130903	661843	2	0	0xd43f5e018b415631	1	0
stage58	3	98	0	797	133616	131128	657088	0	0	0xd43f5e018b415631	1	0
stage57	3	98	1	797	132725	130518	648845	1	0	0xd43f5e018b415631	1	0
stage57	3	98	2	798	132708	130224	661019	0	2	0xd43f5e018b415631	1	0
stage58	3	98	3	798	133118	130938	657856	0	0	0xd43f5e018b415631	1	0
stage57	3	99	0	799	132964	130769	652267	0	2	0xd43f5e018b415631	1	0
stage58	3	99	1	799	133373	131128	664056	0	0	0xd43f5e018b415631	1	0
stage58	3	99	2	800	133016	130850	657490	0	0	0xd43f5e018b415631	1	0
stage57	3	99	3	800	132978	130511	652407	0	1	0xd43f5e018b415631	1	0
stage57	4	0	0	801	132629	130418	663140	0	0	0xd43f5e018b415631	1	0
stage58	4	0	1	801	135434	130797	662620	0	1	0xd43f5e018b415631	1	0
stage58	4	0	2	802	133464	131247	662051	0	0	0xd43f5e018b415631	1	0
stage57	4	0	3	802	132686	130523	654500	2	1	0xd43f5e018b415631	1	0
stage58	4	1	0	803	133253	131003	651496	3	0	0xd43f5e018b415631	1	0
stage57	4	1	1	803	132981	130795	661351	0	0	0xd43f5e018b415631	1	0
stage57	4	1	2	804	132843	130687	656461	0	0	0xd43f5e018b415631	1	0
stage58	4	1	3	804	133208	130741	652615	0	0	0xd43f5e018b415631	1	0
stage57	4	2	0	805	133105	130738	662783	0	1	0xd43f5e018b415631	1	0
stage58	4	2	1	805	133647	131471	658055	0	1	0xd43f5e018b415631	1	0
stage58	4	2	2	806	133044	130824	650162	0	0	0xd43f5e018b415631	1	0
stage57	4	2	3	806	133710	131234	661594	0	1	0xd43f5e018b415631	1	0
stage58	4	3	0	807	133895	131404	654119	0	0	0xd43f5e018b415631	1	0
stage57	4	3	1	807	135306	130960	662920	0	0	0xd43f5e018b415631	1	0
stage57	4	3	2	808	133136	130949	662627	0	1	0xd43f5e018b415631	1	0
stage58	4	3	3	808	133483	131303	657627	0	0	0xd43f5e018b415631	1	0
stage57	4	4	0	809	133063	130080	650406	0	0	0xd43f5e018b415631	1	0
stage58	4	4	1	809	133023	130818	661185	1	1	0xd43f5e018b415631	1	0
stage58	4	4	2	810	133691	131225	656995	0	1	0xd43f5e018b415631	1	0
stage57	4	4	3	810	133079	130845	664674	1	2	0xd43f5e018b415631	1	0
stage58	4	5	0	811	135652	131101	678168	1	0	0xd43f5e018b415631	1	0
stage57	4	5	1	811	135022	130761	662101	1	0	0xd43f5e018b415631	1	0
stage57	4	5	2	812	132465	130182	646688	0	0	0xd43f5e018b415631	1	0
stage58	4	5	3	812	136020	131688	679269	0	2	0xd43f5e018b415631	1	0
stage57	4	6	0	813	134529	130365	660960	0	0	0xd43f5e018b415631	1	0
stage58	4	6	1	813	133983	131362	665431	0	0	0xd43f5e018b415631	1	0
stage58	4	6	2	814	133554	131088	656275	0	1	0xd43f5e018b415631	1	0
stage57	4	6	3	814	133548	130891	665226	0	0	0xd43f5e018b415631	1	0
stage58	4	7	0	815	135005	131033	659660	0	0	0xd43f5e018b415631	1	0
stage57	4	7	1	815	134638	130314	662169	0	1	0xd43f5e018b415631	1	0
stage57	4	7	2	816	133071	130874	665297	0	0	0xd43f5e018b415631	1	0
stage58	4	7	3	816	133060	130865	660128	1	0	0xd43f5e018b415631	1	0
stage57	4	8	0	817	132907	130738	654830	1	1	0xd43f5e018b415631	1	0
stage58	4	8	1	817	133742	131520	667167	0	1	0xd43f5e018b415631	1	0
stage58	4	8	2	818	134312	131815	660037	0	0	0xd43f5e018b415631	1	0
stage57	4	8	3	818	133562	130935	665179	0	0	0xd43f5e018b415631	1	0
stage58	4	9	0	819	133368	131155	657846	3	0	0xd43f5e018b415631	1	0
stage57	4	9	1	819	133230	131021	651388	1	0	0xd43f5e018b415631	1	0
stage57	4	9	2	820	133316	131143	661699	0	1	0xd43f5e018b415631	1	0
stage58	4	9	3	820	133585	131407	655815	0	1	0xd43f5e018b415631	1	0
stage57	4	10	0	821	133174	130963	664223	2	0	0xd43f5e018b415631	1	0
stage58	4	10	1	821	133483	131293	658996	1	1	0xd43f5e018b415631	1	0
stage58	4	10	2	822	133616	131397	652497	0	0	0xd43f5e018b415631	1	0
stage57	4	10	3	822	133147	130989	660512	1	0	0xd43f5e018b415631	1	0
stage58	4	11	0	823	133487	131272	655320	2	1	0xd43f5e018b415631	1	0
stage57	4	11	1	823	132658	130460	647767	0	0	0xd43f5e018b415631	1	0
stage57	4	11	2	824	133139	130726	660626	0	1	0xd43f5e018b415631	1	0
stage58	4	11	3	824	132813	130628	654961	0	0	0xd43f5e018b415631	1	0
stage57	4	12	0	825	133551	131122	667511	1	1	0xd43f5e018b415631	1	0
stage58	4	12	1	825	133901	131416	660911	0	0	0xd43f5e018b415631	1	0
stage58	4	12	2	826	133530	131084	652137	0	0	0xd43f5e018b415631	1	0
stage57	4	12	3	826	132618	130457	660077	0	0	0xd43f5e018b415631	1	0
stage58	4	13	0	827	133326	131147	657464	0	0	0xd43f5e018b415631	1	0
stage57	4	13	1	827	133318	131118	651223	0	1	0xd43f5e018b415631	1	0
stage57	4	13	2	828	132696	130541	660310	0	1	0xd43f5e018b415631	1	0
stage58	4	13	3	828	133225	131038	657274	2	0	0xd43f5e018b415631	1	0
stage57	4	14	0	829	133573	131143	667791	0	1	0xd43f5e018b415631	1	0
stage58	4	14	1	829	135638	131006	662652	1	3	0xd43f5e018b415631	1	0
stage58	4	14	2	830	133781	131601	661343	0	0	0xd43f5e018b415631	1	0
stage57	4	14	3	830	132710	130507	652231	0	1	0xd43f5e018b415631	1	0
stage58	4	15	0	831	133794	131229	665653	0	0	0xd43f5e018b415631	1	0
stage57	4	15	1	831	132755	130586	656599	1	0	0xd43f5e018b415631	1	0
stage57	4	15	2	832	132673	130251	652400	0	1	0xd43f5e018b415631	1	0
stage58	4	15	3	832	134251	131415	666442	0	1	0xd43f5e018b415631	1	0
stage57	4	16	0	833	133086	130621	655479	0	0	0xd43f5e018b415631	1	0
stage58	4	16	1	833	134211	131331	667411	0	0	0xd43f5e018b415631	1	0
stage58	4	16	2	834	133319	131110	656937	0	0	0xd43f5e018b415631	1	0
stage57	4	16	3	834	132794	130585	650214	2	0	0xd43f5e018b415631	1	0
stage58	4	17	0	835	133133	130784	662416	0	2	0xd43f5e018b415631	1	0
stage57	4	17	1	835	132629	130465	656653	0	0	0xd43f5e018b415631	1	0
stage57	4	17	2	836	132850	130470	653517	0	0	0xd43f5e018b415631	1	0
stage58	4	17	3	836	133850	131083	666161	1	1	0xd43f5e018b415631	1	0
stage57	4	18	0	837	132793	130316	656936	1	0	0xd43f5e018b415631	1	0
stage58	4	18	1	837	135049	131534	671190	0	0	0xd43f5e018b415631	1	0
stage58	4	18	2	838	133124	130953	656264	0	1	0xd43f5e018b415631	1	0
stage57	4	18	3	838	133519	130430	667309	0	0	0xd43f5e018b415631	1	0
stage58	4	19	0	839	133369	131197	660208	0	1	0xd43f5e018b415631	1	0
stage57	4	19	1	839	133907	130561	654485	0	0	0xd43f5e018b415631	1	0
stage57	4	19	2	840	132677	130518	660671	0	1	0xd43f5e018b415631	1	0
stage58	4	19	3	840	134614	131184	659061	0	0	0xd43f5e018b415631	1	0
stage57	4	20	0	841	132616	130379	661728	0	0	0xd43f5e018b415631	1	0
stage58	4	20	1	841	133466	131273	659313	1	0	0xd43f5e018b415631	1	0
stage58	4	20	2	842	133453	130981	652651	0	0	0xd43f5e018b415631	1	0
stage57	4	20	3	842	133068	130829	661476	3	1	0xd43f5e018b415631	1	0
stage58	4	21	0	843	133492	131314	656835	0	1	0xd43f5e018b415631	1	0
stage57	4	21	1	843	132892	130670	649440	1	1	0xd43f5e018b415631	1	0
stage57	4	21	2	844	133475	130995	661538	0	0	0xd43f5e018b415631	1	0
stage58	4	21	3	844	135102	131591	672350	0	0	0xd43f5e018b415631	1	0
stage57	4	22	0	845	132879	130725	656817	0	1	0xd43f5e018b415631	1	0
stage58	4	22	1	845	133546	131309	653078	2	1	0xd43f5e018b415631	1	0
