arm	block	cycle	position	sample	total_us	pure_executor_us	process_cpu_us	voluntary_cs	involuntary_cs	output_hash	affinity_ok	cpu4_7_ime_count
stage57	1	68	1	337	133195	130677	654653	1	1	0xd43f5e018b415631	1	0
stage57	1	68	2	338	132983	130781	664911	1	0	0xd43f5e018b415631	1	0
stage58	1	68	3	338	135593	130958	662739	0	0	0xd43f5e018b415631	1	0
stage57	1	69	0	339	132740	130588	660389	0	1	0xd43f5e018b415631	1	0
stage58	1	69	1	339	135123	131739	675077	0	0	0xd43f5e018b415631	1	0
stage58	1	69	2	340	134202	132022	660842	0	1	0xd43f5e018b415631	1	0
stage57	1	69	3	340	133490	130620	666411	0	1	0xd43f5e018b415631	1	0
stage58	1	70	0	341	135428	131268	661554	0	1	0xd43f5e018b415631	1	0
stage57	1	70	1	341	132940	130763	660434	0	0	0xd43f5e018b415631	1	0
stage57	1	70	2	342	133182	130713	656178	0	0	0xd43f5e018b415631	1	0
stage58	1	70	3	342	133150	130919	650493	1	0	0xd43f5e018b415631	1	0
stage57	1	71	0	343	132767	130581	660367	3	1	0xd43f5e018b415631	1	0
stage58	1	71	1	343	135242	131386	675004	0	1	0xd43f5e018b415631	1	0
stage58	1	71	2	344	133473	131053	659621	0	0	0xd43f5e018b415631	1	0
stage57	1	71	3	344	133676	130473	652993	1	1	0xd43f5e018b415631	1	0
stage58	1	72	0	345	133172	130982	660656	1	1	0xd43f5e018b415631	1	0
stage57	1	72	1	345	133240	130778	655341	1	0	0xd43f5e018b415631	1	0
stage57	1	72	2	346	132867	130661	649258	0	0	0xd43f5e018b415631	1	0
stage58	1	72	3	346	136009	131233	679883	0	1	0xd43f5e018b415631	1	0
stage57	1	73	0	347	133757	130226	660820	0	0	0xd43f5e018b415631	1	0
stage58	1	73	1	347	133271	131053	652442	0	0	0xd43f5e018b415631	1	0
stage58	1	73	2	348	133429	131217	662699	0	0	0xd43f5e018b415631	1	0
stage57	1	73	3	348	132965	130796	655546	0	2	0xd43f5e018b415631	1	0
stage58	1	74	0	349	133946	131716	667907	0	0	0xd43f5e018b415631	1	0
stage57	1	74	1	349	134014	130501	659348	0	0	0xd43f5e018b415631	1	0
stage57	1	74	2	350	132627	130274	649133	0	0	0xd43f5e018b415631	1	0
stage58	1	74	3	350	133954	131705	662944	1	1	0xd43f5e018b415631	1	0
stage57	1	75	0	351	133979	130455	654409	0	0	0xd43f5e018b415631	1	0
stage58	1	75	1	351	133341	131144	660608	1	0	0xd43f5e018b415631	1	0
stage58	1	75	2	352	133524	131352	654619	0	0	0xd43f5e018b415631	1	0
stage57	1	75	3	352	133166	130939	663190	2	1	0xd43f5e018b415631	1	0
stage58	1	76	0	353	133576	131371	658158	3	0	0xd43f5e018b415631	1	0
stage57	1	76	1	353	133097	130855	650474	3	0	0xd43f5e018b415631	1	0
stage57	1	76	2	354	132973	130432	661156	0	1	0xd43f5e018b415631	1	0
stage58	1	76	3	354	133160	130959	656444	0	0	0xd43f5e018b415631	1	0
stage57	1	77	0	355	133033	130766	650695	3	0	0xd43f5e018b415631	1	0
stage58	1	77	1	355	133746	131459	662437	0	0	0xd43f5e018b415631	1	0
stage58	1	77	2	356	133742	131569	654582	0	2	0xd43f5e018b415631	1	0
stage57	1	77	3	356	133038	130804	662060	3	0	0xd43f5e018b415631	1	0
stage58	1	78	0	357	134966	131093	675070	0	0	0xd43f5e018b415631	1	0
stage57	1	78	1	357	132966	130787	660233	1	0	0xd43f5e018b415631	1	0
stage57	1	78	2	358	132773	130613	655319	0	1	0xd43f5e018b415631	1	0
stage58	1	78	3	358	133596	131362	664198	0	1	0xd43f5e018b415631	1	0
stage57	1	79	0	359	133841	130233	661115	0	0	0xd43f5e018b415631	1	0
stage58	1	79	1	359	134549	131220	669620	0	1	0xd43f5e018b415631	1	0
stage58	1	79	2	360	133441	130946	657471	0	0	0xd43f5e018b415631	1	0
stage57	1	79	3	360	133751	130746	667145	1	0	0xd43f5e018b415631	1	0
stage58	1	80	0	361	133143	130970	658721	0	0	0xd43f5e018b415631	1	0
stage57	1	80	1	361	133207	130995	653278	1	1	0xd43f5e018b415631	1	0
stage57	1	80	2	362	132360	130141	646867	0	0	0xd43f5e018b415631	1	0
stage58	1	80	3	362	133255	131083	661425	0	0	0xd43f5e018b415631	1	0
stage57	1	81	0	363	132838	130646	654961	0	1	0xd43f5e018b415631	1	0
stage58	1	81	1	363	133300	131068	651188	1	1	0xd43f5e018b415631	1	0
stage58	1	81	2	364	133366	131184	661075	0	0	0xd43f5e018b415631	1	0
stage57	1	81	3	364	133821	130340	655218	0	0	0xd43f5e018b415631	1	0
stage58	1	82	0	365	133415	131185	662659	1	0	0xd43f5e018b415631	1	0
stage57	1	82	1	365	134310	130562	656995	0	1	0xd43f5e018b415631	1	0
stage57	1	82	2	366	133086	130906	661728	0	1	0xd43f5e018b415631	1	0
stage58	1	82	3	366	133745	131242	657231	0	0	0xd43f5e018b415631	1	0
stage57	1	83	0	367	132605	130388	648225	0	0	0xd43f5e018b415631	1	0
stage58	1	83	1	367	133646	131439	661827	2	1	0xd43f5e018b415631	1	0
stage58	1	83	2	368	133368	130842	654286	0	0	0xd43f5e018b415631	1	0
stage57	1	83	3	368	133146	130693	663742	0	0	0xd43f5e018b415631	1	0
stage58	1	84	0	369	133433	131250	658546	0	1	0xd43f5e018b415631	1	0
stage57	1	84	1	369	132833	130400	651400	0	0	0xd43f5e018b415631	1	0
stage57	1	84	2	370	133363	131172	663831	0	0	0xd43f5e018b415631	1	0
stage58	1	84	3	370	133838	131646	657860	2	2	0xd43f5e018b415631	1	0
stage57	1	85	0	371	132763	130550	648564	1	2	0xd43f5e018b415631	1	0
stage58	1	85	1	371	133607	131417	661522	1	0	0xd43f5e018b415631	1	0
stage58	1	85	2	372	133408	131188	654026	0	0	0xd43f5e018b415631	1	0
stage57	1	85	3	372	132767	130529	662823	2	0	0xd43f5e018b415631	1	0
stage58	1	86	0	373	133557	131366	659702	0	1	0xd43f5e018b415631	1	0
stage57	1	86	1	373	132883	130672	651958	1	0	0xd43f5e018b415631	1	0
stage57	1	86	2	374	133135	130932	663833	0	1	0xd43f5e018b415631	1	0
stage58	1	86	3	374	133333	131154	658702	0	0	0xd43f5e018b415631	1	0
stage57	1	87	0	375	133132	130931	652244	1	1	0xd43f5e018b415631	1	0
stage58	1	87	1	375	134078	131629	663876	0	0	0xd43f5e018b415631	1	0
stage58	1	87	2	376	133309	131026	653939	0	0	0xd43f5e018b415631	1	0
stage57	1	87	3	376	133669	131137	664134	1	1	0xd43f5e018b415631	1	0
stage58	1	88	0	377	134849	131104	673856	1	0	0xd43f5e018b415631	1	0
stage57	1	88	1	377	133039	130880	659836	0	0	0xd43f5e018b415631	1	0
stage57	1	88	2	378	132889	130732	654543	0	2	0xd43f5e018b415631	1	0
stage58	1	88	3	378	134164	131241	667488	0	1	0xd43f5e018b415631	1	0
stage57	1	89	0	379	132776	130461	656672	0	0	0xd43f5e018b415631	1	0
stage58	1	89	1	379	133619	131129	653531	0	0	0xd43f5e018b415631	1	0
stage58	1	89	2	380	133005	130787	661602	0	1	0xd43f5e018b415631	1	0
stage57	1	89	3	380	134204	130384	657985	0	0	0xd43f5e018b415631	1	0
stage58	1	90	0	381	133891	131653	663911	1	1	0xd43f5e018b415631	1	0
stage57	1	90	1	381	133105	130920	654748	3	0	0xd43f5e018b415631	1	0
stage57	1	90	2	382	132906	130639	649358	0	0	0xd43f5e018b415631	1	0
stage58	1	90	3	382	135773	131398	663509	0	1	0xd43f5e018b415631	1	0
stage57	1	91	0	383	132451	130280	660108	0	0	0xd43f5e018b415631	1	0
stage58	1	91	1	383	133607	131113	658616	0	0	0xd43f5e018b415631	1	0
stage58	1	91	2	384	133853	131478	667624	0	1	0xd43f5e018b415631	1	0
stage57	1	91	3	384	132948	130783	658526	0	0	0xd43f5e018b415631	1	0
stage58	1	92	0	385	134599	131159	671315	1	0	0xd43f5e018b415631	1	0
stage57	1	92	1	385	134695	130638	660137	0	1	0xd43f5e018b415631	1	0
stage57	1	92	2	386	132761	130578	662616	0	1	0xd43f5e018b415631	1	0
stage58	1	92	3	386	133806	131321	659791	1	0	0xd43f5e018b415631	1	0
stage57	1	93	0	387	133736	130637	667614	0	0	0xd43f5e018b415631	1	0
stage58	1	93	1	387	133608	131403	659701	2	0	0xd43f5e018b415631	1	0
stage58	1	93	2	388	133459	131149	652249	0	1	0xd43f5e018b415631	1	0
stage57	1	93	3	388	132892	130719	660824	1	1	0xd43f5e018b415631	1	0
stage58	1	94	0	389	133224	131048	656792	0	0	0xd43f5e018b415631	1	0
stage57	1	94	1	389	133832	130880	667532	0	2	0xd43f5e018b415631	1	0
stage57	1	94	2	390	133113	130674	658688	0	1	0xd43f5e018b415631	1	0
stage58	1	94	3	390	134410	131065	670730	0	0	0xd43f5e018b415631	1	0
stage57	1	95	0	391	134910	130703	660739	1	0	0xd43f5e018b415631	1	0
stage58	1	95	1	391	133492	131235	662728	1	1	0xd43f5e018b415631	1	0
stage58	1	95	2	392	134050	131587	656627	0	0	0xd43f5e018b415631	1	0
stage57	1	95	3	392	132794	130596	662262	1	0	0xd43f5e018b415631	1	0
stage58	1	96	0	393	133100	130926	658596	0	0	0xd43f5e018b415631	1	0
stage57	1	96	1	393	133047	130752	653105	0	3	0xd43f5e018b415631	1	0
stage57	1	96	2	394	132624	130435	647848	0	0	0xd43f5e018b415631	1	0
stage58	1	96	3	394	132975	130797	660672	1	0	0xd43f5e018b415631	1	0
stage57	1	97	0	395	134977	131269	673853	1	1	0xd43f5e018b415631	1	0
stage58	1	97	1	395	134056	131883	660276	0	0	0xd43f5e018b415631	1	0
stage58	1	97	2	396	133627	131227	666756	0	1	0xd43f5e018b415631	1	0
stage57	1	97	3	396	133251	131094	659080	0	0	0xd43f5e018b415631	1	0
stage58	1	98	0	397	133849	131622	653802	0	0	0xd43f5e018b415631	1	0
stage57	1	98	1	397	132463	130293	659941	0	1	0xd43f5e018b415631	1	0
stage57	1	98	2	398	133165	130694	658015	0	0	0xd43f5e018b415631	1	0
stage58	1	98	3	398	134103	130882	669442	0	0	0xd43f5e018b415631	1	0
stage57	1	99	0	399	135553	131411	677568	1	1	0xd43f5e018b415631	1	0
stage58	1	99	1	399	134080	131827	661143	1	0	0xd43f5e018b415631	1	0
stage58	1	99	2	400	133011	130794	650886	0	0	0xd43f5e018b415631	1	0
stage57	1	99	3	400	133280	131088	662176	1	1	0xd43f5e018b415631	1	0
stage57	2	0	0	401	132996	130802	655716	0	2	0xd43f5e018b415631	1	0
stage58	2	0	1	401	133044	130804	651017	2	0	0xd43f5e018b415631	1	0
stage58	2	0	2	402	133768	131562	662777	0	0	0xd43f5e018b415631	1	0
stage57	2	0	3	402	132667	130506	653681	0	1	0xd43f5e018b415631	1	0
stage58	2	1	0	403	133567	131150	667064	0	0	0xd43f5e018b415631	1	0
stage57	2	1	1	403	133369	131215	659708	1	1	0xd43f5e018b415631	1	0
stage57	2	1	2	404	132728	130524	652885	0	0	0xd43f5e018b415631	1	0
stage58	2	1	3	404	133891	131126	666260	0	1	0xd43f5e018b415631	1	0
stage57	2	2	0	405	132902	130751	656844	0	0	0xd43f5e018b415631	1	0
stage58	2	2	1	405	133953	131733	669396	0	0	0xd43f5e018b415631	1	0
stage58	2	2	2	406	133575	131100	660445	0	0	0xd43f5e018b415631	1	0
stage57	2	2	3	406	132804	130602	652467	0	1	0xd43f5e018b415631	1	0
stage58	2	3	0	407	133582	131349	665206	1	0	0xd43f5e018b415631	1	0
stage57	2	3	1	407	133259	131058	657666	3	0	0xd43f5e018b415631	1	0
stage57	2	3	2	408	132918	130721	651491	0	1	0xd43f5e018b415631	1	0
stage58	2	3	3	408	133329	131106	663242	0	3	0xd43f5e018b415631	1	0
stage57	2	4	0	409	132648	130438	656500	3	0	0xd43f5e018b415631	1	0
stage58	2	4	1	409	134579	131192	670995	0	0	0xd43f5e018b415631	1	0
stage58	2	4	2	410	133726	131267	659010	0	1	0xd43f5e018b415631	1	0
stage57	2	4	3	410	133387	130478	666919	0	0	0xd43f5e018b415631	1	0
stage58	2	5	0	411	133412	131247	660536	0	1	0xd43f5e018b415631	1	0
stage57	2	5	1	411	132604	130409	653295	0	0	0xd43f5e018b415631	1	0
stage57	2	5	2	412	132724	130531	650085	0	0	0xd43f5e018b415631	1	0
stage58	2	5	3	412	133669	131377	663168	0	1	0xd43f5e018b415631	1	0
stage57	2	6	0	413	133019	130858	655094	1	0	0xd43f5e018b415631	1	0
stage58	2	6	1	413	133015	130788	650169	1	0	0xd43f5e018b415631	1	0
stage58	2	6	2	414	133351	131167	661583	0	1	0xd43f5e018b415631	1	0
stage57	2	6	3	414	133289	131130	655293	0	0	0xd43f5e018b415631	1	0
stage58	2	7	0	415	133985	131205	665958	0	0	0xd43f5e018b415631	1	0
stage57	2	7	1	415	133542	131376	656729	0	0	0xd43f5e018b415631	1	0
stage57	2	7	2	416	133438	131085	665563	0	2	0xd43f5e018b415631	1	0
stage58	2	7	3	416	133294	131112	658914	1	0	0xd43f5e018b415631	1	0
stage57	2	8	0	417	133925	130673	669504	0	0	0xd43f5e018b415631	1	0
stage58	2	8	1	417	133684	131490	660662	2	1	0xd43f5e018b415631	1	0
stage58	2	8	2	418	133765	131437	653341	0	0	0xd43f5e018b415631	1	0
stage57	2	8	3	418	132882	130539	660308	0	1	0xd43f5e018b415631	1	0
stage58	2	9	0	419	134077	131592	657195	0	0	0xd43f5e018b415631	1	0
stage57	2	9	1	419	132510	130305	662373	1	1	0xd43f5e018b415631	1	0
stage57	2	9	2	420	133070	130921	660195	0	0	0xd43f5e018b415631	1	0
stage58	2	9	3	420	134863	131264	672833	0	0	0xd43f5e018b415631	1	0
stage57	2	10	0	421	134621	130537	660301	0	0	0xd43f5e018b415631	1	0
stage58	2	10	1	421	133741	131290	664006	0	1	0xd43f5e018b415631	1	0
stage58	2	10	2	422	133576	131070	656158	0	0	0xd43f5e018b415631	1	0
stage57	2	10	3	422	133300	130687	664684	1	0	0xd43f5e018b415631	1	0
stage58	2	11	0	423	135483	131424	676762	1	1	0xd43f5e018b415631	1	0
stage57	2	11	1	423	134308	130766	660843	1	1	0xd43f5e018b415631	1	0
stage57	2	11	2	424	133003	130803	649586	0	0	0xd43f5e018b415631	1	0
stage58	2	11	3	424	133656	131476	661191	0	0	0xd43f5e018b415631	1	0
stage57	2	12	0	425	133476	130194	653450	0	1	0xd43f5e018b415631	1	0
stage58	2	12	1	425	133394	131163	662610	2	0	0xd43f5e018b415631	1	0
stage58	2	12	2	426	133765	131296	656625	0	1	0xd43f5e018b415631	1	0
stage57	2	12	3	426	132433	130207	647313	2	0	0xd43f5e018b415631	1	0
stage58	2	13	0	427	134345	132143	662689	1	1	0xd43f5e018b415631	1	0
stage57	2	13	1	427	133594	130580	667672	0	0	0xd43f5e018b415631	1	0
stage57	2	13	2	428	132873	130719	659660	0	2	0xd43f5e018b415631	1	0
stage58	2	13	3	428	134434	130750	656998	0	0	0xd43f5e018b415631	1	0
stage57	2	14	0	429	133069	130902	660831	0	1	0xd43f5e018b415631	1	0
stage58	2	14	1	429	133727	131530	656424	0	0	0xd43f5e018b415631	1	0
stage58	2	14	2	430	133353	131048	664339	0	0	0xd43f5e018b415631	1	0
stage57	2	14	3	430	132330	130152	656943	0	2	0xd43f5e018b415631	1	0
stage58	2	15	0	431	133529	131337	656069	1	0	0xd43f5e018b415631	1	0
stage57	2	15	1	431	133732	131044	665244	0	1	0xd43f5e018b415631	1	0
stage57	2	15	2	432	132956	130795	656584	0	0	0xd43f5e018b415631	1	0
stage58	2	15	3	432	133342	131126	652230	0	1	0xd43f5e018b415631	1	0
stage57	2	16	0	433	132737	130503	661467	1	0	0xd43f5e018b415631	1	0
stage58	2	16	1	433	133376	131205	658288	0	1	0xd43f5e018b415631	1	0
stage58	2	16	2	434	133401	131125	652084	0	0	0xd43f5e018b415631	1	0
stage57	2	16	3	434	133358	131198	661514	1	0	0xd43f5e018b415631	1	0
stage58	2	17	0	435	133134	130951	654968	1	1	0xd43f5e018b415631	1	0
stage57	2	17	1	435	132671	130068	649158	0	0	0xd43f5e018b415631	1	0
stage57	2	17	2	436	133269	131070	662274	1	0	0xd43f5e018b415631	1	0
stage58	2	17	3	436	132936	130744	655965	2	1	0xd43f5e018b415631	1	0
stage57	2	18	0	437	133887	130819	668356	0	0	0xd43f5e018b415631	1	0
stage58	2	18	1	437	133586	131408	659696	0	0	0xd43f5e018b415631	1	0
stage58	2	18	2	438	133186	130964	652118	0	1	0xd43f5e018b415631	1	0
stage57	2	18	3	438	132703	130485	661965	1	1	0xd43f5e018b415631	1	0
stage58	2	19	0	439	133501	131309	659209	0	0	0xd43f5e018b415631	1	0
stage57	2	19	1	439	134086	130994	668909	0	0	0xd43f5e018b415631	1	0
stage57	2	19	2	440	133084	130930	658690	0	1	0xd43f5e018b415631	1	0
stage58	2	19	3	440	133341	130884	653838	0	0	0xd43f5e018b415631	1	0
stage57	2	20	0	441	133042	130811	663228	1	1	0xd43f5e018b415631	1	0
stage58	2	20	1	441	133923	131731	659139	1	0	0xd43f5e018b415631	1	0
stage58	2	20	2	442	133466	131249	666057	1	1	0xd43f5e018b415631	1	0
stage57	2	20	3	442	132907	130737	658873	2	0	0xd43f5e018b415631	1	0
stage58	2	21	0	443	133581	131064	655074	0	0	0xd43f5e018b415631	1	0
stage57	2	21	1	443	132681	130419	662958	1	0	0xd43f5e018b415631	1	0
stage57	2	21	2	444	133111	130958	659920	0	1	0xd43f5e018b415631	1	0
stage58	2	21	3	444	135226	131704	672746	0	0	0xd43f5e018b415631	1	0
stage57	2	22	0	445	132801	130627	656588	0	0	0xd43f5e018b415631	1	0
stage58	2	22	1	445	134571	131141	670244	0	1	0xd43f5e018b415631	1	0
stage58	2	22	2	446	133553	131076	658110	0	1	0xd43f5e018b415631	1	0
stage57	2	22	3	446	132740	130533	650290	1	0	0xd43f5e018b415631	1	0
stage58	2	23	0	447	133249	131011	662886	2	2	0xd43f5e018b415631	1	0
stage57	2	23	1	447	133528	131050	657362	0	1	0xd43f5e018b415631	1	0
stage57	2	23	2	448	132709	130517	649628	0	0	0xd43f5e018b415631	1	0
stage58	2	23	3	448	133652	131386	662828	1	1	0xd43f5e018b415631	1	0
stage57	2	24	0	449	133727	130180	655521	1	0	0xd43f5e018b415631	1	0
stage58	2	24	1	449	133939	131518	663940	0	0	0xd43f5e018b415631	1	0
stage58	2	24	2	450	133394	130875	654758	0	2	0xd43f5e018b415631	1	0
stage57	2	24	3	450	133164	130616	664143	1	0	0xd43f5e018b415631	1	0
stage58	2	25	0	451	134731	131190	660261	0	0	0xd43f5e018b415631	1	0
stage57	2	25	1	451	133280	131068	662923	2	1	0xd43f5e018b415631	1	0
stage57	2	25	2	452	133355	130881	657113	0	0	0xd43f5e018b415631	1	0
stage58	2	25	3	452	133864	130950	667359	0	0	0xd43f5e018b415631	1	0
stage57	2	26	0	453	132617	130437	657710	0	2	0xd43f5e018b415631	1	0
stage58	2	26	1	453	133318	131134	655198	0	0	0xd43f5e018b415631	1	0
stage58	2	26	2	454	133141	130920	664834	1	0	0xd43f5e018b415631	1	0
stage57	2	26	3	454	134416	130244	660702	0	1	0xd43f5e018b415631	1	0
stage58	2	27	0	455	133803	131266	665522	1	1	0xd43f5e018b415631	1	0
stage57	2	27	1	455	133291	130832	657013	0	0	0xd43f5e018b415631	1	0
stage57	2	27	2	456	132741	130540	650430	1	1	0xd43f5e018b415631	1	0
stage58	2	27	3	456	132928	130686	662807	1	0	0xd43f5e018b415631	1	0
stage57	2	28	0	457	134086	130606	659433	0	0	0xd43f5e018b415631	1	0
stage58	2	28	1	457	134121	131406	666154	0	2	0xd43f5e018b415631	1	0
stage58	2	28	2	458	133480	131294	656279	0	0	0xd43f5e018b415631	1	0
stage57	2	28	3	458	133176	130489	665204	0	0	0xd43f5e018b415631	1	0
stage58	2	29	0	459	133118	130946	659525	0	1	0xd43f5e018b415631	1	0
stage57	2	29	1	459	133993	130536	655149	0	0	0xd43f5e018b415631	1	0
stage57	2	29	2	460	133113	130939	661469	0	0	0xd43f5e018b415631	1	0
stage58	2	29	3	460	135575	131584	674556	0	1	0xd43f5e018b415631	1	0
stage57	2	30	0	461	132994	130813	656856	0	1	0xd43f5e018b415631	1	0
stage58	2	30	1	461	134541	131203	669621	0	0	0xd43f5e018b415631	1	0
stage58	2	30	2	462	133595	131414	657738	0	0	0xd43f5e018b415631	1	0
stage57	2	30	3	462	133009	130774	649582	2	1	0xd43f5e018b415631	1	0
stage58	2	31	0	463	133130	130926	660668	3	0	0xd43f5e018b415631	1	0
stage57	2	31	1	463	133023	130851	655123	2	1	0xd43f5e018b415631	1	0
stage57	2	31	2	464	132827	130639	650064	0	0	0xd43f5e018b415631	1	0
stage58	2	31	3	464	133508	131210	662496	1	1	0xd43f5e018b415631	1	0
stage57	2	32	0	465	132925	130460	655110	1	0	0xd43f5e018b415631	1	0
stage58	2	32	1	465	133647	131238	667258	0	0	0xd43f5e018b415631	1	0
stage58	2	32	2	466	133850	131600	659954	0	2	0xd43f5e018b415631	1	0
stage57	2	32	3	466	133522	130526	667417	1	1	0xd43f5e018b415631	1	0
stage58	2	33	0	467	133279	131110	660337	0	0	0xd43f5e018b415631	1	0
stage57	2	33	1	467	133647	130537	654719	1	0	0xd43f5e018b415631	1	0
stage57	2	33	2	468	133112	130849	662751	0	1	0xd43f5e018b415631	1	0
stage58	2	33	3	468	133359	131156	657672	1	1	0xd43f5e018b415631	1	0
stage57	2	34	0	469	133052	130801	651056	3	0	0xd43f5e018b415631	1	0
stage58	2	34	1	469	133486	131212	662370	3	0	0xd43f5e018b415631	1	0
stage58	2	34	2	470	133552	131385	655639	0	1	0xd43f5e018b415631	1	0
stage57	2	34	3	470	132895	130693	664002	0	0	0xd43f5e018b415631	1	0
stage58	2	35	0	471	135709	131465	678356	0	1	0xd43f5e018b415631	1	0
stage57	2	35	1	471	132888	130706	659912	1	0	0xd43f5e018b415631	1	0
stage57	2	35	2	472	132839	130673	655465	0	0	0xd43f5e018b415631	1	0
stage58	2	35	3	472	133649	131235	667947	2	1	0xd43f5e018b415631	1	0
stage57	2	36	0	473	132771	130620	659746	0	0	0xd43f5e018b415631	1	0
stage58	2	36	1	473	133457	131256	656457	2	0	0xd43f5e018b415631	1	0
stage58	2	36	2	474	133703	131360	666056	0	1	0xd43f5e018b415631	1	0
stage57	2	36	3	474	132951	130787	657683	1	0	0xd43f5e018b415631	1	0
stage58	2	37	0	475	133347	131107	653421	1	0	0xd43f5e018b415631	1	0
stage57	2	37	1	475	133489	131106	663184	0	2	0xd43f5e018b415631	1	0
stage57	2	37	2	476	132744	130583	655881	0	0	0xd43f5e018b415631	1	0
stage58	2	37	3	476	133635	130416	652859	1	0	0xd43f5e018b415631	1	0
stage57	2	38	0	477	132896	130744	660539	0	0	0xd43f5e018b415631	1	0
stage58	2	38	1	477	135047	131290	674203	0	1	0xd43f5e018b415631	1	0
stage58	2	38	2	478	133328	131137	659570	0	0	0xd43f5e018b415631	1	0
stage57	2	38	3	478	133101	130602	653120	1	1	0xd43f5e018b415631	1	0
stage58	2	39	0	479	133451	131230	664247	0	0	0xd43f5e018b415631	1	0
stage57	2	39	1	479	133737	131245	657837	0	1	0xd43f5e018b415631	1	0
stage57	2	39	2	480	133444	131095	665863	0	0	0xd43f5e018b415631	1	0
stage58	2	39	3	480	135674	131557	677448	0	0	0xd43f5e018b415631	1	0
stage57	2	40	0	481	132456	130298	658638	0	1	0xd43f5e018b415631	1	0
stage58	2	40	1	481	133611	131131	657172	1	0	0xd43f5e018b415631	1	0
stage58	2	40	2	482	134494	132127	666821	1	0	0xd43f5e018b415631	1	0
stage57	2	40	3	482	132602	130445	654097	0	0	0xd43f5e018b415631	1	0
stage58	2	41	0	483	133575	131346	667729	1	1	0xd43f5e018b415631	1	0
stage57	2	41	1	483	133070	130881	660127	0	1	0xd43f5e018b415631	1	0
stage57	2	41	2	484	132828	130679	654832	0	0	0xd43f5e018b415631	1	0
stage58	2	41	3	484	133210	130983	651060	1	0	0xd43f5e018b415631	1	0
stage57	2	42	0	485	132890	130430	660993	0	1	0xd43f5e018b415631	1	0
stage58	2	42	1	485	133548	131378	657093	1	2	0xd43f5e018b415631	1	0
stage58	2	42	2	486	133627	131288	666253	0	1	0xd43f5e018b415631	1	0
stage57	2	42	3	486	135200	130862	660491	0	0	0xd43f5e018b415631	1	0
stage58	2	43	0	487	133324	131130	660784	1	1	0xd43f5e018b415631	1	0
stage57	2	43	1	487	134087	130590	655423	1	0	0xd43f5e018b415631	1	0
stage57	2	43	2	488	132393	130209	660614	0	0	0xd43f5e018b415631	1	0
stage58	2	43	3	488	135293	131179	661081	0	0	0xd43f5e018b415631	1	0
stage57	2	44	0	489	132701	130535	660212	1	1	0xd43f5e018b415631	1	0
stage58	2	44	1	489	133629	131455	657568	0	0	0xd43f5e018b415631	1	0
stage58	2	44	2	490	133346	130981	665935	0	0	0xd43f5e018b415631	1	0
stage57	2	44	3	490	135545	131359	677841	1	2	0xd43f5e018b415631	1	0
stage58	2	45	0	491	134190	131702	661431	0	0	0xd43f5e018b415631	1	0
stage57	2	45	1	491	133270	130322	650871	0	0	0xd43f5e018b415631	1	0
stage57	2	45	2	492	132942	130794	660529	0	0	0xd43f5e018b415631	1	0
stage58	2	45	3	492	134883	131171	673793	0	1	0xd43f5e018b415631	1	0
stage57	2	46	0	493	134146	130623	660737	0	0	0xd43f5e018b415631	1	0
stage58	2	46	1	493	133335	131077	666183	1	1	0xd43f5e018b415631	1	0
stage58	2	46	2	494	133349	131163	660180	0	0	0xd43f5e018b415631	1	0
stage57	2	46	3	494	133900	130526	654463	1	1	0xd43f5e018b415631	1	0
stage58	2	47	0	495	133245	131062	661246	0	0	0xd43f5e018b415631	1	0
stage57	2	47	1	495	134599	131021	672705	0	0	0xd43f5e018b415631	1	0
stage57	2	47	2	496	133347	131188	660265	0	1	0xd43f5e018b415631	1	0
stage58	2	47	3	496	132880	130664	653576	0	0	0xd43f5e018b415631	1	0
stage57	2	48	0	497	132500	130262	648789	1	0	0xd43f5e018b415631	1	0
stage58	2	48	1	497	133280	130996	662688	0	0	0xd43f5e018b415631	1	0
stage58	2	48	2	498	133346	131168	656778	0	2	0xd43f5e018b415631	1	0
stage57	2	48	3	498	133332	130946	666571	1	0	0xd43f5e018b415631	1	0
stage58	2	49	0	499	133182	131004	660285	0	0	0xd43f5e018b415631	1	0
stage57	2	49	1	499	134128	130608	655636	0	0	0xd43f5e018b415631	1	0
stage57	2	49	2	500	133346	131186	661493	1	1	0xd43f5e018b415631	1	0
stage58	2	49	3	500	133850	131680	655701	1	0	0xd43f5e018b415631	1	0
stage57	2	50	0	501	133007	130634	662533	0	1	0xd43f5e018b415631	1	0
stage58	2	50	1	501	133520	131353	658266	0	0	0xd43f5e018b415631	1	0
stage58	2	50	2	502	133492	131286	667306	0	1	0xd43f5e018b415631	1	0
stage57	2	50	3	502	134981	130704	662059	1	0	0xd43f5e018b415631	1	0
stage58	2	51	0	503	133251	130870	663551	0	0	0xd43f5e018b415631	1	0
stage57	2	51	1	503	134423	130516	658824	1	1	0xd43f5e018b415631	1	0
stage57	2	51	2	504	132623	130384	662584	0	0	0xd43f5e018b415631	1	0
stage58	2	51	3	504	135934	131381	678466	0	2	0xd43f5e018b415631	1	0
stage57	2	52	0	505	134814	130359	660840	1	0	0xd43f5e018b415631	1	0
stage58	2	52	1	505	134027	131601	663811	0	2	0xd43f5e018b415631	1	0
stage58	2	52	2	506	133730	131224	654685	0	0	0xd43f5e018b415631	1	0
stage57	2	52	3	506	133333	131068	662476	0	1	0xd43f5e018b415631	1	0
