index	image_id	width	height	decode_letterbox_us	executor_us	decode_output_us	detections	output_hash
52	5503	333	500	16981.8	132662	39.876	28	0x2c534de19296265
53	5529	444	640	27627.2	133071	44.584	50	0x2047c172ccb44538
54	5586	320	240	12119.4	132629	73.084	296	0xc36332e3750ca58e
55	5600	640	361	21397.5	133329	52.126	131	0xb319faf81f00dd22
56	5992	640	428	25693.1	133116	42.334	51	0x9b0845c3b869f7d2
57	6012	640	531	29853.9	132923	41.167	51	0x1b3c610d77200635
58	6040	640	351	21516.5	132559	60.543	195	0x2e4754b103636ea
59	6213	640	425	22247.2	132389	45.959	82	0xafc87e3767b0fba8
60	6460	640	427	20863.1	131498	41.292	56	0x4c36a9515ff4e07c
61	6471	500	333	18430.5	133039	72.542	297	0x9ca2b585225c2fd2
62	6614	500	396	19627.4	132943	49.292	121	0xc2b0d534a5b62689
63	6723	640	361	22744.1	132458	72.126	292	0x78a2f894be3a8101
64	6763	375	500	21453.6	133080	58.626	182	0xb14b254e742a841f
65	6771	640	427	24224.1	133122	89.46	162	0xd379f31611ca5337
66	6818	427	640	21867.3	132675	40.668	42	0x515478040a29d203
67	6894	640	480	25254.5	132601	38.334	18	0x335ae9acc3fae9cc
68	6954	640	480	29659.2	132988	44.001	57	0xb7802a9be7e745b3
69	7088	478	640	29383.9	133128	52.626	135	0x64e163e74de6f3a4
70	7108	640	426	24479.9	132903	36.208	20	0x20ac1150fdc50e9e
71	7278	640	482	31871	132634	39.209	41	0xa975055560404ac7
72	7281	640	361	21581.9	132366	60.584	200	0x7b2b9ff745f75929
73	7386	600	400	27361.9	132558	50.542	123	0x6ed7a77dc239e6c3
74	7511	640	480	26608.3	132426	71.918	291	0x9f32eb480d5a2d5b
75	7574	640	480	27080.4	133118	71.71	300	0xbdca2831b4024ac1
76	7784	500	375	19961.2	132005	39.459	5	0xe2879e9b1a4798b8
77	7795	640	427	24595.4	132629	50.042	96	0xd5bac78850fb95f
78	7816	640	427	25271.5	132391	48.667	111	0xfb267bf70c1032b8
79	7818	640	427	22088.2	133076	62.418	205	0xd99d4f56ee37ce12
80	7888	638	640	14565.6	132573	38.167	17	0xd573942501db779e
81	7977	429	640	26735.2	132366	58.501	192	0xc4fb51663ef32a4
82	7991	640	359	23105.3	133172	73.627	294	0xa9310a1be7a0230e
83	8021	640	480	28084.5	132756	47.209	77	0x7e979804da5526e
84	8211	640	459	29391.4	132850	56.876	175	0x1da5420e1e9a5db2
85	8277	612	612	38274	133268	50.96	137	0x1fb96bca25d2ba5a
86	8532	640	426	23288.8	132957	37.417	18	0x953952e9edee69a7
87	8629	640	640	35630.1	133150	55.835	178	0xf411c9deaab431a8
88	8690	640	480	29687.9	133392	54.376	120	0x6b70a587a259c0c5
89	8762	640	427	20600.4	131738	72.376	294	0x900d753d3414bd25
90	8844	640	426	22638.9	132728	69.959	273	0xe28d3799c88778be
91	8899	640	539	33706.9	132883	38.917	20	0xb317415238f76689
92	9378	600	400	23434.3	132744	56.667	169	0x2de9be2d07d6a8e6
93	9400	640	480	24861.7	133695	75.21	300	0x2cbee6cf86d07801
94	9448	551	640	36087.8	133593	42.418	59	0x79ea539219bf3dbd
95	9483	640	480	26233.6	132891	59.543	176	0xa99b33956b45969d
96	9590	640	427	24161.7	134976	74.585	296	0x7d86a73edb73e24f
97	9769	640	480	32959	132892	51.584	109	0x80cda96f76f7ce54
98	9772	550	640	32742.3	132765	71.21	298	0xf174f4973b89e8b2
99	9891	640	480	26431	133237	72.001	300	0x106b6231c90265ce
