frontiers	tensor	shape	values	fp32_min	fp32_max	b2_dequantized_min	b2_dequantized_max	fp32_below_range_count	fp32_below_range_fraction	fp32_above_range_count	fp32_above_range_fraction	b2_low_rail_count	b2_low_rail_fraction	b2_high_rail_count	b2_high_rail_fraction	mean_bias_b2_minus_fp32	mae	normalized_mae_over_mean_abs_fp32	cosine	fp32_histogram_sample	b2_histogram_sample	per_image_pair_hash	per_image_hash_table	per_image_hash_table_sha256	per_image_hash_table_rows
L1	/model.23/one2one_cv2.0/one2one_cv2.0.0/act/Mul_output_0	1x16x80x80	51200000	-0.2784646153450012	20.359981536865234	-0.28454717993736267	14.227359771728516	0	0.0	1810	3.53515625e-05	1571157	0.03068666015625	1559	3.044921875e-05	-0.013600231449778717	0.2956922646914101	0.09580177027631968	0.9926619168134667	p0=-0.278464586;p1=-0.276715611;p10=-0.154727389;p50=2.75266445;p90=6.61844816;p99=9.39004974;p100=17.727644	p0=-0.28454718;p1=-0.28454718;p10=-0.170728311;p50=2.73165298;p90=6.65840435;p99=9.44696712;p100=14.2273598	5da6ad2b734d1d148c148e7cda4bf5ae19eb422d53b2acf3cd45b35b81a15393	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/activation-audit-v3/selected_region_activation_per_image_hashes.tsv	6f0b90f582ed8b7113af483ff981dbd88ce3331ba5c1b8b1713b59f64b50cfe9	11000
L1	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul_output_0	1x16x40x40	12800000	-0.2784646153450012	13.114253997802734	-0.27887463569641113	10.78315258026123	0	0.0	112	8.75e-06	1257202	0.09821890625	0	0.0	0.01893121798491671	0.21878467349979516	0.11780534181874681	0.9870925150225269	p0=-0.278464586;p1=-0.278235614;p10=-0.251667187;p50=1.15794438;p90=4.75579634;p99=7.27007484;p100=12.2852554	p0=-0.278874636;p1=-0.278874636;p10=-0.23239553;p50=1.16197765;p90=4.78734779;p99=7.25074053;p100=10.7831526	f88d4ef21ac2f998038d1cca41ed09f9373d10bf14f0a13ea822957a67c01925	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/activation-audit-v3/selected_region_activation_per_image_hashes.tsv	6f0b90f582ed8b7113af483ff981dbd88ce3331ba5c1b8b1713b59f64b50cfe9	11000
L1	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0	1x16x20x20	3200000	-0.2784646153450012	9.169057846069336	-0.2778549790382385	7.255102634429932	62100	0.01940625	120	3.75e-05	333403	0.1041884375	0	0.0	0.020662292822731694	0.1392329227526463	0.09463184941751022	0.9894577240218508	p0=-0.278464586;p1=-0.278302134;p10=-0.261590278;p50=1.00992697;p90=3.6153733;p99=4.78303486;p100=8.28741264	p0=-0.277854979;p1=-0.277854979;p10=-0.277854979;p50=1.01880169;p90=3.67386055;p99=4.78528023;p100=7.25510263	1ccbf023f55c932cf70b6a0a78f02cfcf5fd780bbd1f2aada7f33655cd926e40	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/activation-audit-v3/selected_region_activation_per_image_hashes.tsv	6f0b90f582ed8b7113af483ff981dbd88ce3331ba5c1b8b1713b59f64b50cfe9	11000
L1	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/act/Mul_output_0	1x64x80x80	204800000	-0.2784646153450012	20.909271240234375	-0.26811739802360535	10.769381523132324	202809	0.0009902783203125	3457	1.68798828125e-05	528123	0.0025787255859375	0	0.0	-0.008878347468910043	0.12672485085194007	0.05191077054495831	0.9973033075338648	p0=-0.278464139;p1=-0.202149186;p10=0.522816414;p50=2.58074749;p90=4.38379226;p99=5.78882899;p100=10.4497232	p0=-0.268117398;p1=-0.223431155;p10=0.536234796;p50=2.5918014;p90=4.37925053;p99=5.8092103;p100=10.4565783	68f89de3cdc16f6522511ccf677534e5a31ed4419d5404562ca22b04f735bd2d	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/activation-audit-v3/selected_region_activation_per_image_hashes.tsv	6f0b90f582ed8b7113af483ff981dbd88ce3331ba5c1b8b1713b59f64b50cfe9	11000
L1	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/act/Mul_output_0	1x128x40x40	102400000	-0.2784646153450012	26.890291213989258	-0.25522735714912415	15.887903213500977	2944829	0.028758095703125	1511	1.4755859375e-05	4896365	0.047816064453125	0	0.0	-0.003577941833543079	0.11870799202860259	0.07613624199764957	0.9928807269550581	p0=-0.278464586;p1=-0.270713395;p10=-0.103141855;p50=1.50674641;p90=3.12041514;p99=5.84426195;p100=15.536375	p0=-0.255227357;p1=-0.255227357;p10=-0.127613679;p50=1.5313642;p90=3.12653518;p99=5.80642223;p100=15.8879032	c14a25a876da3279fb243e9d435841101e73748eb7d0ea0a0f48400dd9ed6978	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/activation-audit-v3/selected_region_activation_per_image_hashes.tsv	6f0b90f582ed8b7113af483ff981dbd88ce3331ba5c1b8b1713b59f64b50cfe9	11000
L1	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul_output_0	1x256x20x20	51200000	-0.2784646153450012	24.56525421142578	-0.27338752150535583	13.669376373291016	1435051	0.02802833984375	818	1.59765625e-05	4197862	0.0819894921875	708	1.3828125e-05	-0.0064127218210146735	0.09224789094883838	0.16138130007193402	0.9793094592471489	p0=-0.278464586;p1=-0.277448903;p10=-0.195857318;p50=0.42703861;p90=1.55947248;p99=3.22044056;p100=11.7001085	p0=-0.273387522;p1=-0.273387522;p10=-0.21871002;p50=0.43742004;p90=1.47629261;p99=3.11661768;p100=11.5916309	5d99e89aea2bf9c48f281a1e37912403682449f820bc9887ef0a33d6a5049c0a	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/activation-audit-v3/selected_region_activation_per_image_hashes.tsv	6f0b90f582ed8b7113af483ff981dbd88ce3331ba5c1b8b1713b59f64b50cfe9	11000
L2	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/act/Mul_output_0	1x80x80x80	256000000	-0.2784646153450012	12.186765670776367	-0.27573004364967346	6.1763529777526855	7498954	0.0292927890625	2899	1.132421875e-05	18991117	0.07418405078125	0	0.0	-0.004509517236182426	0.06638062222163241	0.14179275749131182	0.9850855026641648	p0=-0.278464615;p1=-0.278099537;p10=-0.244349097;p50=0.17634736;p90=1.16804799;p99=2.37785991;p100=11.1469717	p0=-0.275730044;p1=-0.275730044;p10=-0.248157039;p50=0.165438026;p90=1.13049316;p99=2.34370542;p100=6.17635298	d12a1e422f8a6b3a1da86c068f02650af1789a739c84fd2e1956ab86f74c754d	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/activation-audit-v3/selected_region_activation_per_image_hashes.tsv	6f0b90f582ed8b7113af483ff981dbd88ce3331ba5c1b8b1713b59f64b50cfe9	11000
L2	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Mul_output_0	1x80x40x40	64000000	-0.2784646153450012	14.433870315551758	-0.26667216420173645	8.233503341674805	3477533	0.054336453125	605	9.453125e-06	5020563	0.078446296875	511	7.984375e-06	-0.007223717838394375	0.10810340099677701	0.20045105762497978	0.970364158933718	p0=-0.278464586;p1=-0.278039069;p10=-0.23760404;p50=0.299242765;p90=1.26494552;p99=2.64739585;p100=9.78047371	p0=-0.266672164;p1=-0.266672164;p10=-0.233338147;p50=0.300006181;p90=1.23335874;p99=2.66672158;p100=8.23350334	34706cca2ad7fd4fd971bb16cb24b14b508fdfbfb387e7f3289c42308fb69002	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/activation-audit-v3/selected_region_activation_per_image_hashes.tsv	6f0b90f582ed8b7113af483ff981dbd88ce3331ba5c1b8b1713b59f64b50cfe9	11000
L2	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0	1x80x20x20	16000000	-0.2784646153450012	19.067447662353516	-0.2604408860206604	13.02204418182373	1316683	0.0822926875	162	1.0125e-05	1991377	0.1244610625	136	8.5e-06	-0.013871200171687689	0.1251003219833832	0.2227418349930874	0.9687434321160207	p0=-0.278464586;p1=-0.278186947;p10=-0.250887465;p50=0.262897313;p90=1.36400415;p99=2.74116046;p100=16.5269527	p0=-0.260440886;p1=-0.260440886;p10=-0.260440886;p50=0.2083527;p90=1.30220437;p99=2.656497;p100=13.0220442	9c6cbfc571113bc449ec5fb8c5329c7d56c6bddbc6776d576b0e2d7df56249b9	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/activation-audit-v3/selected_region_activation_per_image_hashes.tsv	6f0b90f582ed8b7113af483ff981dbd88ce3331ba5c1b8b1713b59f64b50cfe9	11000
L3	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/act/Mul_output_0	1x80x80x80	256000000	-0.2784646153450012	33.52577209472656	-0.2715913951396942	13.579569816589355	5199013	0.02030864453125	3582	1.39921875e-05	12088812	0.047221921875	2930	1.14453125e-05	0.009584330612976715	0.11876919189345658	0.09814474525331171	0.9924002107585972	p0=-0.278464586;p1=-0.276365852;p10=-0.153782438;p50=1.18374056;p90=2.37182281;p99=3.30755614;p100=16.1874008	p0=-0.271591395;p1=-0.271591395;p10=-0.162954837;p50=1.14068389;p90=2.39000416;p99=3.31341505;p100=13.5795698	91c537a4180054c44b92fcf7a61f49e48438061ea13f9848a7144e905f3da5b3	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/activation-audit-v3/selected_region_activation_per_image_hashes.tsv	6f0b90f582ed8b7113af483ff981dbd88ce3331ba5c1b8b1713b59f64b50cfe9	11000
L3	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0	1x80x40x40	64000000	-0.2784646153450012	48.31480026245117	-0.22662724554538727	28.55503273010254	0	0.0	584	9.125e-06	0	0.0	267	4.171875e-06	0.003629375212089269	0.14413380703615528	0.13486006286550287	0.9829171403720208	p0=-0.278464586;p1=-0.277255873;p10=-0.206894179;p50=1.02840173;p90=2.03868659;p99=3.19691024;p100=35.8687515	p0=-0.226627246;p1=-0.226627246;p10=-0.226627246;p50=1.0198226;p90=2.0396452;p99=3.17278147;p100=28.5550327	0e19a2a9b0eebf8e1c246306ea322f82639105c8ee79e3df2edf73c6a0c94b31	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/activation-audit-v3/selected_region_activation_per_image_hashes.tsv	6f0b90f582ed8b7113af483ff981dbd88ce3331ba5c1b8b1713b59f64b50cfe9	11000
L3	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0	1x80x20x20	16000000	-0.27846458554267883	107.19427490234375	-0.25907203555107117	65.8042984008789	533364	0.03333525	284	1.775e-05	2071893	0.1294933125	235	1.46875e-05	0.060120157703310355	0.19433964386270022	0.24168130625206283	0.9663131402645269	p0=-0.278464586;p1=-0.276640387;p10=-0.168893069;p50=0.661952227;p90=1.61944339;p99=2.69053759;p100=90.8158875	p0=-0.259072036;p1=-0.259072036;p10=-0.259072036;p50=0.777216077;p90=1.81350422;p99=2.84979248;p100=65.8042984	154261e37e4b98afc53e6bde6e630996d1ad730135a43a879acaad32f59c1d95	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/activation-audit-v3/selected_region_activation_per_image_hashes.tsv	6f0b90f582ed8b7113af483ff981dbd88ce3331ba5c1b8b1713b59f64b50cfe9	11000
