topological_index	node_name	op_type	domain	producer_output_index	output_tensor	shape	dtype	consumer_count	consumer_nodes	architecture_region	residual_concat_attention_membership
258	/model.19/cv2/conv/Conv	Conv	ai.onnx	0	/model.19/cv2/conv/Conv_output_0	1x128x40x40	FLOAT	2	/model.19/cv2/act/Sigmoid;/model.19/cv2/act/Mul	R5	none
259	/model.19/cv2/act/Sigmoid	Sigmoid	ai.onnx	0	/model.19/cv2/act/Sigmoid_output_0	1x128x40x40	FLOAT	1	/model.19/cv2/act/Mul	R5	none
260	/model.19/cv2/act/Mul	Mul	ai.onnx	0	/model.19/cv2/act/Mul_output_0	1x128x40x40	FLOAT	3	/model.20/conv/Conv;/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv;/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/conv/Conv	R5	none
261	/model.20/conv/Conv	Conv	ai.onnx	0	/model.20/conv/Conv_output_0	1x128x20x20	FLOAT	2	/model.20/act/Sigmoid;/model.20/act/Mul	R5	none
262	/model.20/act/Sigmoid	Sigmoid	ai.onnx	0	/model.20/act/Sigmoid_output_0	1x128x20x20	FLOAT	1	/model.20/act/Mul	R5	none
263	/model.20/act/Mul	Mul	ai.onnx	0	/model.20/act/Mul_output_0	1x128x20x20	FLOAT	1	/model.21/Concat	R5	none
264	/model.21/Concat	Concat	ai.onnx	0	/model.21/Concat_output_0	1x384x20x20	FLOAT	1	/model.22/cv1/conv/Conv	R6	concat
265	/model.22/cv1/conv/Conv	Conv	ai.onnx	0	/model.22/cv1/conv/Conv_output_0	1x256x20x20	FLOAT	2	/model.22/cv1/act/Sigmoid;/model.22/cv1/act/Mul	R6	none
266	/model.22/cv1/act/Sigmoid	Sigmoid	ai.onnx	0	/model.22/cv1/act/Sigmoid_output_0	1x256x20x20	FLOAT	1	/model.22/cv1/act/Mul	R6	none
267	/model.22/cv1/act/Mul	Mul	ai.onnx	0	/model.22/cv1/act/Mul_output_0	1x256x20x20	FLOAT	1	/model.22/Split	R6	none
268	/model.22/Split	Split	ai.onnx	0	/model.22/Split_output_0	1x128x20x20	FLOAT	1	/model.22/Concat	R6	none
268	/model.22/Split	Split	ai.onnx	1	/model.22/Split_output_1	1x128x20x20	FLOAT	3	/model.22/m.0/m.0.0/cv1/conv/Conv;/model.22/m.0/m.0.0/Add;/model.22/Concat	R6	none
269	/model.22/m.0/m.0.0/cv1/conv/Conv	Conv	ai.onnx	0	/model.22/m.0/m.0.0/cv1/conv/Conv_output_0	1x64x20x20	FLOAT	2	/model.22/m.0/m.0.0/cv1/act/Sigmoid;/model.22/m.0/m.0.0/cv1/act/Mul	R6	none
270	/model.22/m.0/m.0.0/cv1/act/Sigmoid	Sigmoid	ai.onnx	0	/model.22/m.0/m.0.0/cv1/act/Sigmoid_output_0	1x64x20x20	FLOAT	1	/model.22/m.0/m.0.0/cv1/act/Mul	R6	none
271	/model.22/m.0/m.0.0/cv1/act/Mul	Mul	ai.onnx	0	/model.22/m.0/m.0.0/cv1/act/Mul_output_0	1x64x20x20	FLOAT	1	/model.22/m.0/m.0.0/cv2/conv/Conv	R6	none
272	/model.22/m.0/m.0.0/cv2/conv/Conv	Conv	ai.onnx	0	/model.22/m.0/m.0.0/cv2/conv/Conv_output_0	1x128x20x20	FLOAT	2	/model.22/m.0/m.0.0/cv2/act/Sigmoid;/model.22/m.0/m.0.0/cv2/act/Mul	R6	none
273	/model.22/m.0/m.0.0/cv2/act/Sigmoid	Sigmoid	ai.onnx	0	/model.22/m.0/m.0.0/cv2/act/Sigmoid_output_0	1x128x20x20	FLOAT	1	/model.22/m.0/m.0.0/cv2/act/Mul	R6	none
274	/model.22/m.0/m.0.0/cv2/act/Mul	Mul	ai.onnx	0	/model.22/m.0/m.0.0/cv2/act/Mul_output_0	1x128x20x20	FLOAT	1	/model.22/m.0/m.0.0/Add	R6	none
275	/model.22/m.0/m.0.0/Add	Add	ai.onnx	0	/model.22/m.0/m.0.0/Add_output_0	1x128x20x20	FLOAT	2	/model.22/m.0/m.0.1/attn/qkv/conv/Conv;/model.22/m.0/m.0.1/Add	R6	residual
276	/model.22/m.0/m.0.1/attn/qkv/conv/Conv	Conv	ai.onnx	0	/model.22/m.0/m.0.1/attn/qkv/conv/Conv_output_0	1x256x20x20	FLOAT	1	/model.22/m.0/m.0.1/attn/Reshape	R6	attention
277	/model.22/m.0/m.0.1/attn/Constant	Constant	ai.onnx	0	/model.22/m.0/m.0.1/attn/Constant_output_0	4	INT64	1	/model.22/m.0/m.0.1/attn/Reshape	R6	attention
278	/model.22/m.0/m.0.1/attn/Reshape	Reshape	ai.onnx	0	/model.22/m.0/m.0.1/attn/Reshape_output_0	1x2x128x400	FLOAT	1	/model.22/m.0/m.0.1/attn/Split	R6	attention
279	/model.22/m.0/m.0.1/attn/Split	Split	ai.onnx	0	/model.22/m.0/m.0.1/attn/Split_output_0	1x2x32x400	FLOAT	1	/model.22/m.0/m.0.1/attn/Transpose	R6	attention
279	/model.22/m.0/m.0.1/attn/Split	Split	ai.onnx	1	/model.22/m.0/m.0.1/attn/Split_output_1	1x2x32x400	FLOAT	1	/model.22/m.0/m.0.1/attn/MatMul	R6	attention
279	/model.22/m.0/m.0.1/attn/Split	Split	ai.onnx	2	/model.22/m.0/m.0.1/attn/Split_output_2	1x2x64x400	FLOAT	2	/model.22/m.0/m.0.1/attn/MatMul_1;/model.22/m.0/m.0.1/attn/Reshape_2	R6	attention
280	/model.22/m.0/m.0.1/attn/Transpose	Transpose	ai.onnx	0	/model.22/m.0/m.0.1/attn/Transpose_output_0	1x2x400x32	FLOAT	1	/model.22/m.0/m.0.1/attn/MatMul	R6	attention
281	/model.22/m.0/m.0.1/attn/MatMul	MatMul	ai.onnx	0	/model.22/m.0/m.0.1/attn/MatMul_output_0	1x2x400x400	FLOAT	1	/model.22/m.0/m.0.1/attn/Mul	R6	attention
282	/model.22/m.0/m.0.1/attn/Constant_1	Constant	ai.onnx	0	/model.22/m.0/m.0.1/attn/Constant_1_output_0		FLOAT	1	/model.22/m.0/m.0.1/attn/Mul	R6	attention
283	/model.22/m.0/m.0.1/attn/Mul	Mul	ai.onnx	0	/model.22/m.0/m.0.1/attn/Mul_output_0	1x2x400x400	FLOAT	1	/model.22/m.0/m.0.1/attn/Softmax	R6	attention
284	/model.22/m.0/m.0.1/attn/Softmax	Softmax	ai.onnx	0	/model.22/m.0/m.0.1/attn/Softmax_output_0	1x2x400x400	FLOAT	1	/model.22/m.0/m.0.1/attn/Transpose_1	R6	attention
285	/model.22/m.0/m.0.1/attn/Transpose_1	Transpose	ai.onnx	0	/model.22/m.0/m.0.1/attn/Transpose_1_output_0	1x2x400x400	FLOAT	1	/model.22/m.0/m.0.1/attn/MatMul_1	R6	attention
286	/model.22/m.0/m.0.1/attn/MatMul_1	MatMul	ai.onnx	0	/model.22/m.0/m.0.1/attn/MatMul_1_output_0	1x2x64x400	FLOAT	1	/model.22/m.0/m.0.1/attn/Reshape_1	R6	attention
287	/model.22/m.0/m.0.1/attn/Constant_2	Constant	ai.onnx	0	/model.22/m.0/m.0.1/attn/Constant_2_output_0	4	INT64	1	/model.22/m.0/m.0.1/attn/Reshape_1	R6	attention
288	/model.22/m.0/m.0.1/attn/Constant_3	Constant	ai.onnx	0	/model.22/m.0/m.0.1/attn/Constant_3_output_0	4	INT64	1	/model.22/m.0/m.0.1/attn/Reshape_2	R6	attention
289	/model.22/m.0/m.0.1/attn/Reshape_1	Reshape	ai.onnx	0	/model.22/m.0/m.0.1/attn/Reshape_1_output_0	1x128x20x20	FLOAT	1	/model.22/m.0/m.0.1/attn/Add	R6	attention
290	/model.22/m.0/m.0.1/attn/Reshape_2	Reshape	ai.onnx	0	/model.22/m.0/m.0.1/attn/Reshape_2_output_0	1x128x20x20	FLOAT	1	/model.22/m.0/m.0.1/attn/pe/conv/Conv	R6	attention
291	/model.22/m.0/m.0.1/attn/pe/conv/Conv	Conv	ai.onnx	0	/model.22/m.0/m.0.1/attn/pe/conv/Conv_output_0	1x128x20x20	FLOAT	1	/model.22/m.0/m.0.1/attn/Add	R6	attention
292	/model.22/m.0/m.0.1/attn/Add	Add	ai.onnx	0	/model.22/m.0/m.0.1/attn/Add_output_0	1x128x20x20	FLOAT	1	/model.22/m.0/m.0.1/attn/proj/conv/Conv	R6	residual;attention
293	/model.22/m.0/m.0.1/attn/proj/conv/Conv	Conv	ai.onnx	0	/model.22/m.0/m.0.1/attn/proj/conv/Conv_output_0	1x128x20x20	FLOAT	1	/model.22/m.0/m.0.1/Add	R6	attention
294	/model.22/m.0/m.0.1/Add	Add	ai.onnx	0	/model.22/m.0/m.0.1/Add_output_0	1x128x20x20	FLOAT	2	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv;/model.22/m.0/m.0.1/Add_1	R6	residual
295	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv	Conv	ai.onnx	0	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv_output_0	1x256x20x20	FLOAT	2	/model.22/m.0/m.0.1/ffn/ffn.0/act/Sigmoid;/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul	R6	none
296	/model.22/m.0/m.0.1/ffn/ffn.0/act/Sigmoid	Sigmoid	ai.onnx	0	/model.22/m.0/m.0.1/ffn/ffn.0/act/Sigmoid_output_0	1x256x20x20	FLOAT	1	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul	R6	none
297	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul	Mul	ai.onnx	0	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0	1x256x20x20	FLOAT	1	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv	R6	none
298	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv	Conv	ai.onnx	0	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv_output_0	1x128x20x20	FLOAT	1	/model.22/m.0/m.0.1/Add_1	R6	none
299	/model.22/m.0/m.0.1/Add_1	Add	ai.onnx	0	/model.22/m.0/m.0.1/Add_1_output_0	1x128x20x20	FLOAT	1	/model.22/Concat	R6	residual
300	/model.22/Concat	Concat	ai.onnx	0	/model.22/Concat_output_0	1x384x20x20	FLOAT	1	/model.22/cv2/conv/Conv	R6	concat
301	/model.22/cv2/conv/Conv	Conv	ai.onnx	0	/model.22/cv2/conv/Conv_output_0	1x256x20x20	FLOAT	2	/model.22/cv2/act/Sigmoid;/model.22/cv2/act/Mul	R6	none
302	/model.22/cv2/act/Sigmoid	Sigmoid	ai.onnx	0	/model.22/cv2/act/Sigmoid_output_0	1x256x20x20	FLOAT	1	/model.22/cv2/act/Mul	R6	none
303	/model.22/cv2/act/Mul	Mul	ai.onnx	0	/model.22/cv2/act/Mul_output_0	1x256x20x20	FLOAT	2	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv;/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv	R6	none
304	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv	Conv	ai.onnx	0	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv_output_0	1x16x80x80	FLOAT	2	/model.23/one2one_cv2.0/one2one_cv2.0.0/act/Sigmoid;/model.23/one2one_cv2.0/one2one_cv2.0.0/act/Mul	R7	none
305	/model.23/one2one_cv2.0/one2one_cv2.0.0/act/Sigmoid	Sigmoid	ai.onnx	0	/model.23/one2one_cv2.0/one2one_cv2.0.0/act/Sigmoid_output_0	1x16x80x80	FLOAT	1	/model.23/one2one_cv2.0/one2one_cv2.0.0/act/Mul	R7	none
306	/model.23/one2one_cv2.0/one2one_cv2.0.0/act/Mul	Mul	ai.onnx	0	/model.23/one2one_cv2.0/one2one_cv2.0.0/act/Mul_output_0	1x16x80x80	FLOAT	1	/model.23/one2one_cv2.0/one2one_cv2.0.1/conv/Conv	R7	none
307	/model.23/one2one_cv2.0/one2one_cv2.0.1/conv/Conv	Conv	ai.onnx	0	/model.23/one2one_cv2.0/one2one_cv2.0.1/conv/Conv_output_0	1x16x80x80	FLOAT	2	/model.23/one2one_cv2.0/one2one_cv2.0.1/act/Sigmoid;/model.23/one2one_cv2.0/one2one_cv2.0.1/act/Mul	R7	none
308	/model.23/one2one_cv2.0/one2one_cv2.0.1/act/Sigmoid	Sigmoid	ai.onnx	0	/model.23/one2one_cv2.0/one2one_cv2.0.1/act/Sigmoid_output_0	1x16x80x80	FLOAT	1	/model.23/one2one_cv2.0/one2one_cv2.0.1/act/Mul	R7	none
309	/model.23/one2one_cv2.0/one2one_cv2.0.1/act/Mul	Mul	ai.onnx	0	/model.23/one2one_cv2.0/one2one_cv2.0.1/act/Mul_output_0	1x16x80x80	FLOAT	1	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv	R7	none
310	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv	Conv	ai.onnx	0	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	1x4x80x80	FLOAT	0		R7	none
311	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv	Conv	ai.onnx	0	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv_output_0	1x16x40x40	FLOAT	2	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Sigmoid;/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul	R7	none
312	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Sigmoid	Sigmoid	ai.onnx	0	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Sigmoid_output_0	1x16x40x40	FLOAT	1	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul	R7	none
313	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul	Mul	ai.onnx	0	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul_output_0	1x16x40x40	FLOAT	1	/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv	R7	none
314	/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv	Conv	ai.onnx	0	/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv_output_0	1x16x40x40	FLOAT	2	/model.23/one2one_cv2.1/one2one_cv2.1.1/act/Sigmoid;/model.23/one2one_cv2.1/one2one_cv2.1.1/act/Mul	R7	none
315	/model.23/one2one_cv2.1/one2one_cv2.1.1/act/Sigmoid	Sigmoid	ai.onnx	0	/model.23/one2one_cv2.1/one2one_cv2.1.1/act/Sigmoid_output_0	1x16x40x40	FLOAT	1	/model.23/one2one_cv2.1/one2one_cv2.1.1/act/Mul	R7	none
316	/model.23/one2one_cv2.1/one2one_cv2.1.1/act/Mul	Mul	ai.onnx	0	/model.23/one2one_cv2.1/one2one_cv2.1.1/act/Mul_output_0	1x16x40x40	FLOAT	1	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv	R7	none
317	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv	Conv	ai.onnx	0	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	1x4x40x40	FLOAT	0		R7	none
318	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv	Conv	ai.onnx	0	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv_output_0	1x16x20x20	FLOAT	2	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Sigmoid;/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul	R7	none
319	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Sigmoid	Sigmoid	ai.onnx	0	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Sigmoid_output_0	1x16x20x20	FLOAT	1	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul	R7	none
320	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul	Mul	ai.onnx	0	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0	1x16x20x20	FLOAT	1	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv	R7	none
321	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv	Conv	ai.onnx	0	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv_output_0	1x16x20x20	FLOAT	2	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Sigmoid;/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul	R7	none
322	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Sigmoid	Sigmoid	ai.onnx	0	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Sigmoid_output_0	1x16x20x20	FLOAT	1	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul	R7	none
323	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul	Mul	ai.onnx	0	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0	1x16x20x20	FLOAT	1	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv	R7	none
324	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv	Conv	ai.onnx	0	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	1x4x20x20	FLOAT	0		R7	none
325	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/conv/Conv	Conv	ai.onnx	0	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/conv/Conv_output_0	1x64x80x80	FLOAT	2	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/act/Sigmoid;/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/act/Mul	R7	none
326	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/act/Sigmoid	Sigmoid	ai.onnx	0	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/act/Sigmoid_output_0	1x64x80x80	FLOAT	1	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/act/Mul	R7	none
327	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/act/Mul	Mul	ai.onnx	0	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/act/Mul_output_0	1x64x80x80	FLOAT	1	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv	R7	none
328	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv	Conv	ai.onnx	0	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv_output_0	1x80x80x80	FLOAT	2	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/act/Sigmoid;/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/act/Mul	R7	none
329	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/act/Sigmoid	Sigmoid	ai.onnx	0	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/act/Sigmoid_output_0	1x80x80x80	FLOAT	1	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/act/Mul	R7	none
330	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/act/Mul	Mul	ai.onnx	0	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/act/Mul_output_0	1x80x80x80	FLOAT	1	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv	R7	none
331	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv	Conv	ai.onnx	0	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv_output_0	1x80x80x80	FLOAT	2	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/act/Sigmoid;/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/act/Mul	R7	none
332	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/act/Sigmoid	Sigmoid	ai.onnx	0	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/act/Sigmoid_output_0	1x80x80x80	FLOAT	1	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/act/Mul	R7	none
333	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/act/Mul	Mul	ai.onnx	0	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/act/Mul_output_0	1x80x80x80	FLOAT	1	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv	R7	none
334	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv	Conv	ai.onnx	0	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv_output_0	1x80x80x80	FLOAT	2	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/act/Sigmoid;/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/act/Mul	R7	none
335	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/act/Sigmoid	Sigmoid	ai.onnx	0	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/act/Sigmoid_output_0	1x80x80x80	FLOAT	1	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/act/Mul	R7	none
336	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/act/Mul	Mul	ai.onnx	0	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/act/Mul_output_0	1x80x80x80	FLOAT	1	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv	R7	none
337	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv	Conv	ai.onnx	0	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	1x80x80x80	FLOAT	0		R7	none
338	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/conv/Conv	Conv	ai.onnx	0	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/conv/Conv_output_0	1x128x40x40	FLOAT	2	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/act/Sigmoid;/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/act/Mul	R7	none
339	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/act/Sigmoid	Sigmoid	ai.onnx	0	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/act/Sigmoid_output_0	1x128x40x40	FLOAT	1	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/act/Mul	R7	none
340	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/act/Mul	Mul	ai.onnx	0	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/act/Mul_output_0	1x128x40x40	FLOAT	1	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv	R7	none
341	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv	Conv	ai.onnx	0	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv_output_0	1x80x40x40	FLOAT	2	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Sigmoid;/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Mul	R7	none
342	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Sigmoid	Sigmoid	ai.onnx	0	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Sigmoid_output_0	1x80x40x40	FLOAT	1	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Mul	R7	none
343	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Mul	Mul	ai.onnx	0	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Mul_output_0	1x80x40x40	FLOAT	1	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv	R7	none
344	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv	Conv	ai.onnx	0	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv_output_0	1x80x40x40	FLOAT	2	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Sigmoid;/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul	R7	none
345	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Sigmoid	Sigmoid	ai.onnx	0	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Sigmoid_output_0	1x80x40x40	FLOAT	1	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul	R7	none
346	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul	Mul	ai.onnx	0	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0	1x80x40x40	FLOAT	1	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv	R7	none
347	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv	Conv	ai.onnx	0	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv_output_0	1x80x40x40	FLOAT	2	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Sigmoid;/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul	R7	none
348	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Sigmoid	Sigmoid	ai.onnx	0	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Sigmoid_output_0	1x80x40x40	FLOAT	1	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul	R7	none
349	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul	Mul	ai.onnx	0	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0	1x80x40x40	FLOAT	1	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv	R7	none
350	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv	Conv	ai.onnx	0	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	1x80x40x40	FLOAT	0		R7	none
351	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv	Conv	ai.onnx	0	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv_output_0	1x256x20x20	FLOAT	2	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Sigmoid;/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul	R7	none
