surface	record	repeat	run	wall_us	process_cpu_us	mean_us	stddev_us	p95_us
S1	raw	4	60	4821.73	18800.5	NA	NA	NA
S1	raw	4	61	4692.4	18392	NA	NA	NA
S1	raw	4	62	4761.44	18588.2	NA	NA	NA
S1	raw	4	63	4932.53	19074.3	NA	NA	NA
S1	raw	4	64	4745.73	18541.4	NA	NA	NA
S1	raw	4	65	4821.9	18836.7	NA	NA	NA
S1	raw	4	66	4799.19	18782.3	NA	NA	NA
S1	raw	4	67	4811.52	18762.8	NA	NA	NA
S1	raw	4	68	4769.15	18482.7	NA	NA	NA
S1	raw	4	69	4827.52	18880.9	NA	NA	NA
S1	raw	4	70	4817.15	18783.9	NA	NA	NA
S1	raw	4	71	4791.57	18791.7	NA	NA	NA
S1	raw	4	72	4726.07	18494.8	NA	NA	NA
S1	raw	4	73	4800.57	18817.7	NA	NA	NA
S1	raw	4	74	4843.61	18908.9	NA	NA	NA
S1	raw	4	75	4818.9	18905.8	NA	NA	NA
S1	raw	4	76	4741.56	18561	NA	NA	NA
S1	raw	4	77	5554.41	19546.4	NA	NA	NA
S1	raw	4	78	7985.48	21916.5	NA	NA	NA
S1	raw	4	79	7149.22	21236.1	NA	NA	NA
S1	raw	4	80	4816.86	18740.4	NA	NA	NA
S1	raw	4	81	4827.77	18890.5	NA	NA	NA
S1	raw	4	82	4885.98	19066.6	NA	NA	NA
S1	raw	4	83	4805.65	18844.2	NA	NA	NA
S1	raw	4	84	4879.36	18961.8	NA	NA	NA
S1	raw	4	85	4776.11	18767.9	NA	NA	NA
S1	raw	4	86	4835.44	19021.1	NA	NA	NA
S1	raw	4	87	4754.94	18698.9	NA	NA	NA
S1	raw	4	88	4741.77	18620.5	NA	NA	NA
S1	raw	4	89	4828.44	18896.3	NA	NA	NA
S1	raw	4	90	4774.57	18655.9	NA	NA	NA
S1	raw	4	91	4723.02	18500.4	NA	NA	NA
S1	raw	4	92	4763.07	18638.2	NA	NA	NA
S1	raw	4	93	4759.4	18599.1	NA	NA	NA
S1	raw	4	94	4751.94	18615.3	NA	NA	NA
S1	raw	4	95	4794.9	18784	NA	NA	NA
S1	raw	4	96	4846.94	18906.5	NA	NA	NA
S1	raw	4	97	4829.9	18610	NA	NA	NA
S1	raw	4	98	4881.69	19079	NA	NA	NA
S1	raw	4	99	6281	20336.5	NA	NA	NA
S1	repeat_summary	4				5061.6	763.453	7409.48
