phase	block	slot	model	provider	metric	samples	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	min_us	max_us	resource_samples	steady_resource_samples	terminal_samples_excluded	rss_startup_first_kib	rss_min_kib	rss_max_kib	hwm_max_kib	fds_min	fds_max	threads_min	threads_max
abba	8	0	B2	spacemit	inference	100	100341.10674	2116.7260295769784	2.109530279610885	99775.13500000001	102399.5933	104439.97965	108738.13875	108904.109775	98013.538	108922.551	46	15	1	768	88540	88540	88540	4	4	11	11
abba	8	0	B2	spacemit	tail	100	14840.494410000001	362.2574837597441	2.4410068408209056	14687.653999999999	15315.9832	15471.22035	15806.425890000002	16408.732088999997	14405.058	16475.655	46	15	1	768	88540	88540	88540	4	4	11	11
abba	8	0	B2	spacemit	two_stage	100	115181.60115	2258.291459462132	1.9606355849500463	114782.29550000001	117232.25360000001	119028.55645	123789.61638	125237.34703799999	112522.829	125398.206	46	15	1	768	88540	88540	88540	4	4	11	11
abba	8	1	C2	spacemit	inference	100	100279.13198	1925.6252523632177	1.9202651781501963	99837.932	102496.73329999999	103363.74459999999	106328.80918000003	110036.54351799998	97983.709	110448.514	47	16	1	1408	88284	88284	88284	4	4	11	11
abba	8	1	C2	spacemit	tail	100	14887.067430000001	331.11172664440545	2.2241568274028123	14737.558	15375.6679	15441.830549999999	15671.158000000005	16284.789699999998	14508.716	16352.971	47	16	1	1408	88284	88284	88284	4	4	11	11
abba	8	1	C2	spacemit	two_stage	100	115166.19941	2056.8315398661025	1.7859680621600036	114779.26699999999	117435.9011	118079.0271	121076.00513000003	126228.93701299999	112855.276	126801.485	47	16	1	1408	88284	88284	88284	4	4	11	11
abba	8	2	C2	spacemit	inference	100	100411.97050999998	1799.306457686065	1.791924258180824	99927.88	102634.9555	103544.14099999999	105626.18820000002	107764.69511999999	98211.724	108002.307	47	16	1	1408	88412	88412	88412	4	4	11	11
abba	8	2	C2	spacemit	tail	100	14897.8921	326.23933283597586	2.189835519321394	14737.586500000001	15416.151300000001	15531.5849	15705.216480000001	15820.643747999999	14552.034	15833.469	47	16	1	1408	88412	88412	88412	4	4	11	11
abba	8	2	C2	spacemit	two_stage	100	115309.86261	1923.091350211776	1.6677596405747517	114931.8825	117658.20939999999	118155.0233	120390.06361000001	123374.61156099998	112783.884	123706.228	47	16	1	1408	88412	88412	88412	4	4	11	11
abba	8	3	B2	spacemit	inference	100	101209.8297	2750.4556486268057	2.717577587848471	100212.156	104030.5508	105871.4105	111618.90958	112406.961658	98659.25	112494.523	46	15	1	1024	88540	88540	88540	4	4	11	11
abba	8	3	B2	spacemit	tail	100	15058.43288	954.1592295325698	6.33637800916087	14736.1975	15384.0674	15776.3137	20500.970360000003	21499.902535999998	14559.853	21610.895	46	15	1	1024	88540	88540	88540	4	4	11	11
abba	8	3	B2	spacemit	two_stage	100	116268.26258	3243.3430411493355	2.7895342797590255	115546.9455	118823.3205	123703.92315	129089.96565000001	129664.71856499999	113262.191	129728.58	46	15	1	1024	88540	88540	88540	4	4	11	11
abba	9	0	C2	spacemit	inference	100	102043.10483999999	3910.6554455206115	3.832356386697937	100814.28899999999	108256.7083	110256.82424999999	113023.49722000002	116500.91162199999	98051.202	116887.291	47	16	1	1408	88284	88284	88284	4	4	11	11
abba	9	0	C2	spacemit	tail	100	15020.942360000001	478.18146921791566	3.183431889674834	14782.521	15513.193	15755.146149999999	16814.963	17095.2716	14570.551	17126.417	47	16	1	1408	88284	88284	88284	4	4	11	11
abba	9	0	C2	spacemit	two_stage	100	117064.0472	4145.881945998957	3.541550155801343	115790.5935	123107.20160000001	125829.82874999999	128935.98102000002	132243.10750199997	112687.17	132610.566	47	16	1	1408	88284	88284	88284	4	4	11	11
abba	9	1	B2	spacemit	inference	100	100624.26892999999	1830.3318252729573	1.8189765200145116	99874.753	102950.8069	103635.56145	105414.28355	105670.495055	98211.458	105698.963	47	16	1	1408	88540	88540	88540	4	4	11	11
abba	9	1	B2	spacemit	tail	100	14817.025239999999	318.52598780900036	2.1497296700899753	14665.129	15314.9128	15486.07465	15577.764280000001	15712.686628	14451.782	15727.678	47	16	1	1408	88540	88540	88540	4	4	11	11
abba	9	1	B2	spacemit	two_stage	100	115441.29417	1953.8806782001036	1.6925318554752162	114923.98250000001	117809.2991	118509.72325000001	120320.93713	121057.271113	113168.851	121139.086	47	16	1	1408	88540	88540	88540	4	4	11	11
abba	9	2	B2	spacemit	inference	100	101175.49405	2992.506909529353	2.9577388651549197	100599.01449999999	103186.56790000001	103619.76849999999	116183.49127000001	116750.63682700001	98420.838	116813.653	47	16	1	512	88536	88536	88536	4	4	11	11
abba	9	2	B2	spacemit	tail	100	14892.21399	371.64454191479854	2.4955627293856697	14700.9525	15413.2327	15546.9421	15965.174740000002	16425.620374	14520.777	16476.781	47	16	1	512	88536	88536	88536	4	4	11	11
abba	9	2	B2	spacemit	two_stage	100	116067.70804	3152.4952590974813	2.716082976335716	115639.35	118043.6326	119638.61219999999	132111.43161	132134.56286099998	113093.33	132137.133	47	16	1	512	88536	88536	88536	4	4	11	11
abba	9	3	C2	spacemit	inference	100	100465.59016	2037.0395140358148	2.0275992116222636	100098.0025	102445.0511	102706.839	110168.89021000001	111544.79112099999	98084.332	111697.669	47	16	1	1408	88284	88284	88284	4	4	11	11
abba	9	3	C2	spacemit	tail	100	14899.71615	348.300567089687	2.337632231266949	14741.208999999999	15407.4566	15452.3735	15673.880850000005	16496.527785	14495.05	16587.933	47	16	1	1408	88284	88284	88284	4	4	11	11
abba	9	3	C2	spacemit	two_stage	100	115365.30630999999	2215.8864365777104	1.9207563412724498	115158.6815	117338.8051	117558.92945	125824.16896000001	128039.45869599999	112707.353	128285.602	47	16	1	1408	88284	88284	88284	4	4	11	11
