node_index	node_name	block	live_bytes	live_tensor_count	live_all_noninitializer_bytes	live_all_noninitializer_tensor_count
921	/model.22/m.0/m.0.1/attn/Transpose_output_0_DequantizeLinear	model.22	3737648	13	4939652	68
922	/model.22/m.0/m.0.1/attn/Reshape_2	model.22	3916848	13	5118852	68
923	/model.22/m.0/m.0.1/attn/MatMul	model.22	5196848	14	6398820	68
924	/model.22/m.0/m.0.1/attn/Reshape_2_output_0_QuantizeLinear	model.22	5043248	13	6245220	67
925	/model.22/m.0/m.0.1/attn/MatMul_output_0_QuantizeLinear	model.22	5158448	13	6360420	67
926	/model.22/m.0/m.0.1/attn/Reshape_2_output_0_DequantizeLinear	model.22	4083248	13	5285220	67
927	/model.22/m.0/m.0.1/attn/MatMul_output_0_DequantizeLinear	model.22	5312048	13	6514020	67
928	/model.22/m.0/m.0.1/attn/pe/conv/Conv	model.22	5196848	13	6398820	67
929	/model.22/m.0/m.0.1/attn/Mul	model.22	6272048	13	7468900	65
930	/model.22/m.0/m.0.1/attn/pe/conv/Conv_output_0_QuantizeLinear	model.22	5043248	13	6240096	64
931	/model.22/m.0/m.0.1/attn/Softmax	model.22	6118448	13	7315296	64
932	/model.22/m.0/m.0.1/attn/pe/conv/Conv_output_0_DequantizeLinear	model.22	5043248	13	6240096	64
933	/model.22/m.0/m.0.1/attn/Transpose_1	model.22	6272048	13	7468896	64
934	/model.22/m.0/m.0.1/attn/Transpose_1_output_0_QuantizeLinear	model.22	5312048	13	6508896	64
935	/model.22/m.0/m.0.1/attn/Transpose_1_output_0_DequantizeLinear	model.22	5312048	13	6508896	64
936	/model.22/m.0/m.0.1/attn/MatMul_1	model.22	5196848	13	6393696	64
937	/model.22/m.0/m.0.1/attn/MatMul_1_output_0_QuantizeLinear	model.22	3763248	12	4960096	63
938	/model.22/m.0/m.0.1/attn/MatMul_1_output_0_DequantizeLinear	model.22	3763248	12	4960096	63
939	/model.22/m.0/m.0.1/attn/Reshape_1	model.22	3916848	12	5113696	63
940	/model.22/m.0/m.0.1/attn/Add	model.22	3916848	12	5113664	62
941	/model.22/m.0/m.0.1/attn/Add_output_0_QuantizeLinear	model.22	3558448	11	4755264	61
942	/model.22/m.0/m.0.1/attn/Add_output_0_DequantizeLinear	model.22	3558448	11	4755264	61
943	/model.22/m.0/m.0.1/attn/proj/conv/Conv	model.22	3712048	11	4908864	61
944	/model.22/m.0/m.0.1/attn/proj/conv/Conv_output_0_QuantizeLinear	model.22	3558448	11	4689216	59
945	/model.22/m.0/m.0.1/attn/proj/conv/Conv_output_0_DequantizeLinear	model.22	3558448	11	4689216	59
946	/model.22/m.0/m.0.1/Add	model.22	3712048	11	4842816	59
947	/model.22/m.0/m.0.1/Add_output_0_QuantizeLinear	model.22	3353648	10	4484416	58
948	/model.22/m.0/m.0.1/Add_output_0_DequantizeLinear	model.22	3353648	10	4484416	58
949	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv	model.22	3712048	10	4842816	58
950	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv_output_0_QuantizeLinear	model.22	3814448	11	4813120	57
951	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv_output_0_DequantizeLinear	model.22	3814448	11	4813120	57
952	/model.22/m.0/m.0.1/ffn/ffn.0/act/Sigmoid	model.22	4121648	11	5120320	57
953	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul	model.22	4531248	12	5529920	58
954	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0_QuantizeLinear	model.22	3814448	11	4813120	57
955	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0_DequantizeLinear	model.22	3814448	11	4813120	57
956	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv	model.22	3916848	11	4915520	57
957	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv_output_0_QuantizeLinear	model.22	3558448	11	4425536	55
958	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv_output_0_DequantizeLinear	model.22	3558448	11	4425536	55
959	/model.22/m.0/m.0.1/Add_1	model.22	3712048	11	4579136	55
960	/model.22/Concat	model.22	3916848	10	4783936	54
961	/model.22/Concat_output_0_QuantizeLinear	model.22	3456048	8	4323136	52
962	/model.22/Concat_output_0_DequantizeLinear	model.22	3456048	8	4323136	52
963	/model.22/cv2/conv/Conv	model.22	3712048	8	4579136	52
964	/model.22/cv2/conv/Conv_output_0_QuantizeLinear	model.22	3200048	8	3672896	50
965	/model.22/cv2/conv/Conv_output_0_DequantizeLinear	model.22	3200048	8	3672896	50
966	/model.22/cv2/act/Sigmoid	model.22	3507248	8	3980096	50
967	/model.22/cv2/act/Mul	model.22	3916848	9	4389696	51
968	/model.22/cv2/act/Mul_output_0_QuantizeLinear	model.22	3200048	8	3672896	50
969	/model.22/cv2/act/Mul_output_0_DequantizeLinear	model.22	3200048	8	3672896	50
970	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv	model.23	3123248	8	3596096	50
971	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv	model.23	3532848	9	3858176	49
972	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv_output_0_QuantizeLinear	model.23	3129648	9	3444736	47
973	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv_output_0_QuantizeLinear	model.23	3206448	9	3521536	47
974	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv_output_0_DequantizeLinear	model.23	2822448	9	3137536	47
975	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv_output_0_DequantizeLinear	model.23	3225648	9	3540736	47
976	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Sigmoid	model.23	3148848	9	3463936	47
977	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Sigmoid	model.23	3558448	10	3873536	48
978	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul	model.23	3584048	11	3899136	49
979	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul	model.23	3942448	10	4257536	48
980	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0_QuantizeLinear	model.23	3129648	9	3444736	47
981	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul_output_0_QuantizeLinear	model.23	3206448	9	3521536	47
982	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0_DequantizeLinear	model.23	2822448	9	3137536	47
983	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul_output_0_DequantizeLinear	model.23	3225648	9	3540736	47
984	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv	model.23	3148848	9	3463936	47
985	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv	model.23	3251248	9	3557056	45
986	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv_output_0_QuantizeLinear	model.23	2848048	9	3071616	43
987	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv_output_0_QuantizeLinear	model.23	2854448	9	3078016	43
988	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv_output_0_DequantizeLinear	model.23	2752048	9	2975616	43
989	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv_output_0_DequantizeLinear	model.23	2873648	9	3097216	43
990	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Sigmoid	model.23	2867248	9	3090816	43
991	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Sigmoid	model.23	2995248	10	3218816	44
992	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul	model.23	3020848	11	3244416	45
993	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul	model.23	3097648	10	3321216	44
994	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0_QuantizeLinear	model.23	2848048	9	3071616	43
995	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0_QuantizeLinear	model.23	2854448	9	3078016	43
996	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0_DequantizeLinear	model.23	2752048	9	2975616	43
997	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0_DequantizeLinear	model.23	2873648	9	3097216	43
998	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv	model.23	2848048	9	3071616	43
999	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv	model.23	2950448	9	3173744	41
1000	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0_QuantizeLinear	model.23	2824048	9	3044144	39
1001	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv_output_0_QuantizeLinear	model.23	2849648	9	3069744	39
1002	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0_DequantizeLinear	model.23	2728048	9	2948144	39
1003	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv_output_0_DequantizeLinear	model.23	2854448	9	3074544	39
1004	/model.23/Reshape_2	model.23	2828848	9	3048944	39
1005	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Sigmoid	model.23	2950448	9	3170520	38
1006	/model.23/Concat	model.23	3084848	10	3304920	39
1007	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul	model.23	3078448	8	3298520	37
1008	/model.23/Shape	model.23	2822472	7	3042544	36
1009	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0_QuantizeLinear	model.23	2854472	8	3074544	37
1010	/model.23/Gather	model.23	2726480	8	2946552	37
1011	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0_DequantizeLinear	model.23	2854456	8	3074528	37
1012	/model.23/Add	model.23	2822464	8	3042536	37
1013	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv	model.23	2950456	8	3170520	36
1014	/model.23/Div	model.23	2822464	8	3016608	34
1015	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv_output_0_QuantizeLinear	model.23	2854456	8	3048592	33
1016	/model.23/Mul	model.23	2726464	8	2920600	33
1017	/model.23/Mul_1	model.23	2726472	9	2920600	33
1018	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv_output_0_DequantizeLinear	model.23	2854464	9	3048584	32
1019	/model.23/Slice	model.23	2822464	8	3016584	31
1020	/model.23/Slice_1	model.23	2822464	8	3016576	30
1021	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Sigmoid	model.23	2816048	6	3010152	27
1022	/model.23/Sub	model.23	2816048	6	3010152	27
1023	/model.23/Add_1	model.23	2816048	6	2942952	26
1024	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Mul	model.23	2944048	7	3003752	26
1025	/model.23/Concat_2	model.23	2688048	5	2747752	24
1026	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Mul_output_0_QuantizeLinear	model.23	2720048	6	2779752	25
1027	/model.23/Mul_2	model.23	2592048	5	2651752	24
1028	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Mul_output_0_DequantizeLinear	model.23	2720048	6	2746152	24
1029	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv	model.23	2816048	6	2842152	24
1030	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0_QuantizeLinear	model.23	2720048	6	2720232	22
1031	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0_DequantizeLinear	model.23	2720048	6	2720232	22
1032	/model.23/Reshape_5	model.23	2816048	6	2816232	22
1033	/model.23/Concat_1	model.23	5376048	6	5376208	21
1034	/model.23/Sigmoid	model.23	5376048	4	5376208	19
1035	/model.23/Concat_3	model.23	5510448	4	5510608	19
1036	/model.23/Transpose	model.23	5644848	4	5645008	19
1037	/model.23/Split	model.23	5644848	5	5645008	20
1038	/model.23/ReduceMax	model.23	2856048	5	2856192	19
1039	/model.23/TopK	model.23	2859648	7	2859784	20
1040	/model.23/Unsqueeze	model.23	2828448	7	2828576	19
1041	/model.23/Expand	model.23	2826048	6	2826168	17
1042	/model.23/Shape_1	model.23	2826048	6	2826168	17
1043	/model.23/Flatten_1	model.23	2828448	7	2828568	18
1044	/model.23/Tile	model.23	2826048	6	2826168	17
1045	/model.23/Gather_1	model.23	2826056	7	2826152	17
1046	/model.23/Gather_2	model.23	2826064	8	2826152	17
1047	/model.23/GatherElements	model.23	2826040	7	2826120	15
1048	/model.23/Mul_3	model.23	138048	7	138128	15
1049	/model.23/Concat_4	model.23	138056	7	138128	14
1050	/model.23/Flatten	model.23	138056	7	138120	13
1051	/model.23/TopK_1	model.23	138056	7	138120	13
1052	/model.23/Unsqueeze_1	model.23	138056	7	138112	12
1053	/model.23/Div_1	model.23	138056	7	138104	11
1054	/model.23/Mod	model.23	138056	7	138096	10
1055	/model.23/Cast	model.23	138056	7	138088	9
1056	/model.23/Unsqueeze_2	model.23	138056	7	138088	9
1057	/model.23/Cast_1	model.23	138056	7	138080	8
1058	/model.23/Cast_2	model.23	138056	7	138080	8
1059	/model.23/Add_2	model.23	138056	7	138080	8
1060	/model.23/Gather_3	model.23	138048	6	138072	7
1061	/model.23/Shape_2	model.23	135664	6	135688	7
1062	/model.23/Reshape_6	model.23	135664	6	135688	7
1063	/model.23/Concat_5	model.23	135672	6	135696	7
1064	/model.23/Reshape_7	model.23	135648	4	135672	5
1065	/model.23/Expand_1	model.23	135624	3	135648	4
1066	/model.23/Tile_1	model.23	135600	2	135624	3
1067	/model.23/GatherElements_1	model.23	135600	2	135600	2
1068	/model.23/Concat_6	model.23	8400	2	8400	2
