variance_lane	lane	graphwise_rank	op	variable	pyramid	branch	snr	mse	cosine	q_min	q_max	f_min	f_max	f_histogram	snr_high_error	cosine_significant_deviation	source_report
Vseed	VSEED	298	/model.6/cv2/conv/Conv[Conv]	model.6.cv2.conv.weight[Constant]			0.0001	0.0	1.0	-0.616	0.506	-0.614	0.504	17,17,0,17,17,17,17,68,136,153,340,357,884,1190,2431,3961,5270,6562,5015,3298,2125,1394,663,374,170,136,102,34,17,17,0,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	299	/model.6/cv2/conv/Conv[Conv]	model.6.cv2.conv.bias[Constant]			0.0	0.0	1.0	-1.913	2.074	-1.915	2.075	323,0,0,0,0,408,663,612,1071,901,1649,1428,2618,2108,1479,2210,2006,2295,1513,2278,1598,1513,1292,2312,680,1887,442,0,799,0,221,510	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	300	/model.6/cv2/conv/Conv[Conv]	/model.6/cv2/conv/Conv_output_0			0.0183	0.0259	0.9909	-6.225	3.754	-6.130	3.979	2,0,1,7,12,14,25,82,150,218,453,808,1343,1801,2415,3175,3344,3476,3600,3898,3860,2804,1838,961,357,115,32,12,6,3,1,3	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	301	/model.6/m.0/m/m.1/cv1/act/Mul[Mul]	/model.6/m.0/m/m.1/cv1/act/Mul_output_0			0.0183	0.0033	0.9909	-0.277	3.445	-0.278	3.637	15920,3635,2796,2568,2292,1914,1404,997,917,717,478,381,268,135,107,79,62,37,28,22,19,10,6,8,3,6,4,1,0,1,0,1	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	302	/model.22/m.0/m.0.1/attn/Mul[Mul]	PPQ_Variable_6[Constant]			0.0	0.0	1.0	0.177	0.177	0.177	0.177	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	303	/model.22/m.0/m.0.1/attn/Mul[Mul]	/model.22/m.0/m.0.1/attn/Mul_output_0			0.0183	0.1673	0.9908	-13.727	15.914	-14.976	15.591	1,3,3,11,13,24,55,130,208,423,791,1396,2269,3459,4242,4783,4749,4025,3024,2002,1202,775,473,276,186,121,71,50,27,12,8,4	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	304	/model.8/cv2/act/Mul[Mul]	/model.8/cv2/act/Mul_output_0			0.0183	0.0071	0.9908	-0.283	4.625	-0.278	4.773	17047,4546,2521,1980,1602,1442,1148,1033,869,610,469,390,259,204,136,121,78,71,57,44,29,32,25,34,25,12,17,6,3,0,3,3	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	305	/model.13/m.0/m/m.0/cv2/act/Mul[Mul]	/model.13/m.0/m/m.0/cv2/act/Mul_output_0			0.0182	0.0115	0.9909	-0.285	6.609	-0.278	7.669	13534,4941,3658,2759,2455,2368,1969,1356,822,421,232,133,80,25,19,16,5,5,2,6,3,1,1,2,0,1,0,1,0,0,0,1	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	306	/model.22/m.0/m.0.1/attn/MatMul[MatMul]	/model.22/m.0/m.0.1/attn/Transpose_output_0			0.0189	0.031	0.9905	-5.444	5.265	-5.758	5.183	1,0,4,7,24,33,80,183,332,539,870,1289,1892,2412,2995,3253,3671,3651,3424,2966,2458,1812,1242,773,445,217,130,54,38,10,8,3	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	307	/model.22/m.0/m.0.1/attn/MatMul[MatMul]	/model.22/m.0/m.0.1/attn/Split_output_1			0.0202	0.034	0.9899	-5.803	6.342	-5.847	6.168	1,3,10,14,29,67,145,293,532,834,1352,1933,2562,3234,3801,4002,3830,3595,2937,2218,1497,968,495,257,113,53,22,11,2,4,1,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	308	/model.22/m.0/m.0.1/attn/MatMul[MatMul]	/model.22/m.0/m.0.1/attn/MatMul_output_0			0.0181	5.39	0.9909	-83.151	90.710	-84.029	89.637	2,1,2,7,12,33,69,124,219,448,831,1372,2214,3488,4376,4755,4662,4033,2955,2053,1259,688,455,277,195,136,82,36,15,11,3,3	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	309	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Sigmoid[Sigmoid]	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Sigmoid_output_0	P4	confidence	0.018	0.0094	0.9911	0.000	1.000	0.000	1.000	578,354,361,439,471,499,547,566,577,619,702,696,685,677,802,833,810,927,1034,1038,1127,1185,1254,1324,1380,1367,1429,1609,1803,2089,2590,4444	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	310	/model.8/m.0/m/m.0/cv2/act/Mul[Mul]	/model.8/m.0/m/m.0/cv2/act/Mul_output_0			0.0178	0.0144	0.9911	-0.281	7.626	-0.278	7.392	14234,4293,3390,2732,2345,1894,1627,1282,884,695,488,335,193,137,83,48,33,29,13,22,12,10,16,11,3,1,2,0,0,3,0,1	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	311	/model.8/m.0/m/m.0/Add[Add]	/model.8/m.0/m/m.0/Add_output_0			0.0177	0.0162	0.9911	-0.568	8.977	-0.557	11.819	8727,7797,6058,4243,3111,2082,1274,736,392,186,87,38,40,14,9,6,4,3,2,0,3,0,1,2,0,0,0,0,0,0,0,1	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	312	/model.10/cv2/conv/Conv[Conv]	model.10.cv2.conv.weight[Constant]			0.0001	0.0	1.0	-0.226	0.623	-0.226	0.625	51,170,340,425,952,2006,4029,6443,7769,5491,3587,1870,765,357,153,119,136,34,51,34,0,17,0,0,0,0,0,0,0,0,0,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	313	/model.10/cv2/conv/Conv[Conv]	model.10.cv2.conv.bias[Constant]			0.0	0.0	1.0	-3.398	2.162	-3.398	2.162	544,306,510,425,680,1836,714,1020,2244,1292,1887,1326,3808,2006,612,1445,2159,2584,1513,1530,1564,986,935,1530,425,119,187,357,0,102,0,170	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	314	/model.10/cv2/conv/Conv[Conv]	/model.10/cv2/conv/Conv_output_0			0.0177	0.0529	0.9911	-7.755	5.832	-7.828	5.873	2,9,10,22,45,94,142,267,454,648,1057,1449,2057,2649,3345,4263,4384,4370,3797,2770,1676,761,353,134,31,16,5,2,2,0,1,1	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	315	/model.8/m.0/m/m.1/cv1/act/Mul[Mul]	/model.8/m.0/m/m.1/cv1/act/Mul_output_0			0.0175	0.0076	0.9912	-0.267	5.798	-0.278	5.353	17011,4470,2788,2111,1671,1417,1121,909,765,620,466,371,235,216,206,141,121,61,52,19,12,7,9,8,2,3,1,0,0,0,0,3	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	316	/model.4/cv1/conv/Conv[Conv]	model.4.cv1.conv.weight[Constant]			0.0001	0.0	1.0	-1.455	0.819	-1.449	0.814	17,0,17,17,0,17,17,34,0,34,102,17,51,204,187,459,969,1666,3485,6341,9758,6256,2703,1190,629,306,119,102,0,17,51,51	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	317	/model.4/cv1/conv/Conv[Conv]	model.4.cv1.conv.bias[Constant]			0.0002	0.0006	0.9999	-4.415	6.208	-4.421	6.221	408,0,0,0,0,0,0,1105,0,663,1224,2125,3485,3859,1224,4913,2142,2142,1377,2040,2414,1173,1054,1275,459,544,0,663,0,0,0,527	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	318	/model.4/cv1/conv/Conv[Conv]	/model.4/cv1/conv/Conv_output_0			0.0172	0.0249	0.9914	-7.165	3.976	-7.304	4.352	2,1,3,4,6,6,16,25,58,44,89,91,149,230,371,523,731,1546,2174,2869,3707,4749,6662,4513,3671,1445,761,219,96,41,11,3	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	319	/model.22/m.0/m.0.0/Add[Add]	/model.22/m.0/m.0.0/Add_output_0			0.017	0.0141	0.9914	-0.568	7.680	-0.557	8.051	14915,5519,3515,2628,2002,1428,1063,840,671,518,399,364,255,235,156,103,64,60,32,21,10,1,4,2,2,0,1,3,1,0,1,3	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	320	/model.22/m.0/m.0.0/cv2/conv/Conv[Conv]	model.22.m.0.0.cv2.conv.weight[Constant]			0.0002	0.0	0.9999	-0.569	0.855	-0.567	0.859	17,0,17,34,68,153,204,170,425,833,2244,5967,12342,8262,2635,697,357,68,102,51,34,51,17,17,0,17,0,0,17,0,0,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	321	/model.22/m.0/m.0.0/cv2/conv/Conv[Conv]	model.22.m.0.0.cv2.conv.bias[Constant]			0.0	0.0	1.0	-3.358	3.265	-3.359	3.265	1411,1054,0,952,1496,1802,2108,2397,2074,680,3094,1513,1105,884,3213,1564,2210,850,1105,459,476,221,1037,884,0,323,255,731,306,0,0,612	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	322	/model.22/m.0/m.0.0/cv2/conv/Conv[Conv]	/model.22/m.0/m.0.0/cv2/conv/Conv_output_0			0.017	0.0402	0.9915	-8.292	7.487	-8.745	8.286	1,0,1,10,12,25,54,102,183,332,610,1268,2173,3523,4818,5625,4934,3821,2734,1915,1219,768,399,186,55,24,9,6,5,1,1,2	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	323	/model.6/m.0/m/m.0/cv2/act/Mul[Mul]	/model.6/m.0/m/m.0/cv2/act/Mul_output_0			0.0169	0.0036	0.9917	-0.281	3.005	-0.278	3.129	10044,3953,3004,3120,2418,2185,2100,1702,1606,1235,962,768,530,398,258,170,114,83,42,45,21,13,12,8,8,7,5,2,0,1,0,2	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	324	/model.8/m.0/m/m.0/cv2/conv/Conv[Conv]	model.8.m.0.m.0.cv2.conv.weight[Constant]			0.0002	0.0	0.9999	-0.641	0.328	-0.639	0.329	17,0,17,17,0,0,0,0,17,0,17,0,0,102,255,306,544,1343,2924,5015,6868,7242,5389,2652,986,595,289,85,51,34,17,34	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	325	/model.8/m.0/m/m.0/cv2/conv/Conv[Conv]	model.8.m.0.m.0.cv2.conv.bias[Constant]			0.0	0.0	1.0	-0.967	2.236	-0.970	2.233	1122,1088,612,2244,1054,493,510,1326,1853,510,510,578,3298,2142,3434,2635,1564,1173,1717,986,0,1870,510,493,850,1105,0,0,663,0,0,476	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	326	/model.8/m.0/m/m.0/cv2/conv/Conv[Conv]	/model.8/m.0/m/m.0/cv2/conv/Conv_output_0			0.0168	0.0371	0.9916	-6.753	7.598	-6.936	8.583	5,21,31,40,88,166,282,449,742,1100,1607,2302,3006,3904,4597,5086,4569,3310,2013,950,336,109,37,27,20,10,2,4,0,0,2,1	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	327	/model.6/m.0/cv3/conv/Conv[Conv]	model.6.m.0.cv3.conv.weight[Constant]			0.0001	0.0	1.0	-0.953	0.857	-0.949	0.861	34,0,0,0,0,0,0,0,85,51,221,544,986,1938,3026,5457,7412,6562,4080,2295,1241,510,204,34,34,51,34,0,0,0,0,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	328	/model.6/m.0/cv3/conv/Conv[Conv]	model.6.m.0.cv3.conv.bias[Constant]			0.0	0.0	1.0	-4.010	4.498	-4.009	4.498	595,408,0,0,0,0,510,527,986,1037,2482,1445,799,3961,4454,2261,2754,544,2040,1666,1207,663,544,1343,1683,561,629,680,0,476,0,561	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	329	/model.6/m.0/cv3/conv/Conv[Conv]	/model.6/m.0/cv3/conv/Conv_output_0			0.0168	0.0313	0.9916	-7.406	7.726	-7.126	8.788	1,1,4,15,47,90,150,311,601,1075,2213,3792,5302,5107,4288,4164,3430,2245,1096,547,178,76,29,17,10,7,9,4,4,2,0,1	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	330	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv[Conv]	model.23.one2one_cv2.0.0.conv.weight[Constant]	P3	bbox	0.0003	0.0	0.9999	-2.147	2.259	-2.147	2.267	17,0,0,34,34,17,17,0,51,102,85,187,442,1598,4029,19465,5984,1700,357,323,136,34,85,0,51,34,0,17,0,0,0,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	331	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv[Conv]	model.23.one2one_cv2.0.0.conv.bias[Constant]	P3	bbox	0.0	0.0002	1.0	-2.714	6.145	-2.699	6.153	1887,0,0,0,0,0,0,0,2210,2125,0,2295,0,0,0,2125,0,0,0,2312,0,1853,4471,0,2159,4488,0,2193,0,0,4454,2244	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	332	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv[Conv]	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv_output_0	P3	bbox	0.0168	0.2929	0.9916	-10.001	14.784	-20.678	14.566	1,0,0,1,4,1,3,6,5,23,50,104,198,272,347,516,817,1293,2495,4323,4637,5392,5099,3646,2748,1571,790,346,92,31,2,3	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	333	/model.6/m.0/m/m.0/cv1/conv/Conv[Conv]	model.6.m.0.m.0.cv1.conv.weight[Constant]			0.0001	0.0	0.9999	-1.619	0.911	-1.613	0.911	17,0,0,0,0,0,0,0,0,0,0,17,34,51,136,153,748,1530,3281,7905,9537,6511,2788,1292,374,187,102,68,0,34,34,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	334	/model.6/m.0/m/m.0/cv1/conv/Conv[Conv]	model.6.m.0.m.0.cv1.conv.bias[Constant]			0.0	0.0	1.0	-1.260	1.836	-1.259	1.836	1207,969,0,1292,1972,0,918,986,1020,5967,1088,1122,0,3621,1904,1955,1003,1071,0,1547,2023,850,0,1122,0,0,0,0,1156,1020,0,1003	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	335	/model.6/m.0/m/m.0/cv1/conv/Conv[Conv]	/model.6/m.0/m/m.0/cv1/conv/Conv_output_0			0.0167	0.0258	0.9917	-7.151	4.318	-7.665	4.924	1,0,0,2,2,0,11,9,48,109,201,321,652,1147,2149,3608,4644,5320,5130,4284,3064,2083,1183,505,183,92,37,16,11,2,1,1	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	336	/model.8/m.0/m/m.1/cv1/conv/Conv[Conv]	model.8.m.0.m.1.cv1.conv.weight[Constant]			0.0001	0.0	0.9999	-0.181	0.360	-0.182	0.362	102,51,102,238,459,697,1173,1904,4029,5661,6783,5610,3621,1768,1122,714,306,306,85,34,17,17,0,0,0,0,0,0,0,0,0,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	337	/model.8/m.0/m/m.1/cv1/conv/Conv[Conv]	model.8.m.0.m.1.cv1.conv.bias[Constant]			0.0	0.0	1.0	-0.693	1.805	-0.694	1.804	1020,1598,935,2006,1105,1479,1360,1275,442,2601,2380,1649,1275,2448,2788,1241,0,663,1513,1496,527,425,1071,1088,0,391,1054,0,0,0,0,986	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	338	/model.8/m.0/m/m.1/cv1/conv/Conv[Conv]	/model.8/m.0/m/m.1/cv1/conv/Conv_output_0			0.0163	0.033	0.9918	-6.777	8.206	-7.087	8.676	2,3,10,20,66,123,246,480,910,1499,2404,3457,4494,4847,4951,4271,3129,2073,1072,484,208,43,6,12,2,0,2,1,0,0,0,1	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	339	/model.8/cv2/conv/Conv[Conv]	model.8.cv2.conv.weight[Constant]			0.0001	0.0	1.0	-0.459	0.309	-0.457	0.310	17,17,0,0,0,34,68,17,102,119,187,595,612,1105,1632,2142,3162,4012,4998,4488,3791,2635,1768,1343,952,340,238,102,136,136,51,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	340	/model.8/cv2/conv/Conv[Conv]	model.8.cv2.conv.bias[Constant]			0.0	0.0	1.0	-4.011	4.165	-4.007	4.165	119,0,0,0,0,0,102,952,1326,1496,2805,1972,2703,3162,3536,4403,2958,2567,2074,1530,1530,748,289,0,374,0,0,0,0,0,0,170	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	341	/model.8/cv2/conv/Conv[Conv]	/model.8/cv2/conv/Conv_output_0			0.0162	0.0324	0.9919	-6.541	5.101	-6.911	5.074	1,7,6,4,15,35,84,147,245,421,619,903,1344,1989,2518,3015,3557,3880,3806,3389,3080,2516,1527,750,400,222,136,107,51,28,9,5	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	342	/model.22/m.0/m.0.0/cv2/act/Mul[Mul]	/model.22/m.0/m.0.0/cv2/act/Mul_output_0			0.0161	0.0115	0.9919	-0.286	7.448	-0.278	8.562	20397,4075,2600,1862,1388,1030,821,604,465,395,399,284,186,132,72,46,26,12,7,6,3,0,3,0,0,0,1,0,1,0,0,1	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	343	/model.6/m.0/cv1/conv/Conv[Conv]	/model.6/Split_output_1			0.0196	0.0074	0.9901	-0.274	4.203	-0.278	6.693	12970,5408,4735,3439,2286,2356,1358,939,567,301,219,112,49,33,26,10,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	344	/model.6/m.0/cv1/conv/Conv[Conv]	model.6.m.0.cv1.conv.weight[Constant]			0.0001	0.0	1.0	-0.726	0.450	-0.725	0.452	34,17,0,0,0,0,17,17,17,170,68,170,357,850,1105,1734,2669,3910,4199,5780,4981,3519,2516,986,561,476,238,153,119,68,34,51	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	345	/model.6/m.0/cv1/conv/Conv[Conv]	model.6.m.0.cv1.conv.bias[Constant]			0.0	0.0	1.0	-0.490	1.763	-0.490	1.763	1292,0,2244,0,2074,2159,1156,1088,3009,0,0,2142,0,1105,1088,986,1054,0,1207,5559,0,1258,3094,2193,1003,0,0,0,0,0,0,1105	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	346	/model.6/m.0/cv1/conv/Conv[Conv]	/model.6/m.0/cv1/conv/Conv_output_0			0.0161	0.0085	0.992	-4.595	2.885	-4.613	3.040	1,0,0,0,4,2,10,2,12,18,35,47,136,259,563,1302,1798,2309,3300,4562,4936,4528,4076,3941,1931,683,215,91,29,15,8,3	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	347	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv[Conv]	model.23.one2one_cv2.0.2.weight[Constant]	P3	bbox	0.0	0.0	1.0	-0.642	1.133	-0.646	1.138	408,510,680,1207,306,425,0,0,0,0,1496,22933,2380,0,0,0,0,0,0,0,0,0,561,0,0,629,561,1394,476,391,0,459	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	348	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv[Conv]	model.23.one2one_cv2.0.2.bias[Constant]	P3	bbox	0.0	0.0	1.0	0.616	0.941	0.616	0.941	8398,8330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8364,0,0,0,0,0,0,0,0,9724	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	349	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv[Conv]	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	P3	bbox	0.016	0.1103	0.9921	-0.618	7.315	-0.616	7.255	15,102,277,638,1615,1565,2202,2513,3138,2516,2392,2366,2653,2053,1873,1567,1474,1287,965,822,670,560,488,332,257,191,127,67,44,26,15,6	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	350	/model.16/Concat[Concat]	/model.16/Split_output_0			0.009	0.0108	0.9955	-0.274	3.791	-0.278	3.881	827,933,1336,1735,2191,2531,2804,2857,2935,2899,2618,2294,1974,1611,1324,1031,776,621,473,318,235,184,119,75,42,34,14,8,7,6,0,4	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	351	/model.16/Concat[Concat]	/model.16/Concat_output_0			0.0159	0.0156	0.992	-0.293	6.729	-0.278	6.676	9706,3622,3223,3086,2959,2775,2458,1895,1482,1106,797,580,386,281,176,108,71,33,29,11,8,5,6,4,2,2,1,2,0,0,0,2	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	352	/model.8/m.0/cv3/conv/Conv[Conv]	model.8.m.0.cv3.conv.weight[Constant]			0.0001	0.0	1.0	-0.458	0.255	-0.456	0.256	34,0,0,0,0,0,0,0,0,51,34,204,340,391,867,1377,1785,2329,3961,4301,5372,4692,3196,1751,1598,1071,595,459,255,68,51,34	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	353	/model.8/m.0/cv3/conv/Conv[Conv]	model.8.m.0.cv3.conv.bias[Constant]			0.0	0.0	1.0	-3.611	2.387	-3.612	2.386	255,306,0,0,0,0,306,0,187,833,986,1037,595,1020,1615,952,935,1751,935,2958,3111,2720,3859,3910,1938,1649,170,1122,714,714,0,238	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	354	/model.8/m.0/cv3/conv/Conv[Conv]	/model.8/m.0/cv3/conv/Conv_output_0			0.0158	0.0331	0.9921	-8.344	6.170	-8.197	6.267	1,0,1,3,5,16,30,59,110,248,420,789,1352,2190,2978,4137,4841,4906,4231,3263,2160,1388,800,526,204,110,29,9,6,2,1,1	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	355	/model.2/m.0/cv2/act/Mul[Mul]	/model.2/m.0/cv2/act/Mul_output_0			0.0158	0.1515	0.9921	-0.232	26.724	-0.278	30.726	21620,3196,2256,2033,1236,1430,816,613,436,320,244,181,151,112,55,37,30,16,9,7,2,3,1,5,2,2,0,1,1,0,0,1	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	356	/model.2/m.0/cv2/act/Sigmoid[Sigmoid]	/model.2/m.0/cv2/act/Sigmoid_output_0			0.0156	0.0067	0.9922	0.000	0.999	0.000	1.000	3590,994,758,615,642,529,517,481,475,500,485,506,562,1106,2680,1636,1777,1093,502,464,459,502,504,554,940,578,574,642,1279,842,1287,6743	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	357	/model.4/cv1/act/Mul[Mul]	/model.4/cv1/act/Mul_output_0			0.0155	0.0113	0.9923	-0.283	3.910	-0.278	4.769	6529,3261,2894,2740,2555,3495,2877,2066,1871,1823,1321,1120,607,456,480,234,153,104,69,42,38,21,26,11,7,7,3,4,0,0,1,1	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	358	/model.19/m.0/m/m.0/Add[Add]	/model.19/m.0/m/m.0/Add_output_0			0.0151	0.0064	0.9924	-0.559	3.771	-0.557	4.367	5027,4842,4830,5067,4039,2862,1795,1037,647,455,492,588,689,764,613,390,233,136,85,90,53,41,18,14,4,2,1,0,0,1,0,1	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	359	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv[Conv]	model.23.one2one_cv3.2.2.weight[Constant]	P5	confidence	0.0012	0.0	0.9994	-0.670	0.289	-0.673	0.291	34,17,0,34,136,34,34,0,34,102,17,102,340,510,1003,1139,1360,1632,1394,1921,2448,3434,4505,4386,3978,2482,1734,918,510,272,170,136	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	360	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv[Conv]	model.23.one2one_cv3.2.2.bias[Constant]	P5	confidence	0.005	0.4685	0.9999	-9.877	-6.352	-10.359	-7.328	1564,2601,1241,5100,3264,1615,3230,2006,2414,1785,2737,850,1088,1751,1309,442,0,0,969,0,0,0,0,0,0,0,0,0,0,0,340,510	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	361	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv[Conv]	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	P5	confidence	0.0146	5.6515	0.9927	-78.407	0.000	-87.595	-1.769	1,4,4,3,0,1,4,1,2,6,5,7,9,19,8,19,40,34,82,148,213,331,758,2313,6682,9926,9440,3875,699,139,36,7	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	362	/model.16/m.0/m/m.1/cv1/conv/Conv[Conv]	model.16.m.0.m.1.cv1.conv.weight[Constant]			0.0001	0.0	0.9999	-0.673	0.495	-0.670	0.496	17,68,0,51,0,119,0,17,102,68,170,289,578,493,1088,1802,3536,6239,8755,5083,2652,1581,799,544,204,136,187,85,102,0,0,51	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	363	/model.16/m.0/m/m.1/cv1/conv/Conv[Conv]	model.16.m.0.m.1.cv1.conv.bias[Constant]			0.0	0.0	1.0	-1.117	2.505	-1.117	2.506	6664,2227,4199,0,0,4420,0,2278,6494,2006,0,0,0,0,2159,0,2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2057	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	364	/model.16/m.0/m/m.1/cv1/conv/Conv[Conv]	/model.16/m.0/m/m.1/cv1/conv/Conv_output_0			0.0144	0.0163	0.9928	-6.062	3.676	-5.854	3.704	1,0,2,3,7,13,25,25,51,66,146,236,381,722,1174,2192,3955,5700,5774,4803,3611,2020,1031,373,160,58,130,752,932,369,99,5	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	365	/model.10/m/m.0/ffn/ffn.0/act/Mul[Mul]	/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0			0.0143	0.0008	0.9928	-0.274	2.659	-0.278	3.253	27667,5878,621,240,127,91,54,36,24,20,11,16,8,4,2,6,1,1,0,3,0,0,0,0,2,2,0,0,1,0,0,1	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	366	/model.16/cv2/act/Mul[Mul]	/model.16/cv2/act/Mul_output_0			0.0141	0.007	0.9929	-0.271	4.593	-0.278	4.643	12687,5629,3826,2638,2014,1668,1557,1160,951,649,510,337,239,168,117,81,54,30,18,13,10,16,0,10,11,26,71,109,96,59,41,21	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
