profile	profile_file	event_name	node_index	op_name	provider	duration_us	execution_count
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Mul_2_kernel_time	368	Mul	CPUExecutionProvider	234	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Concat_3_kernel_time	370	Concat	CPUExecutionProvider	2451	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Split_kernel_time	372	Split	CPUExecutionProvider	2445	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	Transpose_token_657_kernel_time	947	Transpose	CPUExecutionProvider	441	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/ConstantOfShape_1_kernel_time	401	ConstantOfShape	CPUExecutionProvider	64	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/ReduceMax_kernel_time	373	ReduceMax	CPUExecutionProvider	4580	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/TopK_kernel_time	374	TopK	CPUExecutionProvider	540	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Unsqueeze_kernel_time	375	Unsqueeze	CPUExecutionProvider	85	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Shape_1_kernel_time	385	Shape	CPUExecutionProvider	52	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Gather_1_kernel_time	386	Gather	CPUExecutionProvider	62	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Mul_3_kernel_time	389	Mul	CPUExecutionProvider	69	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	Transpose_token_658_kernel_time	948	Transpose	CPUExecutionProvider	3682	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/ConstantOfShape_kernel_time	376	ConstantOfShape	CPUExecutionProvider	93	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Expand_kernel_time	377	Expand	CPUExecutionProvider	91	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Tile_kernel_time	378	Tile	CPUExecutionProvider	661	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/GatherElements_kernel_time	379	GatherElements	CPUExecutionProvider	454	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Flatten_kernel_time	380	Flatten	CPUExecutionProvider	67	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/TopK_1_kernel_time	381	TopK	CPUExecutionProvider	496	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Div_1_kernel_time	382	Div	CPUExecutionProvider	87	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Add_2_kernel_time	390	Add	CPUExecutionProvider	76	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Shape_2_kernel_time	392	Shape	CPUExecutionProvider	51	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Gather_2_kernel_time	387	Gather	CPUExecutionProvider	60	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Concat_5_kernel_time	395	Concat	CPUExecutionProvider	74	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Concat_4_kernel_time	393	Concat	CPUExecutionProvider	53	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Flatten_1_kernel_time	388	Flatten	CPUExecutionProvider	120	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Gather_3_kernel_time	391	Gather	CPUExecutionProvider	85	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Reshape_6_kernel_time	394	Reshape	CPUExecutionProvider	53	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Reshape_7_kernel_time	396	Reshape	CPUExecutionProvider	49	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Expand_1_kernel_time	402	Expand	CPUExecutionProvider	69	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Tile_1_kernel_time	403	Tile	CPUExecutionProvider	119	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/GatherElements_1_kernel_time	404	GatherElements	CPUExecutionProvider	185	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Mod_kernel_time	398	Mod	CPUExecutionProvider	88	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Unsqueeze_2_kernel_time	399	Unsqueeze	CPUExecutionProvider	55	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Cast_2_kernel_time	400	Cast	CPUExecutionProvider	62	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Unsqueeze_1_kernel_time	397	Unsqueeze	CPUExecutionProvider	52	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Concat_6_kernel_time	405	Concat	CPUExecutionProvider	107	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	SpaceMITExecutionProvider_SpineSubgraph_9849537166028720912_1_0_kernel_time	949	SpineSubgraph_9849537166028720912_1	SpaceMITExecutionProvider	428223	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Shape_kernel_time	357	Shape	CPUExecutionProvider	95	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Gather_kernel_time	358	Gather	CPUExecutionProvider	69	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Add_kernel_time	359	Add	CPUExecutionProvider	68	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Div_kernel_time	360	Div	CPUExecutionProvider	58	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Mul_1_kernel_time	363	Mul	CPUExecutionProvider	54	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Mul_kernel_time	361	Mul	CPUExecutionProvider	51	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Slice_1_kernel_time	364	Slice	CPUExecutionProvider	133	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Add_1_kernel_time	366	Add	CPUExecutionProvider	153	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Slice_kernel_time	362	Slice	CPUExecutionProvider	112	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Sub_kernel_time	365	Sub	CPUExecutionProvider	150	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Concat_2_kernel_time	367	Concat	CPUExecutionProvider	145	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Mul_2_kernel_time	368	Mul	CPUExecutionProvider	232	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Concat_3_kernel_time	370	Concat	CPUExecutionProvider	1244	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Split_kernel_time	372	Split	CPUExecutionProvider	2395	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	Transpose_token_657_kernel_time	947	Transpose	CPUExecutionProvider	471	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/ConstantOfShape_1_kernel_time	401	ConstantOfShape	CPUExecutionProvider	67	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/ReduceMax_kernel_time	373	ReduceMax	CPUExecutionProvider	4496	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/TopK_kernel_time	374	TopK	CPUExecutionProvider	490	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Unsqueeze_kernel_time	375	Unsqueeze	CPUExecutionProvider	67	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Shape_1_kernel_time	385	Shape	CPUExecutionProvider	50	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Gather_1_kernel_time	386	Gather	CPUExecutionProvider	59	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Mul_3_kernel_time	389	Mul	CPUExecutionProvider	70	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	Transpose_token_658_kernel_time	948	Transpose	CPUExecutionProvider	3677	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/ConstantOfShape_kernel_time	376	ConstantOfShape	CPUExecutionProvider	93	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Expand_kernel_time	377	Expand	CPUExecutionProvider	87	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Tile_kernel_time	378	Tile	CPUExecutionProvider	646	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/GatherElements_kernel_time	379	GatherElements	CPUExecutionProvider	459	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Flatten_kernel_time	380	Flatten	CPUExecutionProvider	67	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/TopK_1_kernel_time	381	TopK	CPUExecutionProvider	491	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Div_1_kernel_time	382	Div	CPUExecutionProvider	166	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Add_2_kernel_time	390	Add	CPUExecutionProvider	70	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Shape_2_kernel_time	392	Shape	CPUExecutionProvider	48	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Gather_2_kernel_time	387	Gather	CPUExecutionProvider	60	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Concat_5_kernel_time	395	Concat	CPUExecutionProvider	76	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Concat_4_kernel_time	393	Concat	CPUExecutionProvider	53	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Flatten_1_kernel_time	388	Flatten	CPUExecutionProvider	52	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Gather_3_kernel_time	391	Gather	CPUExecutionProvider	76	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Reshape_6_kernel_time	394	Reshape	CPUExecutionProvider	54	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Reshape_7_kernel_time	396	Reshape	CPUExecutionProvider	47	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Expand_1_kernel_time	402	Expand	CPUExecutionProvider	65	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Tile_1_kernel_time	403	Tile	CPUExecutionProvider	119	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/GatherElements_1_kernel_time	404	GatherElements	CPUExecutionProvider	183	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Mod_kernel_time	398	Mod	CPUExecutionProvider	75	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Unsqueeze_2_kernel_time	399	Unsqueeze	CPUExecutionProvider	57	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Cast_2_kernel_time	400	Cast	CPUExecutionProvider	60	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Unsqueeze_1_kernel_time	397	Unsqueeze	CPUExecutionProvider	51	1
rt206_spacemit_fp32_disable	rt206_spacemit_fp32_disable__2026-07-27_15-05-43.json	/model.23/Concat_6_kernel_time	405	Concat	CPUExecutionProvider	103	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	SpaceMITExecutionProvider_SpineSubgraph_2866176829891434777_1_0_kernel_time	1079	SpineSubgraph_2866176829891434777_1	SpaceMITExecutionProvider	515688	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/TopK_kernel_time	455	TopK	CPUExecutionProvider	527	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Unsqueeze_kernel_time	456	Unsqueeze	CPUExecutionProvider	81	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Tile_kernel_time	458	Tile	CPUExecutionProvider	969	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/GatherElements_kernel_time	467	GatherElements	CPUExecutionProvider	564	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Flatten_kernel_time	468	Flatten	CPUExecutionProvider	68	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/TopK_1_kernel_time	469	TopK	CPUExecutionProvider	483	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Div_1_kernel_time	470	Div	CPUExecutionProvider	139	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Flatten_1_kernel_time	462	Flatten	CPUExecutionProvider	51	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Gather_3_kernel_time	474	Gather	CPUExecutionProvider	86	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Reshape_6_new_reshape_kernel_time	488	Reshape	CPUExecutionProvider	55	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Tile_1_kernel_time	483	Tile	CPUExecutionProvider	102	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/GatherElements_1_kernel_time	485	GatherElements	CPUExecutionProvider	190	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Unsqueeze_1_kernel_time	484	Unsqueeze	CPUExecutionProvider	56	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Mod_kernel_time	479	Mod	CPUExecutionProvider	79	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Unsqueeze_2_kernel_time	480	Unsqueeze	CPUExecutionProvider	53	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Cast_2_kernel_time	481	Cast	CPUExecutionProvider	63	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Concat_6_kernel_time	486	Concat	CPUExecutionProvider	110	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Concat_6_output_cast0_kernel_time	487	Cast	CPUExecutionProvider	72	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/TopK_output_cast0_kernel_time	465	Cast	CPUExecutionProvider	55	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	SpaceMITExecutionProvider_SpineSubgraph_2866176829891434777_1_0_kernel_time	1079	SpineSubgraph_2866176829891434777_1	SpaceMITExecutionProvider	348606	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/TopK_kernel_time	455	TopK	CPUExecutionProvider	478	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Unsqueeze_kernel_time	456	Unsqueeze	CPUExecutionProvider	67	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Tile_kernel_time	458	Tile	CPUExecutionProvider	682	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/GatherElements_kernel_time	467	GatherElements	CPUExecutionProvider	433	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Flatten_kernel_time	468	Flatten	CPUExecutionProvider	58	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/TopK_1_kernel_time	469	TopK	CPUExecutionProvider	491	1
rt206_spacemit_fp16_all	rt206_spacemit_fp16_all__2026-07-27_15-06-01.json	/model.23/Div_1_kernel_time	470	Div	CPUExecutionProvider	85	1
